"SimMonsoon","source","destination","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"NEM","Cabatoan","Gabas",15.9248209877409,152.749797448597,0,799552,0
"NEM","Cabatoan","SF4",9.42115226901839,148.4412534496,0,799552,0
"NEM","CAI","Caridad Cemetery",37.5119107683828,63.9137454660728,0,199088448,0
"NEM","CAI","Elementary School",38.0846165851528,71.0731048214667,0,199088448,0
"NEM","CAI","SF3",37.3969140510318,66.841824084343,0,199088448,0
"NEM","CAI","Sitio Lonas",38.8302576868779,75.6198581062733,0,199088448,0
"NEM","CAI","Sitio Tugas",38.1435748645998,69.8510252382899,0,199088448,0
"NEM","Caridad Cemetery","SF6",19.2363922790127,180.211642266589,0,799552,0
"NEM","Caridad Cemetery","Visca",11.1170499867974,156.965363685512,0,799552,0
"NEM","Caridad Proper","Gabas",12.3313979398098,157.695937923541,0,799552,0
"NEM","Caridad Proper","SF6",18.6090798511156,181.53963570905,0,799552,0
"NEM","Elementary School","SF4",1.80154965774624,167.569613478828,0,799552,0
"NEM","Elementary School","SF6",15.2704615045884,189.176772008881,0,799552,0
"NEM","Magbangon","Gabas",16.1581187484931,152.431679745725,0,799552,0
"NEM","Magbangon","SF4",9.66049979905134,148.015118954191,0,799552,0
"NEM","Palanas","Gabas",18.5270048321881,150.886670529944,0,799552,0
"NEM","Palanas","Haina",26.9920106136833,163.43494059821,0,799552,0
"NEM","Palanas","SF4",12.0579842592439,146.515659627277,0,799552,0
"NEM","Palanas","SF5",17.7980970370156,151.821090798412,0,799552,0
"NEM","Palanas","SF6",23.704491144705,170.668058520166,0,799552,0
"NEM","Palanas","Tamakin Dacot",25.829348683192,162.028834180313,0,799552,0
"NEM","Palanas","Visca",16.5775204258635,150.132753475054,0,799552,0
"NEM","SF1","SF6",22.4201320188277,171.412048665335,0,3198208,0
"NEM","SF3","Gabas",11.1554558825158,156.740837721741,0,3997760,0
"NEM","SF3","Tamakin Dacot",18.9280249721515,169.792997152187,0,3997760,0
"NEM","Sitio Baybayon","Gabas",10.3497099508259,10.9608345126726,0,1599104,0
"NEM","Sitio Lonas","Gabas",5.29391347715393,167.528267701314,0,799552,0
"NEM","Sitio Lonas","Haina",14.8456846831604,180.721689954056,0,799552,0
"NEM","Sitio Lonas","SF6",12.9892879138939,198.116502426222,0,799552,0
"NEM","Sitio Lonas","Tamakin Dacot",13.5438241042835,179.627757669958,0,799552,0
"NEM","Tamakin Dacot","Palanas",25.829348683192,342.042373547148,0,1599104,0
"NEM","Tamakin Dacot","Wangag",25.3830246400065,342.730039084419,0,1599104,0
"NEM","Wangag","Gabas",18.0301766971931,151.560729957888,0,799552,0
"NEM","Wangag","SF4",11.5466070395871,147.375580846314,0,799552,0
"NEM","Wangag","SF6",23.3095272094725,171.575435413223,0,799552,0
"NEM","Wangag","Visca",16.078031642585,150.86504434047,0,799552,0
"SWM","Cabatoan","Caridad Proper",3.78950368118107,136.506607956546,0,123008,0
"SWM","Cabatoan","Elementary School",7.74042122042586,144.077342191628,0,123008,0
"SWM","Cabatoan","Gabas",15.9248209877409,152.749797448597,0,123008,0
"SWM","Cabatoan","Haina",24.5778997843548,165.941235246517,0,123008,0
"SWM","Cabatoan","Hicgop South",6.11477685668207,139.127392614459,0,123008,0
"SWM","Cabatoan","Pangasugan",NA,NA,0,123008,0
"SWM","Cabatoan","Poroc Rose",12.7986271025087,150.05370656246,0,123008,0
"SWM","Cabatoan","Poroc San Flower",11.9838137599975,147.730237502816,0,123008,0
"SWM","Cabatoan","San Agustin",11.4243171337323,147.06569730581,0,123008,0
"SWM","Cabatoan","SF2",1.85861357658764,145.21574493803,0,123008,0
"SWM","Cabatoan","SF3",4.85790687088775,143.576189984443,0,123008,0
"SWM","Cabatoan","SF4",9.42115226901839,148.4412534496,0,123008,0
"SWM","Cabatoan","SF5",15.2065164478531,153.932794332925,0,123008,0
"SWM","Cabatoan","SF6",21.4633909541212,174.338135322985,0,123008,0
"SWM","Cabatoan","Sitio Lonas",10.8872204466828,145.642370589779,0,123008,0
"SWM","Cabatoan","Sitio Tugas",6.97778704506868,141.742052213441,0,123008,0
"SWM","Cabatoan","Tamakin Dacot",23.3884325137891,164.514629259158,0,123008,0
"SWM","Cabatoan","Visca",13.9687512766746,152.115016634039,0,123008,0
"SWM","CAI","Cabatoan",36.6107468025567,59.4417521014037,0,30628992,0
"SWM","CAI","Caridad Cemetery",37.5119107683828,63.9137454660728,0,30628992,0
"SWM","CAI","Caridad Proper",37.6221874340169,65.0615462723089,0,30628992,0
"SWM","CAI","Elementary School",38.0846165851528,71.0731048214667,0,30628992,0
"SWM","CAI","Gabas",39.004881087824,83.368672964545,0,30628992,0
"SWM","CAI","Haina",37.78096281888,97.7727488438338,0,30628992,0
"SWM","CAI","Hicgop South",38.1530161399208,68.4865529530332,0,30628992,0
"SWM","CAI","Magbangon",36.5369117565946,59.0694302584741,0,30628992,0
"SWM","CAI","Palanas",36.2691073087654,55.3028485340561,0,30628992,0
"SWM","CAI","Pangasugan",NA,NA,0,30628992,0
"SWM","CAI","Poroc Rose",38.5971089154612,78.7136673683374,0,30628992,0
"SWM","CAI","Poroc San Flower",38.8063694633589,77.3402840731957,0,30628992,0
"SWM","CAI","San Agustin",38.7489692903279,76.4988967228704,0,30628992,0
"SWM","CAI","SF1",35.9981016461332,57.343632109137,0,30628992,0
"SWM","CAI","SF2",36.7853243234563,62.3212559763929,0,30628992,0
"SWM","CAI","SF3",37.3969140510318,66.841824084343,0,30628992,0
"SWM","CAI","SF4",37.9189565190796,73.7638056058845,0,30628992,0
"SWM","CAI","SF6",33.7017111454697,94.4895034079053,0,30628992,0
"SWM","CAI","Sitio Lonas",38.8302576868779,75.6198581062733,0,30628992,0
"SWM","CAI","Sitio Tugas",38.1435748645998,69.8510252382899,0,30628992,0
"SWM","CAI","Tamakin Dacot",37.8962819720814,95.779889636999,0,30628992,0
"SWM","CAI","Visca",38.5109343904408,80.5772583496583,0,30628992,0
"SWM","Caridad Cemetery","CAI",37.5119107683828,243.971276131151,0,123008,0
"SWM","Caridad Cemetery","Elementary School",4.77585415072936,150.387453273624,0,123008,0
"SWM","Caridad Cemetery","Gabas",13.0800106975381,157.012180368359,0,123008,0
"SWM","Caridad Cemetery","Haina",22.050106611415,170.121070089305,0,123008,0
"SWM","Caridad Cemetery","Pangasugan",NA,NA,0,123008,0
"SWM","Caridad Cemetery","Poroc Rose",9.9107454183565,154.886358449077,0,123008,0
"SWM","Caridad Cemetery","Poroc San Flower",9.05786494633732,152.259556601648,0,123008,0
"SWM","Caridad Cemetery","San Agustin",8.48939965705146,151.665726268525,0,123008,0
"SWM","Caridad Cemetery","SF4",6.51934219686446,155.064873047217,0,123008,0
"SWM","Caridad Cemetery","SF5",12.3889775136254,158.709408344959,0,123008,0
"SWM","Caridad Cemetery","SF6",19.2363922790127,180.211642266589,0,123008,0
"SWM","Caridad Cemetery","Sitio Lonas",7.93235105602247,150.029573037347,0,123008,0
"SWM","Caridad Cemetery","Sitio Tugas",3.98589537085982,147.532405753125,0,123008,0
"SWM","Caridad Cemetery","Tamakin Dacot",20.820481733943,168.761941653628,0,123008,0
"SWM","Caridad Cemetery","Visca",11.1170499867974,156.965363685512,0,123008,0
"SWM","Caridad Proper","CAI",37.6221874340169,245.119789926789,0,123008,0
"SWM","Caridad Proper","Elementary School",4.01495979265945,151.236405918655,0,123008,0
"SWM","Caridad Proper","Gabas",12.3313979398098,157.695937923541,0,123008,0
"SWM","Caridad Proper","Haina",21.3552337005377,170.963105985298,0,123008,0
"SWM","Caridad Proper","Pangasugan",NA,NA,0,123008,0
"SWM","Caridad Proper","Poroc Rose",9.15713870255119,155.632002207554,0,123008,0
"SWM","Caridad Proper","Poroc San Flower",8.29929043854204,152.842292137352,0,123008,0
"SWM","Caridad Proper","San Agustin",7.72994839109529,152.232917174843,0,123008,0
"SWM","Caridad Proper","SF4",5.76660677846674,156.271981115151,0,123008,0
"SWM","Caridad Proper","SF5",11.6453532302612,159.54253733663,0,123008,0
"SWM","Caridad Proper","SF6",18.6090798511156,181.53963570905,0,123008,0
"SWM","Caridad Proper","Sitio Lonas",7.17087278024704,150.467152942488,0,123008,0
"SWM","Caridad Proper","Sitio Tugas",3.22263263749314,147.913872718048,0,123008,0
"SWM","Caridad Proper","Tamakin Dacot",20.1183459764472,169.608265738347,0,123008,0
"SWM","Caridad Proper","Visca",10.3684742357159,157.775053991255,0,123008,0
"SWM","Elementary School","CAI",38.0846165851528,251.13454443496,0,123008,0
"SWM","Elementary School","Gabas",8.35384165537914,160.801188659698,0,123008,0
"SWM","Elementary School","Haina",17.625238506364,175.382599762361,0,123008,0
"SWM","Elementary School","Pangasugan",NA,NA,0,123008,0
