"SimMonsoon","source","destination","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"SWM","Elementary School","Poroc Rose",5.1630036993143,159.054467662235,0,123008,0
"SWM","Elementary School","Poroc San Flower",4.28736209804195,154.349855925314,0,123008,0
"SWM","Elementary School","San Agustin",3.71624288089285,153.313049838672,0,123008,0
"SWM","Elementary School","SF4",1.80154965774624,167.569613478828,0,123008,0
"SWM","Elementary School","SF5",7.69386504920144,163.873565598258,0,123008,0
"SWM","Elementary School","SF6",15.2704615045884,189.176772008881,0,123008,0
"SWM","Elementary School","Tamakin Dacot",16.3545910610978,174.0556501822,0,123008,0
"SWM","Elementary School","Visca",6.39564840604425,161.881260889963,0,123008,0
"SWM","Gabas","Wangag",18.0301766971931,331.575382251852,0,123008,0
"SWM","Haina","Caridad Cemetery",22.050106611415,350.127479801197,0,246016,0
"SWM","Haina","Gabas",9.76388806466271,7.83125570056632,0,246016,0
"SWM","Haina","Hicgop South",19.3126421844879,354.185137222541,0,246016,0
"SWM","Haina","Palanas",26.9920106136833,343.448006071396,0,246016,0
"SWM","Haina","Poroc Rose",12.7500613492617,1.9273434810471,0,246016,0
"SWM","Haina","Poroc San Flower",13.7061846175771,1.83878413510769,0,246016,0
"SWM","Hicgop South","CAI",38.1530161399208,248.547120378592,0,246016,0
"SWM","Hicgop South","Elementary School",1.73052315940533,161.874995444321,0,246016,0
"SWM","Hicgop South","Gabas",10.0841152266487,160.984680992583,0,246016,0
"SWM","Hicgop South","Haina",19.3126421844879,174.181824019566,0,246016,0
"SWM","Hicgop South","Pangasugan",NA,NA,0,246016,0
"SWM","Hicgop South","Poroc Rose",6.89197129622291,159.761621406695,0,246016,0
"SWM","Hicgop South","Poroc San Flower",6.00735397943935,156.510369613042,0,246016,0
"SWM","Hicgop South","San Agustin",5.43370927160229,156.028908312674,0,246016,0
"SWM","Hicgop South","SF4",3.52776383507376,164.778675342934,0,246016,0
"SWM","Hicgop South","SF5",9.42353872418929,163.505834463139,0,246016,0
"SWM","Hicgop South","SF6",16.829056296067,186.471076120998,0,246016,0
"SWM","Hicgop South","Sitio Lonas",4.86139751953595,153.866817279878,0,246016,0
"SWM","Hicgop South","Tamakin Dacot",18.0502649349819,172.895114351061,0,246016,0
"SWM","Hicgop South","Visca",8.12617156228781,161.879203564268,0,246016,0
"SWM","Magbangon","Elementary School",7.98442483925902,143.694255765375,0,123008,0
"SWM","Magbangon","Gabas",16.1581187484931,152.431679745725,0,123008,0
"SWM","Magbangon","Haina",24.7849757104057,165.61568906726,0,123008,0
"SWM","Magbangon","Pangasugan",NA,NA,0,123008,0
"SWM","Magbangon","Poroc Rose",13.0358421206636,149.708275572539,0,123008,0
"SWM","Magbangon","Poroc San Flower",12.2239561425182,147.407376257321,0,123008,0
"SWM","Magbangon","San Agustin",11.6652303956557,146.741123954657,0,123008,0
"SWM","Magbangon","SF3",5.10244435339064,143.000948292355,0,123008,0
"SWM","Magbangon","SF4",9.66049979905134,148.015118954191,0,123008,0
"SWM","Magbangon","SF5",15.4379685278737,153.58199286358,0,123008,0
"SWM","Magbangon","SF6",21.6482339335847,173.88926381872,0,123008,0
"SWM","Magbangon","Sitio Lonas",11.1296663262947,145.333175982483,0,123008,0
"SWM","Magbangon","Sitio Tugas",7.22370627990875,141.398001155871,0,123008,0
"SWM","Magbangon","Tamakin Dacot",23.5988979639063,164.185388420312,0,123008,0
"SWM","Magbangon","Visca",14.2030383569093,151.763633480506,0,123008,0
"SWM","Palanas","Cabatoan",2.66084320590822,139.699833540481,0,123008,0
"SWM","Palanas","Caridad Cemetery",5.6928889753735,136.740246086986,0,123008,0
"SWM","Palanas","Caridad Proper",6.44791835925525,137.821764682333,0,123008,0
"SWM","Palanas","Elementary School",10.3955120225186,142.955283867448,0,123008,0
"SWM","Palanas","Gabas",18.5270048321881,150.886670529944,0,123008,0
"SWM","Palanas","Haina",26.9920106136833,163.43494059821,0,123008,0
"SWM","Palanas","Hicgop South",8.77552677067879,139.298891180876,0,123008,0
"SWM","Palanas","Magbangon",2.41391771324467,140.519925907547,0,123008,0
"SWM","Palanas","Palanas",0,-10,0,123008,0
"SWM","Palanas","Pangasugan",NA,NA,0,123008,0
"SWM","Palanas","Poroc Rose",15.4237354462504,148.272827755455,0,123008,0
"SWM","Palanas","Poroc San Flower",14.623388790225,146.270198515109,0,123008,0
"SWM","Palanas","San Agustin",14.0674201434004,145.672839414173,0,123008,0
"SWM","Palanas","SF1",1.31828931853634,157.934992320205,0,123008,0
"SWM","Palanas","SF2",4.51440944124256,141.96584999953,0,123008,0
"SWM","Palanas","SF3",7.51483377168381,142.20227648151,0,123008,0
"SWM","Palanas","SF4",12.0579842592439,146.515659627277,0,123008,0
"SWM","Palanas","SF5",17.7980970370156,151.821090798412,0,123008,0
"SWM","Palanas","SF6",23.704491144705,170.668058520166,0,123008,0
"SWM","Palanas","Sitio Baybayon",27.2919430069393,165.010908368849,0,123008,0
"SWM","Palanas","Sitio Lonas",13.5366192341433,144.473289804754,0,123008,0
"SWM","Palanas","Sitio Tugas",9.63741335627491,141.176080305556,0,123008,0
"SWM","Palanas","Tamakin Dacot",25.829348683192,162.028834180313,0,123008,0
"SWM","Palanas","Visca",16.5775204258635,150.132753475054,0,123008,0
"SWM","Palanas","Wangag",0.540970717463239,127.89083740429,0,123008,0
"SWM","Pangasugan","Haina",NA,NA,0,123008,0
"SWM","Pangasugan","SF6",NA,NA,0,123008,0
"SWM","Pangasugan","Tamakin Dacot",NA,NA,0,123008,0
"SWM","Poroc Rose","Haina",12.7500613492617,181.928067460819,0,123008,0
"SWM","Poroc Rose","Palanas",15.4237354462504,328.286693740933,0,123008,0
"SWM","Poroc Rose","SF6",11.0997350035978,202.677347377405,0,123008,0
"SWM","Poroc Rose","Tamakin Dacot",11.4429803725633,180.771038018952,0,123008,0
"SWM","Poroc San Flower","Gabas",4.12137215375566,167.522818941867,0,123008,0
"SWM","Poroc San Flower","Haina",13.7061846175771,181.839526973498,0,123008,0
"SWM","Poroc San Flower","SF6",11.9924187379293,200.965540921986,0,123008,0
"SWM","Poroc San Flower","Tamakin Dacot",12.3993174604494,180.762394983221,0,123008,0
"SWM","San Agustin","Gabas",4.69383486209879,166.732009613917,0,123008,0
"SWM","San Agustin","Haina",14.246286656046,181.017510918046,0,123008,0
"SWM","San Agustin","SF4",2.01850310879165,320.64850266893,0,123008,0
"SWM","San Agustin","SF6",12.4409785558962,199.264517422388,0,123008,0
"SWM","San Agustin","Tamakin Dacot",12.9431079071849,179.902620887858,0,123008,0
"SWM","SF1","CAI",35.9981016461332,237.395420072073,0,492032,0
"SWM","SF1","Elementary School",9.1280492912273,140.820363334491,0,492032,0
"SWM","SF1","Gabas",17.2193508278488,150.349622027508,0,492032,0
"SWM","SF1","Haina",25.6800370480472,163.717813569477,0,492032,0
"SWM","SF1","Pangasugan",NA,NA,0,492032,0
"SWM","SF1","Poroc Rose",14.1257243267553,147.377047736568,0,492032,0
"SWM","SF1","Poroc San Flower",13.3347743317101,145.127100269447,0,492032,0
"SWM","SF1","San Agustin",12.782037944629,144.420148005262,0,492032,0
"SWM","SF1","SF4",10.7687423933588,145.129339707666,0,492032,0
"SWM","SF1","SF5",16.4878368787559,151.334302912172,0,492032,0
"SWM","SF1","SF6",22.4201320188277,171.412048665335,0,492032,0
"SWM","SF1","Sitio Lonas",12.2581166898386,143.041583263912,0,492032,0
"SWM","SF1","Sitio Tugas",8.38334016179686,138.583074102383,0,492032,0
"SWM","SF1","Tamakin Dacot",24.5145687480848,162.249715893735,0,492032,0
"SWM","SF1","Visca",15.2723782919366,149.462695814243,0,492032,0
"SWM","SF2","CAI",36.7853243234563,242.376889410953,0,369024,0
"SWM","SF2","Elementary School",5.88228830146056,143.719541277021,0,369024,0
"SWM","SF2","Gabas",14.0842511428347,153.743860417513,0,369024,0
"SWM","SF2","Haina",22.847966425562,167.595692124443,0,369024,0
"SWM","SF2","Pangasugan",NA,NA,0,369024,0
"SWM","SF2","Poroc Rose",10.9477148516881,150.876399123926,0,369024,0
"SWM","SF2","Poroc San Flower",10.1273073183555,148.193528804554,0,369024,0
"SWM","SF2","San Agustin",9.56685475025995,147.426941873028,0,369024,0
"SWM","SF2","SF4",7.56618674450741,149.235344998917,0,369024,0
"SWM","SF2","SF5",13.3721857789625,155.14278863,0,369024,0
"SWM","SF2","SF6",19.8580093414283,176.956165052156,0,369024,0
"SWM","SF2","Sitio Lonas",9.02866871824612,145.732017917521,0,369024,0
"SWM","SF2","Sitio Tugas",5.12380818933713,140.485137732211,0,369024,0
"SWM","SF2","Tamakin Dacot",21.6420706685126,166.145707532036,0,369024,0
"SWM","SF2","Visca",12.1255597617204,153.172699089688,0,369024,0
"SWM","SF3","Gabas",11.1554558825158,156.740837721741,0,615040,0
"SWM","SF3","Haina",20.166760620066,171.216461641569,0,615040,0
"SWM","SF3","Pangasugan",NA,NA,0,615040,0
"SWM","SF3","Poroc Rose",7.99029001654483,153.995620905483,0,615040,0
"SWM","SF3","Poroc San Flower",7.14723625189898,150.559346583584,0,615040,0
"SWM","SF3","SF4",4.59906323234582,153.590954885126,0,615040,0
"SWM","SF3","SF5",10.4635775991348,158.732274152967,0,615040,0
"SWM","SF3","SF6",17.4591295817173,182.543548555382,0,615040,0
"SWM","SF3","Tamakin Dacot",18.9280249721515,169.792997152187,0,615040,0
"SWM","SF3","Visca",9.19257462056812,156.626026723436,0,615040,0
"SWM","SF4","CAI",37.9189565190796,253.825857705213,0,246016,0
"SWM","SF4","Haina",15.8420774243239,176.269274498863,0,246016,0
"SWM","SF4","SF6",13.6099186103344,191.971440598971,0,246016,0
"SWM","SF4","Tamakin Dacot",14.5658362166854,174.857038158124,0,246016,0
"SWM","SF6","Cabatoan",21.4633909541212,354.341729739881,0,123008,0
"SWM","SF6","Caridad Cemetery",19.2363922790127,0.211521764606118,0,123008,0
"SWM","SF6","Caridad Proper",18.6090798511156,1.53878799795535,0,123008,0
"SWM","SF6","Gabas",8.83899331975461,35.8192182788462,0,123008,0
"SWM","SF6","Hicgop South",16.829056296067,6.46786271536956,0,123008,0
"SWM","SF6","Magbangon",21.6482339335847,353.893175869093,0,123008,0
"SWM","SF6","Palanas",23.704491144705,350.674589372032,0,123008,0
"SWM","SF6","Poroc San Flower",11.9924187379293,20.9582821956126,0,123008,0
"SWM","SF6","SF1",22.4201320188277,351.417734037112,0,123008,0
"SWM","SF6","SF2",19.8580093414283,356.957953746838,0,123008,0
"SWM","SF6","Sitio Tugas",16.0189763626173,7.94601691018983,0,123008,0
"SWM","Sitio Baybayon","Caridad Proper",21.7509719512898,352.829844154798,0,246016,0
"SWM","Sitio Baybayon","Elementary School",18.0747093449379,357.524958638358,0,246016,0
"SWM","Sitio Baybayon","Gabas",10.3497099508259,10.9608345126726,0,246016,0
"SWM","Sitio Baybayon","Haina",0.800707367317091,52.5149944443821,0,246016,0
"SWM","Sitio Baybayon","Hicgop South",19.747308872455,356.169737242831,0,246016,0
"SWM","Sitio Baybayon","Pangasugan",NA,NA,0,246016,0
"SWM","Sitio Baybayon","Poroc Rose",13.2745735162831,4.60818102920501,0,246016,0
"SWM","Sitio Baybayon","Poroc San Flower",14.2288188911802,4.34283015108969,0,246016,0
"SWM","Sitio Baybayon","San Agustin",14.7598845132621,3.45911034133229,0,246016,0
"SWM","Sitio Baybayon","SF3",20.5661724359369,353.185337548425,0,246016,0
"SWM","Sitio Baybayon","SF4",16.3028816696349,358.619799184352,0,246016,0
"SWM","Sitio Baybayon","SF5",10.7481626327945,7.25449354755398,0,246016,0
"SWM","Sitio Baybayon","SF6",4.37008822515937,312.818945607406,0,246016,0
"SWM","Sitio Baybayon","Sitio Lonas",15.3556606444419,3.07818370153677,0,246016,0
"SWM","Sitio Baybayon","Sitio Tugas",18.8737442004117,356.961674114499,0,246016,0
"SWM","Sitio Baybayon","Tamakin Dacot",2.00690512091702,27.0187627133647,0,246016,0
"SWM","Sitio Baybayon","Visca",12.0358563168247,5.76720533604288,0,246016,0
"SWM","Sitio Lonas","Cabatoan",10.8872204466828,325.652878251566,0,123008,0
"SWM","Sitio Lonas","Caridad Cemetery",7.93235105602247,330.036340815118,0,123008,0
"SWM","Sitio Lonas","Gabas",5.29391347715393,167.528267701314,0,123008,0
"SWM","Sitio Lonas","Haina",14.8456846831604,180.721689954056,0,123008,0
"SWM","Sitio Lonas","Pangasugan",NA,NA,0,123008,0
"SWM","Sitio Lonas","SF4",1.5468581559545,308.390578944056,0,123008,0
"SWM","Sitio Lonas","SF5",4.70047119839293,173.493618502041,0,123008,0
"SWM","Sitio Lonas","SF6",12.9892879138939,198.116502426222,0,123008,0
"SWM","Sitio Lonas","Sitio Baybayon",15.3556606444419,183.07957690316,0,123008,0
"SWM","Sitio Lonas","Tamakin Dacot",13.5438241042835,179.627757669958,0,123008,0
"SWM","Sitio Lonas","Visca",3.3797826959065,173.462253716703,0,123008,0
"SWM","Sitio Tugas","CAI",38.1435748645998,249.91211198244,0,123008,0
"SWM","Sitio Tugas","Elementary School",0.819148876610196,164.437416086408,0,123008,0
"SWM","Sitio Tugas","Gabas",9.17150421430282,161.125331238776,0,123008,0
"SWM","Sitio Tugas","Haina",18.4303145606387,174.898521267806,0,123008,0
"SWM","Sitio Tugas","Pangasugan",NA,NA,0,123008,0
"SWM","Sitio Tugas","Poroc Rose",5.97906582562741,159.790334898718,0,123008,0
"SWM","Sitio Tugas","Poroc San Flower",5.09597019923732,155.961932594402,0,123008,0
"SWM","Sitio Tugas","San Agustin",4.52288186298911,155.31395105111,0,123008,0
"SWM","Sitio Tugas","SF4",2.61986696765755,166.5903422256,0,123008,0
"SWM","Sitio Tugas","SF5",8.51297843150278,163.927480093836,0,123008,0
"SWM","Sitio Tugas","SF6",16.0189763626173,187.949769333899,0,123008,0
"SWM","Sitio Tugas","Sitio Lonas",3.95401082044188,152.551786478208,0,123008,0
"SWM","Sitio Tugas","Tamakin Dacot",17.1629023372764,173.598206808502,0,123008,0
"SWM","Sitio Tugas","Visca",7.21408228716616,162.171041049232,0,123008,0
"SWM","Tamakin Dacot","Cabatoan",23.3884325137891,344.525227737687,0,246016,0
"SWM","Tamakin Dacot","Caridad Cemetery",20.820481733943,348.768820888014,0,246016,0
"SWM","Tamakin Dacot","Caridad Proper",20.1183459764472,349.61441628594,0,246016,0
"SWM","Tamakin Dacot","Elementary School",16.3545910610978,354.058516250915,0,246016,0
"SWM","Tamakin Dacot","Hicgop South",18.0502649349819,352.898894927404,0,246016,0
"SWM","Tamakin Dacot","Palanas",25.829348683192,342.042373547148,0,246016,0
"SWM","Tamakin Dacot","SF1",24.5145687480848,342.26240665262,0,246016,0
"SWM","Tamakin Dacot","SF2",21.6420706685126,346.154496744929,0,246016,0
"SWM","Tamakin Dacot","Sitio Baybayon",2.00690512091702,207.020295852618,0,246016,0
"SWM","Tamakin Dacot","Sitio Tugas",17.1629023372764,353.601446153452,0,246016,0
"SWM","Tamakin Dacot","Wangag",25.3830246400065,342.730039084419,0,246016,0
"SWM","Visca","CAI",38.5109343904408,260.641908846731,0,123008,0
"SWM","Visca","Gabas",1.9629852193109,157.284741081691,0,123008,0
"SWM","Visca","Haina",11.500479636222,182.850695687118,0,123008,0
"SWM","Visca","SF6",10.0124909858108,206.202268248932,0,123008,0
"SWM","Visca","Tamakin Dacot",10.1897266320616,181.67007037346,0,123008,0
"SWM","Wangag","Caridad Cemetery",5.15903752298336,137.666291218834,0,123008,0
"SWM","Wangag","Caridad Proper",5.91579724335279,138.727233000982,0,123008,0
"SWM","Wangag","Elementary School",9.87412896656161,143.773350029366,0,123008,0
"SWM","Wangag","Gabas",18.0301766971931,151.560729957888,0,123008,0
"SWM","Wangag","Haina",26.5532626762551,164.116681242477,0,123008,0
"SWM","Wangag","Hicgop South",8.24594483032354,140.04414689273,0,123008,0
"SWM","Wangag","Magbangon",1.88974564473697,144.115593623555,0,123008,0
"SWM","Wangag","Pangasugan",NA,NA,0,123008,0
"SWM","Wangag","Poroc Rose",14.9177755744702,148.998892727082,0,123008,0
"SWM","Wangag","Poroc San Flower",14.1110169804677,146.964997404828,0,123008,0
"SWM","Wangag","San Agustin",13.5532790749203,146.37344326652,0,123008,0
"SWM","Wangag","SF2",3.99184804809706,143.858600263682,0,123008,0
"SWM","Wangag","SF3",6.99192917195559,143.300776377597,0,123008,0
"SWM","Wangag","SF4",11.5466070395871,147.375580846314,0,123008,0
"SWM","Wangag","SF5",17.3049180071651,152.550304641099,0,123008,0
"SWM","Wangag","SF6",23.3095272094725,171.575435413223,0,123008,0
"SWM","Wangag","Sitio Lonas",13.0190499073661,145.154806913092,0,123008,0
"SWM","Wangag","Sitio Tugas",9.11177076508712,141.959776636197,0,123008,0
"SWM","Wangag","Tamakin Dacot",25.3830246400065,162.71722980732,0,123008,0
"SWM","Wangag","Visca",16.078031642585,150.86504434047,0,123008,0
"NEM","CAI","Hicgop South",38.1530161399208,68.4865529530332,1,199088448,5.02289314144435e-09
"NEM","CAI","SF1",35.9981016461332,57.343632109137,1,199088448,5.02289314144435e-09
"NEM","CAI","SF6",33.7017111454697,94.4895034079053,1,199088448,5.02289314144435e-09
"NEM","CAI","Caridad Proper",37.6221874340169,65.0615462723089,2,199088448,1.00457862828887e-08
"NEM","CAI","Poroc San Flower",38.8063694633589,77.3402840731957,2,199088448,1.00457862828887e-08
"NEM","CAI","Poroc Rose",38.5971089154612,78.7136673683374,5,199088448,2.51144657072217e-08
"NEM","CAI","SF2",36.7853243234563,62.3212559763929,6,199088448,3.01373588486661e-08
"NEM","CAI","Tamakin Dacot",37.8962819720814,95.779889636999,6,199088448,3.01373588486661e-08
"SWM","CAI","Sitio Baybayon",37.2246259586305,98.6471273668048,1,30628992,3.26488054193883e-08
"SWM","CAI","Wangag",36.4319242119535,56.1140938940206,1,30628992,3.26488054193883e-08
"NEM","CAI","Pangasugan",NA,NA,7,199088448,3.51602519901104e-08
"NEM","CAI","San Agustin",38.7489692903279,76.4988967228704,9,199088448,4.52060382729991e-08
"NEM","CAI","Wangag",36.4319242119535,56.1140938940206,9,199088448,4.52060382729991e-08
"NEM","CAI","Haina",37.78096281888,97.7727488438338,10,199088448,5.02289314144435e-08
"NEM","CAI","Sitio Baybayon",37.2246259586305,98.6471273668048,14,199088448,7.03205039802209e-08
"SWM","CAI","SF5",38.4636529380995,82.5300564078265,3,30628992,9.79464162581648e-08
"NEM","CAI","Gabas",39.004881087824,83.368672964545,24,199088448,1.20549435394664e-07
"NEM","CAI","Visca",38.5109343904408,80.5772583496583,25,199088448,1.25572328536109e-07
"NEM","CAI","Cabatoan",36.6107468025567,59.4417521014037,26,199088448,1.30595221677553e-07
"NEM","CAI","Palanas",36.2691073087654,55.3028485340561,32,199088448,1.60732580526219e-07
"NEM","CAI","Magbangon",36.5369117565946,59.0694302584741,43,199088448,2.15984405082107e-07
"NEM","SF3","SF6",17.4591295817173,182.543548555382,1,3997760,2.50140078443929e-07
