"source","destination","dist_km","direction","CV"
"Cabatoan","Cabatoan",0,62,0.572262363661459
"Cabatoan","SF1",NA,NA,0.572647602629651
"SF1","Cabatoan",NA,NA,0.576599686257215
"Magbangon","Wangag",1.88974564473697,124,0.58334034855622
"Poroc Rose","Caridad Proper",9.15713870255119,78,0.583571787871605
"Pangasugan","Elementary School",NA,NA,0.589996259892669
"Magbangon","Caridad Proper",4.03826759766962,187,0.590106223601897
"Hicgop South","Palanas",8.77552677067879,140,0.594153915807543
"Sitio Lonas","Sitio Lonas",0,62,0.596392326581309
"Other","Poroc Rose",NA,NA,0.599159697461552
"SF4","Caridad Cemetery",NA,NA,0.599368960672189
"Pangasugan","SF4",NA,NA,0.601441906065164
"Sitio Baybayon","Caridad Proper",21.7509719512898,164,0.601462092603071
"Pangasugan","Poroc Rose",NA,NA,0.60219640579528
"Visca","SF2",NA,NA,0.604364309021378
"Sitio Baybayon","Cabatoan",24.9105624661144,14,0.607712907947184
"Cabatoan","Wangag",2.13420254257553,131,0.608836434515133
"Poroc San Flower","San Agustin",0.575632693433525,61,0.610499524228985
"Hicgop South","Elementary School",1.73052315940533,270,0.612269928450524
"Pangasugan","Poroc San Flower",NA,NA,0.614387341683648
"Sitio Lonas","Poroc San Flower",1.17254142021535,290,0.61521774019518
"Wangag","Wangag",9.49352979660034e-05,62,0.618034227015849
"Sitio Tugas","Caridad Cemetery",3.98589537085982,111,0.619414890656037
"SF6","Pangasugan",NA,NA,0.621023231666015
"San Agustin","Poroc Rose",1.51127255483946,299,0.621757726500751
"Poroc Rose","Poroc Rose",0.000134258785931453,62,0.622473715266971
"Visca","SF5",NA,NA,0.622764631515457
"SF3","SF2",NA,NA,0.623899419967905
"Magbangon","Caridad Cemetery",3.28805912992589,185,0.624211811914078
"Poroc San Flower","SF5",NA,NA,0.624718744345998
"Caridad Cemetery","SF1",NA,NA,0.629355043569313
"Sitio Tugas","Elementary School",0.819148876610196,280,0.630119115412765
"Sitio Baybayon","Magbangon",25.1134608596041,18,0.630383149114427
"Elementary School","Sitio Baybayon",18.0747093449379,313,0.635181635156956
"Wangag","SF2",NA,NA,0.636814683534524
"SF4","SF5",NA,NA,0.637844531165828
"Wangag","Caridad Cemetery",5.15903752298336,190,0.638073859528227
"SF1","Sitio Tugas",NA,NA,0.639700809451895
"Sitio Baybayon","SF2",NA,NA,0.64027083907273
"Pangasugan","SF5",NA,NA,0.640307797571027
"Caridad Proper","Sitio Baybayon",21.7509719512898,297,0.640833062807515
"San Agustin","Hicgop South",5.43370927160229,76,0.641143380430407
"San Agustin","SF5",NA,NA,0.646301867460331
"Poroc Rose","SF5",NA,NA,0.64635237179141
"SF5","SF1",NA,NA,0.651536910848611
"SF5","Gabas",NA,NA,0.654084599223971
"SF2","Caridad Cemetery",NA,NA,0.655428649335445
"SF3","Poroc San Flower",NA,NA,0.656161960718578
"Haina","Pangasugan",NA,NA,0.657911051064804
"Wangag","Caridad Proper",5.91579724335279,192,0.661793572436362
"Poroc Rose","Caridad Cemetery",9.9107454183565,80,0.66711585134851
"Hicgop South","Sitio Lonas",4.86139751953595,249,0.667316739053755
"Palanas","SF3",NA,NA,0.667779574953316
"Caridad Proper","Poroc Rose",9.15713870255119,253,0.668390032608054
"Poroc Rose","Sitio Baybayon",13.2745735162831,44,0.671731550540079
"Sitio Lonas","Sitio Tugas",3.95401082044188,86,0.671814509811491
"Cabatoan","SF3",NA,NA,0.673159219126253
"Caridad Proper","Wangag",5.91579724335279,143,0.673172211543691
"SF2","Sitio Tugas",NA,NA,0.673960031235309
"Poroc San Flower","SF1",NA,NA,0.675872301193885
"SF3","SF1",NA,NA,0.677136967109508
"Poroc Rose","SF4",NA,NA,0.679812658544922
"Caridad Cemetery","San Agustin",8.48939965705146,239,0.682149521567192
"Visca","Gabas",1.9629852193109,259,0.689166929289771
"Pangasugan","SF3",NA,NA,0.689826999444116
"Sitio Baybayon","Hicgop South",19.747308872455,104,0.690792465949146
"Elementary School","Cabatoan",7.74042122042586,125,0.691514109382699
"Elementary School","Wangag",9.87412896656161,127,0.693253242075188
"Sitio Tugas","SF1",NA,NA,0.694630788606697
"Hicgop South","Sitio Baybayon",19.747308872455,310,0.696645824296994
"Poroc Rose","CAI",38.5971089154612,4,0.699963473533189
"Wangag","SF1",NA,NA,0.701419460059556
"SF3","Cabatoan",NA,NA,0.7023804665889
"Caridad Proper","SF3",NA,NA,0.703635018933554
"Wangag","Magbangon",1.88974564473697,210,0.705165730105553
"Visca","SF3",NA,NA,0.707310259257012
"Sitio Tugas","SF3",NA,NA,0.708507600026114
"SF6","SF3",NA,NA,0.708742553198991
"Visca","Elementary School",6.39564840604425,57,0.709910844124691
"Magbangon","Sitio Lonas",11.1296663262947,213,0.711336184574388
"SF3","SF3",NA,NA,0.711649707324008
"Caridad Proper","Cabatoan",3.78950368118107,147,0.713536632920057
"SF1","San Agustin",NA,NA,0.713768749959675
"SF1","Elementary School",NA,NA,0.714440161119976
"Sitio Tugas","Sitio Baybayon",18.8737442004117,312,0.717383779609082
"Magbangon","Cabatoan",0.249569604975458,184,0.719870246784006
"Caridad Proper","Caridad Proper",9.49352979660034e-05,62,0.724486589384684
"Sitio Baybayon","Sitio Tugas",18.8737442004117,102,0.724906799707375
"Caridad Proper","Magbangon",4.03826759766962,148,0.725205017435613
"Elementary School","SF1",NA,NA,0.725939783237121
"SF2","Sitio Baybayon",NA,NA,0.726468538295579
"Hicgop South","Poroc Rose",6.89197129622291,264,0.729741723016073
"Poroc San Flower","Visca",2.21665869501555,311,0.730172734079403
"SF3","Sitio Baybayon",NA,NA,0.730284027839324
"Caridad Proper","San Agustin",7.72994839109529,242,0.731870982263326
"Caridad Cemetery","Palanas",5.6928889753735,146,0.733175214072414
"SF4","Tamakin Dacot",NA,NA,0.734660173571244
"Visca","Caridad Proper",10.3684742357159,70,0.737898611467787
"SF5","Caridad Cemetery",NA,NA,0.737958386974677
"Hicgop South","Poroc San Flower",6.00735397943935,256,0.740005039068524
"Hicgop South","San Agustin",5.43370927160229,255,0.740541281793017
"SF2","Caridad Proper",NA,NA,0.742159366837925
"Sitio Tugas","Sitio Lonas",3.95401082044188,245,0.744590352156571
"Sitio Lonas","SF2",NA,NA,0.747880620527123
"Caridad Proper","Sitio Tugas",3.22263263749314,225,0.751337303033128
"Poroc Rose","Tamakin Dacot",11.4429803725633,53,0.752919150924525
"Magbangon","Sitio Baybayon",25.1134608596041,287,0.756800992755972
"Sitio Lonas","Hicgop South",4.86139751953595,82,0.757410927626497
"Palanas","SF1",NA,NA,0.757823646939759
"Caridad Proper","SF1",NA,NA,0.760824113421715
"San Agustin","Poroc San Flower",0.575632693433525,268,0.762199234486748
"Poroc Rose","Elementary School",5.1630036993143,69,0.763023736893264
"Palanas","Wangag",0.540970717463239,183,0.763542538317046
"Poroc San Flower","Haina",13.7061846175771,50,0.764220050338169
"Elementary School","Palanas",10.3955120225186,130,0.765888350937383
"SF4","Gabas",NA,NA,0.766070985869005
"Elementary School","Poroc Rose",5.1630036993143,262,0.766244943420758
"Caridad Proper","Palanas",6.44791835925525,144,0.769129483372278
"Haina","Tamakin Dacot",1.32935692208799,182,0.771477497162265
"Pangasugan","Magbangon",NA,NA,0.773260873156995
"SF1","SF3",NA,NA,0.773798486947022
"SF4","Caridad Proper",NA,NA,0.774924060503632
"Cabatoan","San Agustin",11.4243171337323,221,0.776330762728737
"SF1","Poroc San Flower",NA,NA,0.776883769794514
"Palanas","Sitio Baybayon",27.2919430069393,282,0.779253863478597
"SF2","Elementary School",NA,NA,0.780085361415262
"Pangasugan","Gabas",NA,NA,0.780919381547786
"SF3","Magbangon",NA,NA,0.781178564041367
"Poroc Rose","Magbangon",13.0358421206636,105,0.781451745971152
"Palanas","Elementary School",10.3955120225186,204,0.782383140075654
"Caridad Cemetery","Poroc San Flower",9.05786494633732,243,0.783743330850633
"Elementary School","Sitio Lonas",3.15672946924723,228,0.785642204967585
"SF1","CAI",NA,NA,0.786852100844604
"Cabatoan","Sitio Lonas",10.8872204466828,214,0.792515638260984
"Magbangon","CAI",36.5369117565946,20,0.793603187071766
"Poroc San Flower","SF4",NA,NA,0.793853592952746
"SF2","SF2",NA,NA,0.797625822966428
"SF2","SF1",NA,NA,0.79785323245666
"Poroc Rose","Pangasugan",NA,NA,0.798713209656376
"Magbangon","Hicgop South",6.36236340664461,193,0.80021730887133
"Caridad Proper","Sitio Lonas",7.17087278024704,234,0.800998342084375
"Cabatoan","Pangasugan",NA,NA,0.802596544788038
"San Agustin","SF1",NA,NA,0.805031965792557
"SF1","Poroc Rose",NA,NA,0.806403721175409
"Gabas","Tamakin Dacot",8.43842668542606,42,0.807121202769561
"Haina","SF3",NA,NA,0.807933590810371
"Caridad Proper","Caridad Cemetery",0.763632138458259,118,0.81316315022666
"Elementary School","Poroc San Flower",4.28736209804195,250,0.813267075436563
"Sitio Lonas","San Agustin",0.604019027624227,305,0.817958942860102
"Wangag","Cabatoan",2.13420254257553,203,0.81801695555974
"Pangasugan","CAI",NA,NA,0.824449607189495
"Gabas","Haina",9.76388806466271,41,0.830004610476622
"Cabatoan","Sitio Baybayon",24.9105624661144,291,0.832486236864194
"Caridad Proper","Poroc San Flower",8.29929043854204,247,0.835594468632919
"Haina","Sitio Lonas",14.8456846831604,174,0.8373853376503
"SF6","Gabas",NA,NA,0.84275762855101
"Elementary School","Elementary School",0,62,0.842889710998464
"SF1","Sitio Lonas",NA,NA,0.843683875178274
"Poroc Rose","SF3",NA,NA,0.846148530861706
"Magbangon","Poroc San Flower",12.2239561425182,222,0.846480160091338
"SF4","Cabatoan",NA,NA,0.846824523737305
"Magbangon","Magbangon",0,62,0.847084233454075
"SF3","Caridad Proper",NA,NA,0.848458426749845
"Caridad Cemetery","Sitio Tugas",3.98589537085982,223,0.849395963360407
"Haina","Cabatoan",24.5778997843548,25,0.851573528889532
"Pangasugan","Haina",NA,NA,0.854495304146709
"Haina","SF6",NA,NA,0.856005496328719
"SF2","Sitio Lonas",NA,NA,0.856076928611988
"SF5","Cabatoan",NA,NA,0.857936402352863
"SF3","CAI",NA,NA,0.858000200610909
"Pangasugan","Tamakin Dacot",NA,NA,0.859217031539757
"SF6","San Agustin",NA,NA,0.860026573365084
"Caridad Cemetery","CAI",37.5119107683828,13,0.864651964377012
"San Agustin","CAI",38.7489692903279,6,0.865994283956398
"SF1","Hicgop South",NA,NA,0.870808929973364
"SF2","Palanas",NA,NA,0.871789715590189
"SF3","Sitio Tugas",NA,NA,0.871821671893365
"SF2","Wangag",NA,NA,0.875295497834517
"Palanas","Cabatoan",2.66084320590822,196,0.876265938246739
"Visca","Haina",11.500479636222,48,0.876556149556586
"Caridad Cemetery","Caridad Cemetery",9.49352979660034e-05,62,0.877334636995057
"SF3","Hicgop South",NA,NA,0.879591631224176
"SF2","Poroc Rose",NA,NA,0.883441056722815
"SF5","Caridad Proper",NA,NA,0.887139934915961
"Caridad Proper","CAI",37.6221874340169,12,0.88729413288666
"SF2","Poroc San Flower",NA,NA,0.887980817086636
"Elementary School","San Agustin",3.71624288089285,248,0.890126419753692
"Caridad Proper","SF2",NA,NA,0.896455260524691
"Magbangon","Sitio Tugas",7.22370627990875,200,0.897505494059234
"Sitio Baybayon","Poroc San Flower",14.2288188911802,320,0.899765624606441
"Visca","Cabatoan",13.9687512766746,90,0.900520628742715
"Caridad Cemetery","SF3",NA,NA,0.902357838158101
"Magbangon","SF3",NA,NA,0.90315350553002
"San Agustin","Tamakin Dacot",12.9431079071849,315,0.904723261626134
"Visca","CAI",38.5109343904408,172,0.906383563884937
"Poroc San Flower","CAI",38.8063694633589,5,0.90829730180802
"Haina","SF1",NA,NA,0.910721096222979
"Visca","Magbangon",14.2030383569093,91,0.914629110676985
"Sitio Tugas","Poroc Rose",5.97906582562741,265,0.922703679768312
"Elementary School","Magbangon",7.98442483925902,128,0.92331349607854
"Cabatoan","CAI",36.6107468025567,19,0.926716395093014
"Sitio Lonas","Poroc Rose",2.11528043332987,301,0.927367010014918
"SF6","Wangag",NA,NA,0.929268634201334
"Poroc Rose","San Agustin",1.51127255483946,162,0.933967062004341
"Sitio Baybayon","Sitio Lonas",15.3556606444419,318,0.936880008375071
"Cabatoan","Poroc San Flower",11.9838137599975,224,0.936893070237959
"SF4","SF1",NA,NA,0.938591038904225
"SF2","Cabatoan",NA,NA,0.941057592206166
"SF3","Poroc Rose",NA,NA,0.942769216236844
"Sitio Lonas","Caridad Proper",7.17087278024704,97,0.944512561395654
"Gabas","Caridad Proper",12.3313979398098,71,0.95113178324147
"Caridad Cemetery","Elementary School",4.77585415072936,233,0.953424011897369
"SF6","Visca",NA,NA,0.953913128397525
"Palanas","Poroc Rose",15.4237354462504,226,0.954205949991772
"Tamakin Dacot","Pangasugan",NA,NA,0.95666660415384
"SF3","Caridad Cemetery",NA,NA,0.965600414566318
"Sitio Lonas","Elementary School",3.15672946924723,106,0.971151294898827
"SF2","Magbangon",NA,NA,0.972590735503362
"SF3","Elementary School",NA,NA,0.97574434829
"SF2","CAI",NA,NA,0.976989147930575
"SF5","Magbangon",NA,NA,0.980060580284726
"Sitio Baybayon","San Agustin",14.7598845132621,319,0.984998172270538
"SF5","Wangag",NA,NA,0.986915933478424
"Caridad Cemetery","Poroc Rose",9.9107454183565,251,0.988253247302815
"Palanas","Magbangon",2.41391771324467,198,0.988702470345026
"SF6","Haina",NA,NA,0.989256089009264
"Sitio Tugas","Poroc San Flower",5.09597019923732,254,0.995871180343003
"Sitio Baybayon","SF3",NA,NA,1.0040183390252
"SF4","Haina",NA,NA,1.00402797561563
"Wangag","SF3",NA,NA,1.00486268362262
"SF2","Pangasugan",NA,NA,1.00506725440176
"Magbangon","San Agustin",11.6652303956557,219,1.0052450845217
"Palanas","Palanas",0,62,1.00607045550922
"Sitio Tugas","CAI",38.1435748645998,10,1.00915655994604
"Caridad Cemetery","Sitio Lonas",7.93235105602247,230,1.01489033161764
"San Agustin","Pangasugan",NA,NA,1.01499648591051
"Visca","Caridad Cemetery",11.1170499867974,74,1.01668505940125
"Poroc Rose","Visca",1.26450294037349,303,1.01747634645326
"San Agustin","SF4",NA,NA,1.01748491320967
"Poroc San Flower","Magbangon",12.2239561425182,112,1.01759334196206
"Elementary School","SF5",NA,NA,1.01984151132755
