"source","destination","SimYear","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"SF2","Sitio Tugas",2012,NA,NA,168,726144,0.000231359069275516
"SF6","Hicgop South",2012,NA,NA,56,242048,0.000231359069275516
"SF6","SF3",2012,NA,NA,56,242048,0.000231359069275516
"Palanas","Magbangon",2010,2.41391771324467,198,21,91264,0.000230101683029453
"Sitio Baybayon","Tamakin Dacot",2014,2.0069051186716,317,49,214272,0.000228681302270012
"SF5","Caridad Proper",2013,NA,NA,658,2892672,0.000227471348289747
"Magbangon","Poroc Rose",2014,13.0358421206636,229,24,107136,0.000224014336917563
"Sitio Tugas","Magbangon",2013,7.22370627928492,134,54,241056,0.000224014336917563
"Visca","Pangasugan",2014,NA,NA,24,107136,0.000224014336917563
"Cabatoan","Sitio Tugas",2012,6.97778704506868,201,54,242048,0.000223096245372819
"Poroc Rose","Caridad Proper",2012,9.15713870255119,78,54,242048,0.000223096245372819
"SF4","SF4",2013,NA,NA,107,482112,0.000221940130094252
"Caridad Proper","Caridad Cemetery",2013,0.763632138458259,118,53,241056,0.000219865923270941
"Poroc San Flower","Caridad Cemetery",2013,9.05786494633732,88,53,241056,0.000219865923270941
"Visca","Tamakin Dacot",2013,10.1897266320616,51,53,241056,0.000219865923270941
"Palanas","SF3",2010,NA,NA,20,91264,0.00021914446002805
"Caridad Cemetery","Hicgop South",2012,3.09873007253886,208,53,242048,0.00021896483342147
"San Agustin","Magbangon",2012,11.6652303956557,115,53,242048,0.00021896483342147
"SF2","Caridad Cemetery",2013,NA,NA,157,723168,0.000217100314173194
"Caridad Cemetery","Elementary School",2013,4.77585415072936,233,52,241056,0.00021571750962432
"Hicgop South","Wangag",2013,8.24594482977705,137,104,482112,0.00021571750962432
"San Agustin","SF5",2011,NA,NA,52,241056,0.00021571750962432
"Wangag","Sitio Tugas",2013,9.11177076508712,202,52,241056,0.00021571750962432
"Poroc Rose","Tamakin Dacot",2012,11.4429803721695,53,52,242048,0.000214833421470122
"Elementary School","SF5",2014,NA,NA,23,107136,0.000214680406212664
"Gabas","Haina",2014,9.76388806466271,41,23,107136,0.000214680406212664
"Poroc Rose","Tamakin Dacot",2014,11.4429803721695,53,23,107136,0.000214680406212664
"Palanas","Sitio Baybayon",2011,27.2919430069393,282,51,241056,0.000211569095977698
"Poroc San Flower","Wangag",2013,14.1110169804677,114,51,241056,0.000211569095977698
"Elementary School","SF5",2012,NA,NA,51,242048,0.000210702009518773
"Sitio Tugas","Palanas",2012,9.63741335627491,135,51,242048,0.000210702009518773
"Wangag","SF2",2010,NA,NA,19,91264,0.000208187237026648
"Caridad Cemetery","Wangag",2011,5.15903752298336,145,50,241056,0.000207420682331077
"Magbangon","Palanas",2013,2.41391771324467,136,50,241056,0.000207420682331077
"SF1","Wangag",2013,NA,NA,200,964224,0.000207420682331077
"Haina","Pangasugan",2012,NA,NA,100,484096,0.000206570597567425
"SF3","Cabatoan",2013,NA,NA,248,1205280,0.000205761316872428
"Pangasugan","Tamakin Dacot",2014,NA,NA,22,107136,0.000205346475507766
"San Agustin","Caridad Cemetery",2014,8.48939965705146,92,22,107136,0.000205346475507766
"SF4","SF1",2012,NA,NA,99,484096,0.00020450489159175
"Sitio Lonas","Pangasugan",2011,NA,NA,49,241056,0.000203272268684455
"Haina","SF4",2012,NA,NA,98,484096,0.000202439185616076
"Sitio Baybayon","Poroc Rose",2014,13.2745735166226,321,43,214272,0.000200679510155317
"Poroc Rose","Pangasugan",2011,NA,NA,48,241056,0.000199123855037834
"Sitio Tugas","Poroc San Flower",2013,5.09597019923732,254,48,241056,0.000199123855037834
"Visca","SF4",2011,NA,NA,48,241056,0.000199123855037834
"Gabas","Cabatoan",2012,15.9248209877409,85,48,242048,0.000198307773664728
"Sitio Tugas","SF5",2012,NA,NA,48,242048,0.000198307773664728
"Cabatoan","Sitio Baybayon",2010,24.9105624659335,291,18,91264,0.000197230014025245
"Sitio Tugas","Cabatoan",2010,6.97778704506868,133,18,91264,0.000197230014025245
"Visca","Poroc Rose",2013,1.26450294037349,158,47,241056,0.000194975441391212
"Caridad Cemetery","Wangag",2012,5.15903752298336,145,47,242048,0.000194176361713379
"Visca","Sitio Baybayon",2012,12.0358563171991,43,47,242048,0.000194176361713379
"SF5","Caridad Proper",2012,NA,NA,563,2904576,0.0001938320773841
"SF5","Sitio Baybayon",2012,NA,NA,563,2904576,0.0001938320773841
"Sitio Baybayon","Hicgop South",2013,19.747308872455,104,93,482112,0.000192901234567901
"Palanas","Magbangon",2011,2.41391771324467,198,46,241056,0.00019082702774459
"Poroc Rose","Sitio Baybayon",2013,13.2745735166226,44,46,241056,0.00019082702774459
"SF4","Cabatoan",2013,NA,NA,92,482112,0.00019082702774459
"Sitio Lonas","Palanas",2013,13.5366192341433,123,46,241056,0.00019082702774459
"Magbangon","San Agustin",2012,11.6652303956557,219,46,242048,0.000190044949762031
"Poroc San Flower","Palanas",2012,14.623388790225,117,46,242048,0.000190044949762031
"Hicgop South","Palanas",2012,8.77552677067879,140,91,484096,0.000187979243786356
"SF5","Magbangon",2013,NA,NA,542,2892672,0.000187370016372406
"Cabatoan","Haina",2014,24.5778997843548,285,20,107136,0.000186678614097969
"Gabas","Tamakin Dacot",2013,8.43842668542606,42,45,241056,0.000186678614097969
"Poroc San Flower","SF6",2013,NA,NA,45,241056,0.000186678614097969
"SF3","Elementary School",2011,NA,NA,225,1205280,0.000186678614097969
"Caridad Cemetery","Caridad Proper",2010,0.763632138458259,216,17,91264,0.000186272791023843
"Hicgop South","Haina",2013,19.3126421844879,307,89,482112,0.000184604407274658
"Sitio Baybayon","Sitio Tugas",2012,18.8737442004117,102,89,484096,0.000183847831835008
"Pangasugan","SF6",2013,NA,NA,44,241056,0.000182530200451347
"San Agustin","Caridad Cemetery",2013,8.48939965705146,92,44,241056,0.000182530200451347
"Caridad Cemetery","Elementary School",2012,4.77585415072936,233,44,242048,0.000181782125859334
"Caridad Cemetery","Palanas",2012,5.6928889753735,146,44,242048,0.000181782125859334
"SF5","Poroc Rose",2012,NA,NA,526,2904576,0.000181093557200776
"SF3","Sitio Baybayon",2013,NA,NA,217,1205280,0.000180041152263374
"Cabatoan","Sitio Tugas",2011,6.97778704506868,201,43,241056,0.000178381786804726
"San Agustin","Cabatoan",2013,11.4243171337323,113,43,241056,0.000178381786804726
"SF1","Sitio Tugas",2011,NA,NA,171,964224,0.000177344683393071
"SF2","Tamakin Dacot",2014,NA,NA,57,321408,0.000177344683393071
"SF2","Elementary School",2013,NA,NA,128,723168,0.000176998982255852
"SF3","Poroc San Flower",2012,NA,NA,214,1210240,0.000176824431517716
"Cabatoan","Cabatoan",2010,0,62,16,91264,0.00017531556802244
"Cabatoan","SF1",2010,NA,NA,16,91264,0.00017531556802244
"Poroc Rose","Magbangon",2010,13.0358421206636,105,16,91264,0.00017531556802244
"SF2","Elementary School",2012,NA,NA,127,726144,0.000174896439273753
"SF2","SF5",2012,NA,NA,127,726144,0.000174896439273753
"Caridad Proper","Wangag",2011,5.91579724411454,143,42,241056,0.000174233373158104
"Pangasugan","Poroc Rose",2013,NA,NA,42,241056,0.000174233373158104
"Poroc Rose","Visca",2011,1.26450294037349,303,42,241056,0.000174233373158104
"Poroc San Flower","Haina",2013,13.7061846175771,50,42,241056,0.000174233373158104
"San Agustin","Magbangon",2011,11.6652303956557,115,42,241056,0.000174233373158104
"San Agustin","Palanas",2013,14.0674201434004,119,42,241056,0.000174233373158104
"Gabas","Tamakin Dacot",2012,8.43842668542606,42,42,242048,0.000173519301956637
"Poroc San Flower","Wangag",2012,14.1110169804677,114,42,242048,0.000173519301956637
"San Agustin","Wangag",2012,13.5532790752528,116,42,242048,0.000173519301956637
"SF3","Caridad Cemetery",2011,NA,NA,207,1205280,0.000171744324970131
"Palanas","SF2",2013,NA,NA,41,241056,0.000170084959511483
"SF4","Wangag",2013,NA,NA,82,482112,0.000170084959511483
"Sitio Baybayon","Poroc San Flower",2013,14.2288188908635,320,82,482112,0.000170084959511483
"Poroc San Flower","Caridad Cemetery",2014,9.05786494633732,88,18,107136,0.000168010752688172
"Sitio Lonas","Caridad Cemetery",2014,7.93235105602247,101,18,107136,0.000168010752688172
"SF1","Wangag",2010,NA,NA,61,365056,0.000167097650771388
"Magbangon","Sitio Tugas",2011,7.22370627928492,200,40,241056,0.000165936545864861
"San Agustin","Pangasugan",2013,NA,NA,40,241056,0.000165936545864861
"SF5","Cabatoan",2013,NA,NA,480,2892672,0.000165936545864861
"Cabatoan","Wangag",2012,2.13420254046404,131,40,242048,0.00016525647805394
"Visca","Magbangon",2012,14.203038356592,91,40,242048,0.00016525647805394
"Caridad Proper","Caridad Proper",2010,9.49352979660034e-05,62,15,91264,0.000164358345021038
"Caridad Proper","Sitio Baybayon",2010,21.7509719512898,297,15,91264,0.000164358345021038
"Poroc San Flower","Magbangon",2010,12.2239561425182,112,15,91264,0.000164358345021038
"Poroc San Flower","Palanas",2010,14.623388790225,117,15,91264,0.000164358345021038
"SF1","Palanas",2013,NA,NA,158,964224,0.000163862339041551
"SF5","Caridad Proper",2014,NA,NA,209,1285632,0.000162565959776981
"Poroc Rose","Cabatoan",2013,12.7986271028608,100,39,241056,0.00016178813221824
"Wangag","Elementary School",2013,9.87412896656161,207,39,241056,0.00016178813221824
"Gabas","Caridad Proper",2012,12.3313979398098,71,39,242048,0.000161125066102591
"SF3","Elementary School",2012,NA,NA,194,1210240,0.000160298783712322
"SF4","SF5",2010,NA,NA,29,182528,0.000158879733520337
"Caridad Cemetery","Pangasugan",2014,NA,NA,17,107136,0.000158676821983274
"Caridad Proper","Poroc Rose",2014,9.15713870255119,253,17,107136,0.000158676821983274
"Visca","Palanas",2013,16.5775204258635,99,38,241056,0.000157639718571618
"Caridad Proper","Wangag",2012,5.91579724411454,143,38,242048,0.000156993654151243
"Palanas","CAI",2012,36.2691073087654,22,38,242048,0.000156993654151243
"Tamakin Dacot","SF3",2012,NA,NA,76,484096,0.000156993654151243
"SF3","Poroc San Flower",2013,NA,NA,185,1205280,0.000153491304924997
"SF6","Sitio Baybayon",2013,NA,NA,37,241056,0.000153491304924997
"Sitio Tugas","Wangag",2011,9.11177076508712,132,37,241056,0.000153491304924997
"Cabatoan","Magbangon",2010,0.249569604975458,151,14,91264,0.000153401122019635
"Palanas","Caridad Proper",2010,6.44791835925525,191,14,91264,0.000153401122019635
"Wangag","SF3",2010,NA,NA,14,91264,0.000153401122019635
"Haina","SF2",2012,NA,NA,74,484096,0.000152862242199894
"Wangag","Elementary School",2012,9.87412896656161,207,37,242048,0.000152862242199894
"SF2","SF4",2013,NA,NA,109,723168,0.000150725695827249
"Hicgop South","Pangasugan",2013,NA,NA,72,482112,0.000149342891278375
"Sitio Lonas","Wangag",2013,13.0190499073661,122,36,241056,0.000149342891278375
"Tamakin Dacot","San Agustin",2013,12.9431079071849,1,72,482112,0.000149342891278375
"Caridad Proper","Palanas",2012,6.44791835925525,144,36,242048,0.000148730830248546
"Hicgop South","Caridad Cemetery",2010,3.09873007253886,126,27,182528,0.000147922510518934
"SF2","Wangag",2012,NA,NA,107,726144,0.00014735369293143
"Hicgop South","Tamakin Dacot",2013,18.0502649349819,298,71,482112,0.000147268684455064
"SF1","Haina",2014,NA,NA,63,428544,0.000147009408602151
"SF1","Wangag",2012,NA,NA,142,968192,0.000146665124272871
"Sitio Baybayon","Sitio Lonas",2012,15.3556606444419,318,71,484096,0.000146665124272871
"Hicgop South","Palanas",2013,8.77552677067879,140,70,482112,0.000145194477631754
"Magbangon","Haina",2013,24.7849757104057,283,35,241056,0.000145194477631754
"San Agustin","Magbangon",2013,11.6652303956557,115,35,241056,0.000145194477631754
"Visca","Sitio Baybayon",2013,12.0358563171991,43,35,241056,0.000145194477631754
"Hicgop South","Visca",2014,8.12617156228781,271,31,214272,0.000144675925925926
"SF3","SF2",2010,NA,NA,66,456320,0.000144635343618513
"Caridad Proper","Hicgop South",2012,2.33565955110038,205,35,242048,0.000144599418297197
"Gabas","Caridad Cemetery",2012,13.0800106971936,73,35,242048,0.000144599418297197
"Palanas","Sitio Tugas",2012,9.63741335627491,199,35,242048,0.000144599418297197
"Sitio Lonas","Poroc Rose",2012,2.11528043119948,301,35,242048,0.000144599418297197
"Poroc Rose","Sitio Baybayon",2010,13.2745735166226,44,13,91264,0.000142443899018233
"San Agustin","Caridad Cemetery",2010,8.48939965705146,92,13,91264,0.000142443899018233
"Sitio Tugas","Sitio Tugas",2010,0,62,13,91264,0.000142443899018233
"Poroc San Flower","Palanas",2013,14.623388790225,117,34,241056,0.000141046063985132
"SF4","SF6",2013,NA,NA,68,482112,0.000141046063985132
"SF4","Cabatoan",2012,NA,NA,68,484096,0.000140468006345849
"Gabas","Tamakin Dacot",2014,8.43842668542606,42,15,107136,0.000140008960573477
"Visca","Tamakin Dacot",2014,10.1897266320616,51,15,107136,0.000140008960573477
"Caridad Proper","Poroc San Flower",2013,8.29929043854204,247,33,241056,0.000136897650338511
"SF6","Poroc Rose",2013,NA,NA,33,241056,0.000136897650338511
"SF6","Visca",2012,NA,NA,33,242048,0.0001363365943945
"SF5","Caridad Cemetery",2013,NA,NA,391,2892672,0.000135169144652418
"SF2","SF5",2014,NA,NA,43,321408,0.000133786340103544
"SF5","Cabatoan",2012,NA,NA,386,2904576,0.00013289375110171
"Elementary School","Wangag",2013,9.87412896656161,127,32,241056,0.000132749236691889
"Haina","CAI",2011,37.78096281888,167,64,482112,0.000132749236691889
"Magbangon","Poroc San Flower",2013,12.2239561425182,222,32,241056,0.000132749236691889
"Poroc San Flower","Visca",2011,2.2166586970485,311,32,241056,0.000132749236691889
"Caridad Cemetery","Poroc San Flower",2012,9.05786494633732,243,32,242048,0.000132205182443152
"Elementary School","Palanas",2012,10.3955120220851,130,32,242048,0.000132205182443152
"Magbangon","Sitio Tugas",2012,7.22370627928492,200,32,242048,0.000132205182443152
"SF2","Poroc Rose",2012,NA,NA,96,726144,0.000132205182443152
"Visca","Cabatoan",2012,13.9687512766746,90,32,242048,0.000132205182443152
"Elementary School","Elementary School",2010,0,62,12,91264,0.00013148667601683
"Palanas","Hicgop South",2010,8.77552677067879,195,12,91264,0.00013148667601683
"SF3","Poroc Rose",2014,NA,NA,70,535680,0.000130675029868578
"SF3","Magbangon",2013,NA,NA,156,1205280,0.000129430505774592
"SF3","SF5",2013,NA,NA,156,1205280,0.000129430505774592
"Gabas","Haina",2011,9.76388806466271,41,31,241056,0.000128600823045268
"Palanas","SF3",2013,NA,NA,31,241056,0.000128600823045268
"SF1","Poroc Rose",2013,NA,NA,124,964224,0.000128600823045268
"Sitio Baybayon","Elementary School",2013,18.0747093449379,65,62,482112,0.000128600823045268
"Sitio Lonas","SF1",2011,NA,NA,31,241056,0.000128600823045268
"Tamakin Dacot","Poroc Rose",2013,11.4429803721695,176,62,482112,0.000128600823045268
"SF1","Palanas",2012,NA,NA,124,968192,0.000128073770491803
"Other","SF5",2010,NA,NA,51832,413790976,0.000125261310676819
"Gabas","Magbangon",2013,16.1581187484931,87,30,241056,0.000124452409398646
"Haina","Pangasugan",2011,NA,NA,60,482112,0.000124452409398646
"Poroc Rose","Tamakin Dacot",2013,11.4429803721695,53,30,241056,0.000124452409398646
"San Agustin","Wangag",2013,13.5532790752528,116,30,241056,0.000124452409398646
"Sitio Lonas","Poroc San Flower",2011,1.17254142021535,290,30,241056,0.000124452409398646
"Wangag","Hicgop South",2013,8.24594482977705,197,30,241056,0.000124452409398646
"Pangasugan","Magbangon",2012,NA,NA,30,242048,0.000123942358540455
"SF2","Palanas",2012,NA,NA,90,726144,0.000123942358540455
"SF6","Caridad Proper",2012,NA,NA,30,242048,0.000123942358540455
"SF4","Magbangon",2013,NA,NA,59,482112,0.000122378202575335
"SF2","Poroc San Flower",2013,NA,NA,88,723168,0.000121686800300898
"SF2","Wangag",2011,NA,NA,88,723168,0.000121686800300898
"Cabatoan","Pangasugan",2014,NA,NA,13,107136,0.00012134109916368
"Cabatoan","SF6",2014,NA,NA,13,107136,0.00012134109916368
"Caridad Proper","Pangasugan",2014,NA,NA,13,107136,0.00012134109916368
"San Agustin","SF1",2014,NA,NA,13,107136,0.00012134109916368
"Sitio Lonas","Cabatoan",2014,10.8872204470967,120,13,107136,0.00012134109916368
"Sitio Tugas","Palanas",2014,9.63741335627491,135,13,107136,0.00012134109916368
"Caridad Proper","Palanas",2011,6.44791835925525,144,29,241056,0.000120303995752024
"Magbangon","San Agustin",2011,11.6652303956557,219,29,241056,0.000120303995752024
"Pangasugan","Sitio Baybayon",2011,NA,NA,29,241056,0.000120303995752024
"Poroc Rose","SF4",2011,NA,NA,29,241056,0.000120303995752024
"San Agustin","Pangasugan",2011,NA,NA,29,241056,0.000120303995752024
"Visca","Caridad Cemetery",2013,11.117049986392,74,29,241056,0.000120303995752024
"Magbangon","Elementary School",2012,7.98442483925902,206,29,242048,0.000119810946589106
"Pangasugan","Wangag",2012,NA,NA,29,242048,0.000119810946589106
"Sitio Lonas","Palanas",2012,13.5366192341433,123,29,242048,0.000119810946589106
"SF3","Wangag",2012,NA,NA,143,1210240,0.000118158381808567
"Sitio Baybayon","Haina",2014,0.800707361689123,323,25,214272,0.000116674133811231
"Sitio Baybayon","SF5",2014,NA,NA,25,214272,0.000116674133811231
"Cabatoan","Haina",2013,24.5778997843548,285,28,241056,0.000116155582105403
"Caridad Cemetery","Poroc Rose",2013,9.9107454183565,251,28,241056,0.000116155582105403
"Gabas","SF6",2013,NA,NA,28,241056,0.000116155582105403
"Palanas","Caridad Proper",2011,6.44791835925525,191,28,241056,0.000116155582105403
"Poroc Rose","Wangag",2013,14.9177755741681,107,28,241056,0.000116155582105403
"Elementary School","Wangag",2012,9.87412896656161,127,28,242048,0.000115679534637758
"Gabas","Haina",2012,9.76388806466271,41,28,242048,0.000115679534637758
"Hicgop South","Haina",2012,19.3126421844879,307,56,484096,0.000115679534637758
"Sitio Baybayon","Pangasugan",2013,NA,NA,55,482112,0.000114081375282092
"Haina","Sitio Tugas",2012,18.4303145606387,152,55,484096,0.000113613828662084
"SF5","Poroc Rose",2010,NA,NA,124,1095168,0.000113224637681159
"Cabatoan","Palanas",2013,2.66084320590822,139,27,241056,0.000112007168458781
"Caridad Proper","Elementary School",2013,4.01495979265945,237,27,241056,0.000112007168458781
"Magbangon","Tamakin Dacot",2014,23.5988979637154,279,12,107136,0.000112007168458781
"Pangasugan","Tamakin Dacot",2013,NA,NA,27,241056,0.000112007168458781
"Poroc San Flower","Tamakin Dacot",2013,12.3993174608128,54,27,241056,0.000112007168458781
"San Agustin","Caridad Cemetery",2011,8.48939965705146,92,27,241056,0.000112007168458781
"San Agustin","Haina",2013,14.246286656046,52,27,241056,0.000112007168458781
"San Agustin","Tamakin Dacot",2014,12.9431079071849,315,12,107136,0.000112007168458781
"SF6","SF1",2013,NA,NA,27,241056,0.000112007168458781
"Sitio Lonas","Magbangon",2011,11.1296663258898,121,27,241056,0.000112007168458781
"Other","SF5",2012,NA,NA,122537,1097445632,0.000111656556304012
"Haina","San Agustin",2011,14.246286656046,177,53,482112,0.000109932961635471
"Caridad Cemetery","Cabatoan",2010,3.03869204915848,149,10,91264,0.000109572230014025
"Gabas","Cabatoan",2010,15.9248209877409,85,10,91264,0.000109572230014025
"Pangasugan","SF4",2010,NA,NA,10,91264,0.000109572230014025
"Poroc Rose","SF5",2010,NA,NA,10,91264,0.000109572230014025
"SF6","Elementary School",2010,NA,NA,10,91264,0.000109572230014025
"SF4","Tamakin Dacot",2012,NA,NA,53,484096,0.000109482416710735
"Caridad Cemetery","Palanas",2011,5.6928889753735,146,26,241056,0.00010785875481216
"Caridad Cemetery","SF3",2011,NA,NA,26,241056,0.00010785875481216
"Haina","Sitio Baybayon",2013,0.800707361689123,23,52,482112,0.00010785875481216
"SF2","Wangag",2013,NA,NA,78,723168,0.00010785875481216
"Poroc Rose","Magbangon",2012,13.0358421206636,105,26,242048,0.000107416710735061
"Wangag","SF3",2012,NA,NA,26,242048,0.000107416710735061
"Haina","SF6",2014,NA,NA,23,214272,0.000107340203106332
"SF1","Poroc Rose",2012,NA,NA,103,968192,0.000106383857747224
"SF4","Tamakin Dacot",2013,NA,NA,51,482112,0.000105784547988849
"Hicgop South","San Agustin",2011,5.43370927160229,255,50,482112,0.000103710341165538
"Palanas","Cabatoan",2011,2.66084320590822,196,25,241056,0.000103710341165538
"Poroc San Flower","Cabatoan",2011,11.9838137599975,110,25,241056,0.000103710341165538
"Sitio Lonas","Magbangon",2013,11.1296663258898,121,25,241056,0.000103710341165538
"Sitio Lonas","Sitio Baybayon",2011,15.3556606444419,47,25,241056,0.000103710341165538
"Sitio Tugas","Poroc Rose",2013,5.97906582562741,265,25,241056,0.000103710341165538
"San Agustin","SF4",2012,NA,NA,25,242048,0.000103285298783712
"Caridad Cemetery","Haina",2014,22.050106611415,294,11,107136,0.000102673237753883
"Caridad Proper","Wangag",2014,5.91579724411454,143,11,107136,0.000102673237753883
"SF4","Gabas",2014,NA,NA,22,214272,0.000102673237753883
"Wangag","Haina",2014,26.5532626762551,278,11,107136,0.000102673237753883
"Other","SF5",2014,NA,NA,48989,485754624,0.000100851330238701
"Palanas","Caridad Proper",2013,6.44791835925525,191,24,241056,9.95619275189168e-05
"SF3","Sitio Tugas",2011,NA,NA,120,1205280,9.95619275189168e-05
"Sitio Lonas","Elementary School",2011,3.15672946924723,106,24,241056,9.95619275189168e-05
"Haina","San Agustin",2012,14.246286656046,177,48,484096,9.91538868323638e-05
"Haina","Visca",2012,11.5004796358302,316,48,484096,9.91538868323638e-05
"Pangasugan","Cabatoan",2012,NA,NA,24,242048,9.91538868323638e-05
"SF4","Haina",2012,NA,NA,48,484096,9.91538868323638e-05
"SF6","SF4",2012,NA,NA,24,242048,9.91538868323638e-05
"Pangasugan","Wangag",2010,NA,NA,9,91264,9.86150070126227e-05
"Tamakin Dacot","Pangasugan",2011,NA,NA,47,482112,9.7487720695606e-05
"SF2","Sitio Tugas",2011,NA,NA,70,723168,9.67963184211691e-05
"SF5","Magbangon",2012,NA,NA,279,2904576,9.60553278688525e-05
"Other","SF5",2013,NA,NA,104311,1092947904,9.54400476163958e-05
"Cabatoan","San Agustin",2011,11.4243171337323,221,23,241056,9.54135138722952e-05
"Gabas","Palanas",2013,18.5270048324314,95,23,241056,9.54135138722952e-05
"Hicgop South","Gabas",2013,10.0841152270956,267,46,482112,9.54135138722952e-05
"Pangasugan","SF4",2011,NA,NA,23,241056,9.54135138722952e-05
"San Agustin","Visca",2013,2.77577160643729,300,23,241056,9.54135138722952e-05
"SF6","Visca",2011,NA,NA,23,241056,9.54135138722952e-05
"Wangag","Pangasugan",2013,NA,NA,23,241056,9.54135138722952e-05
"SF3","Palanas",2012,NA,NA,115,1210240,9.50224748810153e-05
"SF4","Caridad Cemetery",2012,NA,NA,46,484096,9.50224748810153e-05
"SF2","Sitio Lonas",2011,NA,NA,68,723168,9.40307093234214e-05
"Magbangon","Haina",2014,24.7849757104057,283,10,107136,9.33393070489845e-05
"Sitio Lonas","Magbangon",2014,11.1296663258898,121,10,107136,9.33393070489845e-05
"Tamakin Dacot","SF2",2013,NA,NA,45,482112,9.33393070489845e-05
"Wangag","Tamakin Dacot",2014,25.3830246401841,275,10,107136,9.33393070489845e-05
"Tamakin Dacot","Gabas",2012,8.43842668542606,332,45,484096,9.29567689053411e-05
"SF5","Caridad Cemetery",2012,NA,NA,269,2904576,9.2612484576062e-05
"Pangasugan","SF1",2013,NA,NA,22,241056,9.12651002256737e-05
"Sitio Lonas","Cabatoan",2011,10.8872204470967,120,22,241056,9.12651002256737e-05
"San Agustin","Haina",2012,14.246286656046,52,22,242048,9.08910629296668e-05
"Wangag","CAI",2012,36.4319242119535,21,22,242048,9.08910629296668e-05
"SF2","Pangasugan",2014,NA,NA,29,321408,9.02279968140183e-05
"Other","SF5",2011,NA,NA,98294,1092947904,8.99347531938723e-05
"Pangasugan","Cabatoan",2010,NA,NA,8,91264,8.76577840112202e-05
"Sitio Baybayon","Magbangon",2010,25.1134608596041,18,16,182528,8.76577840112202e-05
"Sitio Lonas","Elementary School",2010,3.15672946924723,106,8,91264,8.76577840112202e-05
"Sitio Lonas","Poroc Rose",2010,2.11528043119948,301,8,91264,8.76577840112202e-05
"Sitio Lonas","Poroc San Flower",2010,1.17254142021535,290,8,91264,8.76577840112202e-05
"Sitio Lonas","Sitio Tugas",2010,3.95401082044188,86,8,91264,8.76577840112202e-05
"Sitio Tugas","Sitio Baybayon",2010,18.8737442004117,312,8,91264,8.76577840112202e-05
"Visca","Gabas",2010,1.9629852193109,259,8,91264,8.76577840112202e-05
"Gabas","Tamakin Dacot",2011,8.43842668542606,42,21,241056,8.71166865790522e-05
"Haina","SF6",2013,NA,NA,42,482112,8.71166865790522e-05
"Hicgop South","Sitio Lonas",2011,4.86139751953595,249,42,482112,8.71166865790522e-05
"Palanas","SF1",2011,NA,NA,21,241056,8.71166865790522e-05
"Poroc San Flower","Cabatoan",2013,11.9838137599975,110,21,241056,8.71166865790522e-05
"SF2","Poroc Rose",2013,NA,NA,63,723168,8.71166865790522e-05
"SF6","Magbangon",2013,NA,NA,21,241056,8.71166865790522e-05
"Sitio Tugas","Caridad Cemetery",2013,3.98589537085982,111,21,241056,8.71166865790522e-05
"Visca","Magbangon",2013,14.203038356592,91,21,241056,8.71166865790522e-05
"Other","Tamakin Dacot",2010,NA,NA,36023,413790976,8.7056030917407e-05
"Cabatoan","Poroc San Flower",2012,11.9838137599975,224,21,242048,8.67596509783184e-05
"Poroc Rose","Wangag",2012,14.9177755741681,107,21,242048,8.67596509783184e-05
"Hicgop South","Wangag",2011,8.24594482977705,137,41,482112,8.50424797557414e-05
"SF1","Palanas",2010,NA,NA,31,365056,8.49184782608696e-05
"Magbangon","SF6",2014,NA,NA,9,107136,8.4005376344086e-05
"Pangasugan","Gabas",2014,NA,NA,9,107136,8.4005376344086e-05
"Sitio Tugas","Tamakin Dacot",2014,17.1629023372764,304,9,107136,8.4005376344086e-05
"Visca","Visca",2014,9.49352979660034e-05,62,9,107136,8.4005376344086e-05
"Caridad Proper","Poroc Rose",2013,9.15713870255119,253,20,241056,8.29682729324306e-05
"Pangasugan","Palanas",2013,NA,NA,20,241056,8.29682729324306e-05
"SF1","CAI",2011,NA,NA,80,964224,8.29682729324306e-05
"Haina","Hicgop South",2012,19.3126421844879,153,40,484096,8.26282390269699e-05
"Visca","Gabas",2012,1.9629852193109,259,20,242048,8.26282390269699e-05
"Elementary School","Palanas",2013,10.3955120220851,130,19,241056,7.88198592858091e-05
"San Agustin","Tamakin Dacot",2013,12.9431079071849,315,19,241056,7.88198592858091e-05
"Caridad Proper","Poroc Rose",2012,9.15713870255119,253,19,242048,7.84968270756214e-05
"SF4","Sitio Baybayon",2012,NA,NA,38,484096,7.84968270756214e-05
"SF2","Wangag",2014,NA,NA,25,321408,7.77827558741537e-05
"Pangasugan","Magbangon",2010,NA,NA,7,91264,7.67005610098177e-05
"Pangasugan","Palanas",2010,NA,NA,7,91264,7.67005610098177e-05
"SF2","SF1",2010,NA,NA,21,273792,7.67005610098177e-05
"Sitio Tugas","Magbangon",2010,7.22370627928492,134,7,91264,7.67005610098177e-05
"Visca","Magbangon",2010,14.203038356592,91,7,91264,7.67005610098177e-05
"Hicgop South","Pangasugan",2012,NA,NA,37,484096,7.64311210999471e-05
"SF1","Pangasugan",2013,NA,NA,73,964224,7.5708549050843e-05
"Caridad Cemetery","SF5",2014,NA,NA,8,107136,7.46714456391876e-05
"Caridad Proper","SF5",2014,NA,NA,8,107136,7.46714456391876e-05
"Elementary School","Tamakin Dacot",2014,16.3545910613734,306,8,107136,7.46714456391876e-05
