"source","destination","SourceSampled","DestSampled","SimMonth","SimDay","SimYear","YearSampled","SimMonsoon","DailyParticles","ParticlesReleasedDaily","dist_km","NormSourceAllYears","NormSourceAnnual","NormSourceMonsoon","direction","AnnRecPart","SourcePropSamp","DestPropSamp","obs_disp"
"Hicgop South","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,1984,3.09873007253886,0,0,0,126,862,0,0,0
"Hicgop South","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,1984,2.33565955110038,0,0,0,129,1587,0,0,0
"Hicgop South","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,1984,0,0,0,0,62,1208,0,0,0
"Hicgop South","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,1984,0.912910872621498,0,0,0,263,513,0,0,0
"Hicgop South","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,1984,1.73052315940533,0,0,0,270,531,0,0,0
"Hicgop South","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,1984,4.86139751953595,0,0,0,249,677,0,1,0
"Hicgop South","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,1984,5.43370927160229,0,0,0,255,484,0,0.888888888888889,0
"Hicgop South","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,1984,6.00735397943935,0,0,0,256,353,0,1,0
"Hicgop South","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,1984,6.89197129622291,0,0,0,264,174,0,1,0
"Hicgop South","Visca","yes","yes",10,10,2011,"2012","SWM",0,1984,8.12617156228781,0,0,0,271,4,0,1,0
"Hicgop South","Gabas","yes","yes",10,10,2011,"2012","SWM",0,1984,10.0841152266487,0,0,0,267,4,0,0,0
"Hicgop South","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,1984,18.0502649349819,0,0,0,298,12,0,0,0
"Hicgop South","Haina","yes","yes",10,10,2011,"2012","SWM",0,1984,19.3126421844879,0,0,0,307,19,0,0,0
"Hicgop South","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,1984,19.747308872455,0,0,0,310,615,0,0,0
"Caridad Proper","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,6.44791835925525,0,0,0,144,35,0,0.289855072463768,0
"Caridad Proper","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,5.91579724335279,0,0,0,143,53,0,0.18213058419244,0
"Caridad Proper","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,4.03826759766962,0,0,0,148,291,0,0.459383753501401,0
"Caridad Proper","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,3.78950368118107,0,0,0,147,404,0,0.423076923076923,0
"Caridad Proper","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,0.763632138458259,0,0,0,118,563,0,0,0
"Caridad Proper","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,9.49352979660034e-05,0,0,0,62,784,0,0,0
"Caridad Proper","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,2.33565955110038,0,0,0,205,77,0,0,0
"Caridad Proper","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,3.22263263749314,0,0,0,225,71,0,0,0
"Caridad Proper","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,4.01495979265945,0,0,0,237,11,0,0,0
"Caridad Proper","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,7.17087278024704,0,0,0,234,307,0,1,0
"Caridad Proper","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,7.72994839109529,0,0,0,242,325,0,0.888888888888889,0
"Caridad Proper","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,8.29929043854204,0,0,0,247,92,0,1,0
"Caridad Proper","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,9.15713870255119,0,0,0,253,19,0,1,0
"Caridad Proper","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,10.3684742357159,0,0,0,261,0,0,1,0
"Caridad Proper","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,12.3313979398098,0,0,0,260,0,0,0,0
"Caridad Proper","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,20.1183459764472,0,0,0,293,0,0,0,0
"Caridad Proper","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,21.3552337005377,0,0,0,295,0,0,0,0
"Caridad Proper","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,21.7509719512898,0,0,0,297,442,0,0,0
"Caridad Cemetery","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,5.6928889753735,0,0,0,146,57,0,0.289855072463768,0
"Caridad Cemetery","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,5.15903752298336,0,0,0,145,69,0,0.18213058419244,0
"Caridad Cemetery","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,3.28805912992589,0,0,0,150,354,0,0.459383753501401,0
"Caridad Cemetery","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,3.03869204915848,0,0,0,149,310,0,0.423076923076923,0
"Caridad Cemetery","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,9.49352979660034e-05,0,0,0,62,1761,0,0,0
"Caridad Cemetery","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,0.763632138458259,0,0,0,216,1132,0,0,0
"Caridad Cemetery","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,3.09873007253886,0,0,0,208,84,0,0,0
"Caridad Cemetery","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,3.98589537085982,0,0,0,223,54,0,0,0
"Caridad Cemetery","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,4.77585415072936,0,0,0,233,44,0,0,0
"Caridad Cemetery","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,7.93235105602247,0,0,0,230,166,0,1,0
"Caridad Cemetery","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,8.48939965705146,0,0,0,239,199,0,0.888888888888889,0
"Caridad Cemetery","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,9.05786494633732,0,0,0,243,32,0,1,0
"Caridad Cemetery","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,9.9107454183565,0,0,0,251,10,0,1,0
"Caridad Cemetery","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,11.1170499867974,0,0,0,257,0,0,1,0
"Caridad Cemetery","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,13.0800106975381,0,0,0,258,0,0,0,0
"Caridad Cemetery","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,20.820481733943,0,0,0,292,0,0,0,0
"Caridad Cemetery","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,22.050106611415,0,0,0,294,0,0,0,0
"Caridad Cemetery","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,22.4353813748238,0,0,0,296,357,0,0,0
"Cabatoan","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,2.66084320590822,0,0,0,139,66,0.423076923076923,0.289855072463768,0
"Cabatoan","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,2.13420254257553,0,0,0,131,126,0.423076923076923,0.18213058419244,0
"Cabatoan","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,0.249569604975458,0,0,0,151,429,0.423076923076923,0.459383753501401,0
"Cabatoan","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,454,0.423076923076923,0.423076923076923,0
"Cabatoan","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,3.03869204915848,0,0,0,186,699,0.423076923076923,0,0
"Cabatoan","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,3.78950368118107,0,0,0,188,877,0.423076923076923,0,0
"Cabatoan","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,6.11477685668207,0,0,0,194,651,0.423076923076923,0,0
"Cabatoan","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,6.97778704506868,0,0,0,201,59,0.423076923076923,0,0
"Cabatoan","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,7.74042122042586,0,0,0,209,8,0.423076923076923,0,0
"Cabatoan","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,10.8872204466828,0,0,0,214,87,0.423076923076923,1,0
"Cabatoan","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,11.4243171337323,0,0,0,221,87,0.423076923076923,0.888888888888889,0
"Cabatoan","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,11.9838137599975,0,0,0,224,22,0.423076923076923,1,0
"Cabatoan","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,12.7986271025087,0,0,0,231,13,0.423076923076923,1,0
"Cabatoan","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,13.9687512766746,0,0,0,241,0,0.423076923076923,1,0
"Cabatoan","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,15.9248209877409,0,0,0,246,0,0.423076923076923,0,0
"Cabatoan","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,23.3884325137891,0,0,0,281,0,0.423076923076923,0,0
"Cabatoan","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,24.5778997843548,0,0,0,285,0,0.423076923076923,0,0
"Cabatoan","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,24.9105624661144,0,0,0,291,416,0.423076923076923,0,0
"Magbangon","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,2.41391771324467,0,0,0,136,177,0.459383753501401,0.289855072463768,0
"Magbangon","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,1.88974564473697,0,0,0,124,215,0.459383753501401,0.18213058419244,0
"Magbangon","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,175,0.459383753501401,0.459383753501401,0
"Magbangon","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,0.249569604975458,0,0,0,184,400,0.459383753501401,0.423076923076923,0
"Magbangon","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,3.28805912992589,0,0,0,185,1034,0.459383753501401,0,0
"Magbangon","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,4.03826759766962,0,0,0,187,1146,0.459383753501401,0,0
"Magbangon","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,6.36236340664461,0,0,0,193,343,0.459383753501401,0,0
"Magbangon","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,7.22370627990875,0,0,0,200,45,0.459383753501401,0,0
"Magbangon","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,7.98442483925902,0,0,0,206,12,0.459383753501401,0,0
"Magbangon","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,11.1296663262947,0,0,0,213,71,0.459383753501401,1,0
"Magbangon","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,11.6652303956557,0,0,0,219,71,0.459383753501401,0.888888888888889,0
"Magbangon","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,12.2239561425182,0,0,0,222,15,0.459383753501401,1,0
"Magbangon","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,13.0358421206636,0,0,0,229,6,0.459383753501401,1,0
"Magbangon","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,14.2030383569093,0,0,0,240,0,0.459383753501401,1,0
"Magbangon","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,16.1581187484931,0,0,0,244,0,0.459383753501401,0,0
"Magbangon","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,23.5988979639063,0,0,0,279,0,0.459383753501401,0,0
"Magbangon","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,24.7849757104057,0,0,0,283,0,0.459383753501401,0,0
"Magbangon","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,25.1134608596041,0,0,0,287,688,0.459383753501401,0,0
"Wangag","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,0.540970717463239,0,0,0,155,221,0.18213058419244,0.289855072463768,0
"Wangag","Wangag","yes","yes",10,10,2011,"2012","SWM",1,992,9.49352979660034e-05,1.08394033992369e-06,1.48157630236483e-07,2.9034116247956e-07,62,447,0.18213058419244,0.18213058419244,0
"Wangag","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,1.88974564473697,0,0,0,210,593,0.18213058419244,0.459383753501401,0
"Wangag","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,2.13420254257553,0,0,0,203,412,0.18213058419244,0.423076923076923,0
"Wangag","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,5.15903752298336,0,0,0,190,680,0.18213058419244,0,0
"Wangag","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,5.91579724335279,0,0,0,192,885,0.18213058419244,0,0
"Wangag","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,8.24594483032354,0,0,0,197,95,0.18213058419244,0,0
"Wangag","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,9.11177076508712,0,0,0,202,12,0.18213058419244,0,0
"Wangag","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,9.87412896656161,0,0,0,207,0,0.18213058419244,0,0
"Wangag","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,13.0190499073661,0,0,0,212,7,0.18213058419244,1,0
"Wangag","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,13.5532790749203,0,0,0,218,4,0.18213058419244,0.888888888888889,0
"Wangag","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,14.1110169804677,0,0,0,220,0,0.18213058419244,1,1
"Wangag","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,14.9177755744702,0,0,0,227,4,0.18213058419244,1,0
"Wangag","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,16.078031642585,0,0,0,235,0,0.18213058419244,1,0
"Wangag","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,18.0301766971931,0,0,0,238,0,0.18213058419244,0,0
"Wangag","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,25.3830246400065,0,0,0,275,0,0.18213058419244,0,0
"Wangag","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,26.5532626762551,0,0,0,278,0,0.18213058419244,0,0
"Wangag","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,26.8620654279672,0,0,0,284,3334,0.18213058419244,0,0
"Palanas","Palanas","yes","yes",10,10,2011,"2012","SWM",0,992,0,0,0,0,62,42,0.289855072463768,0.289855072463768,0
"Palanas","Wangag","yes","yes",10,10,2011,"2012","SWM",0,992,0.540970717463239,0,0,0,183,239,0.289855072463768,0.18213058419244,1
"Palanas","Magbangon","yes","yes",10,10,2011,"2012","SWM",0,992,2.41391771324467,0,0,0,198,143,0.289855072463768,0.459383753501401,0
"Palanas","Cabatoan","yes","yes",10,10,2011,"2012","SWM",0,992,2.66084320590822,0,0,0,196,209,0.289855072463768,0.423076923076923,0
"Palanas","Caridad Cemetery","yes","yes",10,10,2011,"2012","SWM",0,992,5.6928889753735,0,0,0,189,161,0.289855072463768,0,0
"Palanas","Caridad Proper","yes","yes",10,10,2011,"2012","SWM",0,992,6.44791835925525,0,0,0,191,190,0.289855072463768,0,0
"Palanas","Hicgop South","yes","yes",10,10,2011,"2012","SWM",0,992,8.77552677067879,0,0,0,195,12,0.289855072463768,0,0
"Palanas","Sitio Tugas","yes","yes",10,10,2011,"2012","SWM",0,992,9.63741335627491,0,0,0,199,13,0.289855072463768,0,0
"Palanas","Elementary School","yes","yes",10,10,2011,"2012","SWM",0,992,10.3955120225186,0,0,0,204,1,0.289855072463768,0,0
"Palanas","Sitio Lonas","yes","yes",10,10,2011,"2012","SWM",0,992,13.5366192341433,0,0,0,211,0,0.289855072463768,1,0
"Palanas","San Agustin","yes","yes",10,10,2011,"2012","SWM",0,992,14.0674201434004,0,0,0,215,0,0.289855072463768,0.888888888888889,0
"Palanas","Poroc San Flower","yes","yes",10,10,2011,"2012","SWM",0,992,14.623388790225,0,0,0,217,0,0.289855072463768,1,0
"Palanas","Poroc Rose","yes","yes",10,10,2011,"2012","SWM",0,992,15.4237354462504,0,0,0,226,0,0.289855072463768,1,0
"Palanas","Visca","yes","yes",10,10,2011,"2012","SWM",0,992,16.5775204258635,0,0,0,232,0,0.289855072463768,1,0
"Palanas","Gabas","yes","yes",10,10,2011,"2012","SWM",0,992,18.5270048321881,0,0,0,236,0,0.289855072463768,0,0
"Palanas","Tamakin Dacot","yes","yes",10,10,2011,"2012","SWM",0,992,25.829348683192,0,0,0,273,0,0.289855072463768,0,0
"Palanas","Haina","yes","yes",10,10,2011,"2012","SWM",0,992,26.9920106136833,0,0,0,276,0,0.289855072463768,0,0
"Palanas","Sitio Baybayon","yes","yes",10,10,2011,"2012","SWM",0,992,27.2919430069393,0,0,0,282,1406,0.289855072463768,0,0
"Sitio Baybayon","Palanas","yes","yes",10,10,2012,"2013","SWM",0,1984,27.2919430069393,0,0,0,28,409,0.0714285714285714,0.431159420289855,0
"Sitio Baybayon","Wangag","yes","yes",10,10,2012,"2013","SWM",0,1984,26.8620654279672,0,0,0,26,895,0.0714285714285714,0.254295532646048,0
"Sitio Baybayon","Magbangon","yes","yes",10,10,2012,"2013","SWM",0,1984,25.1134608596041,0,0,0,18,1565,0.0714285714285714,0.571008403361345,0
"Sitio Baybayon","Cabatoan","yes","yes",10,10,2012,"2013","SWM",0,1984,24.9105624661144,0,0,0,14,1271,0.0714285714285714,0.5,0
"Sitio Baybayon","Caridad Cemetery","yes","yes",10,10,2012,"2013","SWM",0,1984,22.4353813748238,0,0,0,165,1903,0.0714285714285714,0.375,0
"Sitio Baybayon","Caridad Proper","yes","yes",10,10,2012,"2013","SWM",0,1984,21.7509719512898,0,0,0,164,2501,0.0714285714285714,1,0
"Sitio Baybayon","Hicgop South","yes","yes",10,10,2012,"2013","SWM",0,1984,19.747308872455,0,0,0,104,250,0.0714285714285714,0.333333333333333,0
"Sitio Baybayon","Sitio Tugas","yes","yes",10,10,2012,"2013","SWM",0,1984,18.8737442004117,0,0,0,102,167,0.0714285714285714,0,0
"Sitio Baybayon","Elementary School","yes","yes",10,10,2012,"2013","SWM",0,1984,18.0747093449379,0,0,0,65,195,0.0714285714285714,0.5,0
"Sitio Baybayon","Sitio Lonas","yes","yes",10,10,2012,"2013","SWM",0,1984,15.3556606444419,0,0,0,318,252,0.0714285714285714,1,0
"Sitio Baybayon","San Agustin","yes","yes",10,10,2012,"2013","SWM",0,1984,14.7598845132621,0,0,0,319,295,0.0714285714285714,0.75,0
"Sitio Baybayon","Poroc San Flower","yes","yes",10,10,2012,"2013","SWM",0,1984,14.2288188911802,0,0,0,320,82,0.0714285714285714,0.909090909090909,0
"Sitio Baybayon","Poroc Rose","yes","yes",10,10,2012,"2013","SWM",0,1984,13.2745735162831,0,0,0,321,18,0.0714285714285714,1,0
"Sitio Baybayon","Visca","yes","yes",10,10,2012,"2013","SWM",0,1984,12.0358563168247,0,0,0,322,0,0.0714285714285714,1,0
"Sitio Baybayon","Gabas","yes","yes",10,10,2012,"2013","SWM",0,1984,10.3497099508259,0,0,0,181,0,0.0714285714285714,0,0
"Sitio Baybayon","Tamakin Dacot","yes","yes",10,10,2012,"2013","SWM",0,1984,2.00690512091702,0,0,0,317,0,0.0714285714285714,0.125,0
"Sitio Baybayon","Haina","yes","yes",10,10,2012,"2013","SWM",0,1984,0.800707367317091,0,0,0,323,5,0.0714285714285714,0.0288461538461538,0
"Sitio Baybayon","Sitio Baybayon","yes","yes",10,10,2012,"2013","SWM",0,1984,9.49352979660034e-05,0,0,0,62,9141,0.0714285714285714,0.0714285714285714,0
"Haina","Palanas","yes","yes",10,10,2012,"2013","SWM",0,1984,26.9920106136833,0,0,0,35,3,0.0288461538461538,0.431159420289855,0
"Haina","Wangag","yes","yes",10,10,2012,"2013","SWM",0,1984,26.5532626762551,0,0,0,32,4,0.0288461538461538,0.254295532646048,1
"Haina","Magbangon","yes","yes",10,10,2012,"2013","SWM",0,1984,24.7849757104057,0,0,0,27,3,0.0288461538461538,0.571008403361345,0
"Haina","Cabatoan","yes","yes",10,10,2012,"2013","SWM",0,1984,24.5778997843548,0,0,0,25,3,0.0288461538461538,0.5,0
"Haina","Caridad Cemetery","yes","yes",10,10,2012,"2013","SWM",0,1984,22.050106611415,0,0,0,170,0,0.0288461538461538,0.375,0
"Haina","Caridad Proper","yes","yes",10,10,2012,"2013","SWM",0,1984,21.3552337005377,0,0,0,169,0,0.0288461538461538,1,0
"Haina","Hicgop South","yes","yes",10,10,2012,"2013","SWM",0,1984,19.3126421844879,0,0,0,153,0,0.0288461538461538,0.333333333333333,0
"Haina","Sitio Tugas","yes","yes",10,10,2012,"2013","SWM",0,1984,18.4303145606387,0,0,0,152,7,0.0288461538461538,0,0
"Haina","Elementary School","yes","yes",10,10,2012,"2013","SWM",0,1984,17.625238506364,0,0,0,138,0,0.0288461538461538,0.5,0
"Haina","Sitio Lonas","yes","yes",10,10,2012,"2013","SWM",0,1984,14.8456846831604,0,0,0,174,9,0.0288461538461538,1,0
"Haina","San Agustin","yes","yes",10,10,2012,"2013","SWM",0,1984,14.246286656046,0,0,0,177,10,0.0288461538461538,0.75,0
"Haina","Poroc San Flower","yes","yes",10,10,2012,"2013","SWM",0,1984,13.7061846175771,0,0,0,179,0,0.0288461538461538,0.909090909090909,0
"Haina","Poroc Rose","yes","yes",10,10,2012,"2013","SWM",0,1984,12.7500613492617,0,0,0,180,1,0.0288461538461538,1,0
"Haina","Visca","yes","yes",10,10,2012,"2013","SWM",0,1984,11.500479636222,0,0,0,316,29,0.0288461538461538,1,0
"Haina","Gabas","yes","yes",10,10,2012,"2013","SWM",0,1984,9.76388806466271,0,0,0,333,0,0.0288461538461538,0,0
"Haina","Tamakin Dacot","yes","yes",10,10,2012,"2013","SWM",0,1984,1.32935692208799,0,0,0,182,263,0.0288461538461538,0.125,0
"Haina","Haina","yes","yes",10,10,2012,"2013","SWM",0,1984,0,0,0,0,62,836,0.0288461538461538,0.0288461538461538,0
"Haina","Sitio Baybayon","yes","yes",10,10,2012,"2013","SWM",0,1984,0.800707367317091,0,0,0,23,9,0.0288461538461538,0.0714285714285714,0
"Tamakin Dacot","Palanas","yes","yes",10,10,2012,"2013","SWM",0,992,25.829348683192,0,0,0,40,0,0.125,0.431159420289855,0
"Tamakin Dacot","Wangag","yes","yes",10,10,2012,"2013","SWM",0,992,25.3830246400065,0,0,0,38,0,0.125,0.254295532646048,0
"Tamakin Dacot","Magbangon","yes","yes",10,10,2012,"2013","SWM",0,992,23.5988979639063,0,0,0,31,4,0.125,0.571008403361345,0
"Tamakin Dacot","Cabatoan","yes","yes",10,10,2012,"2013","SWM",0,992,23.3884325137891,0,0,0,29,7,0.125,0.5,0
"Tamakin Dacot","Caridad Cemetery","yes","yes",10,10,2012,"2013","SWM",0,992,20.820481733943,0,0,0,9,9,0.125,0.375,0
"Tamakin Dacot","Caridad Proper","yes","yes",10,10,2012,"2013","SWM",0,992,20.1183459764472,0,0,0,3,13,0.125,1,0
"Tamakin Dacot","Hicgop South","yes","yes",10,10,2012,"2013","SWM",0,992,18.0502649349819,0,0,0,163,11,0.125,0.333333333333333,0
"Tamakin Dacot","Sitio Tugas","yes","yes",10,10,2012,"2013","SWM",0,992,17.1629023372764,0,0,0,157,16,0.125,0,0
"Tamakin Dacot","Elementary School","yes","yes",10,10,2012,"2013","SWM",0,992,16.3545910610978,0,0,0,154,3,0.125,0.5,0
"Tamakin Dacot","Sitio Lonas","yes","yes",10,10,2012,"2013","SWM",0,992,13.5438241042835,0,0,0,2,31,0.125,1,0
"Tamakin Dacot","San Agustin","yes","yes",10,10,2012,"2013","SWM",0,992,12.9431079071849,0,0,0,1,76,0.125,0.75,0
"Tamakin Dacot","Poroc San Flower","yes","yes",10,10,2012,"2013","SWM",0,992,12.3993174604494,0,0,0,175,13,0.125,0.909090909090909,0
"Tamakin Dacot","Poroc Rose","yes","yes",10,10,2012,"2013","SWM",0,992,11.4429803725633,0,0,0,176,67,0.125,1,0
"Tamakin Dacot","Visca","yes","yes",10,10,2012,"2013","SWM",0,992,10.1897266320616,0,0,0,178,184,0.125,1,0
"Tamakin Dacot","Gabas","yes","yes",10,10,2012,"2013","SWM",0,992,8.43842668542606,0,0,0,332,17,0.125,0,0
"Tamakin Dacot","Tamakin Dacot","yes","yes",10,10,2012,"2013","SWM",0,992,9.49352979660034e-05,0,0,0,62,20726,0.125,0.125,0
"Tamakin Dacot","Haina","yes","yes",10,10,2012,"2013","SWM",0,992,1.32935692208799,0,0,0,36,8638,0.125,0.0288461538461538,0
"Tamakin Dacot","Sitio Baybayon","yes","yes",10,10,2012,"2013","SWM",0,992,2.00690512091702,0,0,0,33,4,0.125,0.0714285714285714,0
"Gabas","Palanas","yes","yes",10,10,2012,"2013","SWM",0,992,18.5270048321881,0,0,0,95,21,0,0.431159420289855,0
"Gabas","Wangag","yes","yes",10,10,2012,"2013","SWM",0,992,18.0301766971931,0,0,0,93,17,0,0.254295532646048,0
"Gabas","Magbangon","yes","yes",10,10,2012,"2013","SWM",0,992,16.1581187484931,0,0,0,87,29,0,0.571008403361345,0
"Gabas","Cabatoan","yes","yes",10,10,2012,"2013","SWM",0,992,15.9248209877409,0,0,0,85,42,0,0.5,0
"Gabas","Caridad Cemetery","yes","yes",10,10,2012,"2013","SWM",0,992,13.0800106975381,0,0,0,73,47,0,0.375,0
"Gabas","Caridad Proper","yes","yes",10,10,2012,"2013","SWM",0,992,12.3313979398098,0,0,0,71,213,0,1,0
"Gabas","Hicgop South","yes","yes",10,10,2012,"2013","SWM",0,992,10.0841152266487,0,0,0,63,257,0,0.333333333333333,0
"Gabas","Sitio Tugas","yes","yes",10,10,2012,"2013","SWM",0,992,9.17150421430282,0,0,0,60,444,0,0,0
"Gabas","Elementary School","yes","yes",10,10,2012,"2013","SWM",0,992,8.35384165537914,0,0,0,64,611,0,0.5,0
"Gabas","Sitio Lonas","yes","yes",10,10,2012,"2013","SWM",0,992,5.29391347715393,0,0,0,16,4248,0,1,0
"Gabas","San Agustin","yes","yes",10,10,2012,"2013","SWM",0,992,4.69383486209879,0,0,0,24,2214,0,0.75,0
"Gabas","Poroc San Flower","yes","yes",10,10,2012,"2013","SWM",0,992,4.12137215375566,0,0,0,17,549,0,0.909090909090909,0
"Gabas","Poroc Rose","yes","yes",10,10,2012,"2013","SWM",0,992,3.19705081559734,0,0,0,34,589,0,1,0
"Gabas","Visca","yes","yes",10,10,2012,"2013","SWM",0,992,1.9629852193109,0,0,0,72,1938,0,1,0
"Gabas","Gabas","yes","yes",10,10,2012,"2013","SWM",0,992,0,0,0,0,62,5105,0,0,0
"Gabas","Tamakin Dacot","yes","yes",10,10,2012,"2013","SWM",0,992,8.43842668542606,0,0,0,42,47,0,0.125,0
"Gabas","Haina","yes","yes",10,10,2012,"2013","SWM",0,992,9.76388806466271,0,0,0,41,86,0,0.0288461538461538,0
"Gabas","Sitio Baybayon","yes","yes",10,10,2012,"2013","SWM",0,992,10.3497099508259,0,0,0,37,62,0,0.0714285714285714,0
"Visca","Palanas","yes","yes",10,10,2012,"2013","SWM",0,992,16.5775204258635,0,0,0,99,40,1,0.431159420289855,0
"Visca","Wangag","yes","yes",10,10,2012,"2013","SWM",0,992,16.078031642585,0,0,0,96,22,1,0.254295532646048,0
"Visca","Magbangon","yes","yes",10,10,2012,"2013","SWM",0,992,14.2030383569093,0,0,0,91,33,1,0.571008403361345,0
