"source","destination","YearSampled","dist_km","direction","SumParticles","SumParticlesReleasedSource","SourceNormRecruitment"
"Haina","Wangag","2011",26.5532626762551,32,0,482112,0
"Haina","Wangag","2012",26.5532626762551,32,0,484096,0
"Hicgop South","CAI","2014",38.1530161399208,11,0,396800,0
"Hicgop South","Gabas","2011",10.0841152266487,267,0,482112,0
"Hicgop South","Gabas","2014",10.0841152266487,267,0,396800,0
"Hicgop South","Haina","2011",19.3126421844879,307,0,482112,0
"Hicgop South","Pangasugan","2011",NA,NA,0,482112,0
"Hicgop South","Poroc Rose","2011",6.89197129622291,264,0,482112,0
"Hicgop South","Poroc San Flower","2011",6.00735397943935,256,0,482112,0
"Hicgop South","San Agustin","2011",5.43370927160229,255,0,482112,0
"Hicgop South","SF4","2011",NA,NA,0,482112,0
"Hicgop South","SF4","2014",NA,NA,0,396800,0
"Hicgop South","SF5","2011",NA,NA,0,482112,0
"Hicgop South","SF6","2011",NA,NA,0,482112,0
"Hicgop South","Tamakin Dacot","2011",18.0502649349819,298,0,482112,0
"Hicgop South","Visca","2011",8.12617156228781,271,0,482112,0
"Magbangon","CAI","2011",36.5369117565946,20,0,241056,0
"Magbangon","Elementary School","2011",7.98442483925902,206,0,241056,0
"Magbangon","Gabas","2011",16.1581187484931,244,0,241056,0
"Magbangon","Gabas","2012",16.1581187484931,244,0,242048,0
"Magbangon","Gabas","2013",16.1581187484931,244,0,241056,0
"Magbangon","Gabas","2014",16.1581187484931,244,0,198400,0
"Magbangon","Haina","2011",24.7849757104057,283,0,241056,0
"Magbangon","Haina","2012",24.7849757104057,283,0,242048,0
"Magbangon","Hicgop South","2011",6.36236340664461,193,0,241056,0
"Magbangon","Pangasugan","2011",NA,NA,0,241056,0
"Magbangon","Pangasugan","2012",NA,NA,0,242048,0
"Magbangon","Poroc Rose","2011",13.0358421206636,229,0,241056,0
"Magbangon","Poroc San Flower","2011",12.2239561425182,222,0,241056,0
"Magbangon","San Agustin","2011",11.6652303956557,219,0,241056,0
"Magbangon","SF3","2011",NA,NA,0,241056,0
"Magbangon","SF4","2011",NA,NA,0,241056,0
"Magbangon","SF4","2012",NA,NA,0,242048,0
"Magbangon","SF4","2013",NA,NA,0,241056,0
"Magbangon","SF4","2014",NA,NA,0,198400,0
"Magbangon","SF5","2011",NA,NA,0,241056,0
"Magbangon","SF5","2012",NA,NA,0,242048,0
"Magbangon","SF6","2011",NA,NA,0,241056,0
"Magbangon","SF6","2012",NA,NA,0,242048,0
"Magbangon","SF6","2013",NA,NA,0,241056,0
"Magbangon","Sitio Lonas","2011",11.1296663262947,213,0,241056,0
"Magbangon","Sitio Tugas","2011",7.22370627990875,200,0,241056,0
"Magbangon","Tamakin Dacot","2011",23.5988979639063,279,0,241056,0
"Magbangon","Tamakin Dacot","2012",23.5988979639063,279,0,242048,0
"Magbangon","Visca","2011",14.2030383569093,240,0,241056,0
"Magbangon","Visca","2012",14.2030383569093,240,0,242048,0
"Palanas","CAI","2011",36.2691073087654,22,0,241056,0
"Palanas","CAI","2012",36.2691073087654,22,0,242048,0
"Palanas","Elementary School","2013",10.3955120225186,204,0,241056,0
"Palanas","Gabas","2011",18.5270048321881,236,0,241056,0
"Palanas","Gabas","2012",18.5270048321881,236,0,242048,0
"Palanas","Gabas","2013",18.5270048321881,236,0,241056,0
"Palanas","Gabas","2014",18.5270048321881,236,0,198400,0
"Palanas","Haina","2011",26.9920106136833,276,0,241056,0
"Palanas","Haina","2012",26.9920106136833,276,0,242048,0
"Palanas","Haina","2013",26.9920106136833,276,0,241056,0
"Palanas","Haina","2014",26.9920106136833,276,0,198400,0
"Palanas","Pangasugan","2011",NA,NA,0,241056,0
"Palanas","Pangasugan","2012",NA,NA,0,242048,0
"Palanas","Pangasugan","2013",NA,NA,0,241056,0
"Palanas","Poroc Rose","2012",15.4237354462504,226,0,242048,0
"Palanas","Poroc San Flower","2011",14.623388790225,217,0,241056,0
"Palanas","Poroc San Flower","2012",14.623388790225,217,0,242048,0
"Palanas","Poroc San Flower","2013",14.623388790225,217,0,241056,0
"Palanas","San Agustin","2011",14.0674201434004,215,0,241056,0
"Palanas","San Agustin","2012",14.0674201434004,215,0,242048,0
"Palanas","SF4","2011",NA,NA,0,241056,0
"Palanas","SF4","2012",NA,NA,0,242048,0
"Palanas","SF4","2013",NA,NA,0,241056,0
"Palanas","SF4","2014",NA,NA,0,198400,0
"Palanas","SF5","2011",NA,NA,0,241056,0
"Palanas","SF5","2012",NA,NA,0,242048,0
"Palanas","SF5","2013",NA,NA,0,241056,0
"Palanas","SF5","2014",NA,NA,0,198400,0
"Palanas","SF6","2011",NA,NA,0,241056,0
"Palanas","SF6","2012",NA,NA,0,242048,0
"Palanas","SF6","2013",NA,NA,0,241056,0
"Palanas","SF6","2014",NA,NA,0,198400,0
"Palanas","Sitio Lonas","2011",13.5366192341433,211,0,241056,0
"Palanas","Sitio Lonas","2012",13.5366192341433,211,0,242048,0
"Palanas","Sitio Lonas","2014",13.5366192341433,211,0,198400,0
"Palanas","Tamakin Dacot","2011",25.829348683192,273,0,241056,0
"Palanas","Tamakin Dacot","2012",25.829348683192,273,0,242048,0
"Palanas","Tamakin Dacot","2013",25.829348683192,273,0,241056,0
"Palanas","Tamakin Dacot","2014",25.829348683192,273,0,198400,0
"Palanas","Visca","2011",16.5775204258635,232,0,241056,0
"Palanas","Visca","2012",16.5775204258635,232,0,242048,0
"Palanas","Visca","2013",16.5775204258635,232,0,241056,0
"Palanas","Visca","2014",16.5775204258635,232,0,198400,0
"Pangasugan","Gabas","2011",NA,NA,0,241056,0
"Pangasugan","Haina","2011",NA,NA,0,241056,0
"Pangasugan","Magbangon","2014",NA,NA,0,198400,0
"Pangasugan","Palanas","2014",NA,NA,0,198400,0
"Pangasugan","SF6","2011",NA,NA,0,241056,0
"Pangasugan","SF6","2012",NA,NA,0,242048,0
"Pangasugan","SF6","2014",NA,NA,0,198400,0
"Pangasugan","Tamakin Dacot","2011",NA,NA,0,241056,0
"Pangasugan","Wangag","2014",NA,NA,0,198400,0
"Poroc Rose","Gabas","2014",3.19705081559734,277,0,198400,0
"Poroc Rose","Haina","2011",12.7500613492617,49,0,241056,0
"Poroc Rose","Palanas","2014",15.4237354462504,108,0,198400,0
"Poroc Rose","SF6","2011",NA,NA,0,241056,0
"Poroc Rose","SF6","2014",NA,NA,0,198400,0
"Poroc Rose","Tamakin Dacot","2011",11.4429803725633,53,0,241056,0
"Poroc Rose","Wangag","2014",14.9177755744702,107,0,198400,0
"Poroc San Flower","Cabatoan","2014",11.9838137599975,110,0,198400,0
"Poroc San Flower","Gabas","2012",4.12137215375566,288,0,242048,0
"Poroc San Flower","Gabas","2014",4.12137215375566,288,0,198400,0
"Poroc San Flower","Haina","2011",13.7061846175771,50,0,241056,0
"Poroc San Flower","Magbangon","2014",12.2239561425182,112,0,198400,0
"Poroc San Flower","Palanas","2014",14.623388790225,117,0,198400,0
"Poroc San Flower","SF6","2011",NA,NA,0,241056,0
"Poroc San Flower","SF6","2012",NA,NA,0,242048,0
"Poroc San Flower","Tamakin Dacot","2011",12.3993174604494,54,0,241056,0
"Poroc San Flower","Wangag","2014",14.1110169804677,114,0,198400,0
"San Agustin","Gabas","2011",4.69383486209879,286,0,241056,0
"San Agustin","Gabas","2012",4.69383486209879,286,0,242048,0
"San Agustin","Gabas","2014",4.69383486209879,286,0,198400,0
"San Agustin","Haina","2011",14.246286656046,52,0,241056,0
"San Agustin","Palanas","2014",14.0674201434004,119,0,198400,0
"San Agustin","SF4","2014",NA,NA,0,198400,0
"San Agustin","SF6","2011",NA,NA,0,241056,0
"San Agustin","SF6","2012",NA,NA,0,242048,0
"San Agustin","SF6","2014",NA,NA,0,198400,0
"San Agustin","Tamakin Dacot","2011",12.9431079071849,315,0,241056,0
"San Agustin","Wangag","2014",13.5532790749203,116,0,198400,0
"SF1","Elementary School","2011",NA,NA,0,964224,0
"SF1","Gabas","2011",NA,NA,0,964224,0
"SF1","Gabas","2012",NA,NA,0,968192,0
"SF1","Gabas","2014",NA,NA,0,793600,0
"SF1","Haina","2011",NA,NA,0,964224,0
"SF1","Pangasugan","2011",NA,NA,0,964224,0
"SF1","Poroc Rose","2011",NA,NA,0,964224,0
"SF1","Poroc San Flower","2011",NA,NA,0,964224,0
"SF1","San Agustin","2011",NA,NA,0,964224,0
"SF1","SF4","2011",NA,NA,0,964224,0
"SF1","SF4","2012",NA,NA,0,968192,0
"SF1","SF4","2014",NA,NA,0,793600,0
"SF1","SF5","2011",NA,NA,0,964224,0
"SF1","SF6","2011",NA,NA,0,964224,0
"SF1","SF6","2012",NA,NA,0,968192,0
"SF1","SF6","2013",NA,NA,0,964224,0
"SF1","SF6","2014",NA,NA,0,793600,0
"SF1","Sitio Lonas","2011",NA,NA,0,964224,0
"SF1","Tamakin Dacot","2011",NA,NA,0,964224,0
"SF1","Tamakin Dacot","2012",NA,NA,0,968192,0
"SF1","Visca","2011",NA,NA,0,964224,0
"SF1","Visca","2012",NA,NA,0,968192,0
"SF1","Visca","2014",NA,NA,0,793600,0
"SF2","Gabas","2011",NA,NA,0,723168,0
"SF2","Gabas","2014",NA,NA,0,595200,0
"SF2","Haina","2011",NA,NA,0,723168,0
"SF2","Pangasugan","2011",NA,NA,0,723168,0
"SF2","Poroc Rose","2011",NA,NA,0,723168,0
"SF2","SF4","2011",NA,NA,0,723168,0
"SF2","SF4","2012",NA,NA,0,726144,0
"SF2","SF4","2014",NA,NA,0,595200,0
"SF2","SF5","2011",NA,NA,0,723168,0
"SF2","SF6","2011",NA,NA,0,723168,0
"SF2","SF6","2014",NA,NA,0,595200,0
"SF2","Tamakin Dacot","2011",NA,NA,0,723168,0
"SF2","Visca","2011",NA,NA,0,723168,0
"SF3","Gabas","2011",NA,NA,0,1205280,0
"SF3","Gabas","2012",NA,NA,0,1210240,0
"SF3","Gabas","2013",NA,NA,0,1205280,0
"SF3","Gabas","2014",NA,NA,0,992000,0
"SF3","Haina","2011",NA,NA,0,1205280,0
"SF3","Haina","2012",NA,NA,0,1210240,0
"SF3","Palanas","2011",NA,NA,0,1205280,0
"SF3","Palanas","2014",NA,NA,0,992000,0
"SF3","Pangasugan","2011",NA,NA,0,1205280,0
"SF3","SF4","2011",NA,NA,0,1205280,0
"SF3","SF4","2014",NA,NA,0,992000,0
"SF3","SF5","2011",NA,NA,0,1205280,0
"SF3","SF6","2011",NA,NA,0,1205280,0
"SF3","SF6","2012",NA,NA,0,1210240,0
"SF3","SF6","2014",NA,NA,0,992000,0
"SF3","Tamakin Dacot","2011",NA,NA,0,1205280,0
"SF3","Tamakin Dacot","2012",NA,NA,0,1210240,0
"SF3","Tamakin Dacot","2013",NA,NA,0,1205280,0
"SF3","Tamakin Dacot","2014",NA,NA,0,992000,0
"SF3","Visca","2011",NA,NA,0,1205280,0
"SF3","Visca","2014",NA,NA,0,992000,0
"SF3","Wangag","2011",NA,NA,0,1205280,0
"SF4","CAI","2014",NA,NA,0,396800,0
"SF4","Haina","2011",NA,NA,0,482112,0
"SF4","Magbangon","2014",NA,NA,0,396800,0
"SF4","Palanas","2011",NA,NA,0,482112,0
"SF4","Palanas","2014",NA,NA,0,396800,0
"SF4","SF6","2011",NA,NA,0,482112,0
"SF4","SF6","2012",NA,NA,0,484096,0
"SF4","Sitio Baybayon","2014",NA,NA,0,396800,0
"SF4","Tamakin Dacot","2011",NA,NA,0,482112,0
"SF4","Wangag","2014",NA,NA,0,396800,0
"SF5","CAI","2014",NA,NA,0,2380800,0
"SF6","Cabatoan","2011",NA,NA,0,241056,0
"SF6","Cabatoan","2014",NA,NA,0,198400,0
"SF6","CAI","2011",NA,NA,0,241056,0
"SF6","Caridad Cemetery","2011",NA,NA,0,241056,0
"SF6","Caridad Cemetery","2013",NA,NA,0,241056,0
"SF6","Caridad Cemetery","2014",NA,NA,0,198400,0
"SF6","Caridad Proper","2011",NA,NA,0,241056,0
"SF6","Caridad Proper","2014",NA,NA,0,198400,0
"SF6","Elementary School","2012",NA,NA,0,242048,0
"SF6","Elementary School","2014",NA,NA,0,198400,0
"SF6","Gabas","2011",NA,NA,0,241056,0
"SF6","Hicgop South","2011",NA,NA,0,241056,0
"SF6","Hicgop South","2014",NA,NA,0,198400,0
"SF6","Magbangon","2011",NA,NA,0,241056,0
"SF6","Magbangon","2014",NA,NA,0,198400,0
"SF6","Palanas","2011",NA,NA,0,241056,0
"SF6","Palanas","2014",NA,NA,0,198400,0
"SF6","Poroc Rose","2011",NA,NA,0,241056,0
"SF6","Poroc San Flower","2011",NA,NA,0,241056,0
"SF6","Poroc San Flower","2012",NA,NA,0,242048,0
"SF6","Poroc San Flower","2014",NA,NA,0,198400,0
"SF6","SF1","2011",NA,NA,0,241056,0
"SF6","SF1","2012",NA,NA,0,242048,0
"SF6","SF1","2014",NA,NA,0,198400,0
"SF6","SF2","2011",NA,NA,0,241056,0
"SF6","SF2","2014",NA,NA,0,198400,0
"SF6","Sitio Baybayon","2011",NA,NA,0,241056,0
"SF6","Sitio Lonas","2012",NA,NA,0,242048,0
"SF6","Sitio Tugas","2011",NA,NA,0,241056,0
"SF6","Sitio Tugas","2014",NA,NA,0,198400,0
"SF6","Wangag","2011",NA,NA,0,241056,0
"Sitio Baybayon","CAI","2011",37.2246259586305,166,0,482112,0
"Sitio Baybayon","Elementary School","2011",18.0747093449379,65,0,482112,0
"Sitio Baybayon","Gabas","2011",10.3497099508259,181,0,482112,0
"Sitio Baybayon","Gabas","2012",10.3497099508259,181,0,484096,0
"Sitio Baybayon","Gabas","2013",10.3497099508259,181,0,482112,0
"Sitio Baybayon","Gabas","2014",10.3497099508259,181,0,396800,0
"Sitio Baybayon","Haina","2011",0.800707367317091,323,0,482112,0
"Sitio Baybayon","Hicgop South","2011",19.747308872455,104,0,482112,0
"Sitio Baybayon","Pangasugan","2011",NA,NA,0,482112,0
"Sitio Baybayon","Poroc Rose","2011",13.2745735162831,321,0,482112,0
"Sitio Baybayon","Poroc San Flower","2011",14.2288188911802,320,0,482112,0
"Sitio Baybayon","San Agustin","2011",14.7598845132621,319,0,482112,0
"Sitio Baybayon","SF4","2011",NA,NA,0,482112,0
"Sitio Baybayon","SF4","2013",NA,NA,0,482112,0
"Sitio Baybayon","SF5","2011",NA,NA,0,482112,0
"Sitio Baybayon","SF6","2011",NA,NA,0,482112,0
"Sitio Baybayon","SF6","2012",NA,NA,0,484096,0
"Sitio Baybayon","SF6","2013",NA,NA,0,482112,0
"Sitio Baybayon","Sitio Lonas","2011",15.3556606444419,318,0,482112,0
"Sitio Baybayon","Sitio Tugas","2011",18.8737442004117,102,0,482112,0
"Sitio Baybayon","Tamakin Dacot","2011",2.00690512091702,317,0,482112,0
"Sitio Baybayon","Tamakin Dacot","2013",2.00690512091702,317,0,482112,0
"Sitio Baybayon","Visca","2011",12.0358563168247,322,0,482112,0
"Sitio Baybayon","Visca","2012",12.0358563168247,322,0,484096,0
"Sitio Baybayon","Visca","2013",12.0358563168247,322,0,482112,0
"Sitio Lonas","Cabatoan","2011",10.8872204466828,120,0,241056,0
"Sitio Lonas","CAI","2011",38.8302576868779,7,0,241056,0
"Sitio Lonas","CAI","2012",38.8302576868779,7,0,242048,0
"Sitio Lonas","Caridad Cemetery","2011",7.93235105602247,101,0,241056,0
"Sitio Lonas","Gabas","2011",5.29391347715393,289,0,241056,0
"Sitio Lonas","Gabas","2012",5.29391347715393,289,0,242048,0
"Sitio Lonas","Gabas","2013",5.29391347715393,289,0,241056,0
"Sitio Lonas","Gabas","2014",5.29391347715393,289,0,198400,0
"Sitio Lonas","Haina","2011",14.8456846831604,55,0,241056,0
"Sitio Lonas","Haina","2012",14.8456846831604,55,0,242048,0
"Sitio Lonas","Haina","2013",14.8456846831604,55,0,241056,0
"Sitio Lonas","Haina","2014",14.8456846831604,55,0,198400,0
"Sitio Lonas","Palanas","2011",13.5366192341433,123,0,241056,0
"Sitio Lonas","Palanas","2014",13.5366192341433,123,0,198400,0
"Sitio Lonas","Pangasugan","2013",NA,NA,0,241056,0
"Sitio Lonas","Pangasugan","2014",NA,NA,0,198400,0
"Sitio Lonas","SF4","2011",NA,NA,0,241056,0
"Sitio Lonas","SF4","2013",NA,NA,0,241056,0
"Sitio Lonas","SF4","2014",NA,NA,0,198400,0
"Sitio Lonas","SF5","2011",NA,NA,0,241056,0
"Sitio Lonas","SF5","2014",NA,NA,0,198400,0
"Sitio Lonas","SF6","2011",NA,NA,0,241056,0
"Sitio Lonas","SF6","2012",NA,NA,0,242048,0
"Sitio Lonas","SF6","2013",NA,NA,0,241056,0
"Sitio Lonas","SF6","2014",NA,NA,0,198400,0
"Sitio Lonas","Sitio Baybayon","2011",15.3556606444419,47,0,241056,0
"Sitio Lonas","Sitio Baybayon","2014",15.3556606444419,47,0,198400,0
"Sitio Lonas","Tamakin Dacot","2011",13.5438241042835,314,0,241056,0
"Sitio Lonas","Tamakin Dacot","2012",13.5438241042835,314,0,242048,0
"Sitio Lonas","Tamakin Dacot","2013",13.5438241042835,314,0,241056,0
"Sitio Lonas","Tamakin Dacot","2014",13.5438241042835,314,0,198400,0
"Sitio Lonas","Visca","2013",3.3797826959065,302,0,241056,0
"Sitio Lonas","Visca","2014",3.3797826959065,302,0,198400,0
"Sitio Lonas","Wangag","2011",13.0190499073661,122,0,241056,0
"Sitio Lonas","Wangag","2014",13.0190499073661,122,0,198400,0
"Sitio Tugas","CAI","2014",38.1435748645998,10,0,198400,0
"Sitio Tugas","Gabas","2011",9.17150421430282,269,0,241056,0
"Sitio Tugas","Gabas","2012",9.17150421430282,269,0,242048,0
"Sitio Tugas","Gabas","2014",9.17150421430282,269,0,198400,0
"Sitio Tugas","Haina","2011",18.4303145606387,308,0,241056,0
"Sitio Tugas","Haina","2012",18.4303145606387,308,0,242048,0
"Sitio Tugas","Pangasugan","2011",NA,NA,0,241056,0
"Sitio Tugas","Poroc Rose","2011",5.97906582562741,265,0,241056,0
"Sitio Tugas","Poroc San Flower","2011",5.09597019923732,254,0,241056,0
"Sitio Tugas","San Agustin","2011",4.52288186298911,252,0,241056,0
"Sitio Tugas","SF4","2011",NA,NA,0,241056,0
"Sitio Tugas","SF4","2012",NA,NA,0,242048,0
"Sitio Tugas","SF4","2014",NA,NA,0,198400,0
"Sitio Tugas","SF5","2011",NA,NA,0,241056,0
"Sitio Tugas","SF6","2011",NA,NA,0,241056,0
"Sitio Tugas","SF6","2012",NA,NA,0,242048,0
"Sitio Tugas","Tamakin Dacot","2011",17.1629023372764,304,0,241056,0
"Sitio Tugas","Tamakin Dacot","2012",17.1629023372764,304,0,242048,0
"Sitio Tugas","Visca","2011",7.21408228716616,274,0,241056,0
"Sitio Tugas","Visca","2012",7.21408228716616,274,0,242048,0
"Tamakin Dacot","Cabatoan","2011",23.3884325137891,29,0,482112,0
"Tamakin Dacot","Cabatoan","2014",23.3884325137891,29,0,396800,0
"Tamakin Dacot","CAI","2011",37.8962819720814,168,0,482112,0
"Tamakin Dacot","Caridad Cemetery","2011",20.820481733943,9,0,482112,0
"Tamakin Dacot","Caridad Cemetery","2014",20.820481733943,9,0,396800,0
"Tamakin Dacot","Caridad Proper","2011",20.1183459764472,3,0,482112,0
"Tamakin Dacot","Caridad Proper","2014",20.1183459764472,3,0,396800,0
"Tamakin Dacot","Elementary School","2011",16.3545910610978,154,0,482112,0
"Tamakin Dacot","Elementary School","2012",16.3545910610978,154,0,484096,0
"Tamakin Dacot","Elementary School","2014",16.3545910610978,154,0,396800,0
"Tamakin Dacot","Gabas","2011",8.43842668542606,332,0,482112,0
"Tamakin Dacot","Gabas","2014",8.43842668542606,332,0,396800,0
"Tamakin Dacot","Hicgop South","2011",18.0502649349819,163,0,482112,0
"Tamakin Dacot","Hicgop South","2014",18.0502649349819,163,0,396800,0
"Tamakin Dacot","Magbangon","2011",23.5988979639063,31,0,482112,0
"Tamakin Dacot","Palanas","2011",25.829348683192,40,0,482112,0
"Tamakin Dacot","Palanas","2012",25.829348683192,40,0,484096,0
"Tamakin Dacot","Palanas","2013",25.829348683192,40,0,482112,0
"Tamakin Dacot","Palanas","2014",25.829348683192,40,0,396800,0
"Tamakin Dacot","Poroc Rose","2011",11.4429803725633,176,0,482112,0
"Tamakin Dacot","Poroc Rose","2014",11.4429803725633,176,0,396800,0
"Tamakin Dacot","Poroc San Flower","2011",12.3993174604494,175,0,482112,0
"Tamakin Dacot","Poroc San Flower","2014",12.3993174604494,175,0,396800,0
"Tamakin Dacot","San Agustin","2011",12.9431079071849,1,0,482112,0
"Tamakin Dacot","SF1","2011",NA,NA,0,482112,0
"Tamakin Dacot","SF1","2014",NA,NA,0,396800,0
"Tamakin Dacot","SF2","2011",NA,NA,0,482112,0
"Tamakin Dacot","SF2","2014",NA,NA,0,396800,0
"Tamakin Dacot","SF3","2011",NA,NA,0,482112,0
"Tamakin Dacot","SF4","2014",NA,NA,0,396800,0
"Tamakin Dacot","Sitio Baybayon","2011",2.00690512091702,33,0,482112,0
"Tamakin Dacot","Sitio Baybayon","2014",2.00690512091702,33,0,396800,0
"Tamakin Dacot","Sitio Lonas","2011",13.5438241042835,2,0,482112,0
"Tamakin Dacot","Sitio Lonas","2014",13.5438241042835,2,0,396800,0
"Tamakin Dacot","Sitio Tugas","2011",17.1629023372764,157,0,482112,0
"Tamakin Dacot","Sitio Tugas","2014",17.1629023372764,157,0,396800,0
"Tamakin Dacot","Wangag","2011",25.3830246400065,38,0,482112,0
"Tamakin Dacot","Wangag","2012",25.3830246400065,38,0,484096,0
"Tamakin Dacot","Wangag","2013",25.3830246400065,38,0,482112,0
"Tamakin Dacot","Wangag","2014",25.3830246400065,38,0,396800,0
"Visca","CAI","2014",38.5109343904408,172,0,198400,0
"Visca","Haina","2011",11.500479636222,48,0,241056,0
"Visca","Magbangon","2014",14.2030383569093,91,0,198400,0
"Visca","Palanas","2014",16.5775204258635,99,0,198400,0
"Visca","SF6","2011",NA,NA,0,241056,0
"Visca","SF6","2014",NA,NA,0,198400,0
"Visca","Sitio Baybayon","2014",12.0358563168247,43,0,198400,0
"Visca","Tamakin Dacot","2011",10.1897266320616,51,0,241056,0
"Visca","Wangag","2011",16.078031642585,96,0,241056,0
"Visca","Wangag","2014",16.078031642585,96,0,198400,0
"Wangag","CAI","2011",36.4319242119535,21,0,241056,0
"Wangag","CAI","2012",36.4319242119535,21,0,242048,0
"Wangag","Elementary School","2012",9.87412896656161,207,0,242048,0
"Wangag","Gabas","2011",18.0301766971931,238,0,241056,0
"Wangag","Gabas","2012",18.0301766971931,238,0,242048,0
"Wangag","Gabas","2013",18.0301766971931,238,0,241056,0
"Wangag","Gabas","2014",18.0301766971931,238,0,198400,0
"Wangag","Haina","2011",26.5532626762551,278,0,241056,0
"Wangag","Haina","2012",26.5532626762551,278,0,242048,0
"Wangag","Pangasugan","2011",NA,NA,0,241056,0
"Wangag","Poroc Rose","2011",14.9177755744702,227,0,241056,0
"Wangag","Poroc San Flower","2011",14.1110169804677,220,0,241056,0
"Wangag","Poroc San Flower","2012",14.1110169804677,220,0,242048,0
"Wangag","San Agustin","2011",13.5532790749203,218,0,241056,0
"Wangag","SF4","2011",NA,NA,0,241056,0
"Wangag","SF4","2012",NA,NA,0,242048,0
"Wangag","SF4","2013",NA,NA,0,241056,0
"Wangag","SF4","2014",NA,NA,0,198400,0
"Wangag","SF5","2011",NA,NA,0,241056,0
"Wangag","SF5","2012",NA,NA,0,242048,0
