"source","destination","dist_km","direction","CV"
"SF2","Sitio Lonas",NA,NA,1.29636663450356
"SF4","CAI",NA,NA,1.29690696327352
"SF5","Wangag",NA,NA,1.29775416162968
"Magbangon","Poroc San Flower",12.2239561425182,222,1.29917631901869
"SF3","Sitio Tugas",NA,NA,1.30314505735137
"SF1","Poroc Rose",NA,NA,1.30523837279052
"Sitio Lonas","Sitio Baybayon",15.3556606444419,47,1.30576136927011
"Cabatoan","Elementary School",7.74042122042586,209,1.31063623965651
"Wangag","Sitio Lonas",13.0190499073661,212,1.31129628633988
"SF5","Palanas",NA,NA,1.31156801320926
"SF3","Caridad Proper",NA,NA,1.31166829991788
"San Agustin","Palanas",14.0674201434004,119,1.31357986480477
"Tamakin Dacot","SF4",NA,NA,1.31733033284811
"Hicgop South","CAI",38.1530161399208,11,1.32233159465392
"Elementary School","CAI",38.0846165851528,8,1.32311160380682
"Sitio Tugas","SF5",NA,NA,1.32701898019944
"Pangasugan","Gabas",NA,NA,1.33320679167992
"Poroc Rose","Elementary School",5.1630036993143,69,1.33552369438512
"SF3","SF5",NA,NA,1.33755114168032
"Caridad Cemetery","SF3",NA,NA,1.33808211166678
"Caridad Proper","SF2",NA,NA,1.3462555510938
"Sitio Baybayon","Poroc San Flower",14.2288188911802,320,1.347466696984
"SF2","CAI",NA,NA,1.34791091365382
"SF4","Gabas",NA,NA,1.34852040782345
"Visca","Elementary School",6.39564840604425,57,1.34871916870433
"Magbangon","Cabatoan",0.249569604975458,184,1.34995914527526
"SF1","Sitio Lonas",NA,NA,1.35235265292394
"Sitio Lonas","Elementary School",3.15672946924723,106,1.35259627479783
"Gabas","Sitio Baybayon",10.3497099508259,37,1.35717133245995
"SF2","Poroc San Flower",NA,NA,1.35908552539373
"Magbangon","SF3",NA,NA,1.3613418926666
"SF3","CAI",NA,NA,1.36186264637122
"Sitio Baybayon","SF4",NA,NA,1.36930639376292
"Tamakin Dacot","Hicgop South",18.0502649349819,163,1.36931120504372
"SF3","SF4",NA,NA,1.36931120504372
"Pangasugan","Caridad Cemetery",NA,NA,1.370334623071
"Sitio Tugas","SF6",NA,NA,1.37324912116809
"Sitio Lonas","Wangag",13.0190499073661,122,1.37356181033029
"SF6","Cabatoan",NA,NA,1.37568987412506
"Sitio Baybayon","Sitio Lonas",15.3556606444419,318,1.37572671536419
"Haina","Sitio Lonas",14.8456846831604,174,1.37652316218469
"SF5","Sitio Baybayon",NA,NA,1.38199007682719
"Magbangon","Haina",24.7849757104057,283,1.38347700279133
"SF1","CAI",NA,NA,1.38429230764255
"SF3","Hicgop South",NA,NA,1.38739334515051
"SF2","Poroc Rose",NA,NA,1.38741170671014
"SF3","Elementary School",NA,NA,1.38799994252917
"Tamakin Dacot","Sitio Lonas",13.5438241042835,2,1.39126276405743
"SF6","Wangag",NA,NA,1.39175848059919
"SF2","SF6",NA,NA,1.39676219562158
"Sitio Baybayon","SF3",NA,NA,1.39781301640025
"Magbangon","Visca",14.2030383569093,240,1.40145456085911
"SF2","Pangasugan",NA,NA,1.40504710149672
"Sitio Tugas","Poroc Rose",5.97906582562741,265,1.40637340099956
"Haina","CAI",37.78096281888,167,1.4074381138453
"Magbangon","SF5",NA,NA,1.41421356237309
"SF1","Tamakin Dacot",NA,NA,1.41421356237309
"SF3","Haina",NA,NA,1.4142135623731
"SF2","Visca",NA,NA,1.42022731936523
"SF6","San Agustin",NA,NA,1.42506517331902
"Sitio Lonas","Palanas",13.5366192341433,123,1.42769941797503
"Cabatoan","Haina",24.5778997843548,285,1.42985091349703
"San Agustin","SF4",NA,NA,1.43177347478838
"Caridad Proper","Caridad Cemetery",0.763632138458259,118,1.44413410066523
"Poroc San Flower","Tamakin Dacot",12.3993174604494,54,1.44649753853836
"Caridad Cemetery","Caridad Cemetery",9.49352979660034e-05,62,1.44952691704278
"SF6","Haina",NA,NA,1.45781606982453
"Haina","Caridad Proper",21.3552337005377,169,1.45814293633737
"Haina","Magbangon",24.7849757104057,27,1.45833595347314
"SF4","Haina",NA,NA,1.4641445680304
"Tamakin Dacot","SF3",NA,NA,1.46923717863704
"SF3","Caridad Cemetery",NA,NA,1.47179071767705
"SF3","Palanas",NA,NA,1.4759290828148
"Caridad Cemetery","Poroc Rose",9.9107454183565,251,1.47614615201546
"Sitio Baybayon","San Agustin",14.7598845132621,319,1.47867196668478
"Caridad Cemetery","Elementary School",4.77585415072936,233,1.47964572104001
"Sitio Baybayon","SF5",NA,NA,1.48791147156472
"SF6","Palanas",NA,NA,1.4894386433557
"San Agustin","CAI",38.7489692903279,6,1.49369770767157
"SF6","Sitio Baybayon",NA,NA,1.50061510382162
"Sitio Tugas","Poroc San Flower",5.09597019923732,254,1.50409825319376
"Sitio Baybayon","Pangasugan",NA,NA,1.5185283485676
"Caridad Cemetery","CAI",37.5119107683828,13,1.52522698343246
"Sitio Lonas","Visca",3.3797826959065,302,1.5274418209627
"Caridad Proper","Visca",10.3684742357159,261,1.5288159164886
"Tamakin Dacot","SF2",NA,NA,1.53019285907052
"Caridad Cemetery","Sitio Lonas",7.93235105602247,230,1.53817863254072
"SF3","Pangasugan",NA,NA,1.5395669068049
"Palanas","Hicgop South",8.77552677067879,195,1.55112800867979
"Sitio Lonas","SF1",NA,NA,1.55298643056603
"SF4","Sitio Baybayon",NA,NA,1.55535885448004
"Magbangon","Tamakin Dacot",23.5988979639063,279,1.55853027577221
"San Agustin","Visca",2.77577160643729,300,1.5696517692586
"Tamakin Dacot","Caridad Proper",20.1183459764472,3,1.58014727634443
"Cabatoan","CAI",36.6107468025567,19,1.5832218136461
"Magbangon","Poroc Rose",13.0358421206636,229,1.58625436439523
"Caridad Cemetery","Pangasugan",NA,NA,1.59059203770746
"Magbangon","CAI",36.5369117565946,20,1.59886021053696
"Caridad Proper","CAI",37.6221874340169,12,1.59940944858211
"SF2","SF5",NA,NA,1.59992728090841
"SF6","SF4",NA,NA,1.60934326243393
"Visca","Wangag",16.078031642585,96,1.61075421867934
"Palanas","SF2",NA,NA,1.61291485524551
"Gabas","Palanas",18.5270048321881,95,1.61598844290225
"Cabatoan","Poroc Rose",12.7986271025087,231,1.61965877174658
"Haina","Palanas",26.9920106136833,35,1.63127713425935
"Tamakin Dacot","Caridad Cemetery",20.820481733943,9,1.63127713425935
"Tamakin Dacot","Poroc San Flower",12.3993174604494,175,1.63127713425935
"Sitio Baybayon","Poroc Rose",13.2745735162831,321,1.63761468049017
"Gabas","SF6",NA,NA,1.65159849016789
"Tamakin Dacot","Gabas",8.43842668542606,332,1.65313010667651
"Visca","Palanas",16.5775204258635,99,1.66315393371629
"CAI","Cabatoan",36.6107468025567,327,1.66618111068607
"SF6","Gabas",NA,NA,1.6691234585269
"Haina","Sitio Tugas",18.4303145606387,152,1.67576136853363
"Gabas","Wangag",18.0301766971931,93,1.67620718847439
"Poroc Rose","Palanas",15.4237354462504,108,1.67928962034888
"Wangag","Pangasugan",NA,NA,1.68238933181794
"Palanas","Caridad Proper",6.44791835925525,191,1.68539792953464
"CAI","Sitio Baybayon",37.2246259586305,343,1.69800703539063
"Haina","Elementary School",17.625238506364,138,1.70052459669919
"Sitio Tugas","Visca",7.21408228716616,274,1.70951387041176
"Sitio Tugas","Tamakin Dacot",17.1629023372764,304,1.71398831925136
"SF1","Pangasugan",NA,NA,1.71866888313109
"SF5","CAI",NA,NA,1.71905630410323
"Cabatoan","SF5",NA,NA,1.71944359508182
"Sitio Baybayon","Haina",0.800707367317091,323,1.7300325088441
"SF6","Hicgop South",NA,NA,1.73062740062448
"Wangag","SF5",NA,NA,1.73205080756888
"Tamakin Dacot","Sitio Baybayon",2.00690512091702,33,1.73347265654513
"Tamakin Dacot","Sitio Tugas",17.1629023372764,157,1.73347265654513
"Hicgop South","Tamakin Dacot",18.0502649349819,298,1.73989474979006
"Tamakin Dacot","Poroc Rose",11.4429803725633,176,1.74476713115242
"Tamakin Dacot","San Agustin",12.9431079071849,1,1.77351453698336
"Haina","SF4",NA,NA,1.77544364637605
"CAI","SF5",NA,NA,1.78835267238168
"Hicgop South","Haina",19.3126421844879,307,1.79717156327771
"Palanas","San Agustin",14.0674201434004,215,1.79847025183014
"CAI","Tamakin Dacot",37.8962819720814,341,1.80530696500802
"Sitio Lonas","SF5",NA,NA,1.80530696500802
"SF6","CAI",NA,NA,1.8065997453528
"SF1","Haina",NA,NA,1.80719195227776
"SF1","Visca",NA,NA,1.80793795795016
"Tamakin Dacot","Magbangon",23.5988979639063,31,1.80793795795016
"Haina","Sitio Baybayon",0.800707367317091,23,1.82037210841978
"SF6","Magbangon",NA,NA,1.82337292863464
"SF2","Tamakin Dacot",NA,NA,1.82763117799628
"Elementary School","Pangasugan",NA,NA,1.84798204627889
"SF4","Wangag",NA,NA,1.85349778225175
"Palanas","Caridad Cemetery",5.6928889753735,189,1.86030477113695
"Wangag","Haina",26.5532626762551,278,1.86035983145902
"Poroc Rose","SF6",NA,NA,1.8638332132312
"SF6","Sitio Tugas",NA,NA,1.8638332132312
"Sitio Tugas","Haina",18.4303145606387,308,1.8677854897554
"Hicgop South","Pangasugan",NA,NA,1.87863864593396
"SF6","Elementary School",NA,NA,1.89002531779955
"Haina","Hicgop South",19.3126421844879,153,1.89153991343546
"Caridad Proper","Tamakin Dacot",20.1183459764472,293,1.8961047754433
"Wangag","San Agustin",13.5532790749203,218,1.89768654172614
"Wangag","Poroc San Flower",14.1110169804677,220,1.90173768303543
"SF2","Gabas",NA,NA,1.90709716292726
"Sitio Lonas","Pangasugan",NA,NA,1.90709716292726
"Tamakin Dacot","Cabatoan",23.3884325137891,29,1.90709716292726
"Sitio Tugas","Pangasugan",NA,NA,1.93486509371753
"SF4","Palanas",NA,NA,1.9351878472211
"Caridad Proper","Elementary School",4.01495979265945,237,1.95576860169147
"SF2","Haina",NA,NA,1.9590086760734
"Tamakin Dacot","CAI",37.8962819720814,168,1.95907690508544
"Elementary School","Haina",17.625238506364,309,1.96212253548978
"Wangag","Poroc Rose",14.9177755744702,227,1.96721492000732
"CAI","Haina",37.78096281888,342,1.96756182446562
"Haina","Poroc San Flower",13.7061846175771,179,1.96756182446562
"SF3","Visca",NA,NA,1.96756182446562
"Caridad Proper","Pangasugan",NA,NA,1.98055656369807
"Haina","Gabas",9.76388806466271,333,1.99084569594584
"SF6","Caridad Proper",NA,NA,1.99084569594584
"Tamakin Dacot","SF1",NA,NA,2.00272912827042
"SF6","Poroc Rose",NA,NA,2.01206420541492
"Hicgop South","Gabas",10.0841152266487,267,2.02068537629209
"SF1","SF5",NA,NA,2.03471107343935
"CAI","Magbangon",36.5369117565946,326,2.04594226476821
"Caridad Cemetery","SF5",NA,NA,2.05015753549031
"SF4","SF6",NA,NA,2.06695304422699
"Caridad Proper","Haina",21.3552337005377,295,2.07323049753841
"Caridad Proper","SF5",NA,NA,2.08912575605047
"Hicgop South","SF4",NA,NA,2.09907018439508
"SF6","SF2",NA,NA,2.10308544731084
"Poroc San Flower","SF6",NA,NA,2.10549437804135
"Haina","Caridad Cemetery",22.050106611415,170,2.11179215315177
"Pangasugan","SF6",NA,NA,2.11709640856311
"Caridad Cemetery","Haina",22.050106611415,294,2.12918177358787
"Sitio Baybayon","CAI",37.2246259586305,166,2.13476247523114
"Haina","Poroc Rose",12.7500613492617,180,2.1372577747227
"Sitio Baybayon","Tamakin Dacot",2.00690512091702,317,2.1399288278342
"Magbangon","Pangasugan",NA,NA,2.14083979988401
"Cabatoan","Tamakin Dacot",23.3884325137891,281,2.14315892875583
"Gabas","CAI",39.004881087824,171,2.17389949224762
"Wangag","CAI",36.4319242119535,21,2.19927195198608
"Palanas","CAI",36.2691073087654,22,2.20432479100616
"Visca","SF6",NA,NA,2.20718488761253
"CAI","SF4",NA,NA,2.23606797749979
"SF6","Poroc San Flower",NA,NA,2.23606797749979
"SF6","SF1",NA,NA,2.23606797749979
"Tamakin Dacot","Elementary School",16.3545910610978,154,2.23606797749979
"Cabatoan","SF6",NA,NA,2.23606797749979
"Cabatoan","Visca",13.9687512766746,241,2.23606797749979
"CAI","Caridad Proper",37.6221874340169,329,2.23606797749979
"CAI","Gabas",39.004881087824,340,2.23606797749979
"CAI","Hicgop South",38.1530161399208,330,2.23606797749979
"CAI","Palanas",36.2691073087654,324,2.23606797749979
"CAI","Pangasugan",NA,NA,2.23606797749979
"CAI","Poroc Rose",38.5971089154612,338,2.23606797749979
"CAI","Poroc San Flower",38.8063694633589,337,2.23606797749979
"CAI","San Agustin",38.7489692903279,336,2.23606797749979
"CAI","SF1",NA,NA,2.23606797749979
"CAI","SF2",NA,NA,2.23606797749979
"CAI","SF6",NA,NA,2.23606797749979
"CAI","Visca",38.5109343904408,339,2.23606797749979
"Caridad Cemetery","Gabas",13.0800106975381,258,2.23606797749979
"Caridad Cemetery","SF4",NA,NA,2.23606797749979
"Caridad Cemetery","Tamakin Dacot",20.820481733943,292,2.23606797749979
"Caridad Proper","SF4",NA,NA,2.23606797749979
"Elementary School","Gabas",8.35384165537914,266,2.23606797749979
"Elementary School","Tamakin Dacot",16.3545910610978,306,2.23606797749979
"Elementary School","Visca",6.39564840604425,272,2.23606797749979
"Haina","Wangag",26.5532626762551,32,2.23606797749979
"Magbangon","SF6",NA,NA,2.23606797749979
"Palanas","Pangasugan",NA,NA,2.23606797749979
"Palanas","Poroc San Flower",14.623388790225,217,2.23606797749979
"Palanas","Sitio Lonas",13.5366192341433,211,2.23606797749979
"San Agustin","Gabas",4.69383486209879,286,2.23606797749979
"San Agustin","SF6",NA,NA,2.23606797749979
"SF1","Gabas",NA,NA,2.23606797749979
"SF1","SF4",NA,NA,2.23606797749979
"SF2","SF4",NA,NA,2.23606797749979
"SF3","SF6",NA,NA,2.23606797749979
"SF6","Caridad Cemetery",NA,NA,2.23606797749979
"Sitio Baybayon","SF6",NA,NA,2.23606797749979
"Sitio Baybayon","Visca",12.0358563168247,322,2.23606797749979
"Sitio Lonas","CAI",38.8302576868779,7,2.23606797749979
"Sitio Lonas","SF4",NA,NA,2.23606797749979
"Sitio Tugas","Gabas",9.17150421430282,269,2.23606797749979
"Sitio Tugas","SF4",NA,NA,2.23606797749979
"Wangag","Tamakin Dacot",25.3830246400065,275,2.23606797749979
