"season","k","theta","mdd","med","dist90","iteration"
"SWM",-2.33866783647619,1.22813980424645,8.09674247846173,6.04,18.02,80
"SWM",-2.39198506973652,1.37450951636351,7.70747070503541,5.95,16.84,81
"SWM",-2.65397065941064,1.66774480712575,8.75819181405247,7.11,18.55,82
"SWM",-2.10063078035758,0.967040114439544,8.58195284245383,5.87,19.87,83
"SWM",-2.54289743662474,1.38238422659019,8.92113559512767,6.9,19.47,84
"SWM",-2.1298660663903,0.992035624207264,8.51065310939469,5.88,19.62,85
"SWM",-2.39189366665507,1.22359625586479,8.57131465967688,6.38,19.09,86
"SWM",-2.10760194189975,0.972222590814159,8.57311142266489,5.88,19.83,87
"SWM",-2.03420393753379,0.942691440845647,8.35112006575254,5.65,19.42,88
"SWM",-2.38121065666518,1.26063276616456,8.23482901517917,6.19,18.25,89
"SWM",-2.2430543878236,1.05716979277566,8.73643394499403,6.19,19.93,90
"SWM",-2.68089991118371,1.68067058799828,8.95755929403044,7.29,18.95,91
"SWM",-2.57252622974836,1.44494220153582,8.87629241654689,6.95,19.23,92
"SWM",-2.69465024463127,1.61024429386948,9.31468723180924,7.5,19.84,93
"SWM",-2.51298515719834,1.46773496100776,8.2666809167116,6.5,17.87,94
"SWM",-2.47865751468721,1.39396144455884,8.30981811586584,6.44,18.11,95
"SWM",-2.32145055304234,1.27286777957789,7.68618146667462,5.8,17,96
"SWM",-2.4963327068296,1.47645368088739,8.09521236268433,6.37,17.48,97
"SWM",-2.58544733436251,1.52708910767822,8.64284190541881,6.87,18.56,98
"SWM",-2.62370370798989,1.47059856344565,9.22141787606095,7.25,19.92,99
"SWM",-2.61913573252815,1.68555855511856,8.40719051052509,6.85,17.78,100
