comparison,time_scale,data_source,log_like,iteration
gen_annual_bio_annual,annual,simulation,-43712.7834831141,500
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12782.1539217529,500
gen_monsoonal_bio_total,monsoonal,simulation,-32884.2848454683,500
gen_total_bio_total,total_years,simulation_subsample,-14348.3244437281,500
gen_annual_bio_annual,annual,simulation_subsample,-5826.14504082094,500
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2104.32900932711,500
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9622.63447889933,500
gen_total_bio_total,total_years,simulation,-44973.8884343839,501
gen_annual_bio_annual,annual,simulation,-42750.3974966611,501
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13575.4249415959,501
gen_monsoonal_bio_total,monsoonal,simulation,-31158.1614334692,501
gen_total_bio_total,total_years,simulation_subsample,-8429.26921396939,501
gen_annual_bio_annual,annual,simulation_subsample,-4294.39524726649,501
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1081.91300725436,501
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5562.97318208372,501
gen_total_bio_total,total_years,simulation,-48497.052974776,502
gen_annual_bio_annual,annual,simulation,-42407.0581988738,502
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14620.1166744071,502
gen_monsoonal_bio_total,monsoonal,simulation,-35126.0345515522,502
gen_total_bio_total,total_years,simulation_subsample,-9519.81472059818,502
gen_annual_bio_annual,annual,simulation_subsample,-5142.07262926429,502
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1381.1597639556,502
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6811.99736681424,502
gen_total_bio_total,total_years,simulation,-49338.8755235865,503
gen_annual_bio_annual,annual,simulation,-42707.2755723222,503
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14978.0139197712,503
gen_monsoonal_bio_total,monsoonal,simulation,-33256.62940577,503
gen_total_bio_total,total_years,simulation_subsample,-12702.5874060392,503
gen_annual_bio_annual,annual,simulation_subsample,-7027.34465678497,503
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2085.74696730283,503
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8770.73220633438,503
gen_total_bio_total,total_years,simulation,-50100.3835836461,504
gen_annual_bio_annual,annual,simulation,-41649.3211846282,504
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14873.1180653647,504
gen_monsoonal_bio_total,monsoonal,simulation,-35041.3873014222,504
gen_total_bio_total,total_years,simulation_subsample,-14202.3809879536,504
gen_annual_bio_annual,annual,simulation_subsample,-6514.93608825953,504
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1411.14728535239,504
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9811.58545081358,504
gen_total_bio_total,total_years,simulation,-48541.1656302295,505
gen_annual_bio_annual,annual,simulation,-41071.9870022752,505
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13949.6159424209,505
gen_monsoonal_bio_total,monsoonal,simulation,-31834.6378808588,505
gen_total_bio_total,total_years,simulation_subsample,-8768.79365469569,505
gen_annual_bio_annual,annual,simulation_subsample,-4679.90809767977,505
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1114.12218957417,505
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5428.15717350936,505
gen_total_bio_total,total_years,simulation,-45027.4566159785,506
gen_annual_bio_annual,annual,simulation,-41617.0947039297,506
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13524.5463540192,506
gen_monsoonal_bio_total,monsoonal,simulation,-32422.7386772927,506
gen_total_bio_total,total_years,simulation_subsample,-12719.3441132438,506
gen_annual_bio_annual,annual,simulation_subsample,-6766.01205305235,506
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1604.36013358315,506
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-9255.04653384504,506
gen_total_bio_total,total_years,simulation,-51277.8081172694,507
gen_annual_bio_annual,annual,simulation,-42467.0140415534,507
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14079.0384726995,507
gen_monsoonal_bio_total,monsoonal,simulation,-33847.2462563033,507
gen_total_bio_total,total_years,simulation_subsample,-10609.3948535016,507
gen_annual_bio_annual,annual,simulation_subsample,-5572.44755602582,507
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1094.29354579325,507
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6852.98532765831,507
gen_total_bio_total,total_years,simulation,-49784.6834294305,508
gen_annual_bio_annual,annual,simulation,-41479.4825465299,508
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12563.8088691061,508
gen_monsoonal_bio_total,monsoonal,simulation,-33055.279902273,508
gen_total_bio_total,total_years,simulation_subsample,-7461.49407540358,508
gen_annual_bio_annual,annual,simulation_subsample,-3580.66344776976,508
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-807.322382800428,508
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5137.09021571818,508
gen_total_bio_total,total_years,simulation,-48519.3056328874,509
gen_annual_bio_annual,annual,simulation,-41560.1452516564,509
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14561.9348788847,509
gen_monsoonal_bio_total,monsoonal,simulation,-33069.658258979,509
gen_total_bio_total,total_years,simulation_subsample,-8274.19676443051,509
gen_annual_bio_annual,annual,simulation_subsample,-4112.76185596073,509
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-985.298610925824,509
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5339.78448190811,509
gen_total_bio_total,total_years,simulation,-43358.6570743255,510
gen_annual_bio_annual,annual,simulation,-37146.4531093534,510
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13132.5766898975,510
gen_monsoonal_bio_total,monsoonal,simulation,-29665.8058774395,510
gen_total_bio_total,total_years,simulation_subsample,-10901.5332771227,510
gen_annual_bio_annual,annual,simulation_subsample,-5713.59916069312,510
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1565.80910379869,510
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7286.76495567787,510
gen_total_bio_total,total_years,simulation,-47906.3846347409,511
gen_annual_bio_annual,annual,simulation,-38258.7081238944,511
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12139.063494597,511
gen_monsoonal_bio_total,monsoonal,simulation,-28966.8259260956,511
gen_total_bio_total,total_years,simulation_subsample,-9437.30354895461,511
gen_annual_bio_annual,annual,simulation_subsample,-5270.7011761925,511
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-928.634321724638,511
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5842.69391920407,511
gen_total_bio_total,total_years,simulation,-48928.578251475,512
gen_annual_bio_annual,annual,simulation,-37792.331268091,512
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13143.1372257954,512
gen_monsoonal_bio_total,monsoonal,simulation,-31333.9501769112,512
gen_total_bio_total,total_years,simulation_subsample,-12624.0118789279,512
gen_annual_bio_annual,annual,simulation_subsample,-5471.29739131661,512
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1575.92437847777,512
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7982.37279076882,512
gen_total_bio_total,total_years,simulation,-51546.6367445154,513
gen_annual_bio_annual,annual,simulation,-41866.407180645,513
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12861.8004220145,513
gen_monsoonal_bio_total,monsoonal,simulation,-34602.665850367,513
gen_total_bio_total,total_years,simulation_subsample,-15480.8527340604,513
gen_annual_bio_annual,annual,simulation_subsample,-6679.71540693799,513
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2349.35550643226,513
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-10426.5385795175,513
gen_total_bio_total,total_years,simulation,-44903.7261968101,514
gen_annual_bio_annual,annual,simulation,-44006.7034814803,514
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13604.5194054077,514
gen_monsoonal_bio_total,monsoonal,simulation,-29745.4522041632,514
gen_total_bio_total,total_years,simulation_subsample,-12642.0117270056,514
gen_annual_bio_annual,annual,simulation_subsample,-5801.47104130747,514
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1786.2195830285,514
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8463.1103747367,514
gen_total_bio_total,total_years,simulation,-43093.7362921606,515
gen_annual_bio_annual,annual,simulation,-40265.9480721365,515
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-10623.5414004866,515
gen_monsoonal_bio_total,monsoonal,simulation,-27075.5136493509,515
gen_total_bio_total,total_years,simulation_subsample,-11015.0739842797,515
gen_annual_bio_annual,annual,simulation_subsample,-5712.07768220214,515
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1474.68585086357,515
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7385.60500006689,515
gen_total_bio_total,total_years,simulation,-52436.4249175653,516
gen_annual_bio_annual,annual,simulation,-40467.9455882721,516
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14597.5159213276,516
gen_monsoonal_bio_total,monsoonal,simulation,-34948.894751969,516
gen_total_bio_total,total_years,simulation_subsample,-7705.05860629754,516
gen_annual_bio_annual,annual,simulation_subsample,-4267.06558855205,516
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1360.83571128017,516
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5453.96292898233,516
gen_total_bio_total,total_years,simulation,-47797.2384180536,517
gen_annual_bio_annual,annual,simulation,-39610.5694151909,517
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11507.4763949438,517
gen_monsoonal_bio_total,monsoonal,simulation,-30298.6923915299,517
gen_total_bio_total,total_years,simulation_subsample,-13499.429948738,517
gen_annual_bio_annual,annual,simulation_subsample,-5221.61914387762,517
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1710.97803438803,517
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8856.1734246094,517
gen_total_bio_total,total_years,simulation,-46591.0971322826,518
gen_annual_bio_annual,annual,simulation,-40215.311440086,518
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11907.5247719993,518
gen_monsoonal_bio_total,monsoonal,simulation,-29429.5220821517,518
gen_total_bio_total,total_years,simulation_subsample,-8877.70204064326,518
gen_annual_bio_annual,annual,simulation_subsample,-4441.07246140203,518
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-768.5571517557,518
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-5380.24374921689,518
gen_total_bio_total,total_years,simulation,-44933.7196433381,519
gen_annual_bio_annual,annual,simulation,-42471.0230537486,519
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13448.4480755698,519
gen_monsoonal_bio_total,monsoonal,simulation,-29026.8803438607,519
gen_total_bio_total,total_years,simulation_subsample,-11452.0960613721,519
gen_annual_bio_annual,annual,simulation_subsample,-5787.75085623749,519
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1410.2663415097,519
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7446.81368663463,519
gen_total_bio_total,total_years,simulation,-46754.4255530479,520
gen_annual_bio_annual,annual,simulation,-40461.0079120058,520
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-14363.6419854348,520
gen_monsoonal_bio_total,monsoonal,simulation,-30691.01083087,520
gen_total_bio_total,total_years,simulation_subsample,-11955.8433827908,520
gen_annual_bio_annual,annual,simulation_subsample,-6631.81371986327,520
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1750.67767384426,520
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8095.93278319879,520
gen_total_bio_total,total_years,simulation,-51572.254611142,521
gen_annual_bio_annual,annual,simulation,-42016.4531066829,521
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13677.3401660373,521
gen_monsoonal_bio_total,monsoonal,simulation,-36216.7537906612,521
gen_total_bio_total,total_years,simulation_subsample,-6598.25045828723,521
gen_annual_bio_annual,annual,simulation_subsample,-4090.8537490538,521
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-543.92963875473,521
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4187.30509410249,521
gen_total_bio_total,total_years,simulation,-47318.9043941227,522
gen_annual_bio_annual,annual,simulation,-39727.4735291047,522
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13193.0105571037,522
gen_monsoonal_bio_total,monsoonal,simulation,-30460.6885426692,522
gen_total_bio_total,total_years,simulation_subsample,-11336.040575988,522
gen_annual_bio_annual,annual,simulation_subsample,-5957.79792588919,522
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2219.27514155938,522
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7434.43629508922,522
gen_total_bio_total,total_years,simulation,-47251.9032056627,523
gen_annual_bio_annual,annual,simulation,-41809.8470344332,523
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-11230.1268271943,523
gen_monsoonal_bio_total,monsoonal,simulation,-30010.5705849271,523
gen_total_bio_total,total_years,simulation_subsample,-8417.29959681469,523
gen_annual_bio_annual,annual,simulation_subsample,-4367.5574720604,523
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-797.716926316564,523
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-4649.4103909516,523
gen_total_bio_total,total_years,simulation,-41548.6928812008,524
gen_annual_bio_annual,annual,simulation,-40480.2541188521,524
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12971.9287062471,524
gen_monsoonal_bio_total,monsoonal,simulation,-28845.5664935468,524
gen_total_bio_total,total_years,simulation_subsample,-10491.8514755916,524
gen_annual_bio_annual,annual,simulation_subsample,-5010.96914105592,524
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2065.70010031291,524
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7450.45280622487,524
gen_total_bio_total,total_years,simulation,-46614.7741646288,525
gen_annual_bio_annual,annual,simulation,-40740.4865835724,525
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12595.9138345944,525
gen_monsoonal_bio_total,monsoonal,simulation,-29773.2261343546,525
gen_total_bio_total,total_years,simulation_subsample,-10785.7799409926,525
gen_annual_bio_annual,annual,simulation_subsample,-5403.12310991103,525
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1386.52761407036,525
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-6932.62842258462,525
gen_total_bio_total,total_years,simulation,-47666.6336865486,526
gen_annual_bio_annual,annual,simulation,-41848.9624206985,526
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-12760.9654519486,526
gen_monsoonal_bio_total,monsoonal,simulation,-30598.5007696734,526
gen_total_bio_total,total_years,simulation_subsample,-13442.8272936967,526
gen_annual_bio_annual,annual,simulation_subsample,-8945.91540651695,526
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-1705.24107342945,526
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-8582.78467848061,526
gen_total_bio_total,total_years,simulation,-49204.051345944,527
gen_annual_bio_annual,annual,simulation,-42888.4101975561,527
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13512.2008990077,527
gen_monsoonal_bio_total,monsoonal,simulation,-32083.0198467694,527
gen_total_bio_total,total_years,simulation_subsample,-11436.0834821097,527
gen_annual_bio_annual,annual,simulation_subsample,-6129.90063364808,527
gen_monsoonal_bio_monsoonal,total_monsoons,simulation_subsample,-2225.83256161167,527
gen_monsoonal_bio_total,monsoonal,simulation_subsample,-7375.0848172073,527
gen_total_bio_total,total_years,simulation,-45822.8162785818,528
gen_annual_bio_annual,annual,simulation,-41363.8827030776,528
gen_monsoonal_bio_monsoonal,total_monsoons,simulation,-13529.512354266,528
gen_monsoonal_bio_total,monsoonal,simulation,-31729.1975943031,528
gen_total_bio_total,total_years,simulation_subsample,-13313.1924246608,528
