"season","k","theta","mdd","med","dist90","iteration"
"SWM",-2.43777159794294,1.23859960090801,8.86501701022435,6.63,19.7,1
"SWM",-2.62166370405589,1.46721018110861,9.21813950735413,7.25,19.92,2
"SWM",-2.30669110627469,1.16895475172184,8.25862381835808,6.06,18.53,3
"SWM",-2.50428428648143,1.4430661027901,8.29888099650521,6.49,17.99,4
"SWM",-2.37627509963999,1.14017459104154,9.10379735755013,6.62,20.51,5
"SWM",-2.47679408755202,1.28987999552611,8.8674628908698,6.72,19.57,6
"SWM",-2.54677763572702,1.39023783142544,8.9147778431561,6.9,19.44,7
"SWM",-2.38095008327719,1.15812182334844,8.98700363991587,6.57,20.2,8
"SWM",-2.20092399151451,1.07145676175742,8.23306042481632,5.86,18.74,9
"SWM",-2.38477039960069,1.16561035332691,8.95738153196624,6.57,20.11,10
"SWM",-2.66321636511365,1.65999739729832,8.86342145066229,7.19,18.79,11
"SWM",-2.43578462591737,1.21414190040122,9.02685135645385,6.71,20.13,12
"SWM",-2.59595357324989,1.55125397924513,8.64269421494086,6.89,18.51,13
"SWM",-2.65919352315259,1.75993239323343,8.54815130430649,7.03,17.96,14
"SWM",-2.29424879431612,1.16347480746023,8.19869210681082,6.01,18.41,15
"SWM",-2.59232885648627,1.49721854912728,8.82239639060124,6.97,19.01,16
"SWM",-2.51336392090831,1.44356416917811,8.37239639869367,6.55,18.14,17
"SWM",-2.6244601468598,1.60535650867975,8.69963452136564,7,18.54,18
"SWM",-2.07321856281177,1.00110083997723,7.93794634638966,5.5,18.27,19
"SWM",-2.65100931989141,1.66373671506348,8.74445013940312,7.1,18.53,20
"SWM",-2.6418628545845,1.56969345458584,8.97912658480968,7.18,19.2,21
"SWM",-1.90809304733009,0.885067718216856,8.16981737512657,5.38,19.19,22
"SWM",-2.62804199759834,1.74940726221261,8.31202794230174,6.83,17.48,23
"SWM",-2.47542473776847,1.31987792739564,8.67336417573814,6.61,19.07,24
"SWM",-0.799181234973744,0.538322290538762,9.95962199670297,4.94,24.97,25
"SWM",-2.47930089532517,1.39751160749712,8.29824292661346,6.44,18.08,26
"SWM",-2.37619324836288,1.19337874345182,8.65853624771878,6.4,19.36,27
"SWM",-2.33071511916387,1.1411125447497,8.69018229882295,6.32,19.58,28
"SWM",-2.38673381545397,1.19855207754233,8.71058184744844,6.44,19.46,29
"SWM",-2.42648696091208,1.25372607827654,8.66199388450237,6.5,19.21,30
"SWM",-2.33164741007341,1.19047252644602,8.30267900241402,6.13,18.57,31
"SWM",-2.60277059126818,1.6142453771267,8.48404256042047,6.84,18.06,32
"SWM",-2.54414372729832,1.61653597011962,7.99400277157353,6.44,17.01,33
"SWM",-2.66167625375279,1.54494987605064,9.25475246724547,7.37,19.84,34
"SWM",-2.64345463115197,1.75677007558488,8.42256000319264,6.92,17.7,35
"SWM",-2.48318810334471,1.42104486258382,8.22176385998653,6.41,17.86,36
"SWM",-2.36227243304194,1.23614656395156,8.23652432086554,6.16,18.31,37
"SWM",-2.62990997705682,1.52581195683081,9.04094310849114,7.18,19.42,38
"SWM",-2.27245203135578,1.08974865163344,8.65836335095703,6.2,19.65,39
"SWM",-2.62639528083393,1.62968835084267,8.63672656267847,6.98,18.36,40
"SWM",-2.33459384271293,1.13513264686711,8.77658191346741,6.38,19.79,41
"SWM",-2.46138191077022,1.30482228982072,8.64057810595322,6.57,19.04,42
"SWM",-2.35722994623775,1.18753721102443,8.540183076109,6.3,19.11,43
"SWM",-2.53827346548723,1.50690045778955,8.32047642525697,6.59,17.91,44
"SWM",-2.67026454209381,1.4995073111534,9.52722573392937,7.53,20.52,45
"SWM",-2.6538754770243,1.58313260233265,9.03810225543279,7.25,19.3,46
"SWM",-2.61217805841006,1.45587751697751,9.18343943486265,7.2,19.87,47
"SWM",-2.30709602922916,1.16478587016083,8.29440840771959,6.08,18.62,48
"SWM",-2.60272678226593,1.56007225939978,8.66907979559935,6.93,18.55,49
"SWM",-2.42755874866026,1.33817556581224,8.16906938062528,6.26,17.92,50
"SWM",-2.63206845504682,1.47833058119957,9.26358004413068,7.3,20,51
"SWM",-2.30227655406786,1.12087615300916,8.62322995913303,6.24,19.48,52
"SWM",-1.10246817967744,0.577584543718382,10.5003060556364,5.47,26.15,53
"SWM",-2.41424185257815,1.27518841241191,8.41907494003827,6.35,18.62,54
"SWM",-2.53617174343773,1.51927842485158,8.25615911853669,6.55,17.75,55
"SWM",-2.18156009798256,0.997785149678353,8.88816528796842,6.16,20.47,56
"SWM",-2.10208498025623,1.02788026070753,7.87615618453257,5.52,18.05,57
"SWM",-2.68859785903371,1.63898896726994,9.15972217321442,7.41,19.45,58
"SWM",-2.35983082555991,1.15754150607987,8.80409860819242,6.44,19.79,59
"SWM",-1.96141700496414,0.921915713172622,8.04616653292925,5.39,18.77,60
"SWM",-2.39074931527014,1.18356728914384,8.86291524313828,6.53,19.84,61
"SWM",-2.45806426146674,1.32267180322273,8.50818480811451,6.49,18.7,62
"SWM",-2.51492931002555,1.44325166909644,8.38688140893752,6.56,18.18,63
"SWM",-2.51595593379317,1.42097287532731,8.49596957425291,6.62,18.46,64
"SWM",-2.54575999483109,1.42687412803789,8.72501267181311,6.81,18.94,65
"SWM",-2.53095470527738,1.35605348215817,8.95690321317368,6.89,19.61,66
"SWM",-2.57864703972254,1.48526781619014,8.75219598366141,6.9,18.88,67
"SWM",-2.52414702649123,1.4137757604234,8.59980036040927,6.69,18.7,68
"SWM",-2.55693718035522,1.46553835029546,8.64760023633889,6.8,18.69,69
"SWM",-2.39070627724476,1.24867882647192,8.39037698256056,6.29,18.62,70
"SWM",-2.64566504903959,1.54636101568005,9.10222466095908,7.26,19.51,71
"SWM",-1.07572045024668,0.589254037872606,9.56570693003073,5.05,23.77,72
"SWM",-1.31935958898751,0.654035879523744,8.8992194120799,5.02,21.85,73
"SWM",-2.43684218052452,1.37616195357048,8.05311606293598,6.22,17.59,74
"SWM",-2.59953602505363,1.49548447527604,8.8934831002639,7.03,19.16,75
"SWM",-2.51460373178001,1.3861164431074,8.65327378366544,6.7,18.88,76
"SWM",-2.37143715333813,1.21230516280909,8.47744249108349,6.3,18.91,77
"SWM",-2.63500907866352,1.71350029960568,8.46390192391961,6.92,17.85,78
"SWM",-2.514863127808,1.34545262335689,8.87287220232041,6.81,19.45,79
"SWM",-2.13436855687449,1.02890136016421,8.12361375079214,5.69,18.62,80
"SWM",-2.51808360682884,1.38713173565091,8.67828729962883,6.72,18.93,81
"SWM",-2.47322776506341,1.32882656774963,8.60304435348031,6.57,18.9,82
"SWM",-2.02364970224371,0.958854526821931,8.0490400417448,5.49,18.66,83
"SWM",-2.18943870446926,1.04414852151589,8.41593555639542,5.93,19.24,84
"SWM",-2.35851229700706,1.24454653460983,8.15094918156035,6.1,18.1,85
"SWM",-2.47660177399384,1.34168679135032,8.56034402235402,6.56,18.77,86
"SWM",-2.62848346630264,1.51991397263715,9.0519861822726,7.18,19.45,87
"SWM",-2.2845839654319,1.15900059202316,8.15451011810644,5.97,18.32,88
"SWM",-2.26359027285132,1.15271997712738,8.0336190796298,5.87,18.07,89
"SWM",-2.59116134012957,1.44018790936548,9.06577330411305,7.09,19.65,90
"SWM",-2.6891736092822,1.66688429022307,9.0746994922593,7.37,19.22,91
"SWM",-2.64965192501845,1.83380191835414,8.29458793691917,6.89,17.32,92
"SWM",-2.45643410366625,1.29364418386476,8.66550540578534,6.57,19.12,93
"SWM",-2.28504698352958,1.11557707772927,8.52343942856559,6.15,19.27,94
"SWM",-2.67257288534741,1.65306692486766,8.96863629607761,7.27,19.02,95
"SWM",-2.39005009890554,1.2114723296619,8.64281124022628,6.42,19.28,96
"SWM",-2.27037308901017,1.12038956354637,8.35672468012884,6.04,18.88,97
"SWM",-2.46510978176566,1.26037969029592,8.95725999139001,6.74,19.85,98
"SWM",-2.63667334218678,1.52049647070468,9.12402763218933,7.24,19.61,99
"SWM",-2.362197163218,1.20550151353222,8.44839601074003,6.26,18.86,100
