"year","k","theta","iteration"
NA,-2.48922531565775,1.29618450495406,1
NA,-2.62945721452265,1.48708320473982,2
NA,-0.407956583012305,0.458281035572404,3
NA,-2.79064540394252,1.84023021628889,4
NA,-2.04615377197034,0.89300628581351,5
NA,-2.21271693967363,1.03048310778814,6
NA,-2.24361706010445,1.0140832524554,7
NA,-2.14475398680238,1.02707103794111,8
NA,-2.5731813004635,1.36995148791603,9
NA,-1.52138864972469,0.68325738785154,10
NA,-2.93552164484697,2.25731685595561,11
NA,-2.70895965832954,1.46070495898598,12
NA,0.96298367123046,0.338659360968936,13
NA,-0.489054969825972,0.458265459765141,14
NA,-2.39400652820107,1.10948598799224,15
NA,-2.36121431207524,1.16256711105027,16
NA,-2.40650227624175,1.26515754405378,17
NA,-0.765628796826292,0.521068822753957,18
NA,-1.48676246121228,0.676422036597681,19
NA,-2.45397061907412,1.27894008963628,20
NA,-2.57439962180415,1.3463585287844,21
NA,-2.62703784034626,1.36149902150452,22
NA,-2.62414656991771,1.44146520672525,23
NA,-2.39745898518792,1.12792581493814,24
NA,-1.14912438336444,0.587550287150638,25
NA,-2.58587481660041,1.41271289449559,26
NA,-2.29612006121241,1.01402663298864,27
NA,-1.91773983369046,0.817895583187176,28
NA,-3.31177888616676,8,29
NA,-2.19810400546055,0.954465330187265,30
NA,-2.37060016264604,1.17673697451519,31
NA,-2.80611690551749,1.86184690558093,32
NA,-2.58589285854499,1.49941454397248,33
NA,-2.78485020755831,1.57425594667405,34
NA,-1.30956158099242,0.636359319851439,35
NA,-0.118353856241778,0.421118508786595,36
NA,-0.628503332620341,0.48262334461254,37
NA,-1.18781486425886,0.602388436022419,38
NA,-0.782335647153924,0.518142961531328,39
NA,-2.44960875609612,1.27682190274072,40
NA,-2.67397209371729,1.36586641461076,41
NA,-0.52073674052226,0.489426754537449,42
NA,-0.179310762012224,0.436286460969489,43
NA,-2.11171665250652,0.988103855004402,44
NA,-0.987228602281925,0.565740180226398,45
NA,-1.33584132204645,0.631228565677988,46
NA,-1.95960876725747,0.847954366863458,47
NA,-1.64052588676011,0.727919352650954,48
NA,-2.13708165396967,0.982417565052898,49
NA,-1.32575879447926,0.626679869530965,50
NA,-0.276557564264038,0.441623681542791,51
NA,-1.58426692452747,0.699764928507355,52
NA,-2.35475443261457,1.08629696231957,53
NA,-1.07360268218905,0.556155524977667,54
NA,-1.71938909203092,0.743664451343338,55
NA,-3.29876094284392,8,56
NA,-2.65545383790826,1.47752543059562,57
NA,-2.30688928338124,1.064700256525,58
NA,-2.83601148630272,1.77282871435067,59
NA,-2.90227454731906,2.00060794641533,60
NA,-2.60054432173523,1.31067971225818,61
NA,-2.39288352048894,1.08185565564772,62
NA,-2.08518952686593,0.898382193811948,63
NA,-2.02938613569946,0.863010637127843,64
NA,-1.73392655495252,0.797654562458056,65
NA,-2.3035046119769,1.02430680932296,66
NA,-2.66288056490069,1.67321544106352,67
NA,-2.64152739044656,1.48117749509557,68
NA,-2.49892799900638,1.51163241711539,69
NA,-0.463616239805883,0.464346368135336,70
NA,-1.2453585999538,0.632446490712876,71
NA,-2.51509412575671,1.20447324343051,72
NA,-1.15552875610908,0.603438341863897,73
NA,-2.50684705185444,1.30031482470902,74
NA,-1.70531520577477,0.728875695658017,75
NA,-2.56196683788436,1.40074504161427,76
NA,-2.70645557240061,1.5441225020929,77
NA,-2.36510978656168,1.14610831573574,78
NA,0.638350839187422,0.332826791009491,79
NA,-2.3805711460452,1.12905439933104,80
NA,-2.41944054088799,1.15111979869241,81
NA,-3.31478586532046,8,82
NA,-2.37267171352836,1.20864873138149,83
NA,-2.21571141200568,1.04692293121764,84
NA,-2.07898590121672,0.976369276478994,85
NA,-1.00282266234899,0.528734691328886,86
NA,-1.35906742732289,0.634149220984621,87
NA,-1.94813795634856,0.854808066693002,88
NA,-1.89230069824554,0.836955706406423,89
NA,-2.58444559960594,1.3811363895268,90
NA,-1.82275307625047,0.768491077252676,91
NA,-2.89665183624001,1.81858382841691,92
NA,-2.59355906780543,1.35347152717382,93
NA,-1.03057225566353,0.557935474802202,94
NA,-2.14692613943288,0.955828883702873,95
NA,-2.5733424513645,1.2811739426719,96
NA,-1.27847503263237,0.585643719767022,97
NA,-1.18208821060824,0.601436502371234,98
NA,-1.89162751493825,0.814489691917518,99
NA,-1.5316614095452,0.703223196794774,100
NA,-2.50829770266004,1.19917726016548,101
NA,-0.98491120170407,0.528273606935607,102
NA,-0.534806441032411,0.479782588778744,103
NA,-2.5492718678749,1.34234106096238,104
NA,-2.27663144639404,1.03642251980968,105
NA,-2.52399707102401,1.26665199247003,106
NA,-2.72321098076752,1.59750780575374,107
NA,-2.25822650455113,1.01172592308087,108
NA,-2.3178876348586,1.11148488294731,109
NA,-2.11363642363872,0.899713777384638,110
NA,-1.64278327756343,0.72552569797764,111
NA,-2.34303414243567,1.15646027948879,112
NA,-2.37636554750286,1.10215172366936,113
NA,-2.22768472167482,1.04259411384552,114
NA,-1.95543791342604,0.865577633100807,115
NA,0.0257374963849513,0.404391379210983,116
NA,-1.68382545437597,0.749266482921332,117
NA,-2.49158217233275,1.15029810228368,118
NA,-3.3085609719746,8,119
NA,-2.47151213102185,1.21417352118651,120
NA,-1.80255986086679,0.778151733484052,121
NA,-2.92085655471908,1.92860595795445,122
NA,-0.334168851969055,0.441829441957003,123
NA,-2.60815920679446,1.53427221863282,124
NA,-2.17430713257649,0.978410821877625,125
NA,-1.66807861388512,0.732815384801901,126
