"season","k","theta","mdd","med","dist90","iteration"
"NEM",-2.48998336210753,1.29702748756087,8.93977426298373,6.78,19.71,1
"NEM",0.850879237895218,0.340649233723394,21.8404323877693,7.14,55,2
"NEM",-1.38106558547129,0.640446640764138,10.0471790785534,5.59,24.73,3
"NEM",-2.06408247126347,0.913108186809076,9.05750265180867,6.05,21.17,4
"NEM",-2.5240950309264,1.3304908154387,9.0420889667619,6.91,19.86,5
"NEM",-1.91772131663913,0.841386353436244,9.04027744074936,5.82,21.4,6
"NEM",-2.51109285979648,1.22779162497427,9.62314953285327,7.18,21.42,7
"NEM",-2.78052205488452,1.7322004410412,9.73217892433157,7.98,20.49,8
"NEM",-0.31878348716474,0.445600138958089,13.940347268134,5.95,35.35,9
"NEM",-2.66410683227516,1.50894631943572,9.42728896676706,7.47,20.28,10
"NEM",-2.59435627892673,1.21829305621481,10.5411820420801,7.84,23.49,11
"NEM",-1.3782885997154,0.644093198555772,9.85721291355279,5.51,24.24,12
"NEM",-2.53935537697605,1.38365773930864,8.88292980087034,6.87,19.38,13
"NEM",-2.46436801758377,1.09941152939987,10.377542780832,7.45,23.52,14
"NEM",-2.35446070769487,1.16584868375985,8.68800752433227,6.37,19.5,15
"NEM",-0.397390798725027,0.472922862212458,11.3767308239039,5.11,28.78,16
"NEM",1.04297205160579,0.329859353292888,22.8783556221464,7.2,57.42,17
"NEM",-2.15151773199067,0.976921377269591,8.8941022736445,6.11,20.56,18
"NEM",-2.78471380173581,1.65396322600057,10.0297610161919,8.13,21.27,19
"NEM",-1.47017184572156,0.68145937837718,9.25848016595434,5.35,22.61,20
"NEM",-2.62186452264992,1.36582012956602,9.75051749554003,7.51,21.32,21
"NEM",-2.18873563930249,0.976689015442842,9.23460772582834,6.34,21.35,22
"NEM",-2.51095834763027,1.27534137496754,9.27296967504983,7,20.51,23
"NEM",-2.60906082137817,1.36217913575485,9.64794210513448,7.43,21.11,24
"NEM",-2.84884651737409,1.77330717295586,10.2929193940425,8.48,21.6,25
"NEM",-2.52490617934212,1.3255302480812,9.07906315787232,6.93,19.95,26
"NEM",-2.78351297020335,1.74148194176522,9.73352175129513,7.99,20.48,27
"NEM",-2.3593444112725,1.04487585491114,9.96532189384523,7.03,22.78,28
"NEM",-2.45048893082134,1.26802440769254,8.77643815989409,6.61,19.43,29
"NEM",-1.40020350476657,0.641371627885302,10.1988001549467,5.68,25.1,30
"NEM",-2.26870732711581,1.05792035373074,8.95520730056228,6.34,20.43,31
"NEM",-2.03222838189355,0.929637406699704,8.52101914573724,5.73,19.86,32
"NEM",-2.13076697979661,0.923004254619141,9.51270932348381,6.38,22.19,33
"NEM",-0.894147295786634,0.538762646088638,10.9183312027484,5.42,27.37,34
"NEM",-2.51332130703545,1.2900636200564,9.19614871550357,6.97,20.3,35
"NEM",-2.12100007131427,0.934802454651278,9.23000743012159,6.23,21.49,36
"NEM",-2.48930355808579,1.23718464734455,9.34439613333634,6.99,20.77,37
"NEM",-2.58085634641117,1.31248824646313,9.68599820421082,7.37,21.32,38
"NEM",-2.59460101947624,1.33324866483028,9.68514265533918,7.41,21.26,39
"NEM",-2.34254885375456,1.15672922457716,8.66001529722715,6.33,19.46,40
"NEM",-1.53438877614355,0.700222485736393,9.20704501925307,5.4,22.4,41
"NEM",-1.46719143910514,0.669974086272268,9.65757340560147,5.52,23.63,42
"NEM",-2.13465511825923,0.964007943574798,8.92111059912588,6.09,20.67,43
"NEM",-2.2581137647752,1.00192553984654,9.53892818226274,6.62,21.96,44
"NEM",-2.37542975749079,1.13115244276042,9.17951022399371,6.66,20.71,45
"NEM",-2.48673670666585,1.2062756342005,9.5625155425404,7.09,21.34,46
"NEM",-2.46113819052411,1.22501527864062,9.17512073899147,6.84,20.43,47
"NEM",-2.16163492400511,1.03750801538257,8.25497377261229,5.8,18.89,48
"NEM",-2.41808951051232,1.11149868858159,9.77876956673911,7.05,22.13,49
"NEM",-2.10048559914957,0.910239127442204,9.44237767789734,6.3,22.08,50
"NEM",-1.80924557377904,0.786782716646648,9.26899779583827,5.78,22.17,51
"NEM",-3.30047975014671,8,13.0538605458399,12.78,23.86,52
"NEM",-2.39543913183141,1.09757927133806,9.70598808860057,6.97,22.01,53
"NEM",-2.40208835435598,1.15651601730991,9.19317405501752,6.72,20.66,54
"NEM",-2.66166437138131,1.46729529117776,9.59393810445082,7.54,20.74,55
"NEM",-0.691992981479075,0.509942736042978,11.0524094164932,5.27,27.83,56
"NEM",-2.60566017101778,1.30571666991523,9.97547285073947,7.58,21.97,57
"NEM",-1.94771134261684,0.867487206446071,8.80651808373842,5.75,20.75,58
"NEM",-2.3340968540607,1.09459206335777,9.15890214093357,6.57,20.78,59
"NEM",-1.81632289869636,0.767572737730724,9.84147557490948,6.06,23.63,60
"NEM",-1.53011937995259,0.690860517714501,9.48695746914434,5.52,23.12,61
"NEM",-1.08707779371317,0.554563513411343,11.9112545721007,6.04,29.78,62
"NEM",-0.897758594398229,0.531386534597108,11.5441399578987,5.67,28.98,63
