"season","k","theta","mdd","med","dist90","iteration"
"NEM",-1.40174591345716,0.609309018506607,11.9099113040741,6.43,29.49,1
"NEM",-2.14169071490408,0.972269161110895,8.86976324927245,6.08,20.52,2
"NEM",-2.25196695925822,1.0559045200247,8.82836008736272,6.25,20.15,3
"NEM",-0.885735086836328,0.511448411879857,13.2559664275378,6.33,33.37,4
"NEM",-0.829976900597557,0.52449817320501,11.3443665739719,5.52,28.51,5
"NEM",-0.581324137823678,0.483222315197519,12.4204729784163,5.68,31.39,6
"NEM",-1.38021165579024,0.620081913922413,11.0453357241483,6.03,27.29,7
"NEM",-1.79822643444901,0.752893055989848,10.0870378047111,6.15,24.29,8
"NEM",-2.00479711252169,0.864383272969123,9.38421229963224,6.12,22.12,9
"NEM",-1.38993094516634,0.611644312307161,11.6311259860767,6.29,28.78,10
"NEM",-1.66282430323258,0.669748545895016,11.755042134609,6.72,28.77,11
"NEM",-2.57234503999883,1.34135499904208,9.42246075102626,7.22,20.66,12
"NEM",-0.853908735135075,0.506124220880277,13.3998899958251,6.35,33.76,13
"NEM",-1.82818562589942,0.758068137651187,10.2358837131241,6.26,24.62,14
"NEM",-2.29370060151499,1.07091502930915,9.03924746396112,6.43,20.58,15
"NEM",-1.67251661727648,0.731836512774527,9.49456954301483,5.7,22.95,16
"NEM",-2.08731234877015,0.907428033259472,9.36690309213484,6.24,21.91,17
"NEM",-1.26768873631109,0.603441499382641,10.7365186840391,5.76,26.61,18
"NEM",-1.01021666919169,0.553305977013221,11.1203291292416,5.63,27.81,19
"NEM",-1.75176323678055,0.797907344536039,8.50010146864881,5.34,20.29,20
"NEM",-1.36020196509518,0.606060146092477,11.6177447881828,6.25,28.78,21
"NEM",-2.00796831380403,0.928826527602745,8.32844446986261,5.6,19.41,22
"NEM",-2.15547696006621,0.984109134993267,8.83368812890714,6.08,20.39,23
"NEM",-2.58213326745108,1.28748255692195,9.86945986102026,7.47,21.79,24
"NEM",-1.31218774676861,0.637326607463428,9.51203303728177,5.28,23.42,25
"NEM",-1.0620325875354,0.571744928645471,10.4386035213789,5.4,26.02,26
"NEM",-1.6205886519742,0.682450071398325,10.720412503594,6.2,26.17,27
"NEM",-2.25906255036009,1.05020547779976,8.95425989549248,6.32,20.45,28
"NEM",-0.315339099632151,0.439185129101136,14.9360722145163,6.3,37.89,29
"NEM",-1.87447856803995,0.791692961504974,9.76619738687829,6.11,23.34,30
"NEM",-1.92394974131128,0.817784639091305,9.60972951471556,6.1,22.85,31
"NEM",-2.49810921427911,1.21716762474008,9.58293964744582,7.13,21.36,32
"NEM",-2.27796936277381,1.12105546139491,8.41456917811684,6.09,19.01,33
"NEM",-1.85987469578423,0.821999822126351,8.9227422924843,5.68,21.2,34
"NEM",-1.80714648669603,0.758447071460772,10.0116541081559,6.13,24.08,35
"NEM",-1.96129111208677,0.821014282365422,9.89835546084398,6.3,23.52,36
"NEM",-2.34992975912859,1.04502550382861,9.87007279104248,6.96,22.56,37
"NEM",-1.00834937965165,0.539657825608421,12.1635000362145,6.05,30.49,38
"NEM",-2.44855330886227,1.16804652801279,9.52548325181477,6.99,21.37,39
"NEM",-2.17506807396511,0.924632401433951,9.91524611968186,6.66,23.12,40
