"season","k","theta","mdd","med","dist90","iteration"
"SWM",-2.63745230763135,1.56801592894677,8.94579668278454,7.16,19.13,1
"SWM",-2.6422631445475,1.60971468130907,8.84107173112615,7.12,18.83,2
"SWM",-2.7873509366201,1.88154985112626,9.40513497040491,7.85,19.56,3
"SWM",-2.49184006295026,1.36355248267058,8.57354723171602,6.6,18.75,4
"SWM",-2.60718053012129,1.51507343724599,8.88065902549637,7.04,19.1,5
"SWM",-2.2432330727575,1.1213214789578,8.12503248598279,5.88,18.36,6
"SWM",-2.33637633447143,1.17784224228489,8.43774064229741,6.21,18.91,7
"SWM",-2.52154017092597,1.50716632447607,8.181400109023,6.48,17.61,8
"SWM",-2.76168376423762,1.81672629813731,9.32008835366496,7.72,19.49,9
"SWM",-2.68601794717634,1.83041174482883,8.60944718268416,7.14,17.98,10
"SWM",-2.62664978165034,1.63269070417927,8.62936660587482,6.97,18.34,11
"SWM",-2.42310300903771,1.26848897788267,8.53637966982428,6.43,18.89,12
"SWM",-2.48851267526252,1.37515515092976,8.48526584511382,6.55,18.53,13
"SWM",-2.5944530436812,1.62675200957713,8.37431927686062,6.76,17.81,14
"SWM",-2.62979594362997,1.59114531631014,8.79491282136956,7.06,18.77,15
"SWM",-2.31276723283418,1.15211027990132,8.44356749807695,6.16,18.99,16
"SWM",-2.75894789573849,1.77407635070011,9.40588218466211,7.75,19.74,17
"SWM",-2.6627728730156,1.70041434141613,8.73908169598987,7.13,18.45,18
"SWM",-2.65077393267876,1.74570281211497,8.51265552424781,6.99,17.9,19
"SWM",-2.70666171561563,1.83355444511106,8.78176926617804,7.29,18.33,20
"SWM",-2.39191316876383,1.28837725056821,8.15460786844384,6.17,18,21
"SWM",-1.9775593109585,0.937120072551188,7.9652687071877,5.38,18.54,22
"SWM",-2.42797483631809,1.31574988409586,8.29444882184843,6.32,18.25,23
"SWM",-2.57353028072603,1.49366134201017,8.67266405685549,6.85,18.69,24
"SWM",-2.56403612783594,1.68228199652411,7.96526134398535,6.48,16.85,25
"SWM",-2.57450266697172,1.58842071476881,8.33081949981761,6.69,17.78,26
"SWM",-1.79586374662942,0.826108609331168,8.28857396383391,5.29,19.68,27
"SWM",-2.66125711856017,1.74900680235524,8.59378530817099,7.06,18.07,28
"SWM",-2.53915958026132,1.55827698600029,8.14129213630847,6.5,17.43,29
"SWM",-2.2908318803593,1.1209914372169,8.52407258240373,6.16,19.26,30
"SWM",-2.27051879098318,1.16963222094553,7.96018639364481,5.84,17.86,31
"SWM",-2.61481106747851,1.4997389472848,9.01231061511415,7.13,19.41,32
"SWM",-2.73354362328715,1.69482192780935,9.3972122266565,7.66,19.85,33
"SWM",-2.48796377288282,1.42115954581298,8.26060527776502,6.44,17.95,34
"SWM",-2.56453955817479,1.39760537695243,9.03611065941592,7.01,19.68,35
"SWM",-2.23889034085598,1.09985784196943,8.27860011301887,5.95,18.76,36
"SWM",-2.62325609826021,1.57014261432395,8.81196994299517,7.05,18.84,37
"SWM",-2.61359595677766,1.53849791156661,8.84500684043635,7.04,18.97,38
"SWM",-2.45422378299099,1.41946742932937,7.99393057555821,6.23,17.37,39
"SWM",-2.751965920603,1.6982696274598,9.56107983056785,7.8,20.19,40
"SWM",-2.51509026667126,1.44985277953033,8.35953835798852,6.55,18.1,41
"SWM",-2.60597300450264,1.6038231849199,8.54534438100308,6.87,18.21,42
"SWM",-2.66113198921813,1.74238270826217,8.60996507871853,7.07,18.11,43
"SWM",-2.68661363028577,2.00800574244397,8.27003793495778,7,17.04,44
"SWM",-2.7838982998276,1.94489443338309,9.23646548514198,7.76,19.12,45
"SWM",-2.63328260000766,1.71956175088387,8.43302596221218,6.9,17.78,46
