"year","k","theta","mdd","med","dist90","iteration"
2014,-2.56352725235081,1.39179398505115,9.05718560738249,7.02,19.74,1
2014,-2.6584897820947,1.51390687932889,9.35318449171166,7.41,20.11,2
2014,-3.32906097876758,8,13.4323388418021,13.15,24.55,3
2014,-2.79351132607363,1.58714975355312,10.375807282846,8.33,22.15,4
2014,0.683077373506928,0.309284444341239,54.6390073204797,15.91,136,5
2014,-2.92495545478142,1.94292988367402,10.6403064325724,8.94,22.03,6
2014,-2.81114539337607,1.79969643169355,9.83832596460561,8.13,20.6,7
2014,-2.68019042933716,1.43001630194593,9.96356094885429,7.78,21.62,8
2014,0.0816279706336316,0.381510462764391,22.0732259225271,8.15,55.97,9
2014,-0.0747018046326382,0.398714488416625,19.8201196656593,7.64,50.31,10
2014,-2.61811304712488,1.3746797001702,9.66214955977208,7.46,21.11,11
2014,-2.91027451179449,1.7906711118145,10.8909586750611,8.99,22.82,12
2014,-2.55177132219256,1.16257135685016,10.6159126756577,7.77,23.84,13
2014,-2.08189033818167,0.886624057211159,9.6909828568018,6.39,22.76,14
2014,-3.32262368833789,8,13.3461486886884,13.06,24.39,15
2014,-1.69624433691304,0.723246063903129,9.99856070046693,5.97,24.21,16
2014,-3.36382362566723,8,13.9074934613297,13.61,25.42,17
2014,-3.31898316723552,8,13.2976500863928,13.01,24.3,18
2014,-3.31980273873578,8,13.3085529286476,13.03,24.32,19
2014,-2.72321128755924,1.49970318665502,10.0443317683281,7.94,21.63,20
2014,-2.71935426152607,1.67750743462974,9.31871658342009,7.58,19.72,21
2014,-1.09716532266431,0.521342688617084,15.1729591642894,7.35,38.14,22
2014,-2.38109058470879,1.13533499798064,9.19241649399649,6.68,20.73,23
2014,-2.6344668386246,1.33533500366058,10.0653776318218,7.7,22.09,24
2014,-0.162975618723331,0.402229219204563,20.5814737563012,8,52.25,25
2014,-3.30026979581376,8,13.051120118949,12.77,23.85,26
2014,-3.31056996390087,8,13.186243552329,12.91,24.1,27
2014,-2.8833597845851,2.11179055950321,9.87655481352396,8.44,20.21,28
2014,-2.70642522342526,1.46075215353499,10.0661239816008,7.9,21.77,29
2014,-2.4276466224868,1.12008281531839,9.78315588844293,7.07,22.11,30
2014,-2.49229626828709,1.40550008904074,8.36877431835484,6.5,18.21,31
2014,-2.23886455888257,0.961830911295677,9.93489788660941,6.78,23.02,32
2014,-3.05914231395794,2.31042346958781,11.430250962644,9.93,23.1,33
2014,-3.30932387354714,8,13.1698225345897,12.89,24.07,34
2014,-2.91087745290355,1.85048334972131,10.7243343521312,8.92,22.36,35
2014,-2.60751998712747,1.49293516789663,8.97560455570221,7.09,19.35,36
2014,-2.51869574609015,1.17987736808679,10.1064458309348,7.44,22.64,37
2014,-1.35709535082485,0.553813994740557,15.679508430727,7.94,39.21,38
2014,-2.69834187129867,1.72297037631011,8.99023792573491,7.36,18.95,39
2014,-1.06901106415659,0.512019144640098,15.8507917531206,7.58,39.9,40
2014,-2.46563746405418,1.1925090369901,9.47597555096383,7,21.19,41
2014,-3.12934767785078,2.64800946421518,11.8354599312099,10.51,23.51,42
2014,-3.07437009138973,2.85948418138925,11.0287336542082,9.91,21.71,43
2014,-3.33268685352603,8,13.4811312242121,13.19,24.64,44
2014,-2.70660596648553,2.16666581484069,8.20187528833881,7.04,16.72,45
2014,-2.66594143976502,1.49987078027285,9.48451123846702,7.5,20.43,46
2014,-3.31253453951341,8,13.2121743880497,12.93,24.15,47
2014,-0.187060079902207,0.414381042648438,17.84268903381,7.14,45.3,48
2014,-2.62492744897109,1.60081502972721,8.71903601901971,7.01,18.59,49
2014,-2.64160700486617,1.40063597330925,9.74319306975185,7.56,21.22,50
2014,-2.78004634039136,1.57045478500012,10.3064804933067,8.25,22.04,51
2014,-3.31320205786404,8,13.2209967011104,12.94,24.16,52
2014,-2.66710578130755,1.37458057290647,10.1479146782323,7.83,22.17,53
2014,-2.63126051152623,1.32901570280143,10.0746710329954,7.7,22.13,54
2014,-2.99666390454381,2.18624880202839,10.9283462720463,9.4,22.25,55
2014,-2.66121546193464,1.4575685913625,9.63669842849524,7.56,20.85,56
2014,-2.58042037619096,1.478552511055,8.79632642237373,6.93,18.99,57
2014,-3.34868501463372,8,13.6985389583539,13.41,25.03,58
2014,-3.32896197491599,8,13.4310090543493,13.15,24.55,59
2014,-2.71244124056349,1.7376382086468,9.07642254496497,7.44,19.1,60
2014,-2.52706159145287,1.20591639035976,9.95907622375359,7.38,22.23,61
2014,-2.82197117726514,1.85698960911686,9.79583974740731,8.15,20.41,62
2014,-2.61969475886848,1.37802143921001,9.65816573509294,7.46,21.09,63
2014,-3.3213137625974,8,13.3286776703467,13.05,24.36,64
2014,-2.68318460107129,1.37443659538723,10.3132893371323,7.96,22.53,65
2014,-2.53787085185944,1.42248860685069,8.67704302322385,6.76,18.85,66
2014,0.612595162050153,0.339432680343376,28.4466853344391,9.26,71.61,67
2014,-2.67833076763846,1.37826006075305,10.2399616664237,7.91,22.36,68
2014,-3.31517914042801,8,13.2471615597004,12.97,24.21,69
2014,-3.31413280410097,8,13.2333078224212,12.95,24.18,70
2014,-2.51525817801277,1.44951062043027,8.36241821431124,6.55,18.11,71
2014,-2.75432555399,1.5526584268305,10.1197508529425,8.07,21.68,72
2014,-0.239362695132699,0.424200462030311,16.5683974410465,6.77,42.06,73
2014,-3.34068811550735,8,13.5894299724194,13.3,24.84,74
2014,-2.75212033523101,1.63830111420673,9.76289161458915,7.9,20.74,75
2014,-2.54297172383512,1.3440094562843,9.13420267675457,7,20.03,76
2014,-3.30669977690748,8,13.1353089508128,12.86,24.01,77
2014,-1.23827455713701,0.573157834736913,12.3457835348759,6.4,30.77,78
2014,-0.36211129785641,0.411427170164493,22.111757160499,8.78,56.14,79
2014,-2.73276762429819,1.55970858702539,9.87450236372574,7.89,21.14,80
2014,-1.26089642914635,0.57169987038137,12.7387000507096,6.59,31.76,81
2014,-0.636376428985435,0.481772809731808,13.2981608462817,6.06,33.61,82
2014,-2.76925415848608,1.48011209311054,10.616485404474,8.36,22.91,83
2014,-3.30711182196749,8,13.1407224051965,12.86,24.02,84
2014,0.319812558894571,0.361260944702069,24.6876269395092,8.61,62.44,85
2014,0.651353595778809,0.31154057972298,53.1185981288849,15.61,132.35,86
2014,-2.89286730464206,1.80070574288863,10.6731171715425,8.82,22.34,87
2014,-1.86416242253578,0.738500566901257,11.2596123795917,6.8,27.19,88
2014,-2.83553796170148,1.67519573259024,10.4750507971742,8.52,22.17,89
