"year","k","theta","mdd","med","dist90","iteration"
2014,-3.33299283786997,8,13.4852568704624,13.2,24.65,1
2014,-3.31389292651718,8,13.2301338292137,12.95,24.18,2
2014,-2.565939782575,1.25084456118474,9.98047895267382,7.49,22.14,3
2014,-1.89602177227574,0.744591256014841,11.4064628047471,6.91,27.51,4
2014,-2.75769791779887,1.5363018762098,10.2258050468823,8.14,21.94,5
2014,-3.31208250336678,8,13.2062033573101,12.93,24.14,6
2014,-3.03701395493307,2.40859768563628,11.0474452296938,9.66,22.21,7
2014,-0.405845301814226,0.440712198159558,16.0676557142982,6.8,40.76,8
2014,-2.59099958102516,1.34007744019684,9.6077582637621,7.36,21.07,9
2014,-2.72393303544073,1.58791894509114,9.67545221493909,7.76,20.65,10
2014,-3.32469476210191,8,13.3738181899908,13.09,24.44,11
2014,-0.0257340594404652,0.370400681588424,29.6094791047801,10.6,75,12
2014,-0.312220784981018,0.43293019648175,16.0197760930731,6.67,40.66,13
2014,-1.9112689146067,0.779431564740064,10.4701451518141,6.5,25.08,14
2014,-3.04775862817979,2.39143785976761,11.1888636199556,9.78,22.51,15
2014,-1.71775631171024,0.703758301137172,10.9212872831643,6.42,26.55,16
2014,1.63470631492794,0.265240853093302,87.1425063157053,20.62,210.2,17
2014,-2.88274837062724,1.77433739545537,10.6446810799619,8.77,22.33,18
2014,-3.27836135380993,8,12.7682997993378,12.5,23.33,19
2014,1.18452695820166,0.287919915836179,61.7444817226869,16.38,151.77,20
2014,-2.8319553394062,2.10404103284382,9.39422907794517,8.02,19.23,21
2014,-2.98035760774803,2.15393905886001,10.8065212752298,9.27,22.05,22
2014,-1.44756088012014,0.596933917821075,13.303769261151,7.09,33.01,23
2014,-3.3413058799985,8,13.5978276333266,13.31,24.85,24
2014,1.02828311203153,0.300728130064008,49.0417625356009,13.78,121.52,25
2014,-2.05958748489698,0.880674054499156,9.58905013190815,6.3,22.54,26
2014,-2.69160433706673,1.39487902116312,10.2764676887866,7.97,22.39,27
2014,-1.90126944544411,0.777189449777931,10.4298589361727,6.46,25,28
2014,-3.31999852367872,8,13.311158798011,13.03,24.33,29
2014,-3.31813243127625,8,13.2863421080194,13,24.28,30
2014,0.227769484846473,0.368662221529122,23.6883857470729,8.44,59.98,31
