"season","k","theta","mdd","med","dist90","iteration"
"NEM",-2.78229144135399,1.64687325259252,10.0308142190959,8.12,21.29,1
"NEM",-2.04101305006538,0.940677065360611,8.43647681873165,5.7,19.62,2
"NEM",-2.19410183709893,1.02002957023059,8.72633049037542,6.1,20.03,3
"NEM",-2.29793684987618,1.15093776579823,8.32878000154856,6.08,18.74,4
"NEM",-2.07102835648882,0.983445860828858,8.12633133689576,5.6,18.76,5
"NEM",-2.5336966599681,1.33907532590893,9.07853481584729,6.95,19.92,6
"NEM",-2.20901134134638,1.04478616040613,8.57534932488184,6.04,19.6,7
"NEM",-1.77957065888117,0.791747849896163,8.88065516908032,5.55,21.22,8
"NEM",-2.21926046443,1.01133672911447,9.05548344441351,6.3,20.81,9
"NEM",-1.70080990674153,0.741507036516244,9.47341895947517,5.73,22.86,10
"NEM",-2.06786007435786,0.866221488510365,9.95688327601279,6.5,23.47,11
"NEM",-2.56733391323889,1.50621960862545,8.56852005174667,6.78,18.44,12
"NEM",-1.84057835832626,0.793719201314667,9.39080110755356,5.88,22.43,13
"NEM",-2.40185555174648,1.19171825799934,8.89668796311714,6.57,19.9,14
"NEM",-1.84047329748712,0.774572736322401,9.88586016994597,6.11,23.7,15
"NEM",-2.04795780542312,0.865403646740269,9.77728805135752,6.38,23.05,16
"NEM",-1.99994456431061,0.834973167327087,9.95845141361395,6.39,23.61,17
"NEM",-3.29574185908928,8,12.9921590595856,12.72,23.74,18
"NEM",-1.96478683125964,0.873960239201923,8.84017686371243,5.79,20.8,19
"NEM",0.546294632329694,0.37175657400954,16.3233814423652,5.87,41.35,20
"NEM",-2.41330303648932,1.21195867709774,8.84248826425255,6.57,19.72,21
"NEM",-2.40379172313308,1.22401343743836,8.67091912416201,6.46,19.31,22
"NEM",-2.31985522517281,1.1009107328355,8.9663520022411,6.44,20.32,23
"NEM",-2.31738959080666,1.16556011155873,8.37410749180868,6.14,18.8,24
"NEM",-1.928489487675,0.834528008944426,9.28113958396776,5.95,22,25
"NEM",-2.37789130613023,1.08890838936961,9.630316850789,6.89,21.86,26
"NEM",-1.81820467811763,0.797767168529214,9.0873187231792,5.7,21.69,27
"NEM",-2.6950923076313,1.41998006978069,10.1682552210288,7.92,22.09,28
"NEM",-2.51442679570156,1.44786316810594,8.3994282032003,6.55,18.11,29
"NEM",-0.954032310296801,0.546479793589733,10.9974097146743,5.52,27.54,30
"NEM",-1.85800294091326,0.8152457362392,9.05191842352165,5.74,21.54,31
"NEM",-2.29277784873446,1.06718682549219,9.07108332153065,6.45,20.66,32
"NEM",-2.35331432861347,1.17677976293234,8.59024619896899,6.32,19.25,33
"NEM",-2.55898172225233,1.40692898183564,8.93869754529448,6.95,19.45,34
"NEM",-2.67012990208518,1.501972387428,9.51496292233426,7.53,20.49,35
"NEM",-2.4852866626339,1.22899137812576,9.36880074003231,6.99,20.85,36
"NEM",-2.49771520097874,1.27649375232004,9.14321571295062,6.9,20.22,37
"NEM",-2.46178781281628,1.23340470055264,9.11847526186997,6.81,20.28,38
"NEM",-1.66202019609478,0.711332737754925,10.0590683363202,5.95,24.42,39
"NEM",-2.68627104949169,1.52029338018319,9.58884663984755,7.61,20.61,40
"NEM",-2.4530797779564,1.28015285153102,8.72067662290424,6.59,19.27,41
"NEM",-2.37849401872193,1.14226670783192,9.10498257656954,6.63,20.51,42
"NEM",-2.60922577826387,1.59844106913943,8.59115267896086,6.91,18.32,43
"NEM",-2.78266221893579,1.5647156668453,10.3580159346589,8.28,22.16,44
"NEM",-2.95706976704378,2.1091772141943,10.6368318210261,9.09,21.76,45
"NEM",-2.07841944092203,0.93211587717156,8.88589557923869,5.99,20.7,46
"NEM",-3.31154005691766,8,13.1990416417881,12.92,24.12,47
