"year","k","theta","mdd","med","dist90","iteration"
NA,-2.06906212603078,0.960364239316517,8.40283628056385,5.73,19.48,1
NA,-2.25616903440853,1.10239455458857,8.39942454704595,6.04,19.03,2
NA,-2.51964285434371,1.27482817449617,9.35739264037584,7.06,20.69,3
NA,-1.55878655030694,0.685184812316483,9.97329365636347,5.78,24.33,4
NA,-2.52610636592189,1.32670875091146,9.08288020777075,6.94,19.96,5
NA,-1.6719251937886,0.748923748401928,8.99687950121612,5.47,21.68,6
NA,-0.562771097721596,0.488890281805521,11.5883028859893,5.35,29.26,7
NA,-2.94842727704435,2.15346503148887,10.467717184046,8.98,21.36,8
NA,-2.59093167905384,1.30221576556471,9.85351397937319,7.48,21.72,9
NA,-2.39060130912048,1.18333613917996,8.86345672374927,6.53,19.85,10
NA,-2.39537885405985,1.17067225012385,9.01006510608149,6.61,20.21,11
NA,-1.74420225775259,0.780809455744145,8.82605181041418,5.48,21.14,12
NA,-2.93843745098383,2.01626821945337,10.6208802941099,8.99,21.87,13
NA,-1.3685475675842,0.640242132516785,9.93134212735177,5.53,24.44,14
NA,-1.85125172095993,0.845012506569629,8.39086271413092,5.41,19.85,15
NA,-1.21737848630227,0.591886601514283,10.8623141963171,5.75,26.98,16
NA,-1.66387119148258,0.727538139533253,9.54460328416334,5.71,23.09,17
NA,-2.27108543692846,1.01392404763343,9.50326180313862,6.62,21.83,18
NA,-2.45975699726465,1.1932433776257,9.41429377890496,6.96,21.05,19
NA,-2.7474311875451,1.71716275415599,9.45993014939543,7.74,19.95,20
NA,-3.29277244690418,8,12.9536372061111,12.68,23.67,21
NA,-2.45146539715008,1.29248915238744,8.62962577116424,6.54,19.04,22
NA,-2.10517227570826,0.941778321367503,8.97896620495116,6.07,20.88,23
NA,-0.784290798160801,0.502991127494277,12.8229228950998,6.05,32.32,24
NA,-1.80169381696739,0.805005859958832,8.77557551306572,5.53,20.92,25
NA,-2.45423638540559,1.15844191272679,9.6673943983268,7.07,21.72,26
NA,-2.09027504654069,0.91269126964753,9.30489508613648,6.21,21.75,27
NA,-2.52603501410045,1.42201833197653,8.57714389569587,6.68,18.63,28
NA,-2.37792187967942,1.23713522062644,8.35980204686485,6.25,18.58,29
NA,-2.35664983113428,1.16527332687953,8.71177215407083,6.39,19.56,30
NA,-2.22601653005678,1.05934505713234,8.56601940505323,6.07,19.54,31
NA,-1.69790050974532,0.738010578907384,9.54959063063009,5.76,23.06,32
NA,-1.86816258608538,0.842282544199363,8.58594477368116,5.53,20.32,33
NA,-1.69365171508947,0.760989685184816,8.87146522721526,5.44,21.33,34
NA,-2.33073181152719,1.08258378589359,9.25329303362953,6.61,21.03,35
NA,-2.62592068029978,1.42701852595975,9.45247603186631,7.37,20.52,36
NA,-0.825702668228078,0.507484931999318,12.8847129663404,6.12,32.46,37
NA,-2.20538658869067,0.984758787817247,9.27681818257348,6.39,21.41,38
NA,-2.53615813952463,1.40032132620888,8.76966741912229,6.8,19.1,39
NA,-2.35303643348533,0.996230435424606,10.5743016942227,7.32,24.36,40
NA,-2.03963293309031,0.959500072740541,8.17033855351387,5.57,18.94,41
NA,1.00377926006703,0.326537159419777,25.7039003159072,8,64.44,42
NA,-2.6097465074057,1.41454849723078,9.36436020832061,7.29,20.36,43
NA,-2.71427045939941,1.75111439572544,9.05592294008968,7.44,19.04,44
NA,-2.79894383921589,1.70043069088299,10.0138660335193,8.17,21.15,45
NA,-2.71988723440425,1.54471785182951,9.81045015920277,7.82,21.03,46
NA,-2.92556091888046,2.04325212985077,10.4304059431779,8.86,21.44,47
NA,-2.6258381177437,1.42264007497294,9.47413699313018,7.38,20.58,48
NA,-2.54117436209846,1.35078998509961,9.07874156387867,6.97,19.89,49
NA,-2.37976246304287,1.11329275113254,9.39302364449667,6.78,21.25,50
NA,-2.32621614164398,1.13709481797619,8.68612046335989,6.31,19.58,51
NA,-0.0617087233443321,0.419545623786723,14.7149466917596,5.95,37.36,52
NA,-2.1774061263613,1.00768679385869,8.72838330865014,6.07,20.07,53
NA,-2.26930711047501,1.05298210022289,9.01526517280835,6.37,20.58,54
NA,-2.69647454181703,1.81011798256237,8.74736661878661,7.24,18.3,55
NA,-2.22439152161778,1.01833520701247,9.01533045028011,6.29,20.7,56
NA,-2.46039273306199,1.16769043806651,9.64214912731185,7.07,21.64,57
NA,-2.57563956387276,1.3782792878755,9.24049303978647,7.14,20.18,58
NA,-2.6227077173609,1.5278162801791,8.96804975504936,7.13,19.26,59
NA,-0.973541358637005,0.533581331163578,12.2590450245766,6.04,30.76,60
NA,-2.46402738707744,1.27901131057689,8.82402599874752,6.67,19.5,61
NA,-2.48831574963989,1.35060416423109,8.61232077991744,6.61,18.87,62
NA,-2.36354892424176,1.16801551181691,8.74948941749936,6.42,19.63,63
NA,-2.54654377709514,1.31141325983365,9.36614530008881,7.13,20.62,64
NA,-2.40562606533144,1.2132226057879,8.76548080227315,6.51,19.55,65
NA,-2.125199497454,0.91685979959296,9.56356626278445,6.4,22.34,66
NA,-0.667534149991877,0.484431088294723,13.3912315512285,6.13,33.84,67
NA,-2.67722883118609,1.63639414560719,9.0647446955956,7.33,19.26,68
NA,-2.74012366082138,1.56059697824012,9.94370578975214,7.94,21.28,69
NA,-2.62378459629749,1.51029730209379,9.04909489335626,7.17,19.47,70
NA,-2.63855728444648,1.51549213085283,9.16197638204066,7.26,19.7,71
NA,-0.149518605911266,0.425122632583349,14.9714816613736,6.13,38.01,72
NA,-2.63858988826167,1.53217589917752,9.09404215754316,7.23,19.52,73
NA,-2.67570944872072,1.44463420315712,9.84267567503528,7.7,21.33,74
NA,-2.68427975771804,1.53757599418955,9.49665071239978,7.56,20.37,75
NA,-2.71753804317896,1.48019235796979,10.0810038185296,7.94,21.76,76
NA,-2.58128366437365,1.52325770254198,8.62168074512468,6.85,18.52,77
NA,-2.10647120169005,0.911671807786645,9.47432750300382,6.32,22.15,78
