"season","k","theta","mdd","med","dist90","iteration"
"SWM",-2.70943601048952,2.10210625266782,8.31376200524285,7.1,17.02,95
"SWM",-2.63385802167994,1.88061900734184,8.06867360796819,6.73,16.78,96
"SWM",-2.51428670286189,1.51066632026157,8.10918475010644,6.42,17.45,97
"SWM",-3.01676477438419,2.70591576125811,10.5258517306424,9.38,20.86,98
"SWM",-2.78394800159776,2.14143882628704,8.89754668790125,7.62,18.17,99
"SWM",-2.7226177245329,1.78563901983235,9.04033761543038,7.46,18.95,100
"SWM",-2.74316598791686,2.06679687284016,8.65332123778642,7.36,17.76,101
"SWM",-2.68066824003391,1.93782853528941,8.34357820737464,7.01,17.28,102
"SWM",-2.69157188865957,2.03281041638799,8.27080039984694,7.01,17.01,103
"SWM",-2.75152553644485,2.10502034219583,8.66676915141449,7.4,17.74,104
"SWM",-2.77647186705862,1.91751193162806,9.22471310964085,7.73,19.13,105
"SWM",-2.57467268297679,1.55174595113755,8.45894167100935,6.75,18.12,106
"SWM",-2.58354099599295,1.63162667852897,8.26850716564024,6.68,17.57,107
"SWM",-2.80846870853896,2.3213451040351,8.88338625322764,7.72,17.94,108
"SWM",-2.71535481170977,2.06430264822268,8.4198295500346,7.16,17.28,109
"SWM",-2.79042410591106,2.02677723707813,9.14082372099133,7.75,18.81,110
"SWM",-3.01008964758062,2.96432229952321,10.2761407174916,9.28,20.15,111
"SWM",-2.77724781848672,2.16768542475661,8.80080508431879,7.56,17.94,112
"SWM",-2.67263307437321,1.97126106794941,8.21703503071986,6.93,16.97,113
"SWM",-2.6681645695785,1.99475847415781,8.14060118547997,6.88,16.79,114
"SWM",-2.72082279991972,1.95604231014407,8.65080397221277,7.28,17.89,115
"SWM",-2.69246886674229,1.89490259064969,8.52638190196174,7.13,17.72,116
"SWM",-2.69034360549608,1.83849396282248,8.62849398843738,7.17,18.01,117
"SWM",-2.77224826236994,2.03831821380138,8.95624818494513,7.6,18.41,118
"SWM",-2.74821683994125,1.91294193272593,8.97716127476792,7.52,18.63,119
"SWM",-2.67815149479592,1.96224318559373,8.27837202249127,6.97,17.11,120
"SWM",-2.43208197740674,1.33976300887389,8.19771533277352,6.28,17.98,121
"SWM",-2.7436637617227,1.89493895845385,8.97417808394267,7.5,18.65,122
"SWM",-2.83171027657242,2.06678316173336,9.45449230451007,8.04,19.4,123
"SWM",-2.65016543020699,1.77229184976704,8.4407322241605,6.95,17.71,124
"SWM",-2.76755759390181,2.21382979190197,8.65453834644533,7.46,17.59,125
"SWM",-2.68310012287903,1.90581972857547,8.42516086002979,7.05,17.49,126
"SWM",-2.74618919165597,2.29201786426225,8.37900563682419,7.27,16.95,127
"SWM",-2.69601580341916,2.06457421841757,8.25815069998198,7.03,16.95,128
"SWM",-2.72128008587755,1.85242491247074,8.86777081740191,7.38,18.49,129
"SWM",-2.63920438711303,1.70044568760868,8.53543550616319,6.96,18.02,130
"SWM",-2.87830588741818,2.36279832698114,9.47696894189001,8.26,19.1,131
"SWM",-2.80105129905892,2.04159478569381,9.21221369155577,7.82,18.94,132
"SWM",-2.80721563162522,2.18020032332641,9.05075364663471,7.78,18.43,133
"SWM",-2.67590671371401,1.79269341150745,8.61063146773619,7.11,18.04,134
"SWM",-2.62290161723656,1.66244982272046,8.5059016183913,6.9,18.03,135
"SWM",-2.81575049453173,2.25041394631177,9.03393699673416,7.81,18.32,136
"SWM",-2.69767320846419,1.68928623438618,9.08276469551082,7.4,19.2,137
"SWM",-2.67949734676402,1.89327134395027,8.41976542053107,7.04,17.5,138
"SWM",-2.83901251179968,2.35284087190529,9.12286100367886,7.95,18.39,139
"SWM",-2.81754677308361,2.26099120347745,9.03679791388937,7.82,18.32,140
"SWM",-2.63285510016743,1.82094509850046,8.18424380496203,6.78,17.1,141
"SWM",-2.6308056109554,1.63559058546893,8.65609105489913,7,18.39,142
"SWM",-2.74123199842303,2.07462581248702,8.62430072613598,7.34,17.69,143
"SWM",-2.65659435626132,1.7520221184782,8.5460628831817,7.02,17.97,144
"SWM",-2.56950708154351,1.65240853663788,8.09220760887902,6.56,17.16,145
"SWM",-2.7652798927318,2.00337567085417,8.95519580038676,7.57,18.46,146
"SWM",-2.75704763342122,2.05576085915555,8.79217544266159,7.47,18.05,147
"SWM",-2.63400528899408,1.68633930497374,8.53090314947618,6.95,18.04,148
"SWM",-2.77266807310735,2.19101987013924,8.72882889449124,7.51,17.77,149
"SWM",-2.70839900071068,2.04229871778744,8.39590561400774,7.13,17.26,150
"SWM",-2.63284662214036,1.70757291689139,8.46172140108139,6.91,17.86,151
"SWM",-2.78610668375355,2.09228143423847,8.99171519989327,7.67,18.42,152
"SWM",-2.75397855266689,2.42278241417208,8.31087241898304,7.28,16.69,153
"SWM",-2.62487020386637,1.80453481053733,8.15536172262643,6.75,17.07,154
"SWM",-2.62287214754947,1.63653389983678,8.58472906127922,6.94,18.24,155
"SWM",-2.66037278218067,1.77957575182337,8.50946154349148,7.02,17.85,156
"SWM",-2.48512083201233,1.437007085528,8.16733402336066,6.38,17.71,157
"SWM",-2.76493376909998,2.01673374386449,8.92830330063225,7.56,18.38,158
"SWM",-2.81092183441757,2.1488532528523,9.12974472205034,7.83,18.63,159
"SWM",-2.79973495099157,2.22594625625129,8.92163975094932,7.7,18.12,160
"SWM",-2.72619989357627,1.99336290634751,8.62947941885499,7.29,17.8,161
"SWM",-2.70831707304493,2.1666636451905,8.21592440987176,7.05,16.75,162
"SWM",-2.80944711861727,2.24298345524789,8.9866249540856,7.76,18.23,163
"SWM",-2.75604356045389,1.98945682943474,8.89801538000716,7.51,18.36,164
"SWM",-2.62471584965165,1.66651203759991,8.50931537551038,6.91,18.03,165
"SWM",-2.73603032296295,1.79814036785863,9.13033173631382,7.55,19.12,166
"SWM",-2.6888232747181,2.01348754818058,8.27929422126316,7.01,17.05,167
"SWM",-2.89498182192476,2.38654937932687,9.60912422495237,8.39,19.34,168
"SWM",-2.78345186912969,2.25127916246774,8.74574931205082,7.56,17.74,169
"SWM",-2.66049421561802,1.77326376129141,8.52596724714369,7.02,17.89,170
"SWM",-2.69457892961982,2.05131042714389,8.26660980949161,7.02,16.98,171
"SWM",-2.69772592569556,1.71416555336001,9.00981507607231,7.37,19,172
"SWM",-2.59384236942058,1.61012236021322,8.42186431769304,6.78,17.94,173
"SWM",-2.80587811645861,2.06763221151122,9.21195858166617,7.84,18.9,174
"SWM",-2.6921024861154,1.79900880075883,8.73583230012312,7.22,18.29,175
"SWM",-2.80946601106506,2.18726148177356,9.06124123193591,7.79,18.45,176
"SWM",-2.71523203106355,1.87569957273496,8.76322650695412,7.31,18.23,177
"SWM",-2.75373483007142,1.99390550142192,8.86941034677485,7.49,18.29,178
"SWM",-2.89201384842801,2.28950710633525,9.69769870540893,8.41,19.62,179
"SWM",-2.53490724261171,1.49342471275928,8.3450221398811,6.59,17.99,180
"SWM",-2.58628122743353,1.51785992793423,8.68598455590555,6.89,18.67,181
"SWM",-2.79448172495739,2.11842737997247,9.02639580501353,7.72,18.46,182
"SWM",-2.78709640447046,2.1164888888356,8.96293285178424,7.66,18.33,183
"SWM",-2.65404859831871,1.78402810476252,8.44508465277265,6.97,17.7,184
"SWM",-2.78524244054724,2.13164089184733,8.92352568233611,7.64,18.23,185
"SWM",-2.8637822517136,2.27456061634628,9.44677574341139,8.18,19.13,186
"SWM",-2.74591497462963,2.14582660361028,8.55934735127833,7.34,17.47,187
"SWM",-2.63015074942139,1.68639685132246,8.49791995457895,6.92,17.97,188
"SWM",-2.71428326239717,1.80483106094941,8.91742529462133,7.38,18.66,189
"SWM",-2.9052760909769,2.59277175636159,9.50502001036485,8.42,18.93,190
"SWM",-2.84996128292561,1.9793802014204,9.79461559043577,8.26,20.22,191
"SWM",-2.72715506077927,2.02093859189207,8.59019025761789,7.28,17.68,192
"SWM",-2.60573802603083,1.66069840711446,8.36627652551919,6.79,17.73,193
"SWM",-2.68925393697134,1.94750106647751,8.39757218044294,7.06,17.38,194
"SWM",-2.86509304692866,2.35081708042074,9.3662459885449,8.16,18.89,195
"SWM",-2.73453547710238,1.8388487398198,9.01752230366472,7.49,18.82,196
"SWM",-2.58087430056851,1.58927822725931,8.38121141695868,6.73,17.89,197
"SWM",-2.85853327859693,2.08583700604019,9.67816543716301,8.25,19.83,198
"SWM",-2.74832035192961,1.99594210704065,8.81785571591666,7.45,18.18,199
"SWM",-2.60526306568858,1.79417810995074,8.02000112353089,6.63,16.8,200
"SWM",-2.84081111664017,2.14248408144297,9.41653434470399,8.07,19.23,201
"SWM",-2.75799992840227,2.01281362579192,8.87348860579124,7.51,18.28,202
"SWM",-2.70855817136172,1.86638045151855,8.72498994006691,7.27,18.17,203
"SWM",-2.73068375766204,1.99657263627758,8.66259093658074,7.32,17.86,204
"SWM",-2.77430083787987,2.03588594929087,8.97882809959189,7.62,18.46,205
"SWM",-2.69418371939989,1.82757325886881,8.68654706969788,7.21,18.14,206
"SWM",-2.74015061124437,1.83624303968,9.07445638952163,7.53,18.94,207
"SWM",-2.69265646340926,1.81804950711565,8.69535286270752,7.2,18.18,208
"SWM",-2.57737529470666,1.64159071699306,8.18783250787084,6.62,17.39,209
"SWM",-2.6264950543309,1.62022895596817,8.66810329205068,6.99,18.44,210
"SWM",-2.61973168345078,1.63350854842148,8.56729860822188,6.92,18.2,211
"SWM",-2.69315291295643,1.99606626472558,8.34436125258077,7.05,17.21,212
"SWM",-2.73767287266145,2.05047625991217,8.63198768716458,7.33,17.73,213
"SWM",-2.86977836988481,2.30397963592938,9.4663127910792,8.22,19.14,214
"SWM",-2.81078468906158,2.13543061625291,9.14862544283549,7.83,18.69,215
"SWM",-2.59110195313205,1.71319567074396,8.1011059471659,6.62,17.09,216
"SWM",-2.6909925363828,1.8400802959062,8.63053812214375,7.17,18.01,217
"SWM",-2.70860913904237,1.90032280702042,8.6540032249936,7.24,17.97,218
"SWM",-2.73255734653063,1.97535391211805,8.716969799197,7.35,18,219
"SWM",-2.73872550896468,1.85468272841555,9.01865900583032,7.5,18.8,220
"SWM",-2.73362506949175,1.76457820452502,9.19608586455452,7.57,19.31,221
"SWM",-2.89170380760958,2.43383018147809,9.52638007114078,8.35,19.12,222
"SWM",-2.62647252786314,1.63342019048228,8.62552440236239,6.97,18.33,223
"SWM",-2.65296818812349,1.79014699767804,8.42138269011408,6.95,17.65,224
"SWM",-2.5061432389858,1.48014480431385,8.16030198860118,6.43,17.61,225
"SWM",-2.70368616934226,1.75598549159585,8.94754117026418,7.36,18.8,226
"SWM",-2.76832712286715,2.18908287739081,8.69360096842836,7.48,17.7,227
"SWM",-2.73875513900595,1.9369459538591,8.84432037180011,7.43,18.32,228
"SWM",-2.73774185629579,1.88911708726827,8.93360544310936,7.46,18.57,229
"SWM",-2.80248738730069,2.31666629964064,8.83571214205604,7.68,17.85,230
"SWM",-2.68348875765673,1.9573826426555,8.33137623595738,7.01,17.23,231
"SWM",-2.64735627551777,1.76459815624227,8.43595809400725,6.94,17.71,232
"SWM",-2.6827793606545,1.93034798967407,8.37521405290311,7.03,17.35,233
"SWM",-2.66797016502611,1.82767619753064,8.46156982495046,7.02,17.67,234
"SWM",-2.61173410438238,1.6807165820143,8.35881296717475,6.8,17.68,235
"SWM",-2.82500435915436,2.30783549264408,9.04726000841859,7.86,18.29,236
"SWM",-2.6145790484769,1.70250626844307,8.32221596384176,6.79,17.57,237
"SWM",-2.67874396263489,1.77970338348705,8.6669185676272,7.15,18.18,238
"SWM",-2.63906470470889,1.69650697962608,8.54527693534097,6.97,18.05,239
"SWM",-2.7318942595498,2.12758408116227,8.46568446612594,7.24,17.3,240
"SWM",-2.65899243552557,1.81178377844439,8.42174969718128,6.97,17.61,241
"SWM",-2.74174373422902,1.94588319311692,8.8532743195836,7.44,18.32,242
"SWM",-2.7914726939817,2.13080067090128,8.98055299262747,7.69,18.35,243
"SWM",-2.5750421901114,1.56983982826133,8.39823609805316,6.72,17.96,244
"SWM",-2.6867581369381,1.87371851802999,8.52136528304658,7.11,17.73,245
"SWM",-2.68770873400778,1.89869929235071,8.47825690860248,7.09,17.61,246
"SWM",-2.68577127312368,1.87689149767093,8.50633813751363,7.1,17.7,247
"SWM",-2.86862604884215,2.2469276026864,9.52915723195095,8.24,19.33,248
"SWM",-2.81521494997288,2.24203107653167,9.03983452286192,7.81,18.34,249
"SWM",-2.66842476623563,1.65766686314681,8.91700299529015,7.23,18.9,250
"SWM",-2.65151278759821,1.84996948173853,8.27535560366452,6.88,17.25,251
"SWM",-2.88587989606161,2.26535698076575,9.67005083791334,8.37,19.59,252
"SWM",-2.64499953989569,1.77212319404825,8.39765116145076,6.92,17.62,253
"SWM",-2.5691946949981,1.70605268414592,7.94380468870906,6.49,16.77,254
"SWM",-2.73365405843103,2.09633762965516,8.52614736057033,7.27,17.46,255
"SWM",-2.67382267990737,1.82351963067913,8.52063612327732,7.06,17.8,256
"SWM",-2.73139520331352,1.85287101405254,8.95690859289657,7.45,18.67,257
"SWM",-2.4715669974398,1.37932958286985,8.3219703329071,6.43,18.17,258
"SWM",-2.71777347651963,2.21280024175022,8.23548698526502,7.1,16.74,259
"SWM",-2.90835524780348,2.24317535209421,9.92064726593796,8.57,20.13,260
"SWM",-2.63311461153263,1.78967460106671,8.25693460905698,6.82,17.3,261
"SWM",-2.62323846343889,1.74798884464798,8.27573293749641,6.8,17.4,262
"SWM",-2.77026248168199,2.05427835077761,8.91159500181635,7.57,18.3,263
"SWM",-2.70597874269936,1.96171932669382,8.51292708862763,7.17,17.6,264
"SWM",-2.74594135883554,1.83792583257771,9.12315386937837,7.58,19.04,265
"SWM",-2.69857516724109,1.79204286044003,8.80965665442095,7.28,18.46,266
"SWM",-2.74487377261325,1.92397741928675,8.92459964754609,7.48,18.5,267
"SWM",-2.65693869602503,2.02254171685398,8.00519475044801,6.78,16.48,268
"SWM",-2.61061240089129,1.70738947269753,8.27614818262234,6.76,17.47,269
"SWM",-2.70906472605521,1.699379967351,9.15623852519954,7.47,19.34,270
"SWM",-2.79468769709405,2.16382111986748,8.96112959698767,7.69,18.27,271
"SWM",-2.86476450757117,2.21494333702652,9.5364927159696,8.22,19.38,272
"SWM",-2.78115733572909,2.07591692009616,8.97349950221467,7.64,18.4,273
"SWM",-2.77826078959455,2.13397070009817,8.85800817438693,7.58,18.1,274
"SWM",-2.79824745211712,1.98463654350497,9.29081637206605,7.84,19.17,275
"SWM",-2.76791138588661,1.94136868184075,9.09704942848617,7.64,18.83,276
"SWM",-2.68845421126775,1.86724610131281,8.54949466564271,7.12,17.8,277
"SWM",-2.7629652500149,1.93235366215531,9.07036011733401,7.61,18.79,278
"SWM",-2.79821242975001,2.17123167780043,8.98222868326683,7.71,18.31,279
"SWM",-2.82170499281219,2.15132544739654,9.22502343247738,7.91,18.82,280
"SWM",-2.67048887167238,1.76539698357336,8.63135608882158,7.1,18.12,281
"SWM",-2.92187635416831,2.32183479525094,9.949555387626,8.65,20.1,282
"SWM",-2.75254954999895,2.15146000697051,8.6084346247411,7.38,17.57,283
"SWM",-2.84022814281778,2.34516401136451,9.14260039271483,7.96,18.44,284
"SWM",-2.62130686809211,1.76457657673392,8.21909594217296,6.76,17.26,285
"SWM",-2.78080865791257,2.48921818792945,8.4764123176451,7.46,16.97,286
"SWM",-2.82369356378311,2.06036182168638,9.39008834334635,7.98,19.28,287
"SWM",-2.59455586165608,1.56313740450862,8.5875287933725,6.86,18.37,288
"SWM",-2.72334703268186,1.83792630622036,8.91933251702804,7.41,18.62,289
"SWM",-2.75434990091225,2.07250958545447,8.74153190944281,7.44,17.93,290
"SWM",-2.62999160334161,1.69110207261098,8.48324341608771,6.91,17.93,291
"SWM",-2.87558381058736,2.36238501216956,9.45167955128925,8.24,19.05,292
"SWM",-2.78689133829097,2.00557933047479,9.14678633902765,7.74,18.85,293
"SWM",-2.7044652149899,2.00913466904292,8.41709924481446,7.12,17.34,294
"SWM",-2.67839879931637,1.88879202421924,8.41953858866568,7.03,17.5,295
"SWM",-2.60796399104855,1.54917225024496,8.75489489590927,6.98,18.76,296
"SWM",-2.77836642535241,2.07041980628121,8.95741799090364,7.62,18.38,297
"SWM",-2.71469998915843,1.91493493482479,8.67726923931864,7.27,18,298
"SWM",-2.74293704147596,1.90818655195462,8.93974680150094,7.48,18.56,299
"SWM",-2.86171872327328,2.29828726157508,9.39735258074476,8.16,19.01,300
"SWM",-2.63788060904119,1.66148785736997,8.63717265191338,7.01,18.3,301
"SWM",-2.78791230822396,2.17210024916123,8.88897048719266,7.64,18.11,302
"SWM",-2.7465165026978,2.11857127219204,8.60345180716298,7.36,17.59,303
"SWM",-2.87369733594337,2.28918757654982,9.5220939418992,8.26,19.27,304
"SWM",-2.66044700777817,1.61807451719084,8.97473555821206,7.24,19.1,305
"SWM",-2.67142269886056,1.93845568086267,8.26564041677335,6.94,17.12,306
"SWM",-2.74677719450218,2.06976081203279,8.67992483228139,7.39,17.81,307
"SWM",-2.74607541798786,1.86698797808621,9.05717730708506,7.55,18.86,308
"SWM",-2.83682333414225,2.39633731069474,9.05588807006686,7.92,18.22,309
"SWM",-2.5170399745438,1.48953068541885,8.21245621900742,6.48,17.71,310
"SWM",-2.63570621313897,1.68131337339797,8.55988546729244,6.97,18.11,311
"SWM",-2.62312602411553,1.68355200692838,8.44649674843059,6.88,17.86,312
"SWM",-2.59836946722246,1.69761779779659,8.20150948383652,6.69,17.32,313
"SWM",-2.75729186104366,1.87386628792244,9.14378094021366,7.63,19.03,314
"SWM",-2.84654689377517,2.24074421521928,9.32926685838944,8.06,18.93,315
"SWM",-2.78801122685104,2.00247437082488,9.1627534291599,7.75,18.89,316
"SWM",-2.48623913211104,1.49928891920082,7.92665075927767,6.27,17.07,317
"SWM",-2.58701842979891,1.72714602159433,8.03258696066233,6.58,16.92,318
"SWM",-2.75699450819641,2.21336625330245,8.56418965347147,7.38,17.41,319
"SWM",-2.73309704482902,2.14027838363739,8.45802283943939,7.25,17.27,320
"SWM",-2.678821336014,1.99172170560687,8.23292492168167,6.95,16.98,321
"SWM",-2.69020549616388,1.91686181168943,8.46355261458804,7.09,17.56,322
"SWM",-2.6823444644839,1.89824684081549,8.43380124423644,7.05,17.52,323
"SWM",-2.80808748783184,2.06672468452258,9.23386703378691,7.86,18.95,324
"SWM",-2.91000076421399,2.58604399936352,9.55582876480571,8.46,19.04,325
"SWM",-2.61900149461498,1.68834216327453,8.3982367415099,6.84,17.75,326
"SWM",-2.79327615469831,2.09878654628368,9.04607557631783,7.72,18.52,327
"SWM",-2.5917189512352,1.73636492638708,8.04740036813672,6.6,16.94,328
"SWM",-2.7569757713615,2.12976502106683,8.67753443333924,7.43,17.73,329
"SWM",-2.63064574610495,1.70314042187508,8.45526035834217,6.9,17.85,330
"SWM",-2.78795499341957,2.14657990275303,8.92575611542711,7.65,18.22,331
"SWM",-2.62024988705351,1.58641597596602,8.72775629473163,7,18.63,332
"SWM",-2.68936355894409,1.76675039863772,8.79233329967208,7.24,18.46,333
"SWM",-2.64060539175126,1.74723722043808,8.42262312341018,6.92,17.71,334
"SWM",-2.74236852169993,2.12438232175587,8.55942468857171,7.32,17.5,335
"SWM",-2.62972757338545,1.79737268962732,8.21131085827797,6.79,17.19,336
"SWM",-2.64933313283008,1.80987177818819,8.34513173477298,6.91,17.46,337
"SWM",-2.67313157667886,1.705465533356,8.81556973644299,7.2,18.61,338
"SWM",-2.61124267715547,1.76177003877986,8.14351222570256,6.7,17.1,339
"SWM",-2.79954993179891,2.07983334427876,9.13362602851781,7.78,18.73,340
"SWM",-2.74393104474322,1.95521682483892,8.85461796788712,7.45,18.31,341
"SWM",-2.70780440811168,1.88103563097828,8.68705691765628,7.25,18.07,342
"SWM",-2.79505662463677,2.01177179002634,9.21038441816161,7.8,18.97,343
"SWM",-2.73540775189097,2.14313042452424,8.47361956077036,7.26,17.3,344
"SWM",-2.83469207137129,2.30050294522487,9.14410534880008,7.94,18.49,345
"SWM",-2.62489955962581,1.63219676466093,8.61584206468308,6.96,18.31,346
"SWM",-2.73451855509369,1.88557463343414,8.91244991230355,7.44,18.53,347
"SWM",-2.455364892428,1.35343938102886,8.31835849093904,6.39,18.22,348
"SWM",-2.59475357318339,1.78155213653605,7.9645034658245,6.57,16.7,349
