"fish_indiv","size","color","sex","gen_id","sample_id","site","date","anem_obs_time","anem_obs","gps","dive_type","year","input","par_fish_indiv","offs_site","par_site","year_match","matched_offs"
"301",4.8,"YR","J",301,"APCL14_151","Sitio Baybayon",2014-06-16,"16:58:00",474,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"525",4.8,"YR","J",525,"APCL14_092","Palanas",2014-06-13,"11:49:00",432,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"654",4.4,"YR","J",654,"APCL14_093","Palanas",2014-06-13,"11:49:00",432,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"363",5.1,"Y","J",363,"APCL14_269","Sitio Baybayon",2014-06-22,"10:13:00",555,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"673",4.3,"WR","J",673,"APCL14_271","Sitio Baybayon",2014-06-22,"10:20:00",556,1,"C",2014,"offspring",501,"Sitio Baybayon","Sitio Baybayon",2014,"Y"
"4",4.1,"W","J",4,"APCL14_328","Wangag",2014-06-24,"09:20:00",645,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"779",5.8,"W","J",779,"APCL14_132","Tamakin Dacot",2014-06-16,"14:23:00",79,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"1031",4.9,"YR","J",1031,"APCL14_129","Tamakin Dacot",2014-06-16,"13:48:00",73,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"970",4.4,"O","J",970,"APCL14_414","Wangag",2014-06-23,"16:45:00",636,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"574",5.7,"YR","J",574,"APCL14_220","N.Magbangon",2014-06-18,"13:37:00",518,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"705",4.9,"W","J",705,"APCL14_331","Wangag",2014-06-24,"09:38:00",647,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"738",4,"W","J",738,"APCL14_188","Palanas",2014-06-17,"14:09:00",506,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"299",4,"YR","J",299,"APCL14_086","Palanas",2014-06-13,"11:24:00",428,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"21",4.6,"YR","J",21,"APCL14_293","Sitio Baybayon",2014-06-22,"13:43:00",570,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"1044",3.7,"W","J",1044,"APCL14_427","Wangag",2014-06-24,"11:08:00",665,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"689",4.8,"WR","J",689,"APCL14_409","Wangag",2014-06-23,"16:19:00",633,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"680",5.7,"YR","J",680,"APCL14_154","Palanas",2014-06-17,"09:16:00",484,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"789",4.5,"W","J",789,"APCL14_156","Palanas",2014-06-17,"09:30:00",486,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"288",5.4,"W","J",288,"APCL14_195","Palanas",2014-06-17,"15:01:00",537,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2279",4.5,"Y","J",2279,"APCL14_230","N.Magbangon",2014-06-18,"14:23:00",525,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"13",5.5,"Y","J",13,"APCL14_182","Palanas",2014-06-17,"11:33:00",500,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2553",5.2,"Y","J",2553,"APCL14_133","Sitio Baybayon",2014-06-16,"15:29:00",463,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2296",4.3,"Y","J",2296,"APCL14_400","Wangag",2014-06-23,"15:50:00",626,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"532",4.3,"Y","J",532,"APCL14_397","Wangag",2014-06-23,"15:36:00",624,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"431",5.1,"WR","J",431,"APCL14_393","Wangag",2014-06-23,"15:22:00",176,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"2423",5.2,"W","J",2423,"APCL14_547","Palanas",2014-07-02,"12:31:00",129,1,"C",2014,"offspring",NA,NA,NA,NA,"N"
"870",5.5,"YR","J",870,"APCL15_132","Sitio Baybayon",2015-06-11,"15:41:00",1573,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"873",4.1,"Y","J",873,"APCL15_134","Sitio Baybayon",2015-06-11,"15:51:00",788,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"859",5.6,"YR","J",859,"APCL15_135","Sitio Baybayon",2015-06-11,"15:55:00",809,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"863",4.2,"YR","J",863,"APCL15_131","Sitio Baybayon",2015-06-11,"14:55:00",1567,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"552",5.8,"YR","J",552,"APCL15_139","Sitio Baybayon",2015-06-13,"14:07:00",1010,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"359",4.7,"YR","J",359,"APCL15_142","Sitio Baybayon",2015-06-13,"14:24:00",405,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"495",5.8,"YR","J",495,"APCL15_144","Sitio Baybayon",2015-06-13,"14:47:00",834,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"523",5,"YR","J",523,"APCL15_136","Sitio Baybayon",2015-06-13,"10:48:00",746,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"726",4.6,"YR","J",726,"APCL15_145","Sitio Baybayon",2015-06-13,"14:58:00",818,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"464",5.4,"YR","J",464,"APCL15_141","Sitio Baybayon",2015-06-13,"14:24:00",405,3,"C",2015,"offspring",1082,"Sitio Baybayon","Cabatoan",2015,"Y"
"593",4.6,"W","J",593,"APCL15_107","Poroc Rose",2015-06-08,"13:09:00",938,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"358",5.3,"YR","J",358,"APCL15_097","Poroc Rose",2015-06-08,"12:50:00",1546,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"383",4.2,"YR","J",383,"APCL15_125","Tamakin Dacot",2015-06-11,"11:49:00",1563,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"516",4.5,"YR","J",516,"APCL15_114","Tamakin Dacot",2015-06-09,"10:08:00",1550,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"627",4.1,"YR","J",627,"APCL15_111","Poroc San Flower",2015-06-08,"14:09:00",379,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"565",4.6,"YR","J",565,"APCL15_129","Sitio Baybayon",2015-06-11,"14:36:00",810,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"33",4.1,"W","J",33,"APCL15_120","Haina",2015-06-09,"14:41:00",1557,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"46",4.4,"YR","J",46,"APCL15_113","Poroc San Flower",2015-06-08,"14:17:00",939,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"34",4,"YR","J",34,"APCL15_112","Poroc San Flower",2015-06-08,"14:13:00",380,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"40",5.6,"Y","J",40,"APCL15_124","Tamakin Dacot",2015-06-11,"11:38:00",799,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"43",5.8,"W","J",43,"APCL15_105","San Agustin",2015-06-07,"14:02:00",1269,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"37",5.2,"YR","J",37,"APCL15_130","Sitio Baybayon",2015-06-11,"14:37:00",1565,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"39",4.8,"W","J",39,"APCL15_096","San Agustin",2015-06-07,"15:02:00",1545,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2276",4.7,"Y","J",2276,"APCL15_083","Cabatoan",2015-06-05,"11:54:00",703,3,"C",2015,"offspring",428,"Cabatoan","Wangag",2015,"Y"
"44",5.9,"Y","J",44,"APCL15_080","Cabatoan",2015-06-05,"11:54:00",703,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2297",5.5,"YR","J",2297,"APCL15_082","Cabatoan",2015-06-05,"11:54:00",703,3,"C",2015,"offspring",448,"Cabatoan","Palanas",2015,"Y"
"2284",5.7,"YR","J",2284,"APCL15_081","Cabatoan",2015-06-05,"11:54:00",703,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"36",4.6,"YR","J",36,"APCL15_085","Cabatoan",2015-06-05,"12:04:00",1539,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"47",4.5,"W","J",47,"APCL15_086","Cabatoan",2015-06-05,"12:16:00",1540,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"42",4.5,"W","J",42,"APCL15_091","Cabatoan",2015-06-05,"14:28:00",1541,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2275",5.4,"Y","J",2275,"APCL15_092","Cabatoan",2015-06-05,"14:37:00",851,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"41",4.8,"YR","J",41,"APCL15_115","Tamakin Dacot",2015-06-09,"10:43:00",1552,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"181",4.2,"W","J",181,"APCL15_095","Cabatoan",2015-06-05,"14:47:00",910,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"188",4.1,"WR","J",188,"APCL15_094","Cabatoan",2015-06-05,"14:43:00",875,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"175",5.5,"W","J",175,"APCL15_093","Cabatoan",2015-06-05,"14:43:00",875,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"95",4.4,"YR","J",95,"APCL15_074","N.Magbangon",2015-06-04,"15:18:00",1537,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2288",5,"YR","J",2288,"APCL15_045","Wangag",2015-06-01,"15:29:00",1116,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"122",5.4,"YR","J",122,"APCL15_017","Palanas",2015-05-30,"15:20:00",1435,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"1208",5.6,"YR","J",1208,"APCL15_375827","Gabas",2015-05-28,"13:41:00",1288,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"1199",5.5,"YR","J",1199,"APCL15_375443","Palanas",2015-05-29,"15:52:00",952,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"238",5.8,"YR","J",238,"APCL15_147","Sitio Baybayon",2015-06-14,"09:38:00",1150,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2371",4.6,"YR","J",2371,"APCL15_143","Sitio Baybayon",2015-06-13,"14:41:00",403,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"486",4.5,"Y","J",486,"APCL15_140","Sitio Baybayon",2015-06-13,"14:07:00",1010,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"577",5,"YR","J",577,"APCL15_150","Sitio Baybayon",2015-06-14,"10:00:00",775,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"777",4.1,"YR","J",777,"APCL15_110","Poroc San Flower",2015-06-08,"14:03:00",1549,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"38",4.6,"BW","J",38,"APCL15_122","Haina",2015-06-09,"15:01:00",1559,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"161",5.8,"YR","J",161,"APCL15_073","N.Magbangon",2015-06-04,"15:15:00",693,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"205",4.4,"W","J",205,"APCL15_026","Wangag",2015-05-31,"15:20:00",1457,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"202",5.2,"YR","J",202,"APCL15_014","Palanas",2015-05-30,"14:13:00",360,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2550",4.5,"YR","J",2550,"APCL15_022","Wangag",2015-05-31,"11:51:00",1441,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"98",4.6,"W","J",98,"APCL15_025","Wangag",2015-05-31,"14:18:00",1448,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"172",4.5,"WR","J",172,"APCL15_018","Palanas",2015-05-30,"15:20:00",1435,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"1274",5.9,"Y","J",1274,"APCL15_370907","Palanas",2015-05-29,"14:03:00",740,3,"C",2015,"offspring",1163,"Palanas","N.Magbangon",2015,"Y"
"107",4.9,"YR","J",107,"APCL15_016","Palanas",2015-05-30,"15:04:00",416,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"206",4.8,"YR","J",206,"APCL15_010","Palanas",2015-05-30,"12:17:00",363,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2290",4.4,"YR","J",2290,"APCL15_013","Palanas",2015-05-30,"14:03:00",428,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"231",5.7,"YR","J",231,"APCL15_148","Sitio Baybayon",2015-06-14,"09:41:00",1012,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"166",5,"YR","J",166,"APCL15_151","Sitio Baybayon",2015-06-14,"10:51:00",1584,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"264",5.3,"YR","J",264,"APCL15_158","Sitio Baybayon",2015-06-14,"14:54:00",573,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"182",4.3,"YR","J",182,"APCL15_157","Sitio Baybayon",2015-06-14,"14:31:00",1152,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"230",4.1,"YR","J",230,"APCL15_156","Sitio Baybayon",2015-06-14,"14:13:00",567,3,"C",2015,"offspring",2279,"Sitio Baybayon","N.Magbangon",2015,"Y"
"1312",5.8,"YR","J",1312,"APCL15_375642","Palanas",2015-05-30,"10:25:00",1021,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"247",5.3,"YR","J",247,"APCL15_064","N.Magbangon",2015-06-04,"10:18:00",1510,3,"C",2015,"offspring",2062,"N.Magbangon","S.Magbangon",2015,"Y"
"241",5.7,"W","J",241,"APCL15_069","N.Magbangon",2015-06-04,"11:34:00",1523,3,"C",2015,"offspring",974,"N.Magbangon","Poroc Rose",2015,"Y"
"2341",4.1,"W","J",2341,"APCL15_024","Wangag",2015-05-31,"13:53:00",1445,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"234",4.3,"B","J",234,"APCL15_044","Wangag",2015-06-01,"15:23:00",1475,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"183",4.1,"YR","J",183,"APCL15_021","Wangag",2015-05-31,"11:43:00",1440,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"153",3.5,"YR","J",153,"APCL15_042","Wangag",2015-06-01,"14:49:00",1473,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"1022",4.5,"YR","J",1022,"APCL15_373270","Visca",2015-05-28,"10:13:00",782,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"32",5.8,"YR","J",32,"APCL15_101","Hicgop South",2015-06-07,"10:25:00",708,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"704",4.9,"W","J",704,"APCL15_108","Poroc San Flower",2015-06-08,"13:54:00",906,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"232",4.7,"W","J",232,"APCL15_040","Wangag",2015-06-01,"13:57:00",1471,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"24",5.8,"YR","J",24,"APCL15_149","Sitio Baybayon",2015-06-14,"09:45:00",543,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"687",5.1,"YR","J",687,"APCL15_137","Sitio Baybayon",2015-06-13,"11:32:00",1009,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"118",5.8,"YR","J",118,"APCL15_065","N.Magbangon",2015-06-04,"10:41:00",1515,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"96",3.5,"YR","J",96,"APCL15_007","Palanas",2015-05-30,"11:57:00",923,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2287",5.2,"W","J",2287,"APCL15_071","N.Magbangon",2015-06-04,"12:12:00",515,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"262",4.6,"YR","J",262,"APCL15_152","Sitio Baybayon",2015-06-14,"11:11:00",550,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"152",4.4,"YR","J",152,"APCL15_089","Cabatoan",2015-06-05,"14:07:00",390,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"1754",5.3,"YP","J",1754,"APCL15_159","Sitio Baybayon",2015-06-14,"15:05:00",781,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"106",4.4,"WR","J",106,"APCL15_070","N.Magbangon",2015-06-04,"11:34:00",1523,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"195",5.1,"W","J",195,"APCL15_075","N.Magbangon",2015-06-04,"15:26:00",1538,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"213",4.2,"YR","J",213,"APCL15_019","Palanas",2015-05-30,"15:55:00",885,3,"C",2015,"offspring",1163,"Palanas","N.Magbangon",2015,"Y"
"422",5.3,"YR","J",422,"APCL15_116","Tamakin Dacot",2015-06-09,"10:50:00",1553,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"90",4.9,"W","J",90,"APCL15_036","Wangag",2015-06-01,"12:07:00",661,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"189",4.8,"YR","J",189,"APCL15_155","Sitio Baybayon",2015-06-14,"11:49:00",1589,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"3",4.3,"YR","J",3,"APCL15_098","Hicgop South",2015-06-07,"09:32:00",1305,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"964",5,"O","J",964,"APCL15_121","Haina",2015-06-09,"14:50:00",1558,3,"C",2015,"offspring",725,"Haina","Sitio Baybayon",2015,"Y"
"242",4.4,"W","J",242,"APCL15_076","N.Magbangon",2015-06-04,"15:28:00",1379,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"245",5.6,"YR","J",245,"APCL15_090","Cabatoan",2015-06-05,"14:10:00",189,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2295",3.8,"YR","J",2295,"APCL15_118","Haina",2015-06-09,"13:49:00",1555,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"425",4.7,"YR","J",425,"APCL15_117","Haina",2015-06-09,"13:49:00",1555,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"356",4.3,"YR","J",356,"APCL15_138","Sitio Baybayon",2015-06-13,"12:07:00",803,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"706",5.2,"Y","J",706,"APCL15_123","Haina",2015-06-09,"15:26:00",1561,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"35",4,"YR","J",35,"APCL15_077","Cabatoan",2015-06-05,"10:56:00",701,3,"C",2015,"offspring",2062,"Cabatoan","S.Magbangon",2015,"Y"
"119",4.4,"YR","J",119,"APCL15_072","N.Magbangon",2015-06-04,"15:02:00",1535,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"760",4,"YR","J",760,"APCL15_128","Tamakin Dacot",2015-06-11,"12:25:00",1564,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"45",5.2,"Y","J",45,"APCL15_104","Elementary School",2015-06-07,"11:35:00",713,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"134",3.8,"W","J",134,"APCL15_039","Wangag",2015-06-01,"13:51:00",1470,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"164",4.3,"W","J",164,"APCL15_043","Wangag",2015-06-01,"15:16:00",1119,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2280",4.7,"YR","J",2280,"APCL15_119","Haina",2015-06-09,"14:08:00",1556,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2289",4.1,"YR","J",2289,"APCL15_038","Wangag",2015-06-01,"13:45:00",1469,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2293",5.6,"Y","J",2293,"APCL15_133","Sitio Baybayon",2015-06-11,"15:51:00",788,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2283",4.1,"YR","J",2283,"APCL15_100","Hicgop South",2015-06-07,"09:59:00",1544,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2282",4.4,"YR","J",2282,"APCL15_102","Elementary School",2015-06-07,"11:18:00",1268,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2661",5.1,"YP","J",2661,"APCL15_103","Elementary School",2015-06-07,"11:31:00",1304,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2292",5,"YR","J",2292,"APCL15_109","Poroc San Flower",2015-06-08,"13:57:00",14,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2398",4.4,"YP","J",2398,"APCL15_041","Wangag",2015-06-01,"14:03:00",1472,3,"C",2015,"offspring",1802,"Wangag","Wangag",2015,"Y"
"2291",4.8,"YR","J",2291,"APCL15_011","Palanas",2015-05-30,"13:52:00",429,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2285",5.1,"YR","J",2285,"APCL15_078","Cabatoan",2015-06-05,"10:56:00",701,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2277",4.4,"YR","J",2277,"APCL15_079","Cabatoan",2015-06-05,"11:18:00",940,3,"C",2015,"offspring",NA,NA,NA,NA,"N"
"2765",5.3,"YR","J",2765,"APCL16_031","Palanas",2016-05-13,"10:20:00",1616,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1369",5.9,"YR","J",1369,"APCL16_090","Palanas",2016-05-14,"15:08:00",1641,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"432",3.9,"YR","J",432,"APCL16_149","Cabatoan",2016-05-17,"11:22:00",911,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1344",5.7,"YR","J",1344,"APCL16_796","Wangag",2016-06-15,"09:55:00",1974,4,"R",2016,"offspring",NA,NA,NA,NA,"N"
"1339",5.4,"W","J",1339,"APCL16_812","Cabatoan",2016-06-15,"13:52:00",699,4,"R",2016,"offspring",NA,NA,NA,NA,"N"
"1348",5.6,"YR","J",1348,"APCL16_813","Poroc San Flower",2016-06-16,"07:57:00",NA,4,"R",2016,"offspring",NA,NA,NA,NA,"N"
"1346",5.1,"YR","J",1346,"APCL16_815","Poroc Rose",2016-06-16,"09:38:00",NA,4,"R",2016,"offspring",NA,NA,NA,NA,"N"
"617",3.5,"YR","J",617,"APCL16_042","Palanas",2016-05-13,"11:06:00",502,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"350",5.9,"YR","J",350,"APCL16_048","Palanas",2016-05-13,"11:34:00",1618,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"2659",4.4,"YR","J",2659,"APCL16_050","Palanas",2016-05-13,"12:05:00",503,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"575",5.7,"YR","J",575,"APCL16_058","Palanas",2016-05-13,"14:38:00",1620,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"430",5.1,"YR","J",430,"APCL16_060","Palanas",2016-05-13,"14:56:00",1624,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"357",4.5,"YR","J",357,"APCL16_063","Palanas",2016-05-13,"15:10:00",257,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"2564",5.1,"YR","J",2564,"APCL16_066","Palanas",2016-05-13,"15:24:00",976,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"639",5.8,"YR","J",639,"APCL16_073","Palanas",2016-05-13,"14:59:00",1426,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"785",4.2,"YR","J",785,"APCL16_082","Palanas",2016-05-14,"12:44:00",987,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1104",5.2,"YR","J",1104,"APCL16_689","Sitio Baybayon",2016-06-07,"09:22:00",1566,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1362",5.1,"YR","J",1362,"APCL16_092","Palanas",2016-05-14,"15:29:00",977,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"71",5,"YR","J",71,"APCL16_686","Sitio Baybayon",2016-06-07,"09:03:00",1916,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"72",5.4,"W","J",72,"APCL16_684","N.Magbangon",2016-06-06,"14:28:00",1914,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"50",4.8,"YR","J",50,"APCL16_679","N.Magbangon",2016-06-06,"14:13:00",1911,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"64",5.6,"W","J",64,"APCL16_677","N.Magbangon",2016-06-06,"14:06:00",1910,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"56",5.1,"YR","J",56,"APCL16_676","N.Magbangon",2016-06-06,"14:02:00",1909,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"53",5,"YR","J",53,"APCL16_675","N.Magbangon",2016-06-06,"13:49:00",518,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"74",5.1,"YR","J",74,"APCL16_673","N.Magbangon",2016-06-06,"13:40:00",1906,4,"C",2016,"offspring",1356,"N.Magbangon","Tamakin Dacot",2016,"Y"
"60",4.5,"YR","J",60,"APCL16_672","N.Magbangon",2016-06-06,"13:35:00",1905,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"80",4.1,"YR","J",80,"APCL16_669","N.Magbangon",2016-06-06,"13:29:00",1904,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"75",4.9,"YR","J",75,"APCL16_668","N.Magbangon",2016-06-06,"13:22:00",1903,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"67",4,"YR","J",67,"APCL16_667","N.Magbangon",2016-06-06,"13:22:00",1903,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"85",5.4,"YR","J",85,"APCL16_664","N.Magbangon",2016-06-06,"13:09:00",1901,4,"C",2016,"offspring",1352,"N.Magbangon","Hicgop South",2016,"Y"
"82",4.6,"YR","J",82,"APCL16_663","N.Magbangon",2016-06-06,"13:07:00",1900,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"88",4.3,"YR","J",88,"APCL16_662","N.Magbangon",2016-06-06,"12:59:00",1899,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"87",4.2,"YR","J",87,"APCL16_660","N.Magbangon",2016-06-06,"12:55:00",NA,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"830",5,"YR","J",830,"APCL16_658","N.Magbangon",2016-06-06,"12:55:00",NA,4,"C",2016,"offspring",NA,NA,NA,NA,"N"
"840",5.8,"YR","J",840,"APCL16_647","N.Magbangon",2016-06-06,"12:55:00",1898,4,"C",2016,"offspring",1395,"N.Magbangon","Hicgop South",2016,"Y"
"1384",5.4,"YR","J",1384,"APCL16_200","Gabas",2016-05-19,"10:01:00",1724,3,"C",2016,"offspring",2696,"Gabas","Wangag",2016,"Y"
"1416",5.5,"YR","J",1416,"APCL16_205","San Agustin",2016-05-19,"12:12:00",1726,3,"C",2016,"offspring",2698,"San Agustin","Wangag",2016,"Y"
"1454",5.9,"YR","J",1454,"APCL16_208","San Agustin",2016-05-19,"13:57:00",1270,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"404",3.6,"YR","J",404,"APCL16_211","San Agustin",2016-05-19,"13:45:00",1727,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1410",5.2,"W","J",1410,"APCL16_212","San Agustin",2016-05-19,"14:30:00",1728,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"594",4.4,"YR","J",594,"APCL16_239","Wangag",2016-05-21,"11:03:00",1742,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1781",5.8,"YP","J",1781,"APCL16_240","Wangag",2016-05-21,"11:03:00",1742,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1428",5.5,"YR","J",1428,"APCL16_262","Wangag",2016-05-21,"14:34:00",1745,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
"1330",5.6,"YR","J",1330,"APCL16_285","Elementary School",2016-05-26,"13:35:00",711,3,"C",2016,"offspring",NA,NA,NA,NA,"N"
