fish_indiv year size color sex gen_id ligation_id sample_id
1107 2016 6.7 YR J 1107 L5410 APCL16_732
1842 2016 7.9 YP F 1842 L5407 APCL16_729
1095 2016 9.2 O M 1095 L5397 APCL16_718
1098 2016 6.2 YR J 1098 L5395 APCL16_716
1841 2016 7.9 YP F 1841 L5393 APCL16_714
1097 2016 8.8 O M 1097 L5391 APCL16_712
2611 2016 6.4 YR J 2611 L5390 APCL16_711
1093 2016 7.4 O M 1093 L5389 APCL16_710
1106 2016 7.5 O M 1106 L5388 APCL16_707
1096 2016 8.2 O M 1096 L5387 APCL16_706
2181 2016 6.7 O M 2181 L5385 APCL16_702
1103 2016 7.2 O M 1103 L5382 APCL16_697
1094 2016 10 O M 1094 L5380 APCL16_695
856 2016 8.3 O M 856 L5341 APCL16_655
828 2016 8.7 O M 828 L5332 APCL16_645
821 2016 9.7 YP F 821 L5331 APCL16_644
833 2016 6.1 YR J 833 L5330 APCL16_642
843 2016 6.6 YR J 843 L5328 APCL16_640
849 2016 6.6 YR J 849 L5325 APCL16_635
847 2016 6.8 YR J 847 L5317 APCL16_625
835 2016 8.4 O M 835 L5316 APCL16_624
2277 2016 7.7 O M 2277 L5315 APCL16_623
846 2016 6.8 YR J 846 L5310 APCL16_618
839 2016 10.4 YP F 839 L5306 APCL16_614
853 2016 6.3 YR J 853 L5304 APCL16_612
2285 2016 6.7 O J 2285 L5300 APCL16_608
824 2016 6.6 YR J 824 L5299 APCL16_607
826 2016 8.2 O M 826 L5298 APCL16_606
1466 2016 7.5 O M 1466 L5296 APCL16_604
2665 2016 7.6 O M 2665 L5295 APCL16_603
2546 2016 8.8 O M 2546 L5292 APCL16_600
1470 2016 7.3 O M 1470 L5291 APCL16_599
2230 2016 8.6 Y F 2230 L5290 APCL16_598
1468 2016 8.2 O M 1468 L5289 APCL16_597
1782 2016 6.1 YP J 1782 L5287 APCL16_595
1467 2016 9.2 O M 1467 L5285 APCL16_593
1460 2016 8.8 YP F 1460 L5284 APCL16_592
1461 2016 8 O M 1461 L5282 APCL16_589
1463 2016 6.6 YR J 1463 L5281 APCL16_588
1473 2016 6.9 YR J 1473 L5279 APCL16_586
1462 2016 8.4 O M 1462 L5277 APCL16_584
1469 2016 6 YR J 1469 L5276 APCL16_583
2195 2016 5.8 O M 2195 L5275 APCL16_582
1465 2016 6.3 YR J 1465 L5273 APCL16_580
1854 2016 7.2 YP F 1854 L5271 APCL16_578
2196 2016 5.4 O M 2196 L5270 APCL16_577
1464 2016 9.6 O M 1464 L5269 APCL16_576
2271 2016 8.1 W J NA L3211 APCL16_135
1783 2016 7.7 YP J 1783 L5265 APCL16_572
1475 2016 8 O M 1475 L5264 APCL16_571
2291 2016 8.9 O M 2291 L5263 APCL16_569
1476 2016 8.6 O M 1476 L5261 APCL16_567
1474 2016 8.6 YP F 1474 L5259 APCL16_565
1205 2016 8.1 O M 1205 L5258 APCL16_559
1110 2016 9 O M 1110 L5255 APCL16_553
2521 2016 8 YP F 2521 L5253 APCL16_550
1307 2016 8.5 O M 1307 L5252 APCL16_549
1242 2016 8.6 O M 1242 L5250 APCL16_544
1231 2016 8 O M 1231 L5249 APCL16_542
1750 2016 6.6 YP J 1750 L5248 APCL16_541
1109 2016 8.7 O M 1109 L5247 APCL16_540
2136 2016 9.4 Y J 2136 L5246 APCL16_539
1116 2016 9.5 YP F 1116 L5244 APCL16_537
1112 2016 8.6 O M 1112 L5242 APCL16_535
1204 2016 8.8 O M 1204 L5241 APCL16_534
2187 2016 6.6 O M NA NA NA
1749 2016 7.4 YP J 1749 L5238 APCL16_530
2257 2016 6.6 YP F 2257 L5236 APCL16_528
1137 2016 8.7 O M 1137 L5234 APCL16_526
1132 2016 8 O M 1132 L5231 APCL16_523
1769 2016 7.7 YP J 1769 L5230 APCL16_522
1207 2016 6.5 W J 1207 L5229 APCL16_521
1111 2016 8.6 YP F 1111 L5228 APCL16_520
1128 2016 8.3 O M 1128 L5227 APCL16_519
1171 2016 8.4 YP F 1171 L5225 APCL16_517
2398 2016 7.5 O M 2398 L5221 APCL16_513
1113 2016 6.2 W J 1113 L5219 APCL16_509
1272 2016 9.5 YP F 1272 L5218 APCL16_508
1119 2016 8 O M 1119 L5217 APCL16_507
1118 2016 8.5 O M 1118 L5216 APCL16_506
2184 2016 6 O M 2184 L5214 APCL16_503
1314 2016 8.6 O M 1314 L5213 APCL16_502
1114 2016 9.2 O M 1114 L5212 APCL16_501
1115 2016 8.8 O M 1115 L5211 APCL16_498
295 2016 9.7 YP F 295 L5209 APCL16_036
1151 2016 9.7 O M 1151 L5208 APCL16_491
1117 2016 9.3 YP F 1117 L5207 APCL16_490
1311 2016 7.4 O M 1311 L5206 APCL16_488
1241 2016 8.2 O M 1241 L5205 APCL16_487
1155 2016 7.4 O M 1155 L5204 APCL16_486
309 2016 6.5 YR J 309 L5200 APCL16_043
1328 2016 8 O M 1328 L5197 APCL16_476
1329 2016 8.9 YP F 1329 L5195 APCL16_473
1327 2016 8.1 O M 1327 L5194 APCL16_472
2144 2016 7.3 YR J 2144 L5193 APCL16_471
2139 2016 7.2 YR J 2139 L5192 APCL16_470
1156 2016 8.6 YP F 1156 L5191 APCL16_469
1309 2016 8.8 O M 1309 L5190 APCL16_468
2185 2016 6 O M 2185 L5189 APCL16_466
1846 2016 7.2 YP F 1846 L5188 APCL16_465
2189 2016 6.2 O M 2189 L5187 APCL16_464
1233 2016 8 O M 1233 L5185 APCL16_462
1221 2016 7.7 O M 1221 L5183 APCL16_460
1777 2016 7.6 YP J 1777 L5182 APCL16_459
1316 2016 6.2 YR J 1316 L5181 APCL16_457
1220 2016 7.3 O M 1220 L5179 APCL16_452
1415 2016 7.3 O M 1415 L5177 APCL16_091
1275 2016 9.2 YP F 1275 L5174 APCL16_448
1218 2016 7.8 O M 1218 L5173 APCL16_447
1849 2016 7.2 YP F 1849 L5172 APCL16_446
1222 2016 8.8 O M 1222 L5171 APCL16_445
1308 2016 8.5 YP F 1308 L5170 APCL16_444
1211 2016 9.7 O M 1211 L5168 APCL16_442
1253 2016 9.2 O M 1253 L5167 APCL16_441
1143 2016 10.6 YP F 1143 L5166 APCL16_439
1292 2016 9 O M 1292 L5165 APCL16_438
1236 2016 8 O M 1236 L5163 APCL16_436
1848 2016 5.8 YP F 1848 L5157 APCL16_430
1150 2016 8.2 O M 1150 L5156 APCL16_429
1190 2016 8.5 O M 1190 L5153 APCL16_425
1165 2016 8.2 O M 1165 L5152 APCL16_424
1271 2016 7.9 O M NA L4365 APCL16_160
1266 2016 6.6 YR J 1266 L5149 APCL16_420
1774 2016 6.5 YP J 1774 L5147 APCL16_418
1125 2016 8.1 O M 1125 L5143 APCL16_412
1267 2016 10.2 YP F 1267 L5142 APCL16_411
1226 2016 8.7 O M 1226 L5141 APCL16_410
201 2016 7.5 O M 201 L5140 APCL16_409
1773 2016 7.6 YP J 1773 L5139 APCL16_407
1284 2016 8.2 YP F 1284 L5138 APCL16_406
1214 2016 7.6 O M 1214 L5137 APCL16_405
1121 2016 8.5 O M 1121 L5136 APCL16_404
1298 2016 8.8 YP F 1298 L5134 APCL16_401
1240 2016 6.9 YR J 1240 L5133 APCL16_399
2192 2016 6.5 O M 2192 L5132 APCL16_088
1277 2016 6.5 Y J 1277 L5131 APCL16_396
1198 2016 8 O M 1198 L5130 APCL16_395
576 2016 9.6 O M 576 L5129 APCL16_041
1217 2016 8.9 YP F 1217 L5126 APCL16_392
2159 2016 6.4 O J 2159 L5125 APCL16_391
1265 2016 7.6 O M 1265 L5124 APCL16_390
1157 2016 8.6 O M 1157 L5123 APCL16_389
1315 2016 7.8 O M 1315 L5122 APCL16_388
1325 2016 8.7 O M 1325 L5121 APCL16_383
1326 2016 9.4 YP F 1326 L5119 APCL16_378
1305 2016 7.3 O M 1305 L5118 APCL16_376
1188 2016 8.5 YP F 1188 L5117 APCL16_375
1131 2016 8.1 YP F 1131 L5116 APCL16_373
1179 2016 6.4 YR J 1179 L5115 APCL16_372
1138 2016 6.6 Y J 1138 L5114 APCL16_371
1249 2016 6.1 YR J 1249 L5112 APCL16_368
1122 2016 7.1 O M 1122 L5111 APCL16_367
1264 2016 7.8 O M 1264 L5103 APCL16_359
1655 2016 6.1 YP F 1655 L5102 APCL16_358
1656 2016 7.6 YP F 1656 L5101 APCL16_357
1202 2016 6.3 YR J 1202 L5100 APCL16_356
1158 2016 7.3 O M 1158 L5099 APCL16_355
2158 2016 6.7 O J 2158 L5098 APCL16_354
1169 2016 8.8 O M 1169 L5096 APCL16_352
1306 2016 7.7 O M 1306 L5094 APCL16_350
1251 2016 9 YP F NA NA NA
1300 2016 8.2 YP F 1300 L5090 APCL16_344
1238 2016 6.2 Y J 1238 L5089 APCL16_343
1852 2016 5.6 YP F 1852 L5088 APCL16_342
1180 2016 9.1 O M 1180 L5085 APCL16_338
1213 2016 7.5 O M 1213 L5082 APCL16_333
1215 2016 9 YP F 1215 L5081 APCL16_332
1130 2016 9.2 O M 1130 L5079 APCL16_328
2142 2016 9.9 YR J 2142 L5078 APCL16_327
1657 2016 5.7 YP F 1657 L5077 APCL16_326
1149 2016 7.6 O M 1149 L5076 APCL16_325
1124 2016 10.2 YP F 1124 L5075 APCL16_324
1772 2016 7 YP J 1772 L5074 APCL16_318
1322 2016 8 O M NA NA NA
1177 2016 9 YP F NA NA NA
1223 2016 9 YP F NA NA NA
1201 2016 8.2 O M NA NA NA
1257 2016 8.5 YP F NA NA NA
1294 2016 8 O M NA NA NA
2483 2016 8.2 O M 2483 L5066 APCL16_307
2292 2016 9 O M NA NA NA
1845 2016 6.5 YP F NA NA NA
1323 2016 8.7 O M 1323 L5060 APCL16_298
1456 2016 10.1 YP F 1456 L5057 APCL16_295
1313 2016 7.3 O M 1313 L5056 APCL16_294
2258 2016 6.6 YP F 2258 L5055 APCL16_293
2661 2016 8 YP F 2661 L5048 APCL16_284
2190 2016 6.5 O M 2190 L5047 APCL16_283
2282 2016 7.8 O M 2282 L5045 APCL16_281
1364 2016 10 O M 1364 L5044 APCL16_280
1432 2016 7 O M 1432 L5042 APCL16_278
2262 2016 7.7 YP F 2262 L5041 APCL16_277
2261 2016 6.6 YP F 2261 L5040 APCL16_276
1446 2016 10.5 YP F 1446 L5039 APCL16_275
1349 2016 7.2 O M 1349 L5038 APCL16_274
2283 2016 6.1 O M 2283 L5037 APCL16_273
1365 2016 6.7 YR J 1365 L5036 APCL16_272
2518 2016 8.3 YP F 2518 L5035 APCL16_270
1425 2016 7.1 O M 1425 L5034 APCL16_269
1405 2016 8.9 YP F 1405 L5033 APCL16_268
1375 2016 9.3 O M 1375 L5031 APCL16_267
1352 2016 9.7 YP F 1352 L5030 APCL16_266
1431 2016 6 YR J 1431 L5029 APCL16_265
1371 2016 8.6 O M 1371 L5024 APCL16_259
2699 2016 8.7 YP F 2699 L5023 APCL16_258
1780 2016 7.5 YP J 1780 L5022 APCL16_257
2697 2016 9.4 O M 2697 L5017 APCL16_252
2767 2016 10.2 YP F 2767 L5016 APCL16_251
2769 2016 9.2 O M 2769 L5015 APCL16_250
2768 2016 6 YR J 2768 L5014 APCL16_249
2766 2016 9.7 O M 2766 L5013 APCL16_248
1860 2016 6.9 YP F 1860 L5005 APCL16_238
1441 2016 8.2 YP F 1441 L5000 APCL16_233
1359 2016 8 O M 1359 L4999 APCL16_230
532 2016 9.5 YP F 532 L4997 APCL16_228
1779 2016 6.8 YP J 1779 L4994 APCL16_225
1387 2016 8.6 O M 1387 L4992 APCL16_223
1423 2016 6 YR J NA NA NA
1422 2016 6.9 YR J 1422 L4990 APCL16_221
2296 2016 9 O M NA NA NA
1414 2016 8.5 O M 1414 L4987 APCL16_218
2679 2016 6.8 YP J 2679 L4986 APCL16_217
1396 2016 7.7 O M 1396 L4985 APCL16_213
1424 2016 8.6 O M 1424 L4981 APCL16_210
1411 2016 7.9 O M 1411 L4975 APCL16_203
1413 2016 10.4 YP F 1413 L4974 APCL16_202
1449 2016 8.5 O M 1449 L4971 APCL16_199
1392 2016 9 YP F 1392 L4970 APCL16_198
2193 2016 5.3 O M 2193 L4969 APCL16_197
2191 2016 5.1 O M 2191 L4968 APCL16_196
1334 2016 8 YP F 1334 L4967 APCL16_194
1331 2016 7 O M 1331 L4966 APCL16_193
1332 2016 11.2 O M 1332 L4965 APCL16_192
1333 2016 11.6 YP F 1333 L4963 APCL16_190
2601 2016 8.3 O M 2601 L4435 APCL16_085
2392 2016 7.5 YP F 2392 L5073 APCL16_315
2391 2016 6 O M NA NA NA
823 2016 7.7 O M 823 L3745 APCL16_646
845 2016 7.4 O M 845 L3743 APCL16_648
829 2016 6.2 YR J 829 L3742 APCL16_649
831 2016 6.7 YR J 831 L3741 APCL16_650
2155 2016 6.7 O J 2155 L3739 APCL16_652
854 2016 7.6 O M 854 L3737 APCL16_654
857 2016 6.3 YR J 857 L3736 APCL16_656
84 2016 8 YP F 84 L3733 APCL16_659
83 2016 8.8 YP F 83 L3731 APCL16_661
86 2016 7 O M 86 L3726 APCL16_666
1788 2016 5.6 YP F 1788 L3722 APCL16_670
70 2016 9.4 O M 70 L3721 APCL16_671
48 2016 6.3 W J 48 L3714 APCL16_678
57 2016 8 O M 57 L3711 APCL16_681
52 2016 7.7 O M 52 L3710 APCL16_682
78 2016 8.9 YP F 78 L3709 APCL16_683
616 2016 9.8 O M 616 L3707 APCL16_045
2614 2016 7.9 O M 2614 L3702 APCL16_690
1768 2016 7.5 YP J 1768 L3701 APCL16_691
2293 2016 8.2 O M 2293 L3700 APCL16_692
2497 2016 8.9 O M 2497 L3646 APCL16_087
1400 2016 6.5 YR J 1400 L3645 APCL16_086
1435 2016 7.3 O M 1435 L3641 APCL16_081
1421 2016 6.3 YR J 1421 L3637 APCL16_075
2354 2016 8.6 O M 2354 L3631 APCL16_069
615 2016 10.5 O M 615 L3630 APCL16_068
2683 2016 11 YP F 2683 L3629 APCL16_067
629 2016 7.5 O M 629 L3624 APCL16_062
696 2016 6.3 YR J 696 L3623 APCL16_061
408 2016 6.1 YR J 408 L3619 APCL16_057
638 2016 10.3 O M 638 L3618 APCL16_056
374 2016 10.7 O M 374 L3617 APCL16_055
2397 2016 7.1 YP M 2397 L3616 APCL16_054
476 2016 9.6 O M 476 L3615 APCL16_053
778 2016 10.3 YP F 778 L3614 APCL16_052
597 2016 6.1 YR J 597 L3610 APCL16_047
2542 2016 9.8 O M 2542 L5203 APCL16_089
2684 2016 9.6 YP F 2684 L3632 APCL16_070
2698 2016 6.9 O J 2698 L5025 APCL16_260
2696 2016 7.4 YP J 2696 L5020 APCL16_255
1654 2016 6.3 YP J 1654 L3434 APCL16_083
2505 2016 8 YP F 2505 L3433 APCL16_080
2658 2016 9.2 O M 2658 L3432 APCL16_049
2508 2016 7.1 O M 2508 L3431 APCL16_074
1372 2016 7.2 O M 1372 L3430 APCL16_077
2260 2016 7.3 YP F 2260 L3375 APCL16_810
1338 2016 7.8 O M 1338 L3374 APCL16_809
2478 2016 7.4 O M 2478 L3373 APCL16_808
1345 2016 9 O M 1345 L3371 APCL16_806
1752 2016 7.5 YP J 1752 L3370 APCL16_805
1335 2016 6.7 YR J 1335 L3369 APCL16_804
273 2016 8.4 O M 273 L3368 APCL16_803
1340 2016 9.3 O M 1340 L3367 APCL16_802
2289 2016 8 O M 2289 L3366 APCL16_801
2145 2016 7.1 YR J 2145 L3363 APCL16_798
1336 2016 9 O M 1336 L3362 APCL16_797
1342 2016 6.8 W J 1342 L3359 APCL16_794
1961 2016 7.5 O M 1961 L3621 APCL16_059
1426 2016 9.8 O M 1426 L3320 APCL16_188
1397 2016 11.3 YP F 1397 L3319 APCL16_187
1406 2016 10.7 O M 1406 L3318 APCL16_186
1447 2016 9.6 YP F 1447 L3317 APCL16_185
2491 2016 8.3 YP F 2491 L3316 APCL16_184
2490 2016 7.7 O M 2490 L3315 APCL16_183
1436 2016 10.6 O M 1436 L3314 APCL16_182
1390 2016 8.9 YP F 1390 L3311 APCL16_176
2280 2016 8.2 O M 2280 L3310 APCL16_175
1386 2016 7.1 O M 1386 L3309 APCL16_173
1358 2016 6.1 YR J 1358 L3308 APCL16_172
2264 2016 7 YP F 2264 L3307 APCL16_171
1418 2016 9.3 O M 1418 L3306 APCL16_169
1448 2016 8.3 O M 1448 L3305 APCL16_168
1374 2016 6 YR J 1374 L3303 APCL16_167
1373 2016 8.3 O M 1373 L3301 APCL16_165
569 2016 6.3 YR J 569 L3300 APCL16_164
716 2016 8 O M 716 L3299 APCL16_163
319 2016 7.7 O M 319 L3298 APCL16_162
1382 2016 8.1 O M NA NA NA
1367 2016 8.6 O M NA NA NA
1361 2016 10 YP F NA NA NA
1433 2016 6.6 YR J 1433 L3291 APCL16_145
1360 2016 7.6 O M 1360 L3168 APCL16_030
2225 2016 7.1 YR F 2225 L3167 APCL16_028
1430 2016 9.5 YP F 1430 L3166 APCL16_024
1350 2016 8.5 YP F 1350 L3158 APCL16_025
1370 2016 9.5 O M 1370 L3155 APCL16_026
1404 2016 10 O M 1404 L3153 APCL16_021
1741 2016 9.5 O M 1741 L3152 APCL16_002
1398 2016 9.2 YP F 1398 L3150 APCL16_009
1451 2016 7.9 O M 1451 L3149 APCL16_023
2226 2016 8.5 YR F 2226 L3148 APCL16_027
2156 2016 6.6 O J 2156 L3146 APCL16_034
2222 2016 7.1 YR F 2222 L3143 APCL16_029
1402 2016 9.1 O M 1402 L3142 APCL16_017
1355 2016 7.4 O M 1355 L3134 APCL16_015
1445 2016 9 O M 1445 L3131 APCL16_004
2160 2016 7.2 YP M NA NA NA
2224 2016 8.3 YR F 2224 L3129 APCL16_012
2194 2016 6.5 O M 2194 L3126 APCL16_019
1420 2016 7.8 O M 1420 L3125 APCL16_013
1394 2016 6.5 YR J 1394 L3124 APCL16_018
2146 2016 7.5 YR J 2146 L3095 APCL16_010
2295 2016 8.7 YP F 2295 L3302 APCL16_166
1452 2016 6.8 YR J 1452 L3083 APCL16_007
1383 2016 6 YR J 1383 L3082 APCL16_011
1399 2016 6 YR J 1399 L3077 APCL16_008
3 2016 9.6 O M 3 L5028 APCL16_264
1388 2016 6.1 YR J 1388 L3048 APCL16_005
2287 2016 9.1 YP F 2287 L5162 APCL16_435
24 2016 9.2 YR F 24 L3135 APCL16_014
153 2016 9.2 O M 153 L5232 APCL16_524
2341 2016 8.6 O M 2341 L5001 APCL16_234
2290 2016 7.5 YR J 2290 L5262 APCL16_568
2371 2016 7.7 O M 2371 L3123 APCL16_006
1208 2016 7 O M NA NA NA
2275 2016 8 O M NA NA NA
2284 2016 7.7 YR J 2284 L5323 APCL16_632
2297 2016 7.2 YR J 2297 L5319 APCL16_629
2276 2016 7 O M 2276 L5329 APCL16_641
4 2016 9.2 O M 4 L3372 APCL16_807
2281 2016 9.4 O M 2281 L5199 APCL16_479
2559 2016 9 YP F NA NA NA
2600 2015 8.7 O M 2600 L2391 APCL15_403622
2423 2015 9.2 YP F 2423 L2763 APCL15_404287
14 2015 9.1 Y F 14 L2909 APCL15_375598
2393 2015 9.2 O M 2393 L2677 APCL15_405308
2407 2015 9.5 O M 2407 L2643 APCL15_403352
2403 2015 11 YP F 2403 L2651 APCL15_404120
2406 2015 10 O M 2406 L2652 APCL15_402968
2408 2015 10.5 YP F 2408 L2678 APCL15_363661
1021 2015 7.6 O M 1021 L2639 APCL15_355219
1455 2015 6.6 YR J 1455 L2621 APCL15_354525
2499 2015 9.7 YP F 2499 L2691 APCL15_355715
2726 2015 7.3 Y J 2726 L2712 APCL15_355618
2727 2015 7.1 Y J 2727 L2713 APCL15_370157
1015 2015 7.2 O M 1015 L2722 APCL15_369033
2426 2015 9.9 O M 2426 L2718 APCL15_355693
1472 2015 10.3 O M NA L3037 APCL15_402189
2418 2015 7 O M 2418 L2936 APCL15_406738
2751 2015 7.4 YR F 2751 L2902 APCL15_405921
1243 2015 8.8 O M 1243 L3084 APCL15_375493
2425 2015 8.4 O M 2425 L2951 APCL15_372147
2405 2015 9.7 O M 2405 L2946 APCL15_376294
2729 2015 8.6 Y J 2729 L2769 APCL15_363708
1317 2015 8.7 Y F NA NA APCL15_404510
1193 2015 9.2 YP F 1193 L2940 APCL15_374151
1239 2015 9.5 O M NA NA APCL15_403055
1748 2015 6.7 YP J 1748 L2915 APCL15_404146
2553 2015 9.5 YR J 2553 L2606 APCL15_406841
2752 2015 8.7 YR F 2752 L2814 APCL15_375881
2206 2015 10.2 YR F 2206 L2953 APCL15_370820
2609 2015 9.9 O M 2609 L3078 APCL15_405360
2540 2015 7.2 YP F 2540 L2757 APCL15_354092
2188 2015 6.8 O M 2188 L3640 APCL15_374493
2619 2015 9.7 O M 2619 L2934 APCL15_372957
2498 2015 8 O M 2498 L3612 APCL15_371455
13 2015 10.1 Y F 13 L2780 APCL15_370935
2617 2015 6.1 YR J 2617 L3603 APCL15_371560
2563 2015 7.4 O M 2563 L3590 APCL15_374004
1026 2015 9.9 O M 1026 L2989 APCL15_405714
1025 2015 8.6 YP F 1025 L2893 APCL15_373624
2532 2015 6.1 YP J 2532 L2797 APCL15_353379
2424 2015 6.3 W J 2424 L2784 APCL15_401458
2740 2015 6.9 O M 2740 L2671 APCL15_364988
2596 2015 9 YP F 2596 L2832 APCL15_403040
1154 2015 8.5 O M 1154 L2804 APCL15_402768
2460 2015 9.1 O M 2460 L2829 APCL15_371588
1283 2015 8.3 O M 1283 L3063 APCL15_374441
1200 2015 6.3 Y J 1200 L3108 APCL15_403855
1159 2015 9 YP F 1159 L3107 APCL15_376036
2279 2015 9.3 Y F 2279 L3106 APCL15_355518
1224 2015 8.1 O M 1224 L3104 APCL15_356778
1234 2015 8.3 YP F 1234 L3102 APCL15_370215
1216 2015 9.1 YP F 1216 L3099 APCL15_405197
1152 2015 8.9 O M 1152 L3098 APCL15_374248
2728 2015 7.6 YR J 2728 L3096 APCL15_370326
1123 2015 6.6 YR J 1123 L3094 APCL15_403566
1434 2015 8 O M 1434 L3087 APCL15_402307
2420 2015 8.2 O M 2420 L3081 APCL15_371463
1013 2015 10.2 O M 1013 L3079 APCL15_372347
1357 2015 7.5 O M 1357 L3075 APCL15_405042
2141 2015 7.6 YR J 2141 L3072 APCL15_407055
1770 2015 6.9 YP J 1770 L3071 APCL15_371833
1019 2015 9.6 O M 1019 L3062 APCL15_400919
1166 2015 8.1 O M 1166 L3061 APCL15_400408
1160 2015 9.1 O M 1160 L3059 APCL15_374415
1269 2015 9.3 O M 1269 L3057 APCL15_375516
1245 2015 9 O M 1245 L3056 APCL15_355486
1227 2015 8.6 O M 1227 L3055 APCL15_374364
2409 2015 8.3 O M 2409 L3054 APCL15_375047
1297 2015 7.9 O M 1297 L3050 APCL15_354587
1247 2015 8.8 O M 1247 L3049 APCL15_402770
2216 2015 7.2 W F 2216 L3045 APCL15_401342
1248 2015 8.1 O M 1248 L3040 APCL15_355054
1853 2015 7 YP F 1853 L3019 APCL15_403698
1258 2015 7.6 O M 1258 L3010 APCL15_404572
1146 2015 8.6 YP F 1146 L3006 APCL15_355444
2183 2015 6 O M 2183 L3004 APCL15_401616
1229 2015 6.8 YR J 1229 L2998 APCL15_356529
2219 2015 9.9 YR F 2219 L2996 APCL15_371294
689 2015 8.3 YP F 689 L2991 APCL15_374610
1775 2015 6.8 YP J 1775 L2983 APCL15_373816
1310 2015 8 YP F 1310 L2980 APCL15_356492
1230 2015 6.3 YR J 1230 L2965 APCL15_354219
1219 2015 7 YR J 1219 L2964 APCL15_356182
1225 2015 9.5 O M 1225 L2963 APCL15_373116
1197 2015 9.3 O M 1197 L2961 APCL15_373292
2217 2015 9.6 YR F 2217 L2957 APCL15_371253
1260 2015 9.8 O M 1260 L2954 APCL15_368057
1194 2015 7.7 O M 1194 L2950 APCL15_355592
1237 2015 7.9 O M 1237 L2945 APCL15_371354
1133 2015 9.4 YP F 1133 L2943 APCL15_403994
2186 2015 6.9 O M 2186 L2941 APCL15_373033
1254 2015 7.5 O M 1254 L2938 APCL15_375526
1250 2015 6.8 YR J 1250 L2937 APCL15_374351
1170 2015 9.5 O M 1170 L2933 APCL15_375747
1127 2015 9.9 O M 1127 L2932 APCL15_402799
2137 2015 9.1 Y J 2137 L2931 APCL15_374058
1844 2015 6.5 YP F 1844 L2929 APCL15_406535
1163 2015 6.4 YR J 1163 L2928 APCL15_363819
1181 2015 8.4 O M 1181 L2926 APCL15_400205
1751 2015 6.2 YP J 1751 L2925 APCL15_402971
2205 2015 7.6 YP J 2205 L2924 APCL15_403881
1044 2015 8.4 O M 1044 L2922 APCL15_406108
1261 2015 8.2 O M 1261 L2921 APCL15_402340
1232 2015 9.4 YP F 1232 L2920 APCL15_403866
2410 2015 8.2 O M 2410 L2918 APCL15_370885
2616 2015 7.2 O M 2616 L2917 APCL15_400235
1184 2015 7.6 O M 1184 L2908 APCL15_403889
1270 2015 8.3 O M 1270 L2903 APCL15_399705
2143 2015 7.7 YR J 2143 L2901 APCL15_407553
2602 2015 7.2 O M 2602 L2897 APCL15_404545
1301 2015 8 YP F 1301 L2896 APCL15_356440
1318 2015 7 O M 1318 L2895 APCL15_355605
1252 2015 8.6 O M 1252 L2892 APCL15_354642
1850 2015 7.7 YP F 1850 L2890 APCL15_356001
2218 2015 8.1 W F 2218 L2888 APCL15_404585
1320 2015 8.8 O M 1320 L2887 APCL15_373231
1140 2015 8.5 O M 1140 L2886 APCL15_404452
2213 2015 11.6 YR F 2213 L2885 APCL15_368417
1393 2015 8.8 O M 1393 L2883 APCL15_404022
1395 2015 9.6 O M 1395 L2880 APCL15_370342
1419 2015 9.7 O M 1419 L2878 APCL15_356769
1443 2015 7.7 O M 1443 L2876 APCL15_355523
2263 2015 6.2 YP F 2263 L2875 APCL15_354604
1385 2015 9.5 O M 1385 L2873 APCL15_372250
1304 2015 9.2 YP F 1304 L2866 APCL15_368961
1189 2015 8.8 O M 1189 L2865 APCL15_364065
1139 2015 8.4 O M 1139 L2864 APCL15_369891
1771 2015 7.1 YP J 1771 L2863 APCL15_354885
21 2015 9.4 O M 21 L2862 APCL15_369541
1244 2015 11.4 YP F 1244 L2859 APCL15_355265
2140 2015 7.6 YR J 2140 L2855 APCL15_356535
1209 2015 10 O M 1209 L2854 APCL15_404134
1256 2015 9.3 O M 1256 L2853 APCL15_368862
1210 2015 9.3 YP F 1210 L2852 APCL15_356515
1183 2015 8.6 O M 1183 L2851 APCL15_372608
1286 2015 9.5 O M 1286 L2847 APCL15_354185
1303 2015 8.9 YP F 1303 L2846 APCL15_372286
2138 2015 8.8 YR J 2138 L2845 APCL15_363747
1282 2015 10 O M 1282 L2844 APCL15_355045
1141 2015 9.1 YP F 1141 L2842 APCL15_356406
1126 2015 8.7 YP F 1126 L2841 APCL15_354408
1175 2015 9.3 YP F 1175 L2839 APCL15_372902
1319 2015 9.2 O M 1319 L2838 APCL15_371381
2618 2015 9.2 O M 2618 L2836 APCL15_374268
1037 2015 10.3 NA NA 1037 L2834 APCL15_373375
1206 2015 10 NA NA 1206 L2833 APCL15_372739
2411 2015 9.7 YP F 2411 L2831 APCL15_375761
1162 2015 7.7 O M 1162 L2830 APCL15_373778
299 2015 9 O M 299 L2828 APCL15_407082
738 2015 9.2 O M 738 L2826 APCL15_374990
1168 2015 8.6 O M 1168 L2825 APCL15_404951
2713 2015 6.9 YP J 2713 L2822 APCL15_373338
1164 2015 8.4 O M 1164 L2821 APCL15_407477
2419 2015 9.4 O M 2419 L2820 APCL15_372291
1023 2015 9.6 O M 1023 L2817 APCL15_374017
1281 2015 9.4 YP F 1281 L2816 APCL15_373422
1255 2015 6.7 YR J 1255 L2813 APCL15_370980
1847 2015 6.8 YP F 1847 L2811 APCL15_363411
1148 2015 8.6 O M 1148 L2810 APCL15_371132
1851 2015 7.7 YP F 1851 L2809 APCL15_404064
