site,id_number,id_lon,lon,id_lat,lat
south,19881,one_lon,124.759293923948,one_lat,10.5384919418471
south,19881,two_lon,124.762283603711,two_lat,10.5406374827816
south,19881,three_lon,124.762044069512,three_lat,10.5347856767032
south,19881,four_lon,124.765035563658,four_lat,10.5369313887021
south,19882,one_lon,124.762283603711,one_lat,10.5406374827816
south,19882,two_lon,124.765273153017,two_lat,10.542784419038
south,19882,three_lon,124.765035563658,three_lat,10.5369313887021
south,19882,four_lon,124.768026938893,four_lat,10.5390785147219
cuatro_islas_se,20161,one_lon,124.690801687403,one_lat,10.4953275394519
cuatro_islas_se,20161,two_lon,124.6937894008,two_lat,10.497445017628
cuatro_islas_se,20161,three_lon,124.693515422016,three_lat,10.4916235420992
cuatro_islas_se,20161,four_lon,124.696504641803,four_lat,10.4937408722939
south,20183,one_lon,124.756543962027,one_lat,10.5421959356563
south,20183,two_lon,124.759531850969,two_lat,10.5443412913276
south,20183,three_lon,124.759293923948,three_lat,10.5384919418471
south,20183,four_lon,124.762283603711,four_lat,10.5406374827816
south,20184,one_lon,124.759531850969,one_lat,10.5443412913276
south,20184,three_lon,124.762283603711,one_lat,10.5443412913276
south,20184,two_lon,124.762519598303,two_lat,10.5464880239202
south,20184,four_lon,124.765273153017,two_lat,10.5464880239202
south,20185,one_lon,124.762519598303,one_lat,10.5464880239202
south,20185,two_lon,124.765507189199,two_lat,10.5486361418562
south,20185,three_lon,124.765273153017,three_lat,10.542784419038
south,20185,four_lon,124.768262556791,four_lat,10.5449327593369
cuatro_islas_sw,20453,one_lon,124.658233895106,one_lat,10.4779143515153
cuatro_islas_sw,20453,two_lon,124.661218456319,two_lat,10.4800210635394
cuatro_islas_sw,20453,three_lon,124.660933690009,three_lat,10.4742141945593
cuatro_islas_sw,20453,four_lon,124.663919605899,four_lat,10.4763206626399
south,20486,one_lon,124.756780323158,one_lat,10.5480428436129
south,20486,two_lon,124.759766292083,two_lat,10.5501893591155
south,20486,three_lon,124.759531850969,three_lat,10.5443412913276
south,20486,four_lon,124.762519598303,four_lat,10.5464880239202
south,20487,one_lon,124.759766292083,one_lat,10.5501893591155
south,20487,three_lon,124.762519598303,one_lat,10.5501893591155
south,20487,two_lon,124.762752094036,two_lat,10.5523372415768
south,20487,four_lon,124.765507189199,two_lat,10.5523372415768
south,20488,one_lon,124.762752094036,one_lat,10.5523372415768
south,20488,two_lon,124.765737714214,two_lat,10.5544864989402
south,20488,three_lon,124.765507189199,three_lat,10.5486361418562
south,20488,four_lon,124.768494608594,four_lat,10.5507856533603
south,20789,one_lon,124.757013251098,one_lat,10.5538884538717
south,20789,two_lon,124.759997287633,two_lat,10.5560360881944
south,20789,three_lon,124.759766292083,three_lat,10.5501893591155
