id_number one_lon two_lon three_lon four_lon one_lat two_lat three_lat four_lat
27097 124.598787185566 124.601745272818 124.601490010769 124.604449166778 10.5589148939731 10.5610231463004 10.5552485327813 10.5573568593167
27098 124.601745272818 124.604703311509 124.604449166778 124.607408284411 10.5610231463004 10.5631322168131 10.5573568593167 10.5594660136897
27099 124.604703311509 124.607661293863 124.607408284411 124.61036735583 10.5631322168131 10.5652421133736 10.5594660136897 10.5615760038366
27397 124.590170218363 124.593127343488 124.592870896207 124.595829057475 10.5583659643318 10.5604725362033 10.5547008122036 10.556807451924
27398 124.593127343488 124.596084425236 124.595829057475 124.598787185566 10.5604725362033 10.5625799009609 10.556807451924 10.5589148939731
27399 124.596084425236 124.599041455997 124.598787185566 124.601745272818 10.5625799009609 10.5646880664855 10.5589148939731 10.5610231463004
27400 124.599041455997 124.601998428107 124.601745272818 124.604703311509 10.5646880664855 10.5667970406148 10.5610231463004 10.5631322168131
27401 124.601998428107 124.604955333847 124.604703311509 124.607661293863 10.5667970406148 10.5689068311408 10.5631322168131 10.5652421133736
27402 124.604955333847 124.607912165442 124.607661293863 124.610619212041 10.5689068311408 10.5710174458075 10.5652421133736 10.5673528437971
27697 124.581557264931 124.584513450442 124.584255868152 124.587213057416 10.5578191387946 10.5599240867955 10.5541551675187 10.556260177424
27698 124.584513450442 124.587469597419 124.587213057416 124.590170218363 10.5599240867955 10.5620298025494 10.556260177424 10.5583659643318
27699 124.587469597419 124.590425698407 124.590170218363 124.593127343488 10.5620298025494 10.5641362939541 10.5583659643318 10.5604725362033
27700 124.590425698407 124.593381745903 124.593127343488 124.596084425236 10.5641362939541 10.5662435688677 10.5604725362033 10.5625799009609
27701 124.593381745903 124.596337732351 124.596084425236 124.599041455997 10.5662435688677 10.5683516351061 10.5625799009609 10.5646880664855
27702 124.596337732351 124.599293650145 124.599041455997 124.601998428107 10.5683516351061 10.5704605004412 10.5646880664855 10.5667970406148
27703 124.599293650145 124.602249491625 124.601998428107 124.604955333847 10.5704605004412 10.5725701725981 10.5667970406148 10.5689068311408
27704 124.602249491625 124.605205249081 124.604955333847 124.607912165442 10.5725701725981 10.5746806592536 10.5689068311408 10.5710174458075
