"season","k","theta","mdd","med","dist90","iteration"
"SWM",-2.69391153753737,1.81076597758424,8.72343722150096,7.22,18.25,1
"SWM",-2.81612981347806,2.10217384380884,9.2497292178786,7.9,18.93,2
"SWM",-2.66930462884099,1.81389568434144,8.50417543575701,7.04,17.78,3
"SWM",-2.75639536443303,2.1595747903676,8.63032088949437,7.41,17.6,4
"SWM",-2.68855989595966,1.84770354090637,8.59266243925012,7.14,17.92,5
"SWM",-2.76701472474413,2.22724141583069,8.63281712341459,7.45,17.53,6
"SWM",-2.86469831806767,2.34086523325963,9.37408434524713,8.16,18.91,7
"SWM",-2.69594747180502,1.89648212540795,8.55288451059304,7.15,17.77,8
"SWM",-2.498149620269,1.43339143131807,8.2903334464802,6.48,17.99,9
"SWM",-2.50464692561526,1.46873650764528,8.19395208352796,6.44,17.71,10
"SWM",-2.70940518903224,2.09032146748391,8.33070723007572,7.1,17.07,11
"SWM",-2.79741237818395,2.21417901047953,8.91635172873495,7.69,18.12,12
"SWM",-2.74835093377883,2.03294550999287,8.75376874905142,7.42,18,13
"SWM",-2.58427798479066,1.64631212091849,8.23052406455797,6.66,17.47,14
"SWM",-2.72731142134017,1.97172563895967,8.67798769465863,7.31,17.93,15
"SWM",-2.7635144803911,1.93498986135431,9.0699896309804,7.62,18.79,16
"SWM",-2.71023058770301,1.82842233307762,8.82508104206445,7.32,18.43,17
"SWM",-2.68870920966472,1.79947708192653,8.70510949041684,7.2,18.23,18
"SWM",-2.79033369628128,2.19432833734823,8.87991043081836,7.64,18.07,19
"SWM",-2.62084278231008,1.65230605019583,8.51878466041112,6.9,18.07,20
"SWM",-2.68338661053612,2.04221359117979,8.18864086321925,6.95,16.83,21
"SWM",-2.7647149026608,2.08150180932657,8.81829366632189,7.51,18.08,22
"SWM",-2.82098320702581,2.19926844291298,9.14942241898043,7.88,18.61,23
"SWM",-2.57043575678561,1.66057352196777,8.07643358668552,6.55,17.12,24
"SWM",-2.63470241931606,1.69819067894642,8.50337433476701,6.94,17.96,25
"SWM",-2.84889374395638,2.26953075258485,9.31357424522036,8.06,18.87,26
"SWM",-2.61971729340392,1.68346895745964,8.41798922574399,6.85,17.8,27
"SWM",-2.767185360891,1.99956375680154,8.97918109240517,7.59,18.51,28
"SWM",-2.71455071148771,1.85618844360079,8.79989448773019,7.32,18.34,29
"SWM",-2.77997750149779,2.09781743316011,8.92808413126918,7.62,18.28,30
"SWM",-2.81648481975993,2.00852252823017,9.41596872345051,7.97,19.4,31
"SWM",-2.76118107889808,2.00132701128762,8.9222486103882,7.54,18.39,32
"SWM",-2.6593803098001,1.87464080174506,8.28935497612327,6.91,17.25,33
"SWM",-2.59333555627933,1.60781460112406,8.42505136840373,6.78,17.95,34
"SWM",-2.70489992600125,2.04598807874546,8.36073655488691,7.1,17.18,35
"SWM",-2.87318874776034,2.36479817345101,9.4263207667757,8.22,18.99,36
"SWM",-2.75449964470709,2.03303006873938,8.80761558215756,7.47,18.11,37
"SWM",-2.48416387290351,1.47623461290158,7.99815864633301,6.3,17.27,38
"SWM",-2.85723924862953,2.09436751173295,9.65106975236789,8.23,19.77,39
"SWM",-2.79092887818862,2.05447824598805,9.09734277117489,7.73,18.68,40
"SWM",-2.8085143653966,2.13382424307488,9.13031164192078,7.82,18.65,41
"SWM",-2.62939063083643,1.66296697727873,8.55973135560912,6.95,18.14,42
"SWM",-2.70010288697421,1.7712939456153,8.87551075773167,7.31,18.63,43
"SWM",-3.26785018254249,8,12.6347928994777,12.37,23.09,44
"SWM",-2.7537432398959,2.00405507373418,8.85126679306368,7.49,18.24,45
"SWM",-2.6804448856061,1.72455754048384,8.82636794831485,7.23,18.6,46
"SWM",-2.67723920674617,1.611192942061,9.15059275283656,7.37,19.49,47
"SWM",-2.8551729678264,2.14884416492921,9.54283245652191,8.18,19.48,48
"SWM",-2.65103442376618,1.79643596238788,8.39033172528164,6.93,17.57,49
"SWM",-2.79673623954566,2.09344391653493,9.08594114825484,7.75,18.61,50
