"year","k","theta","mdd","med","dist90","iteration"
2013,-0.303350059821996,0.496692865739721,8.35597901757231,3.9,21.08,1
2013,-1.97277435168686,0.986697986726706,7.33047273868806,5.05,16.92,2
2013,-0.348083182769389,0.484557111750916,9.71830081495487,4.45,24.55,3
2013,-0.907121313495393,0.615600429049631,7.03587925634168,3.82,17.4,4
2013,-1.1271608632112,0.638022464107559,7.88026238240397,4.38,19.4,5
2013,-1.93989422832875,1.00641817639469,6.89529866740719,4.79,15.86,6
2013,-1.2098463594705,0.678109470519391,7.22966248496632,4.16,17.66,7
2013,-1.88108342688606,0.841064343217928,8.72134617830655,5.61,20.65,8
2013,-0.870415045100059,0.621552515161715,6.58665285462157,3.6,16.27,9
2013,-1.21752771404582,0.623079998592621,9.25125730798221,5.06,22.85,10
2013,-1.60910503966844,0.825679930247595,6.88349765586743,4.39,16.34,11
2013,0.295281751865956,0.444860648616175,7.60603491703848,3.24,19.29,12
2013,-1.35312442047056,0.727142806140276,7.00425765629908,4.19,16.95,13
2013,-0.30171143773529,0.507274983109242,7.64263667625194,3.63,19.25,14
2013,-1.21292002043012,0.734346287683257,5.94828377500802,3.58,14.37,15
2013,-1.91760034467701,0.923464175582018,7.68026396341715,5.15,17.92,16
2013,-1.14417067098732,0.638183217920982,8.00959367754158,4.45,19.72,17
2013,-1.03661445286066,0.61053422740434,8.21528991682631,4.44,20.34,18
2013,-2.00017242133973,0.977782112020173,7.63499058562557,5.25,17.65,19
2013,0.256298803001814,0.43332233698821,9.03080675669127,3.76,22.92,20
2013,0.0174218405383284,0.457936521962113,8.72531576868581,3.81,22.11,21
2013,-0.767595254140623,0.579612301668696,7.42416529337326,3.88,18.48,22
2013,-0.966006347723348,0.623015720491336,7.19616701370243,3.94,17.77,23
2013,0.184934565356805,0.435150889856775,9.49152474652176,3.97,24.09,24
2013,-0.471345678859608,0.559336626397758,6.24151959384622,3.18,15.59,25
2013,-1.02773793461271,0.646726719342202,6.86212439539435,3.84,16.87,26
2013,-1.64173743939709,0.764289573965112,8.34278080608584,5.13,20.04,27
2013,0.656747812500458,0.387016771788279,11.3776792283798,4.26,28.86,28
2013,-1.04266241055792,0.621548240552072,7.82491938900963,4.28,19.33,29
2013,-0.574600326296826,0.538342757497794,7.95512008775388,3.95,19.95,30
2013,-0.64652128649814,0.5479575218726,8.00665910662418,4.02,20.04,31
2013,2.10887259364237,0.301622041364902,16.2250680201976,4.58,40.22,32
2013,0.306646870741756,0.443244716525837,7.65727264934915,3.26,19.42,33
2013,-0.602058432463881,0.540316884744653,8.06550500385537,4.01,20.22,34
2013,-1.45045689217103,0.743598887608136,7.32774499149462,4.44,17.68,35
2013,-1.2512117938819,0.711527381301801,6.6658305265318,3.94,16.18,36
2013,-0.509181503081293,0.521892698499786,8.39294201399353,4.07,21.1,37
2013,-1.41904311848226,0.701194210903223,8.17546930142166,4.8,19.88,38
2013,-0.651100956094383,0.54692057847923,8.09928547683986,4.06,20.28,39
2013,-1.34226622447306,0.713508734277761,7.25172378410253,4.3,17.6,40
2013,-0.749222834829954,0.608010589343143,6.24323120111483,3.36,15.46,41
2013,-1.12476252628164,0.614852029956294,8.77928390819967,4.77,21.71,42
2013,-1.00106487429898,0.612568948145439,7.84714560525152,4.25,19.42,43
2013,-1.62801260393599,0.760122554726835,8.32882617916987,5.1,20.03,44
2013,1.22064210596219,0.356759087312437,10.9119939336112,3.75,27.58,45
2013,-1.10746262243947,0.614603167281365,8.63944306645272,4.69,21.37,46
2013,0.0649414527867254,0.452920943352792,8.77103472678436,3.8,22.23,47
2013,-1.12494575336759,0.652685599462486,7.36938192662485,4.15,18.09,48
2013,2.78033916128775,0.273440124735685,20.4203923654083,5.05,49.63,49
2013,-0.779271858282018,0.538953127329799,9.72057820813776,4.83,24.37,50
2013,-0.758684970145162,0.582136188502969,7.25214418917155,3.8,18.05,51
2013,-1.24934859594094,0.625081981895063,9.45886548028106,5.19,23.35,52
2013,-0.275833596040338,0.51068067586623,7.24727072890102,3.46,18.25,53
2013,-0.120913809203893,0.474182443911949,8.52546353978923,3.84,21.57,54
2013,-1.19524153877493,0.712966557048125,6.27186117280518,3.71,15.22,55
2013,-1.62961660063658,0.826119808530774,7.01888576487369,4.48,16.67,56
