time_id,data_source,k_eval,theta_eval,log_like,cutoff,best_k,best_theta,mdd,med,dist90
2012,genetics,-2.52828014807804,1.00503519602018,18.4562146897123,20.2607303743544,-3.27091,3.52876,12.44,8.64,28.63
2012,genetics,-3.22940609874722,4.70037763970151,20.2552941376489,20.2607303743544,-3.27091,3.52876,12.24,11.61,23
2012,genetics,-3.50277439870511,2.06733265526027,20.2282549170282,20.2607303743544,-3.27091,3.52876,18.49,15.74,37.95
2012,genetics,-3.11184356560471,0.995955730556591,20.0977894914907,20.2607303743544,-3.27091,3.52876,22.59,15.64,52.06
2012,genetics,-2.41496686312141,1.10490931611968,18.3010291027391,20.2607303743544,-3.27091,3.52876,9.82,7.06,22.24
2012,genetics,-2.6373441848488,1.49532633105407,18.5238753641995,20.2607303743544,-3.27091,3.52876,9.24,7.3,19.9
2012,genetics,-2.84980659414249,1.75863082949819,17.7815231571623,20.2607303743544,-3.27091,3.52876,10.35,8.51,21.74
2012,genetics,-3.12459131016234,3.00251759801009,17.9705157958645,20.2607303743544,-3.27091,3.52876,11.5,10.4,22.51
2012,genetics,-2.1019389134287,0.569220853767837,19.8779696370588,20.2607303743544,-3.27091,3.52876,29.98,15.47,74.78
2012,genetics,-3.40787452255392,2.2307630336049,19.4843046247015,20.2607303743544,-3.27091,3.52876,16.38,14.14,33.25
2012,genetics,-2.06794492794171,0.97779679962941,19.5022355995461,20.2607303743544,-3.27091,3.52876,8.17,5.61,18.88
2012,genetics,-1.61044253992929,0.714492301185285,19.2472786136415,20.2607303743544,-3.27091,3.52876,9.45,5.6,22.93
2012,genetics,-3.52968630388231,3.55636499128911,19.7846196336715,20.2607303743544,-3.27091,3.52876,16.85,15.57,32.43
2012,genetics,-1.75916622643488,0.541982457377066,19.6145373747325,20.2607303743544,-3.27091,3.52876,25.36,12.64,63.55
2012,genetics,-3.3682148728191,1.79494869135255,19.6988866817078,20.2607303743544,-3.27091,3.52876,17.2,14.21,36.02
2012,genetics,-3.31155823034078,4.16468917734967,17.2996230939811,20.2607303743544,-3.27091,3.52876,13.37,12.55,25.37
2012,genetics,-3.42062226711155,3.86506681705119,18.2864902704713,20.2607303743544,-3.27091,3.52876,14.99,13.97,28.63
2012,genetics,-3.34696863188973,1.64059777847152,19.7821240406805,20.2607303743544,-3.27091,3.52876,17.68,14.31,37.55
2012,genetics,-3.45744908472245,2.39419341194953,19.7136980876424,20.2607303743544,-3.27091,3.52876,16.85,14.73,33.89
2012,genetics,-3.33138805520819,4.88196694897332,17.5487250524481,20.2607303743544,-3.27091,3.52876,13.53,12.88,25.36
2012,genetics,-3.40504169043001,4.12837131549531,17.9155525585899,20.2607303743544,-3.27091,3.52876,14.69,13.78,27.89
2012,genetics,-3.24215384330484,1.28649862539149,19.8869937773461,20.2607303743544,-3.27091,3.52876,19.11,14.46,42.2
