time_scale,time_id,k,theta,mdd,med,dist90,log_like,iteration
annual,2013,-0.477614573775588,0.632651842682219,4.21861058244522,2.33,10.4,-549941.87871772,281
annual,2014,0.282780036679765,0.527750467899526,3.64006179504664,1.78,9.14,-529962.324320533,281
interannual,2012-4,-0.108210357396164,0.576858028839515,3.90163785815249,2.03,9.72,-1687734.58837367,281
season,NEM,-0.22968782986798,0.608140974792024,3.71097063195827,2,9.19,-1572416.84426764,281
season,SWM,0.567302691840579,0.419485547622784,7.85087227719958,3.18,19.93,-90734.0566664207,281
annual,2012,-2.1629325306697,5,4.20194085103866,4.01,7.86,-147847.818820281,282
annual,2013,-0.459441353506927,0.629776672820094,4.19867712324134,2.31,10.36,-550641.828141866,282
annual,2014,0.292793790864101,0.52610603307834,3.64755681967384,1.78,9.16,-528190.096229133,282
interannual,2012-4,-0.0974544661966805,0.575214093297491,3.89738775557464,2.03,9.71,-1682885.13414022,282
season,NEM,-0.220136208383102,0.606503907721023,3.70681375604919,1.99,9.18,-1567083.03023379,282
season,SWM,0.628724808817797,0.414535746400625,7.87553349441324,3.15,20,-91409.990055107,282
annual,2012,-2.16048391997719,4.90744487387207,4.19437859049577,3.99,7.86,-148456.065274524,283
annual,2013,-0.452274795835666,0.627695023822107,4.20985541025111,2.31,10.39,-548553.428649455,283
annual,2014,0.259868865679687,0.530627163710745,3.64741565164761,1.79,9.16,-526864.493292551,283
interannual,2012-4,-0.113163523974359,0.57755790842773,3.90499037971607,2.03,9.72,-1680664.98635094,283
season,NEM,-0.234681717030116,0.60882518761774,3.71649326309291,2,9.2,-1565829.9777499,283
season,SWM,0.595134123788189,0.417370460708907,7.84715735579843,3.16,19.92,-90616.3044621436,283
annual,2012,-2.15976533037462,4.85557605836405,4.19300791815533,3.99,7.86,-148599.186102171,284
annual,2013,-0.459630486451345,0.629493328921484,4.2050711089987,2.32,10.37,-547944.003710504,284
annual,2014,0.29097373965579,0.526815920169364,3.63516815314403,1.78,9.13,-527447.967379756,284
interannual,2012-4,-0.0958494863922732,0.574953251780562,3.89713468308287,2.02,9.71,-1681432.7681684,284
season,NEM,-0.215513586092334,0.605593367900892,3.70715261186135,1.99,9.18,-1566268.63262695,284
season,SWM,0.610608815529224,0.416103269377427,7.8556254678911,3.15,19.95,-90998.8831321329,284
annual,2012,-2.16184152728523,5,4.19735901920036,4,7.86,-148270.959887866,285
annual,2013,-0.451274060408506,0.62756479727501,4.20824192524666,2.31,10.38,-546626.772334295,285
annual,2014,0.283196522797497,0.52729140421661,3.6507931756775,1.78,9.17,-525135.215634253,285
interannual,2012-4,-0.101176722664791,0.575493378543869,3.90548421617598,2.03,9.73,-1676700.16589065,285
season,NEM,-0.223557468303658,0.606780641649293,3.7142053743681,2,9.2,-1562135.41446701,285
season,SWM,0.607097749299173,0.41564634334298,7.93068892822801,3.18,20.14,-90106.5669089216,285
annual,2012,-2.16378655403748,5,4.205530939507,4.01,7.87,-147882.253751619,286
annual,2013,-0.448378721915004,0.627324189805043,4.20086806407497,2.31,10.37,-547869.024479202,286
annual,2014,0.268230239170819,0.529634969435785,3.64308859212103,1.79,9.15,-528444.056496652,286
interannual,2012-4,-0.110448485499737,0.577114492051686,3.90451202242623,2.03,9.72,-1680443.01107787,286
season,NEM,-0.234333505819642,0.608821215950734,3.71527488508655,2,9.2,-1565286.05123571,286
season,SWM,0.625509514998378,0.414493955760849,7.90526726188765,3.16,20.07,-90728.0871535865,286
annual,2012,-2.16341825429459,5,4.20398232873724,4.01,7.87,-149124.94720328,287
annual,2013,-0.468840933432263,0.631554935616141,4.20317549141261,2.32,10.36,-550881.477068269,287
annual,2014,0.271831376149779,0.528867045966128,3.6502889076296,1.79,9.17,-530145.461662253,287
interannual,2012-4,-0.109831316681335,0.577127128509146,3.90181446987846,2.03,9.72,-1682216.72594449,287
season,NEM,-0.230919905755064,0.608388484708969,3.71083097927865,2,9.19,-1567265.71626945,287
season,SWM,0.609880965042277,0.415544650725626,7.91923010132114,3.18,20.11,-90316.2693135567,287
annual,2012,-2.16110437250652,4.86558112491019,4.19830193965132,3.99,7.87,-148329.040834872,288
annual,2013,-0.461696766471366,0.629523672359126,4.21316735826971,2.32,10.39,-548264.401106684,288
annual,2014,0.297787774072085,0.525917969232845,3.63442171660663,1.77,9.13,-527822.933441705,288
interannual,2012-4,-0.0957728655409544,0.574843214427228,3.89937063694932,2.03,9.72,-1680781.83022166,288
season,NEM,-0.218056683876868,0.606135851691177,3.70616077648393,1.99,9.18,-1565743.73881329,288
season,SWM,0.603988673906519,0.415405528182181,7.98062789445813,3.2,20.26,-90129.8440074407,288
annual,2012,-2.16180262572075,4.91761083708372,4.19960144885986,4,7.87,-148168.226484706,289
annual,2013,-0.461634874218941,0.62962403078054,4.21091815581322,2.32,10.39,-549889.391469082,289
annual,2014,0.275703332577906,0.528296980876009,3.65131146149938,1.79,9.17,-528657.392244751,289
interannual,2012-4,-0.10216249954791,0.575717444378302,3.90417944322647,2.03,9.73,-1682450.19823119,289
season,NEM,-0.22412671458226,0.606838076184844,3.71521886930058,2,9.2,-1567062.49772972,289
season,SWM,0.622487460168259,0.415308053790168,7.84441589371287,3.14,19.92,-91349.4264412022,289
annual,2012,-2.16412307304586,5,4.20694641876296,4.01,7.87,-147894.269348001,290
annual,2013,-0.448060966441038,0.627054081987105,4.20492420504312,2.31,10.38,-548381.695465079,290
annual,2014,0.286640184234954,0.527139333158894,3.64230065463171,1.78,9.15,-527894.830860172,290
interannual,2012-4,-0.093384721856121,0.57443127733928,3.89956059663149,2.02,9.72,-1678101.24854602,290
season,NEM,-0.214871561124246,0.605412429365128,3.70825323676711,1.99,9.19,-1562627.85456193,290
season,SWM,0.609761050584389,0.416106361533586,7.8619692686737,3.16,19.96,-91198.2413913031,290
annual,2012,-2.15445327796227,4.74375043135802,4.17463806839624,3.96,7.84,-148886.26780885,291
annual,2013,-0.471151839934237,0.63145246752259,4.21491546678118,2.33,10.39,-551263.68351246,291
annual,2014,0.27468138001347,0.528668006962903,3.64517634453346,1.78,9.15,-528322.712975356,291
interannual,2012-4,-0.10768341536672,0.576655521320069,3.90421394100044,2.03,9.72,-1683393.85422115,291
season,NEM,-0.229684458100066,0.607983529064426,3.71395912846865,2,9.2,-1567504.07970339,291
season,SWM,0.607441176816321,0.416226278972654,7.86785356699069,3.16,19.98,-91490.2379517687,291
annual,2012,-2.15819493673027,4.85345631520339,4.18649737766461,3.98,7.85,-149127.720122014,292
annual,2013,-0.453374955908715,0.628195819389447,4.20450772641062,2.31,10.37,-547857.60788188,292
annual,2014,0.28276224782046,0.527402625219577,3.64940426649792,1.78,9.17,-527644.605562048,292
interannual,2012-4,-0.0996602399112741,0.575396464047841,3.90179455971402,2.03,9.72,-1682216.69718609,292
season,NEM,-0.223067599615924,0.606757693649005,3.71282611234467,2,9.2,-1566052.56141527,292
season,SWM,0.630587013955437,0.415107526838223,7.80172905516913,3.13,19.81,-92181.3929386496,292
annual,2012,-2.16356607841293,4.94949714553209,4.20605552744059,4.01,7.88,-148639.126267438,293
annual,2013,-0.454155383312779,0.628428620356578,4.20316143249646,2.31,10.37,-550704.662459628,293
annual,2014,0.26654000468524,0.529840827908691,3.64381355520771,1.79,9.15,-529044.721769331,293
interannual,2012-4,-0.107659255133902,0.576790929531927,3.90102175749574,2.03,9.72,-1684680.67451336,293
season,NEM,-0.226515350390414,0.607580005622085,3.70989484756966,2,9.19,-1569111.48882432,293
season,SWM,0.569352329430402,0.419196796738998,7.86395877940203,3.18,19.97,-91052.4716957624,293
annual,2012,-2.15588231945597,4.75651093168096,4.18014531652152,3.97,7.85,-149206.09785881,294
annual,2013,-0.447563091115169,0.626916575351881,4.20557907825854,2.31,10.38,-550491.127430641,294
annual,2014,0.273442928976254,0.528713840417986,3.64847597650901,1.79,9.16,-527586.928119179,294
interannual,2012-4,-0.100358504496115,0.575454416762456,3.90318623306453,2.03,9.72,-1681909.09454097,294
season,NEM,-0.22263011740781,0.606702461556242,3.71226053740221,2,9.2,-1565265.51243012,294
season,SWM,0.604343222099969,0.416889211912795,7.82414404443348,3.15,19.87,-92387.2956885122,294
annual,2012,-2.16525599413025,5,4.2117152579108,4.02,7.88,-148234.284778673,295
annual,2013,-0.460898726355726,0.629401490981434,4.21222782342452,2.32,10.39,-548390.380666647,295
annual,2014,0.274957940416925,0.528643723821998,3.64481273277876,1.78,9.15,-530083.236311694,295
interannual,2012-4,-0.0995427804656322,0.575471680236314,3.89960677202249,2.03,9.72,-1682143.45952169,295
season,NEM,-0.22061286600676,0.606559985168865,3.7075066808199,2,9.18,-1566543.13519469,295
season,SWM,0.615923200998143,0.414934389844706,7.93508207886381,3.18,20.15,-90927.2230836361,295
annual,2012,-2.16510315812572,5,4.21107160536648,4.01,7.88,-148034.833605784,296
annual,2013,-0.468197088476748,0.63110436262378,4.20932035428917,2.32,10.38,-550859.749353057,296
annual,2014,0.288283023206156,0.526740485800177,3.64698277038773,1.78,9.16,-527672.01958106,296
interannual,2012-4,-0.102561908406315,0.57585401392916,3.90260067348091,2.03,9.72,-1682722.61531007,296
season,NEM,-0.225672468112125,0.607334165600422,3.71146252295847,2,9.19,-1567479.87534403,296
season,SWM,0.650643298365957,0.412084193433749,7.96070333416793,3.17,20.21,-90642.1146599831,296
annual,2012,-2.15542104127864,4.78535315769621,4.17719481210135,3.97,7.84,-149311.15549335,297
annual,2013,-0.44318503377187,0.626821039573446,4.18910981266083,2.3,10.34,-548842.730331463,297
annual,2014,0.266191203425158,0.529352584530622,3.65800835831163,1.79,9.18,-527768.788439449,297
interannual,2012-4,-0.112303098812366,0.577490493880789,3.90316876784986,2.03,9.72,-1681611.33480942,297
season,NEM,-0.233339984632627,0.608777933463476,3.71240789345795,2,9.19,-1565865.98125166,297
season,SWM,0.565870417760049,0.419862671417711,7.82414234449084,3.17,19.86,-91222.2645794113,297
annual,2012,-2.16489012880404,5,4.21017461918441,4.01,7.88,-148407.267817601,298
annual,2013,-0.472865970097325,0.631581688054679,4.21960067858658,2.33,10.4,-550546.005583241,298
annual,2014,0.265960431375854,0.529863304212867,3.6453327589647,1.79,9.15,-530322.830739897,298
interannual,2012-4,-0.109312358961845,0.577033305346358,3.90193234015488,2.03,9.72,-1685551.4210357,298
season,NEM,-0.231492013768868,0.608459160860651,3.71160952771732,2,9.19,-1569842.38085409,298
season,SWM,0.613880089785453,0.415280641442241,7.91508488699146,3.17,20.1,-91071.5664204563,298
annual,2012,-2.15903448612383,4.85441189581182,4.18998248997024,3.99,7.86,-148336.846463461,299
annual,2013,-0.467636054508758,0.630934076247822,4.21031135078648,2.32,10.38,-549448.179540855,299
annual,2014,0.271251743343538,0.528747097931479,3.6555942458825,1.79,9.18,-528072.496759343,299
interannual,2012-4,-0.115069454148337,0.577803850783368,3.90682661828426,2.04,9.73,-1680884.29980111,299
season,NEM,-0.238016402207609,0.609500457133642,3.71605999939479,2.01,9.2,-1565410.04065436,299
season,SWM,0.589528469132948,0.417265992875003,7.90200898305428,3.18,20.06,-90828.644534171,299
annual,2012,-2.15444459134879,4.76970932429491,4.17366829471306,3.96,7.84,-149402.626323346,300
annual,2013,-0.48661005911494,0.634727937950169,4.21603100759097,2.33,10.39,-549670.278423671,300
annual,2014,0.281265754740625,0.527746001319992,3.6456971162091,1.78,9.16,-528240.577163963,300
interannual,2012-4,-0.114501871931642,0.577894241724167,3.90255137167663,2.03,9.72,-1682705.17341554,300
season,NEM,-0.234060878732916,0.608991353108763,3.71103034179355,2,9.19,-1567288.01354237,300
season,SWM,0.562258118079103,0.419606944990907,7.87827646185381,3.19,20,-90666.3801152255,300
annual,2012,-2.16362487994189,5,4.20485106905608,4.01,7.87,-147420.722925696,301
annual,2013,-0.460269017713114,0.629330035340625,4.21099259847403,2.32,10.39,-549923.472966484,301
annual,2014,0.304963260492983,0.524427520499592,3.64846233618273,1.78,9.17,-528773.102524826,301
interannual,2012-4,-0.0986273593607917,0.575008000308518,3.90671189211878,2.03,9.73,-1681412.60280291,301
season,NEM,-0.219335565948864,0.60603813220133,3.71278111600712,2,9.2,-1566196.13970306,301
season,SWM,0.596544384827516,0.416008137812784,7.97683709458881,3.2,20.25,-90402.4109371771,301
annual,2012,-2.16102128800799,4.90906533037144,4.19658320800127,4,7.86,-149626.386169417,302
annual,2013,-0.452835426115965,0.627972611619083,4.20668101145453,2.31,10.38,-548817.124433298,302
annual,2014,0.2870315169916,0.526868672772672,3.64811361348162,1.78,9.16,-528723.87444423,302
interannual,2012-4,-0.101807116418827,0.575833102841698,3.90013603518176,2.03,9.72,-1684703.8659959,302
season,NEM,-0.222799673853399,0.606838620734026,3.7102814664308,2,9.19,-1568053.49681636,302
season,SWM,0.583170518380762,0.419196109804847,7.75610889609304,3.14,19.69,-92569.11038028,302
annual,2012,-2.16285373262393,5,4.20160975935604,4.01,7.86,-148094.338647681,303
annual,2013,-0.455495828161759,0.628463091314751,4.20811379627393,2.32,10.38,-548139.183404505,303
annual,2014,0.282101138609882,0.527823807782742,3.64058138605772,1.78,9.14,-526567.442677814,303
interannual,2012-4,-0.105130939177601,0.576237074262704,3.90383728269299,2.03,9.72,-1679900.23434532,303
season,NEM,-0.22223123911526,0.606618106442448,3.71239692204539,2,9.2,-1564921.53760734,303
season,SWM,0.545649109270104,0.421377986708295,7.83094426843862,3.18,19.88,-90651.5500332987,303
annual,2012,-2.15650014456327,4.8436355544447,4.17972915705519,3.98,7.84,-149327.09893734,304
annual,2013,-0.471562758628578,0.631898195553419,4.20788953388624,2.32,10.37,-548715.074988788,304
annual,2014,0.279977447940895,0.528037898445972,3.64261920603036,1.78,9.15,-527560.708143603,304
interannual,2012-4,-0.108579348091298,0.577100476550645,3.89754045551319,2.03,9.71,-1683210.97871636,304
season,NEM,-0.230751587815475,0.608492530477609,3.70822808305207,2,9.18,-1568040.07311301,304
season,SWM,0.633328919864266,0.413874261508295,7.90841093243814,3.16,20.08,-90623.3650145159,304
annual,2012,-2.16299279181357,5,4.20219407243045,4.01,7.87,-147629.593988844,305
annual,2013,-0.470221959455179,0.631596677621903,4.20816438553263,2.32,10.37,-550144.029494737,305
annual,2014,0.286983771133453,0.527083268913581,3.64254683415661,1.78,9.15,-527525.841000511,305
interannual,2012-4,-0.104845189178661,0.57631621722254,3.90090813595016,2.03,9.72,-1683235.70278811,305
season,NEM,-0.227258314732291,0.607725957078452,3.70986646073651,2,9.19,-1568400.85935439,305
season,SWM,0.619264206445737,0.414348027337119,7.97017835519895,3.19,20.24,-90090.2064495582,305
annual,2012,-2.16022409251192,4.87665106593784,4.19425334060608,3.99,7.86,-148783.658867156,306
annual,2013,-0.461547444069544,0.629521172959254,4.21258782459375,2.32,10.39,-545782.979790134,306
annual,2014,0.285497932161113,0.527042085021825,3.64906535005876,1.78,9.17,-527520.735018277,306
interannual,2012-4,-0.106731391162154,0.576491542602448,3.90425254291633,2.03,9.72,-1682170.1435615,306
season,NEM,-0.226396510131893,0.607376179161644,3.71334732419153,2,9.2,-1566908.90605275,306
season,SWM,0.594768832939736,0.416902932701165,7.89800081203844,3.18,20.05,-90826.3485603654,306
annual,2012,-2.15623846340214,4.80525817439285,4.17992235789798,3.97,7.85,-149038.145256968,307
annual,2013,-0.475419146593648,0.632432996082335,4.21364365967793,2.33,10.39,-548987.961470791,307
annual,2014,0.274923798385911,0.528666651219002,3.64432876526599,1.78,9.15,-528339.56709357,307
interannual,2012-4,-0.110904040303251,0.577238644500601,3.90345469928099,2.03,9.72,-1683013.3115631,307
season,NEM,-0.230928586994608,0.608350039948223,3.71159480293768,2,9.19,-1567455.92345685,307
season,SWM,0.564620868180721,0.419473464362802,7.87317815636097,3.19,19.99,-90845.3278037947,307
annual,2012,-2.15600809950489,4.7860828114051,4.1796223032315,3.97,7.85,-148199.366580288,308
annual,2013,-0.471934516372073,0.631803984616115,4.21130319828172,2.32,10.38,-550825.29389829,308
annual,2014,0.292817642980014,0.52613336227802,3.64673540244444,1.78,9.16,-527169.76260395,308
interannual,2012-4,-0.0984676394263837,0.575185968134159,3.90198604771563,2.03,9.72,-1683305.8306758,308
season,NEM,-0.219830891463378,0.606210250030813,3.71131307349758,2,9.19,-1567603.72458638,308
season,SWM,0.624661392095885,0.414699214182901,7.89052216363361,3.16,20.03,-91382.7482108123,308
annual,2012,-2.15261868303133,4.70925579602293,4.16826469579528,3.96,7.83,-149214.513561544,309
annual,2013,-0.468978471765974,0.631019703362812,4.2142787785415,2.32,10.39,-552128.764982965,309
annual,2014,0.302704697301969,0.524911828738096,3.64359681236827,1.77,9.15,-525418.95942699,309
interannual,2012-4,-0.101054409432156,0.575617342895077,3.90215536169915,2.03,9.72,-1683549.24518837,309
season,NEM,-0.220420560595989,0.606326230786884,3.71127507710096,2,9.19,-1567419.44452835,309
season,SWM,0.561545044606566,0.420689259755283,7.77537698616696,3.15,19.74,-91972.7852110186,309
annual,2012,-2.15760100138793,4.80952572377746,4.18547564172443,3.98,7.85,-149388.857038409,310
annual,2013,-0.484557228832231,0.634039067056063,4.22078148344533,2.34,10.4,-551091.670963599,310
annual,2014,0.275822256849679,0.528483492465384,3.64591663218092,1.78,9.16,-525378.420004933,310
interannual,2012-4,-0.116814141709443,0.577982322662785,3.90957691660056,2.04,9.74,-1681612.9831859,310
season,NEM,-0.238796373347403,0.609493773545816,3.71908641448702,2.01,9.21,-1566217.53718955,310
season,SWM,0.585028967571217,0.417609933575935,7.9022064586253,3.18,20.06,-90849.7826146581,310
annual,2012,-2.16161468749584,4.93036626462058,4.19842572685584,4,7.87,-147958.596722946,311
annual,2013,-0.443371669000815,0.626308657406639,4.2001258542156,2.31,10.37,-547350.813565015,311
annual,2014,0.288607090798734,0.526671432654942,3.64765144569507,1.78,9.16,-529492.668031602,311
interannual,2012-4,-0.0951815021741497,0.574736555786659,3.89952337233761,2.03,9.72,-1681823.22484328,311
season,NEM,-0.217905047862079,0.606061847540499,3.70701854468016,1.99,9.18,-1566788.72665449,311
season,SWM,0.622842207624676,0.414159751296959,7.96155504919611,3.18,20.21,-90277.5960079335,311
annual,2012,-2.1638470905364,4.97518827775623,4.20648901271999,4.01,7.88,-148507.265204642,312
annual,2013,-0.476922909725891,0.63288535541878,4.21112407755133,2.33,10.38,-547935.337841799,312
annual,2014,0.303322909052174,0.52520142812462,3.63354418712644,1.77,9.13,-528171.907873081,312
interannual,2012-4,-0.0989842128693179,0.575563078734909,3.89533054431914,2.03,9.7,-1680933.6744355,312
season,NEM,-0.21946190971888,0.606460891424659,3.70513867199161,1.99,9.18,-1564311.93682853,312
season,SWM,0.579364849031642,0.419535438807939,7.75176987484277,3.14,19.68,-92470.6919457438,312
annual,2012,-2.16514157262703,5,4.21123337468927,4.02,7.88,-149274.778730268,313
annual,2013,-0.476315522365697,0.632664345386903,4.21288919604351,2.33,10.38,-551078.651301315,313
annual,2014,0.283203466213047,0.527438764845027,3.6468291342423,1.78,9.16,-527191.657812812,313
interannual,2012-4,-0.103633574283217,0.576087778314065,3.90141757279204,2.03,9.72,-1684273.48942799,313
season,NEM,-0.224670032121738,0.607236635759514,3.70960693929704,2,9.19,-1568040.23767429,313
season,SWM,0.604462425513968,0.416323270060075,7.88130602225192,3.17,20.01,-91633.9719703999,313
annual,2012,-2.16516506321408,5,4.21133230019536,4.02,7.88,-148792.367792484,314
annual,2013,-0.471150390072226,0.631392376774833,4.21609220115532,2.33,10.39,-547701.512735189,314
annual,2014,0.270464944301083,0.529237351895239,3.64545645020438,1.79,9.15,-528994.071568096,314
interannual,2012-4,-0.111866565300617,0.57734390356641,3.90480937428045,2.03,9.72,-1682260.95458232,314
season,NEM,-0.234350371386774,0.608829707228656,3.71517608467649,2,9.2,-1567248.51129352,314
season,SWM,0.620433095784533,0.414744486852256,7.91921589700191,3.17,20.11,-90520.4124845,314
annual,2012,-2.15747055945798,4.86012831929878,4.18324948475591,3.98,7.85,-148207.382081706,315
annual,2013,-0.474835027435552,0.632602458592705,4.20786660840276,2.32,10.37,-550899.592576004,315
annual,2014,0.275575507022975,0.528295704521974,3.65181221588336,1.79,9.17,-527397.207654771,315
interannual,2012-4,-0.116350102247302,0.578213524460539,3.90250166501655,2.04,9.72,-1685302.72023638,315
season,NEM,-0.237894066129609,0.609667217004229,3.71244544047634,2,9.19,-1569804.83754107,315
season,SWM,0.591427528161198,0.41693888637383,7.92071766505898,3.19,20.11,-90765.9385871486,315
annual,2012,-2.16210516002804,5,4.19846572634684,4,7.86,-149038.090955898,316
annual,2013,-0.450324728790152,0.627040434981288,4.21472725878719,2.32,10.4,-549727.506214292,316
annual,2014,0.278769020082295,0.52804371943217,3.64686869662164,1.78,9.16,-527314.221996645,316
interannual,2012-4,-0.105578985711002,0.576388702089634,3.90211053064553,2.03,9.72,-1685629.38840265,316
season,NEM,-0.226916849346593,0.607652475772916,3.71000145098298,2,9.19,-1569817.37880778,316
season,SWM,0.59486413595873,0.416635446241258,7.92488533764921,3.19,20.12,-91029.2822077512,316
annual,2012,-2.16446845777447,5,4.20839968476357,4.01,7.88,-148736.150079808,317
annual,2013,-0.452212287143674,0.627611327333443,4.21126281291566,2.32,10.39,-547965.934815979,317
annual,2014,0.277320248926347,0.528409445242076,3.64242431822979,1.78,9.15,-527540.904116987,317
interannual,2012-4,-0.101002222223001,0.575537983893355,3.90377647672423,2.03,9.73,-1678402.11027563,317
season,NEM,-0.221887557207409,0.606551729458994,3.71239395640104,2,9.2,-1563446.00821941,317
season,SWM,0.621897244176453,0.414554562034209,7.92751429297335,3.17,20.13,-90512.0700347366,317
annual,2012,-2.16405257093168,5,4.20664983060134,4.01,7.87,-148153.351111592,318
annual,2013,-0.450067794438245,0.627280689815628,4.20883867825321,2.31,10.39,-548763.409354692,318
annual,2014,0.275862632465191,0.528333347588424,3.64976178194281,1.79,9.17,-527669.646826568,318
interannual,2012-4,-0.104261196544971,0.575981397744955,3.90630957844991,2.03,9.73,-1680111.24944415,318
season,NEM,-0.227757923111406,0.607593936037603,3.71424134552532,2,9.2,-1565301.03752786,318
season,SWM,0.639874397674556,0.412209670053322,8.03335609938773,3.2,20.4,-89960.2932924078,318
annual,2012,-2.16046279439174,4.87665097775203,4.19525463907211,3.99,7.87,-149757.099703584,319
annual,2013,-0.453500764100178,0.628608549566154,4.19684202966184,2.31,10.35,-550450.818174187,319
annual,2014,0.275324683684297,0.528355232499247,3.65114301444803,1.79,9.17,-526863.299797235,319
interannual,2012-4,-0.103052016985783,0.576083331965763,3.89925125136009,2.03,9.71,-1683215.08336824,319
season,NEM,-0.225799037973986,0.607557813265018,3.70766164642307,2,9.18,-1567132.74647162,319
season,SWM,0.617152319473986,0.415229972895751,7.89449617489963,3.16,20.04,-91439.7470458433,319
annual,2012,-2.15647199073224,4.80745710495631,4.18082342226531,3.97,7.85,-149632.144668833,320
annual,2013,-0.443403792359619,0.626557174606135,4.19529107614161,2.3,10.35,-548152.070134956,320
annual,2014,0.291296401583101,0.526177414233021,3.65110209177687,1.78,9.17,-525997.577059095,320
interannual,2012-4,-0.0966719578302069,0.57502154394327,3.89876830083137,2.03,9.71,-1682317.2240977,320
season,NEM,-0.219336693599827,0.606256702176783,3.70858809682496,1.99,9.19,-1566625.16468753,320
season,SWM,0.612678413619873,0.416104994983373,7.83920692888047,3.15,19.9,-91439.4683511765,320
annual,2012,-2.16554949598531,5,4.21295158557534,4.02,7.89,-148650.019342899,321
annual,2013,-0.452746251430115,0.627764477354627,4.21045456360662,2.32,10.39,-548033.309812034,321
annual,2014,0.271249231789364,0.529268090520044,3.6417856199723,1.78,9.14,-529070.007866733,321
interannual,2012-4,-0.105568654349202,0.576311534770684,3.90383867670312,2.03,9.72,-1680990.43833245,321
season,NEM,-0.226082446203746,0.607317012386543,3.71331246177362,2,9.2,-1565250.68047534,321
season,SWM,0.582274129683501,0.418546142594143,7.8284355097371,3.16,19.88,-91469.9421857365,321
annual,2012,-2.16475287955472,5,4.20959681553088,4.01,7.88,-147389.077752574,322
annual,2013,-0.463483417904675,0.630250227164833,4.20631856260053,2.32,10.37,-549234.204126736,322
annual,2014,0.282700988844671,0.527663827354569,3.64265695198746,1.78,9.15,-527697.011384152,322
interannual,2012-4,-0.10276172256051,0.576064104369038,3.89856013477273,2.03,9.71,-1683101.20913484,322
season,NEM,-0.225427790726725,0.607448574466915,3.70836953144799,2,9.18,-1568162.28969241,322
season,SWM,0.629635345905689,0.414051721432136,7.91899503867417,3.17,20.11,-90399.3360922004,322
annual,2012,-2.16404938887364,5,4.20663644481873,4.01,7.87,-148992.174398437,323
annual,2013,-0.468029333326561,0.631110630628413,4.20849094528337,2.32,10.38,-548063.050297844,323
annual,2014,0.276717622852134,0.528430118254074,3.64407084880546,1.78,9.15,-529384.459271644,323
interannual,2012-4,-0.0983762867796077,0.575396691374745,3.89678283007238,2.03,9.71,-1680192.85174504,323
season,NEM,-0.22123262966231,0.606794928411733,3.70530723989875,1.99,9.18,-1564550.84101315,323
season,SWM,0.615561082580511,0.415207461090058,7.90941451403506,3.17,20.08,-90967.8019998099,323
annual,2012,-2.16152162101025,4.970908041796,4.19684131315916,4,7.86,-149296.232071549,324
annual,2013,-0.45427237274093,0.628209644172318,4.20800743621656,2.31,10.38,-547575.64712184,324
annual,2014,0.286312662019106,0.526764931130373,3.65351955430876,1.78,9.18,-526479.718766807,324
interannual,2012-4,-0.0985049399734033,0.575288006067016,3.89978304653268,2.03,9.72,-1680580.02692002,324
season,NEM,-0.218131202948827,0.605999367353207,3.70905666912365,1.99,9.19,-1565045.24225584,324
season,SWM,0.571539768845691,0.419633493143864,7.80282985993836,3.16,19.81,-91348.7070682361,324
annual,2012,-2.16331800021099,5,4.20356088346757,4.01,7.87,-148852.90415964,325
annual,2013,-0.470958296344301,0.631114980453139,4.22074969228409,2.33,10.41,-549185.660057497,325
annual,2014,0.278572199378379,0.528352628903794,3.63937418984063,1.78,9.14,-528145.584803559,325
interannual,2012-4,-0.111506176156974,0.577339120309367,3.9035115399133,2.03,9.72,-1681928.16498107,325
season,NEM,-0.231474289045212,0.608449565758008,3.71172629294006,2,9.19,-1567013.61579985,325
season,SWM,0.567123774007868,0.419011095755326,7.90038208716377,3.19,20.06,-90162.6478598845,325
annual,2012,-2.15966401112354,4.90170341104927,4.19111829995042,3.99,7.86,-148479.504303105,326
annual,2013,-0.464374023433453,0.630108993999834,4.21285764643632,2.32,10.39,-547406.208499218,326
annual,2014,0.299021325849191,0.525440239392885,3.64276802296532,1.78,9.15,-525946.884320321,326
interannual,2012-4,-0.101468913908225,0.575689692383937,3.90211009457718,2.03,9.72,-1679356.38168161,326
season,NEM,-0.223492954404664,0.606905227243251,3.71157888327269,2,9.19,-1564009.95796361,326
season,SWM,0.600461518376311,0.4168108958671,7.86260836968571,3.16,19.96,-91033.5838139538,326
annual,2012,-2.15683758526129,4.84926984705308,4.18095516298712,3.98,7.84,-149179.284044181,327
annual,2013,-0.4628850369174,0.630245160744059,4.20390225591594,2.32,10.37,-549107.362665945,327
annual,2014,0.277576834583564,0.527850462634498,3.65637739525994,1.79,9.18,-525529.438124817,327
interannual,2012-4,-0.102564460479209,0.575847502995301,3.90276015903184,2.03,9.72,-1680756.67835765,327
season,NEM,-0.226717835717963,0.607614027042458,3.70999678036709,2,9.19,-1564021.15977242,327
season,SWM,0.597384196212938,0.416794372970423,7.88854321692488,3.17,20.03,-91958.0605845971,327
annual,2012,-2.16216193347194,4.91939657382988,4.20105620592865,4,7.87,-148792.621036245,328
annual,2013,-0.461404730775322,0.629546787975382,4.21147909357585,2.32,10.39,-548256.497105191,328
annual,2014,0.281930135597686,0.527571848057917,3.64792009762137,1.78,9.16,-526613.643605905,328
interannual,2012-4,-0.0973532983778576,0.575084979032866,3.89996447694788,2.03,9.72,-1679722.668282,328
