comparison,time_scale,log_like,iteration
gen_monsoonal_bio_monsoonal,total_monsoons,-21675.5682524634,636
gen_total_bio_total,total_years,-26187.1240300859,636
gen_annual_bio_annual,annual,-30521.3745506355,636
gen_monsoonal_bio_total,monsoonal,-14815.1512761169,637
gen_monsoonal_bio_monsoonal,total_monsoons,-26751.3504649888,637
gen_annual_bio_annual,annual,-27698.2038427562,637
gen_total_bio_total,total_years,-27746.7732135551,637
gen_monsoonal_bio_total,monsoonal,-18086.8131895967,638
gen_annual_bio_annual,annual,-25444.192598652,638
gen_monsoonal_bio_monsoonal,total_monsoons,-28390.7889838707,638
gen_total_bio_total,total_years,-39164.4683847833,638
gen_monsoonal_bio_total,monsoonal,-14719.1792250147,639
gen_monsoonal_bio_monsoonal,total_monsoons,-26091.819708852,639
gen_total_bio_total,total_years,-26967.5768687608,639
gen_annual_bio_annual,annual,-34636.0120383915,639
gen_monsoonal_bio_total,monsoonal,-14906.119245136,640
gen_monsoonal_bio_monsoonal,total_monsoons,-25725.2470576917,640
gen_annual_bio_annual,annual,-28780.5136561093,640
gen_total_bio_total,total_years,-28798.0229139252,640
gen_monsoonal_bio_total,monsoonal,-14708.1637177081,641
gen_monsoonal_bio_monsoonal,total_monsoons,-27320.981145597,641
gen_annual_bio_annual,annual,-28545.524040915,641
gen_total_bio_total,total_years,-40866.0784526364,641
gen_monsoonal_bio_total,monsoonal,-13722.6212965179,642
gen_monsoonal_bio_monsoonal,total_monsoons,-25021.958264578,642
gen_annual_bio_annual,annual,-28122.5300462832,642
gen_total_bio_total,total_years,-29396.9294475605,642
gen_monsoonal_bio_total,monsoonal,-14462.0456046107,643
gen_monsoonal_bio_monsoonal,total_monsoons,-25385.3042651705,643
gen_annual_bio_annual,annual,-28504.83769006,643
gen_total_bio_total,total_years,-39593.8977076554,643
gen_monsoonal_bio_total,monsoonal,-12026.9290140962,644
gen_monsoonal_bio_monsoonal,total_monsoons,-22914.2048641057,644
gen_total_bio_total,total_years,-26512.0308772837,644
gen_annual_bio_annual,annual,-29914.6759167811,644
gen_monsoonal_bio_total,monsoonal,-14587.7206637346,645
gen_monsoonal_bio_monsoonal,total_monsoons,-25512.7244973879,645
gen_annual_bio_annual,annual,-30055.6837187432,645
gen_total_bio_total,total_years,-41834.3048235805,645
gen_monsoonal_bio_total,monsoonal,-14270.1333910992,646
gen_monsoonal_bio_monsoonal,total_monsoons,-25520.7409678667,646
gen_annual_bio_annual,annual,-26947.15755952,646
gen_total_bio_total,total_years,-40588.0198412441,646
gen_monsoonal_bio_total,monsoonal,-16896.2368751934,647
gen_annual_bio_annual,annual,-26184.8461496547,647
gen_monsoonal_bio_monsoonal,total_monsoons,-27632.4440107564,647
gen_total_bio_total,total_years,-39107.1342812594,647
gen_monsoonal_bio_total,monsoonal,-13975.7748413029,648
gen_monsoonal_bio_monsoonal,total_monsoons,-26109.7385816914,648
gen_annual_bio_annual,annual,-28509.3646328627,648
gen_total_bio_total,total_years,-33468.6291211701,648
gen_monsoonal_bio_total,monsoonal,-15997.8859952762,649
gen_total_bio_total,total_years,-26239.5823304753,649
gen_monsoonal_bio_monsoonal,total_monsoons,-26879.667143509,649
gen_annual_bio_annual,annual,-29028.8731773945,649
gen_monsoonal_bio_total,monsoonal,-16873.5268060183,650
gen_annual_bio_annual,annual,-25248.2836139296,650
gen_monsoonal_bio_monsoonal,total_monsoons,-28281.3081297357,650
gen_total_bio_total,total_years,-39343.2935673231,650
gen_monsoonal_bio_total,monsoonal,-13691.7920709302,651
gen_monsoonal_bio_monsoonal,total_monsoons,-23490.1684862028,651
gen_annual_bio_annual,annual,-27826.9411381388,651
gen_total_bio_total,total_years,-27868.6814126671,651
gen_monsoonal_bio_total,monsoonal,-16663.5035162801,652
gen_total_bio_total,total_years,-27074.4200558402,652
gen_monsoonal_bio_monsoonal,total_monsoons,-27199.980211498,652
gen_annual_bio_annual,annual,-29459.2255664403,652
gen_monsoonal_bio_total,monsoonal,-13893.9693305759,653
gen_monsoonal_bio_monsoonal,total_monsoons,-23987.7330389717,653
gen_total_bio_total,total_years,-27323.9759147325,653
gen_annual_bio_annual,annual,-27980.5175763441,653
gen_monsoonal_bio_total,monsoonal,-13907.621949509,654
gen_monsoonal_bio_monsoonal,total_monsoons,-24509.9520995647,654
gen_annual_bio_annual,annual,-32558.3117744825,654
gen_total_bio_total,total_years,-39901.9230106115,654
gen_monsoonal_bio_total,monsoonal,-14664.1183698413,655
gen_monsoonal_bio_monsoonal,total_monsoons,-26074.0093388818,655
gen_annual_bio_annual,annual,-26172.7405438914,655
gen_total_bio_total,total_years,-39233.8033510883,655
gen_monsoonal_bio_total,monsoonal,-13226.4339987368,656
gen_monsoonal_bio_monsoonal,total_monsoons,-22541.1408334013,656
gen_annual_bio_annual,annual,-26901.5528407509,656
gen_total_bio_total,total_years,-38939.3665236054,656
gen_monsoonal_bio_total,monsoonal,-14874.9139076258,657
gen_annual_bio_annual,annual,-24223.8317631097,657
gen_monsoonal_bio_monsoonal,total_monsoons,-26515.471205861,657
gen_total_bio_total,total_years,-38245.5044382702,657
gen_monsoonal_bio_total,monsoonal,-13478.094015995,658
gen_monsoonal_bio_monsoonal,total_monsoons,-23511.5960293294,658
gen_annual_bio_annual,annual,-28244.7806766995,658
gen_total_bio_total,total_years,-39813.6149359571,658
gen_monsoonal_bio_total,monsoonal,-17122.6806043148,659
gen_monsoonal_bio_monsoonal,total_monsoons,-28382.3655600316,659
gen_annual_bio_annual,annual,-28626.9778066973,659
gen_total_bio_total,total_years,-41658.6936581491,659
gen_monsoonal_bio_total,monsoonal,-13715.6218796413,660
gen_monsoonal_bio_monsoonal,total_monsoons,-24236.2204913926,660
gen_total_bio_total,total_years,-28022.6101341345,660
gen_annual_bio_annual,annual,-31853.6116247478,660
gen_monsoonal_bio_total,monsoonal,-14439.9994997879,661
gen_monsoonal_bio_monsoonal,total_monsoons,-24307.6810813595,661
gen_annual_bio_annual,annual,-28105.0553897506,661
gen_total_bio_total,total_years,-38637.6592423383,661
gen_monsoonal_bio_total,monsoonal,-12957.6859158262,662
gen_monsoonal_bio_monsoonal,total_monsoons,-22463.96982551,662
gen_annual_bio_annual,annual,-25985.6902807935,662
gen_total_bio_total,total_years,-38942.757309039,662
gen_monsoonal_bio_total,monsoonal,-14972.8583244774,663
gen_monsoonal_bio_monsoonal,total_monsoons,-24190.3942961345,663
gen_total_bio_total,total_years,-24521.3231917598,663
gen_annual_bio_annual,annual,-28054.8148206181,663
gen_monsoonal_bio_total,monsoonal,-14688.3368294304,664
gen_monsoonal_bio_monsoonal,total_monsoons,-26233.194750973,664
gen_annual_bio_annual,annual,-27463.9816044501,664
gen_total_bio_total,total_years,-39659.0858823749,664
gen_monsoonal_bio_total,monsoonal,-14102.2156815535,665
gen_monsoonal_bio_monsoonal,total_monsoons,-25608.3703909298,665
gen_annual_bio_annual,annual,-33242.5496973441,665
gen_total_bio_total,total_years,-39206.4422274943,665
gen_monsoonal_bio_total,monsoonal,-14489.908187082,666
gen_monsoonal_bio_monsoonal,total_monsoons,-26409.0080695336,666
gen_total_bio_total,total_years,-28331.3581215661,666
gen_annual_bio_annual,annual,-30043.7497521157,666
gen_monsoonal_bio_total,monsoonal,-13555.43095396,667
gen_monsoonal_bio_monsoonal,total_monsoons,-24428.5919390753,667
gen_annual_bio_annual,annual,-26082.9608016012,667
gen_total_bio_total,total_years,-28831.5810007556,667
gen_monsoonal_bio_total,monsoonal,-17502.0998827324,668
gen_monsoonal_bio_monsoonal,total_monsoons,-29208.1974473312,668
gen_annual_bio_annual,annual,-30075.5683110229,668
gen_total_bio_total,total_years,-40749.2396543636,668
gen_monsoonal_bio_total,monsoonal,-13948.8309893881,669
gen_monsoonal_bio_monsoonal,total_monsoons,-23702.8298652107,669
gen_annual_bio_annual,annual,-28208.2691188582,669
gen_total_bio_total,total_years,-39276.9427803528,669
gen_monsoonal_bio_total,monsoonal,-13983.2948667588,670
gen_monsoonal_bio_monsoonal,total_monsoons,-24162.2253083977,670
gen_total_bio_total,total_years,-26943.3645775797,670
gen_annual_bio_annual,annual,-30200.6627613347,670
gen_monsoonal_bio_total,monsoonal,-13664.8544811108,671
gen_monsoonal_bio_monsoonal,total_monsoons,-23420.0032200327,671
gen_total_bio_total,total_years,-27766.2061219174,671
gen_annual_bio_annual,annual,-28661.0708863736,671
gen_monsoonal_bio_total,monsoonal,-15481.3016335701,672
gen_annual_bio_annual,annual,-24839.4055326866,672
gen_monsoonal_bio_monsoonal,total_monsoons,-26078.2809044604,672
gen_total_bio_total,total_years,-39767.0485131039,672
gen_monsoonal_bio_total,monsoonal,-15359.3473805934,673
gen_monsoonal_bio_monsoonal,total_monsoons,-27115.7461375297,673
gen_annual_bio_annual,annual,-28699.6113381023,673
gen_total_bio_total,total_years,-40242.387640324,673
gen_monsoonal_bio_total,monsoonal,-14537.5949222924,674
gen_monsoonal_bio_monsoonal,total_monsoons,-26452.460067595,674
gen_annual_bio_annual,annual,-28722.2811465068,674
gen_total_bio_total,total_years,-38736.2260850701,674
gen_monsoonal_bio_total,monsoonal,-15106.5174267955,675
gen_monsoonal_bio_monsoonal,total_monsoons,-26632.0283131272,675
gen_annual_bio_annual,annual,-28227.4175659736,675
gen_total_bio_total,total_years,-28848.5710416887,675
gen_monsoonal_bio_total,monsoonal,-12735.4431722236,676
gen_monsoonal_bio_monsoonal,total_monsoons,-23526.1899460279,676
gen_annual_bio_annual,annual,-25351.5384066117,676
gen_total_bio_total,total_years,-38557.3011460171,676
gen_monsoonal_bio_total,monsoonal,-15165.0170156436,677
gen_monsoonal_bio_monsoonal,total_monsoons,-24525.8979764751,677
gen_annual_bio_annual,annual,-28082.6784750047,677
gen_total_bio_total,total_years,-39704.6842020691,677
gen_monsoonal_bio_total,monsoonal,-12079.5696858353,678
gen_monsoonal_bio_monsoonal,total_monsoons,-22072.3468635683,678
gen_annual_bio_annual,annual,-25651.2914718289,678
gen_total_bio_total,total_years,-37864.3179564771,678
gen_monsoonal_bio_total,monsoonal,-13294.9855745464,679
gen_monsoonal_bio_monsoonal,total_monsoons,-23213.5021449738,679
gen_total_bio_total,total_years,-27386.1308235032,679
gen_annual_bio_annual,annual,-28151.3644523682,679
gen_monsoonal_bio_total,monsoonal,-16037.5522625441,680
gen_monsoonal_bio_monsoonal,total_monsoons,-27662.0541560999,680
gen_total_bio_total,total_years,-27833.9276208366,680
gen_annual_bio_annual,annual,-32948.8318710884,680
gen_monsoonal_bio_total,monsoonal,-17462.6212306382,681
gen_monsoonal_bio_monsoonal,total_monsoons,-28011.3858579612,681
gen_annual_bio_annual,annual,-30674.8766131942,681
gen_total_bio_total,total_years,-40106.7193196453,681
gen_monsoonal_bio_total,monsoonal,-16858.1083252078,682
gen_annual_bio_annual,annual,-25770.1355667626,682
gen_monsoonal_bio_monsoonal,total_monsoons,-27327.2976854647,682
gen_total_bio_total,total_years,-27998.1678046007,682
gen_monsoonal_bio_total,monsoonal,-11212.0563254377,683
gen_monsoonal_bio_monsoonal,total_monsoons,-21718.5439825142,683
gen_annual_bio_annual,annual,-30525.3258016908,683
gen_total_bio_total,total_years,-34173.1092192118,683
gen_monsoonal_bio_total,monsoonal,-15683.5742061152,684
gen_monsoonal_bio_monsoonal,total_monsoons,-26871.1303732548,684
gen_annual_bio_annual,annual,-28489.0892603768,684
gen_total_bio_total,total_years,-40300.14377993,684
gen_monsoonal_bio_total,monsoonal,-13060.0114447764,685
gen_monsoonal_bio_monsoonal,total_monsoons,-23250.0127785765,685
gen_total_bio_total,total_years,-29002.1581125111,685
gen_annual_bio_annual,annual,-32839.6064107461,685
gen_monsoonal_bio_total,monsoonal,-13865.6000869159,686
gen_monsoonal_bio_monsoonal,total_monsoons,-24207.9502880098,686
gen_annual_bio_annual,annual,-27288.3854273227,686
gen_total_bio_total,total_years,-41384.8447486735,686
gen_monsoonal_bio_total,monsoonal,-12590.3868236589,687
gen_monsoonal_bio_monsoonal,total_monsoons,-23952.8482365642,687
gen_annual_bio_annual,annual,-26977.8291568432,687
gen_total_bio_total,total_years,-28971.955810629,687
gen_monsoonal_bio_total,monsoonal,-13009.8447788167,688
gen_monsoonal_bio_monsoonal,total_monsoons,-23055.0880901627,688
gen_annual_bio_annual,annual,-26300.9433452623,688
gen_total_bio_total,total_years,-30403.5570462616,688
gen_monsoonal_bio_total,monsoonal,-15116.1866556462,689
gen_monsoonal_bio_monsoonal,total_monsoons,-26517.3098032308,689
gen_annual_bio_annual,annual,-26525.9885193291,689
gen_total_bio_total,total_years,-39422.3475977515,689
gen_monsoonal_bio_total,monsoonal,-12546.3754038113,690
gen_monsoonal_bio_monsoonal,total_monsoons,-23506.2309107885,690
gen_annual_bio_annual,annual,-29066.5223633439,690
gen_total_bio_total,total_years,-42348.1456504589,690
gen_monsoonal_bio_total,monsoonal,-11860.1102804297,691
gen_monsoonal_bio_monsoonal,total_monsoons,-21339.5721100197,691
gen_annual_bio_annual,annual,-28826.1597007242,691
gen_total_bio_total,total_years,-37879.8122244822,691
gen_monsoonal_bio_total,monsoonal,-13741.4566767801,692
gen_monsoonal_bio_monsoonal,total_monsoons,-24159.322505402,692
gen_total_bio_total,total_years,-28118.7083818891,692
gen_annual_bio_annual,annual,-28849.5677092332,692
gen_monsoonal_bio_total,monsoonal,-14096.5490765925,693
gen_monsoonal_bio_monsoonal,total_monsoons,-23969.7057423621,693
gen_total_bio_total,total_years,-27372.02524906,693
gen_annual_bio_annual,annual,-32047.7879889053,693
gen_monsoonal_bio_total,monsoonal,-14479.7181252457,694
gen_monsoonal_bio_monsoonal,total_monsoons,-24240.4952447365,694
gen_total_bio_total,total_years,-29202.7208589283,694
gen_annual_bio_annual,annual,-31779.7414163464,694
gen_monsoonal_bio_total,monsoonal,-14141.0638291005,695
gen_monsoonal_bio_monsoonal,total_monsoons,-24494.0665586923,695
gen_total_bio_total,total_years,-27939.8399092634,695
gen_annual_bio_annual,annual,-28976.5371751714,695
gen_monsoonal_bio_total,monsoonal,-16699.3544181101,696
gen_annual_bio_annual,annual,-28344.6354813799,696
gen_monsoonal_bio_monsoonal,total_monsoons,-29757.2147050914,696
gen_total_bio_total,total_years,-41308.058031582,696
gen_monsoonal_bio_total,monsoonal,-13333.9067536891,697
gen_monsoonal_bio_monsoonal,total_monsoons,-23118.4842990023,697
gen_annual_bio_annual,annual,-27977.4181048507,697
gen_total_bio_total,total_years,-29215.8522290497,697
gen_monsoonal_bio_total,monsoonal,-14602.3643584989,698
gen_monsoonal_bio_monsoonal,total_monsoons,-26400.6132422167,698
gen_annual_bio_annual,annual,-27225.5989064031,698
gen_total_bio_total,total_years,-39155.6792642535,698
gen_monsoonal_bio_total,monsoonal,-13807.8928281868,699
gen_monsoonal_bio_monsoonal,total_monsoons,-23959.5754195483,699
gen_annual_bio_annual,annual,-28719.3195014891,699
gen_total_bio_total,total_years,-39968.320997705,699
gen_monsoonal_bio_total,monsoonal,-13751.5032219207,700
gen_monsoonal_bio_monsoonal,total_monsoons,-23896.7213339696,700
gen_annual_bio_annual,annual,-29149.6515203064,700
gen_total_bio_total,total_years,-30162.9271381982,700
gen_monsoonal_bio_total,monsoonal,-13012.2303409999,701
gen_monsoonal_bio_monsoonal,total_monsoons,-24085.3019775653,701
gen_annual_bio_annual,annual,-26210.4931864616,701
gen_total_bio_total,total_years,-28840.0852485291,701
gen_monsoonal_bio_total,monsoonal,-16955.1938721653,702
gen_monsoonal_bio_monsoonal,total_monsoons,-27218.5949525367,702
gen_annual_bio_annual,annual,-27652.523042043,702
gen_total_bio_total,total_years,-28509.125193022,702
gen_monsoonal_bio_total,monsoonal,-13172.9784960156,703
gen_monsoonal_bio_monsoonal,total_monsoons,-22343.8425237405,703
gen_annual_bio_annual,annual,-29740.2535191012,703
gen_total_bio_total,total_years,-38857.4160147048,703
gen_monsoonal_bio_total,monsoonal,-11696.4444578229,704
gen_monsoonal_bio_monsoonal,total_monsoons,-22658.5818161318,704
gen_annual_bio_annual,annual,-25950.1232245435,704
gen_total_bio_total,total_years,-33251.8095809629,704
gen_monsoonal_bio_total,monsoonal,-13321.791915257,705
gen_monsoonal_bio_monsoonal,total_monsoons,-23961.3992552101,705
gen_annual_bio_annual,annual,-29802.6603414605,705
gen_total_bio_total,total_years,-38545.2421981492,705
gen_monsoonal_bio_total,monsoonal,-14760.2434927784,706
gen_monsoonal_bio_monsoonal,total_monsoons,-25725.9160568016,706
gen_total_bio_total,total_years,-28124.3938330665,706
gen_annual_bio_annual,annual,-32029.4910671411,706
gen_monsoonal_bio_total,monsoonal,-14248.7915523054,707
gen_monsoonal_bio_monsoonal,total_monsoons,-26433.7401719521,707
gen_annual_bio_annual,annual,-27694.4475707553,707
gen_total_bio_total,total_years,-40948.711311232,707
gen_monsoonal_bio_total,monsoonal,-14411.6354158982,708
gen_monsoonal_bio_monsoonal,total_monsoons,-24057.6250454316,708
gen_annual_bio_annual,annual,-28821.165371739,708
gen_total_bio_total,total_years,-38878.3033574587,708
gen_monsoonal_bio_total,monsoonal,-12601.5971723222,709
gen_monsoonal_bio_monsoonal,total_monsoons,-23314.6762437497,709
gen_annual_bio_annual,annual,-33836.0567126208,709
gen_total_bio_total,total_years,-39733.8405774484,709
gen_monsoonal_bio_total,monsoonal,-13448.7329890973,710
gen_monsoonal_bio_monsoonal,total_monsoons,-23557.1627507718,710
gen_annual_bio_annual,annual,-30252.6331761961,710
gen_total_bio_total,total_years,-39228.1794582665,710
gen_monsoonal_bio_total,monsoonal,-13835.9380223141,711
gen_monsoonal_bio_monsoonal,total_monsoons,-24219.8659638017,711
gen_total_bio_total,total_years,-27264.861908551,711
gen_annual_bio_annual,annual,-27792.017178374,711
gen_monsoonal_bio_total,monsoonal,-15573.9432561353,712
gen_monsoonal_bio_monsoonal,total_monsoons,-26441.7080894098,712
gen_annual_bio_annual,annual,-26670.0027450983,712
gen_total_bio_total,total_years,-28561.2216798643,712
gen_monsoonal_bio_total,monsoonal,-12810.7891059852,713
gen_monsoonal_bio_monsoonal,total_monsoons,-22753.7623953901,713
gen_annual_bio_annual,annual,-24219.2421646052,713
gen_total_bio_total,total_years,-29378.4206870937,713
gen_monsoonal_bio_total,monsoonal,-14346.0427875835,714
gen_monsoonal_bio_monsoonal,total_monsoons,-25084.0228437484,714
gen_total_bio_total,total_years,-32055.90154775,714
gen_annual_bio_annual,annual,-32326.5505669098,714
gen_monsoonal_bio_total,monsoonal,-15154.9799757633,715
gen_annual_bio_annual,annual,-26316.7014231029,715
gen_monsoonal_bio_monsoonal,total_monsoons,-27689.620620599,715
gen_total_bio_total,total_years,-38161.0523284729,715
gen_monsoonal_bio_total,monsoonal,-14658.0510877532,716
gen_monsoonal_bio_monsoonal,total_monsoons,-23704.392133629,716
gen_annual_bio_annual,annual,-28722.0131554348,716
gen_total_bio_total,total_years,-38524.0634166821,716
gen_monsoonal_bio_total,monsoonal,-12707.6612736287,717
