data_source,time_scale,time_id,k,theta,mdd,med,dist90,log_like,iteration
genetics,annual,2012,-1.46492626084093,0.576591753649867,15.1753636074742,7.8985,37.7992,-12.4846550943595,4
genetics,annual,2013,-3.2327560668968,5,12.2480906822302,11.6777,22.9248,-134.190899738739,4
genetics,annual,2014,7.16801226762493,0.15,2212.62442449944,170.8497,3861.8818,-68.5527278602854,4
genetics,total_years,2012-4,-1.37577546124394,0.656851556982598,9.30372448296914,5.2584,22.8255,-242.137756466453,4
genetics,monsoonal,NEM,-1.15410557888194,0.602316306699992,9.64047403908192,5.1643,23.8999,-29.6627929140752,4
genetics,monsoonal,SWM,-0.426785104258024,0.424595309439123,19.8853957547119,8.1346,50.4817,-59.5074342193666,4
simulation,annual,2012,-2.16264878320577,5,4.20074873011725,4.0051,7.8626,-148638.517722091,5
simulation,annual,2013,-0.483106260275198,0.634002296363878,4.21537797067047,2.3322,10.3878,-549753.892744523,5
simulation,annual,2014,0.287376265494322,0.527010480948514,3.64306226345732,1.7797,9.1504,-526509.692176661,5
simulation,total_years,2012-4,-0.112172084986686,0.577520860509371,3.9019651039685,2.0331,9.7175,-1681775.31698565,5
simulation,monsoonal,NEM,-0.234716186747466,0.609060379857796,3.71215241650824,2.0028,9.1912,-1565627.29782072,5
simulation,monsoonal,SWM,0.571283486829312,0.419588483455777,7.80934389089625,3.16,19.8273,-91679.4736457672,5
genetics,annual,2012,-10,2.90882017268958,11192.7863717826,10079.3146,21991.8701,-0.175168264114286,5
genetics,annual,2013,0.602782490797771,0.381841028177471,13.0379710799359,4.8156,33.0635,-74.7928502901488,5
genetics,annual,2014,7.57949466304358,0.15,1466.23357826704,113.2165,2559.1417,-90.9687902814794,5
genetics,total_years,2012-4,2.84006303314135,0.236713399604733,92.0718374806068,18.2719,214.3667,-175.585915164694,5
genetics,monsoonal,NEM,-1.77325251793141,0.729875597088952,10.5673776639835,6.3377,25.558,-22.3789686435988,5
genetics,monsoonal,SWM,6.86940319723268,0.15,2982.57924817179,230.3025,5205.7489,-55.358060416007,5
simulation,annual,2012,-2.16403671364317,5,4.20658312507022,4.0107,7.8735,-148509.527687783,6
simulation,annual,2013,-0.466665967196984,0.630863714697015,4.20761405555374,2.3208,10.3749,-550014.738840434,6
simulation,annual,2014,0.286984043986609,0.52672034072996,3.65226372954653,1.7835,9.1739,-528042.814020733,6
simulation,total_years,2012-4,-0.102589295236514,0.575869322508391,3.90235601854883,2.0294,9.7214,-1682062.600922,6
simulation,monsoonal,NEM,-0.227069129005518,0.607507821782433,3.71332876168949,2.0002,9.1968,-1566099.37282087,6
simulation,monsoonal,SWM,0.656708822434923,0.412358952907587,7.88345485077576,3.1388,20.0168,-91735.7671055723,6
genetics,annual,2012,-2.44974693151633,1.14007145353468,9.79886624567893,7.1285,22.0771,-16.6677047517668,6
genetics,annual,2013,-3.25143374958532,5,12.4790064058542,11.8978,23.357,-148.338347120374,6
genetics,annual,2014,7.07596642398545,0.15,2425.95481785137,187.3222,4234.2254,-80.3164890384688,6
genetics,total_years,2012-4,-3.29521655334555,5,13.0375094950799,12.4303,24.4023,-253.91949996928,6
genetics,monsoonal,NEM,-0.4593214424016,0.507012053572803,8.96631238694169,4.2549,22.5881,-34.4726921970477,6
genetics,monsoonal,SWM,-0.719297555499549,0.507371267463707,11.5947504468161,5.5052,29.2082,-101.257792327115,6
simulation,annual,2012,-2.16074091371716,4.95554519935788,4.19401193353392,3.996,7.8547,-149271.811173768,7
simulation,annual,2013,-0.45929351839365,0.629372215689117,4.2060513774836,2.3165,10.374,-547897.467251252,7
simulation,annual,2014,0.294902447516191,0.525525819167616,3.65549035035079,1.7821,9.1837,-525817.439749539,7
simulation,total_years,2012-4,-0.0956080162055103,0.574704728820162,3.90192123034741,2.0264,9.7223,-1678075.04045907,7
simulation,monsoonal,NEM,-0.214117039390043,0.605205426268254,3.70944178358128,1.9932,9.1912,-1562257.76959073,7
simulation,monsoonal,SWM,0.563807338819562,0.420150161739109,7.81146514140093,3.1648,19.8325,-91551.795795266,7
genetics,annual,2012,-3.36635857668005,5,13.9988134429865,13.3469,26.2016,-12.7549669889178,7
genetics,annual,2013,-1.05524292985625,0.654435449095355,6.82192091030815,3.8473,16.7446,-135.276247521266,7
genetics,annual,2014,3.92370584872915,0.220563420532737,75.5787971906503,13.3081,171.0977,-75.9103391700019,7
genetics,total_years,2012-4,-0.0210106990802655,0.442421930336112,10.7250361220288,4.5517,27.2047,-232.830315168072,7
genetics,monsoonal,NEM,-0.700700949779837,0.537770669645234,9.0603102012983,4.4919,22.7183,-28.0804345195826,7
genetics,monsoonal,SWM,-1.09639182985956,0.549603531632689,12.4189328521629,6.2535,31.0791,-88.0764409149257,7
simulation,annual,2012,-2.15966619884776,4.86362406455925,4.192331474606,3.9886,7.8617,-149917.506615973,8
simulation,annual,2013,-0.459300266293922,0.629097569022583,4.21152482931719,2.3189,10.3881,-546232.791253539,8
simulation,annual,2014,0.283831620311797,0.527338217924252,3.64722408281067,1.7826,9.1604,-526863.245677989,8
simulation,total_years,2012-4,-0.102268587970089,0.575840512969494,3.90176610231327,2.029,9.7199,-1679133.28228725,8
simulation,monsoonal,NEM,-0.223370656456989,0.606924455442706,3.71075689914624,1.9976,9.1915,-1563455.1004758,8
simulation,monsoonal,SWM,0.587662499664296,0.417933553746652,7.84837514867434,3.1642,19.9269,-91311.4312512447,8
genetics,annual,2012,-3.2704493676796,3.76752924889827,12.9322667862515,12.0192,24.7508,-16.9225316653419,8
genetics,annual,2013,-0.839863557394578,0.581354374453667,7.90077342958776,4.135,19.6626,-108.343763143429,8
genetics,annual,2014,6.69708007883785,0.15,3543.48818886918,273.6135,6184.7512,-97.9244840994755,8
genetics,total_years,2012-4,0.13176594413403,0.412601380618567,13.2826966035731,5.2914,33.7259,-226.605497576678,8
genetics,monsoonal,NEM,0.608638758473553,0.358969550888623,19.3001101656968,6.6825,48.7979,-22.2366999505702,8
genetics,monsoonal,SWM,-3.34201968291788,5,13.6622106953385,13.0259,25.5716,-89.0854774058826,8
simulation,annual,2012,-2.16148298762256,4.90372582186917,4.19868608847583,3.9972,7.8691,-149461.947945077,9
simulation,annual,2013,-0.469690220584057,0.631157641434096,4.21456024531196,2.3253,10.3914,-549725.111636791,9
simulation,annual,2014,0.272672837595883,0.528635140355681,3.65337935877001,1.7888,9.174,-527409.218793501,9
simulation,total_years,2012-4,-0.113348598524986,0.577531063489839,3.90632567693502,2.0354,9.7283,-1682721.01243178,9
simulation,monsoonal,NEM,-0.239118618851719,0.609697909911489,3.7164125193356,2.0064,9.2007,-1567145.20329098,9
simulation,monsoonal,SWM,0.620967853873795,0.414887525177691,7.90003991755666,3.1634,20.0587,-90963.4855275432,9
genetics,annual,2012,-3.37022845933398,4.77493324864676,14.0768968215533,13.3733,26.4318,-11.5492247111686,9
genetics,annual,2013,-3.30554068327287,5,13.1728076531599,12.5593,24.6556,-76.645579017686,9
genetics,annual,2014,1.96901744099659,0.262233190276098,70.1711037751023,16.3251,168.7481,-58.2663075736502,9
genetics,total_years,2012-4,-3.35400405782881,5,13.8269288007199,13.183,25.8799,-148.557318043726,9
genetics,monsoonal,NEM,0.206287036071787,0.319103758478829,68.3063333057001,20.6699,170.7614,-10.8175864880804,9
genetics,monsoonal,SWM,-3.36089979867684,5,13.92260521922,13.2742,26.059,-52.5103202028493,9
simulation,annual,2012,-2.16398257278754,5,4.2063553832257,4.0105,7.873,-147126.271898399,10
simulation,annual,2013,-0.457753110823406,0.628568127613267,4.21553113699847,2.3199,10.399,-548569.973768573,10
simulation,annual,2014,0.283948245711971,0.527345402275602,3.64660681273062,1.7823,9.1588,-528084.408206104,10
simulation,total_years,2012-4,-0.100792367883794,0.57554964491341,3.90268917233276,2.0288,9.7227,-1680261.04318885,10
simulation,monsoonal,NEM,-0.222494844927448,0.606751376023441,3.7108211979843,1.9972,9.1919,-1565042.7744818,10
simulation,monsoonal,SWM,0.598491642853391,0.416646842240622,7.89501380506524,3.1739,20.0456,-90694.8717702295,10
genetics,annual,2012,-3.10752434077272,2.82064660398138,11.4299443300724,10.2482,22.5368,-20.2596507473407,10
genetics,annual,2013,-0.650477191846929,0.577391335608284,6.68952124548679,3.485,16.6601,-119.787302581924,10
genetics,annual,2014,5.40092885161921,0.179023007123433,408.255566820415,47.8672,823.412,-42.2041942785679,10
genetics,total_years,2012-4,-0.553144196387068,0.512960447925168,9.39286929324614,4.497,23.6423,-192.476350709469,10
genetics,monsoonal,NEM,-0.105288908262797,0.48594526823336,7.52872237913835,3.4561,19.019,-42.5162918883476,10
genetics,monsoonal,SWM,-2.07480923345443,0.782560577363388,12.2260530672108,7.6011,29.2693,-62.9803332837305,10
simulation,annual,2012,-2.16346626078387,4.91348159457617,4.20672037243651,4.0055,7.8831,-149042.257753522,11
simulation,annual,2013,-0.465039674642397,0.630172995224974,4.21439672613645,2.3229,10.393,-547890.969659455,11
simulation,annual,2014,0.272712256138839,0.528837127992935,3.64786865741942,1.7866,9.1599,-528796.596298393,11
simulation,total_years,2012-4,-0.111596604203179,0.577261958697105,3.90562641092055,2.0344,9.7271,-1682239.96388154,11
simulation,monsoonal,NEM,-0.230418133419322,0.608038513768937,3.71563566021689,2.0025,9.2016,-1566613.98825187,11
simulation,monsoonal,SWM,0.554395412936967,0.420984855707226,7.80169663757027,3.1666,19.8074,-91390.8413453968,11
genetics,annual,2012,-2.55625645571745,1.21263563839344,10.1955186651263,7.5723,22.736,-17.0247768441155,11
genetics,annual,2013,-0.0140381180177475,0.452630938080878,9.52126773670869,4.1215,24.1339,-95.39106061494,11
genetics,annual,2014,7.12106005333287,0.15,2318.98954999002,179.0628,4047.5299,-81.3393042810597,11
genetics,total_years,2012-4,0.421178224037167,0.379592967921424,16.2166876933784,5.9538,41.1161,-197.706759990646,11
genetics,monsoonal,NEM,3.62216167196248,0.227478194604222,68.660480868755,12.7516,157.448,-16.9533680918925,11
genetics,monsoonal,SWM,-3.31740287200425,5,13.3299965494754,12.7092,24.9498,-76.7173958924437,11
simulation,annual,2012,-2.16450301549387,5,4.20854511997193,4.0125,7.8771,-147939.632041804,12
simulation,annual,2013,-0.459091617843266,0.629319525795189,4.2062456467055,2.3165,10.3746,-549689.547596929,12
simulation,annual,2014,0.291128088909382,0.526608343687165,3.64015492847866,1.7773,9.1437,-527888.674379552,12
simulation,total_years,2012-4,-0.111160501762117,0.577362927792301,3.90161933758318,2.0326,9.7169,-1681445.06283502,12
simulation,monsoonal,NEM,-0.231341724519324,0.608479710359805,3.71066089590261,2.0008,9.1886,-1566005.04875882,12
simulation,monsoonal,SWM,0.556125259687968,0.420546016754937,7.83194700573041,3.1758,19.8843,-90879.6405553483,12
genetics,annual,2012,-3.14644793140198,3.29750866232234,11.5914650729212,10.6108,22.4708,-31.7345250797488,12
genetics,annual,2013,-0.557894209267762,0.542741860455989,7.58975999408131,3.7878,19.0155,-78.6426032426916,12
genetics,annual,2014,3.16804259513647,0.245575319736393,43.2072637478571,9.0952,101.8825,-64.7604167961134,12
genetics,total_years,2012-4,-0.252411542527482,0.466485973540447,10.47872835063,4.6528,26.5282,-184.789275937442,12
genetics,monsoonal,NEM,0.137538683010145,0.41420990640156,12.9262848294058,5.1682,32.8208,-24.2267876274492,12
genetics,monsoonal,SWM,-1.57268810238997,0.719913584941822,8.9349875167855,5.3192,21.6521,-68.7755425726863,12
simulation,annual,2012,-2.1635668148144,5,4.20460692093102,4.0088,7.8698,-147908.989336602,13
simulation,annual,2013,-0.463883023894068,0.630663497652706,4.19985579523122,2.316,10.3562,-549214.534461221,13
simulation,annual,2014,0.271974313788765,0.528795855279589,3.65165791376198,1.7884,9.1694,-527950.324372536,13
simulation,total_years,2012-4,-0.103708673512007,0.576180123230156,3.89959355313309,2.0287,9.7139,-1680019.76830435,13
simulation,monsoonal,NEM,-0.226704339930892,0.607758240223129,3.70719652906542,1.9974,9.1812,-1564682.55596784,13
simulation,monsoonal,SWM,0.611779864484974,0.415270859142437,7.93274814349344,3.1793,20.1417,-90474.3795650786,13
genetics,annual,2012,-10,2.85445668682992,11231.3138320777,10087.2123,22114.8805,-0.133226567517838,13
genetics,annual,2013,0.563474730622923,0.406074831640014,9.42923457292998,3.7,23.9408,-114.536361855868,13
genetics,annual,2014,7.47315961455347,0.15,1630.7368558076,125.9188,2846.2639,-70.5417804864775,13
genetics,total_years,2012-4,2.1152456948503,0.277683713125626,34.1900891729392,8.6345,83.3981,-192.652452603084,13
genetics,monsoonal,NEM,7.80738599134908,0.15,1167.43098036667,90.1442,2037.6167,-19.1496329278029,13
genetics,monsoonal,SWM,0.280137765092629,0.33188586734912,46.8432561542743,14.8528,117.6504,-83.4613462376224,13
simulation,annual,2012,-2.16211138201291,4.96614100175034,4.199454917119,4.0018,7.8637,-147733.167529513,14
simulation,annual,2013,-0.461116730393135,0.629710821740329,4.20701952057331,2.3178,10.3757,-548902.270084708,14
simulation,annual,2014,0.277896778853015,0.528324112597803,3.6425904715384,1.7828,9.1474,-528298.164010771,14
simulation,total_years,2012-4,-0.104767942393375,0.576358908876157,3.89962909899861,2.0291,9.7137,-1681947.01754722,14
simulation,monsoonal,NEM,-0.224782778967022,0.607357959630408,3.70770762477067,1.9968,9.1832,-1567120.79434378,14
simulation,monsoonal,SWM,0.585506432356937,0.417310582253159,7.92925014167215,3.1924,20.1324,-90070.6394516736,14
genetics,annual,2012,-3.08658551199547,2.70290424896561,11.2896960151832,10.0592,22.3718,-20.1425096578103,14
genetics,annual,2013,0.696971177980103,0.404751699898187,8.4047774205371,3.2878,21.3392,-135.850016845802,14
genetics,annual,2014,1.17867656453986,0.308716143972124,33.7983984646717,9.8187,84.1006,-87.8751036154742,14
genetics,total_years,2012-4,0.295868855705226,0.41384486663702,11.0870464970306,4.4292,28.1509,-244.238681070192,14
genetics,monsoonal,NEM,0.279742984949855,0.386055089802484,16.8396877870356,6.289,42.719,-17.4710973079022,14
genetics,monsoonal,SWM,-3.39243572546698,5,14.3686639488116,13.6995,26.8939,-67.3772408293407,14
simulation,annual,2012,-2.16331705314114,5,4.20355690240369,4.0078,7.8678,-148485.235404667,15
simulation,annual,2013,-0.465009774278784,0.630198872317334,4.21375900016669,2.3227,10.3914,-548250.243589967,15
simulation,annual,2014,0.280909975924602,0.528034124690175,3.63932423085314,1.7804,9.1396,-529182.227298946,15
simulation,total_years,2012-4,-0.103887099875171,0.576241874935285,3.8988745977282,2.0285,9.712,-1682209.76465388,15
simulation,monsoonal,NEM,-0.222672756472536,0.606869212278909,3.7092250474205,1.9966,9.1878,-1567408.28526758,15
simulation,monsoonal,SWM,0.600073015499967,0.416691853400306,7.87790350285229,3.1674,20.0022,-90499.5611146941,15
genetics,annual,2012,-2.29146226411942,0.9708461172128,10.3253842253255,7.0731,23.8908,-18.6289757858063,15
genetics,annual,2013,-0.235863312766928,0.514157099675125,6.77546951613292,3.2496,17.0512,-112.731936065887,15
genetics,annual,2014,6.57930036606214,0.173150643348625,227.114723027158,24.7487,447.3651,-133.516920551182,15
genetics,total_years,2012-4,0.607533708809368,0.3932358968558,10.8644644013065,4.1325,27.5733,-277.051083752906,15
genetics,monsoonal,NEM,2.59263010679714,0.283192591356541,17.6042066518684,4.568,43.1261,-20.9122018128974,15
genetics,monsoonal,SWM,0.895544372077478,0.349250420476291,17.4888766060761,5.8763,44.1323,-90.6686030338657,15
simulation,annual,2012,-2.16324979027089,4.97236706852451,4.20405837249239,4.0066,7.8717,-148427.267131731,16
simulation,annual,2013,-0.460295907330939,0.628930724243408,4.21903757656401,2.3227,10.4069,-547266.595824458,16
simulation,annual,2014,0.267444622392304,0.529840955095537,3.64051543482354,1.7855,9.14,-529626.227873106,16
simulation,total_years,2012-4,-0.1045169304902,0.576159949175076,3.90320939819805,2.0305,9.723,-1682035.6716769,16
simulation,monsoonal,NEM,-0.226589026619577,0.607402104209907,3.71356656899054,2.0001,9.1976,-1566812.57129567,16
simulation,monsoonal,SWM,0.64045346349504,0.413306473551145,7.91181634215908,3.1569,20.0888,-90913.0607273024,16
genetics,annual,2012,-10,2.82692521928722,11251.844332138,10091.6868,22179.9573,-0.145562361153825,16
genetics,annual,2013,1.02557317105652,0.370835634573518,10.2700995933742,3.6808,26.0136,-126.319779554073,16
genetics,annual,2014,7.7977715633211,0.15,1178.70929190817,91.0151,2057.3017,-76.7227830130702,16
genetics,total_years,2012-4,3.12671761797517,0.242597948944653,51.7910435104949,10.6935,121.6265,-210.193474531468,16
genetics,monsoonal,NEM,8.02376834980234,0.15,940.280872696845,72.6046,1641.1521,-23.6794840542063,16
genetics,monsoonal,SWM,1.93479216046981,0.263725611271567,68.4675621107339,16.0623,164.9032,-94.1473027922935,16
simulation,annual,2012,-2.16588227866297,5,4.21435381619094,4.0181,7.888,-147967.725194459,17
simulation,annual,2013,-0.437558243056249,0.624982180444923,4.20233456160006,2.3045,10.3736,-547385.425675062,17
simulation,annual,2014,0.287479824447027,0.527067247746683,3.64116826512371,1.7789,9.1456,-527531.059706851,17
simulation,total_years,2012-4,-0.0899163631744616,0.573904193543999,3.89821952697345,2.0226,9.7145,-1680683.65027692,17
simulation,monsoonal,NEM,-0.21202351858892,0.604932310002151,3.7069432339805,1.9913,9.1855,-1565463.14670648,17
simulation,monsoonal,SWM,0.613450809610346,0.415844189461458,7.86000601381182,3.1542,19.9569,-90993.6153677586,17
genetics,annual,2012,-3.25250871374624,4.10427624455919,12.6163598963209,11.8273,23.9673,-34.1210342101921,17
genetics,annual,2013,-0.876444118832384,0.599143952073689,7.42683888559927,3.9649,18.4229,-120.928372756369,17
genetics,annual,2014,7.29108920733979,0.15,1956.39283099565,151.0646,3414.659,-87.7549510733476,17
genetics,total_years,2012-4,0.58346060513514,0.389864453634612,11.7143418210249,4.418,29.7246,-245.676939462527,17
genetics,monsoonal,NEM,1.32727388698505,0.354667986994082,10.2093992259018,3.489,25.7923,-27.3883800362141,17
genetics,monsoonal,SWM,0.21579573541029,0.425574695126065,10.331677631942,4.2353,26.2276,-107.366244981518,17
simulation,annual,2012,-2.1584617997376,4.87044732805232,4.18706617230949,3.984,7.851,-148543.765265876,18
simulation,annual,2013,-0.460462848332561,0.629595930569306,4.20654167723038,2.3173,10.3748,-549166.119384995,18
simulation,annual,2014,0.297359120409048,0.525898920278886,3.6364908436568,1.7738,9.1355,-527962.459607743,18
simulation,total_years,2012-4,-0.101363702708917,0.575843864683451,3.89816016098456,2.0272,9.711,-1681425.57151911,18
simulation,monsoonal,NEM,-0.221747632487039,0.606815456887382,3.70682322698788,1.9952,9.1819,-1565417.18903777,18
simulation,monsoonal,SWM,0.565501754970249,0.419975984685031,7.81566270049886,3.1653,19.8432,-91570.3677750508,18
genetics,annual,2012,-3.20242580834908,3.11205434011916,12.3587497811644,11.2309,24.1034,-15.5426854257461,18
genetics,annual,2013,-3.24446767896611,5,12.3923788431414,11.8152,23.1948,-149.659179208773,18
genetics,annual,2014,2.23955887518334,0.271388097253543,37.776719771011,9.237,91.6512,-71.7706191659804,18
genetics,total_years,2012-4,-0.658876266872913,0.534601512148484,8.88493617003107,4.3862,22.2899,-254.437979950388,18
genetics,monsoonal,NEM,-0.0583802930936698,0.47514822885019,7.93551764294308,3.5774,20.0717,-41.272690375772,18
genetics,monsoonal,SWM,-0.512391861469506,0.467726968332379,13.4242579213232,5.9739,33.981,-118.101619586465,18
simulation,annual,2012,-2.15379035787699,4.75119579801004,4.17160134291185,3.9615,7.8357,-148573.406305391,19
simulation,annual,2013,-0.464107271222716,0.630611612282799,4.20181879369448,2.317,10.3611,-549310.677928599,19
simulation,annual,2014,0.292865485647936,0.526371072268996,3.64018348690834,1.7767,9.1441,-528232.097509356,19
simulation,total_years,2012-4,-0.0938480804086079,0.57468773721083,3.89545157261074,2.023,9.7062,-1679435.18229977,19
simulation,monsoonal,NEM,-0.217885005119785,0.606143889741984,3.7053704201968,1.993,9.1795,-1563594.023032,19
simulation,monsoonal,SWM,0.648418292647903,0.413153872445436,7.86503817189166,3.1371,19.97,-91535.9772485432,19
genetics,annual,2012,-10,2.92093074896308,11184.5507209512,10077.7158,21965.4167,-0.145562360215741,19
genetics,annual,2013,-1.18312929939377,0.667151316152457,7.35284865238667,4.194,18.0031,-121.907924625429,19
genetics,annual,2014,7.206469166673,0.156558881451811,855.856846516744,73.6177,1554.0183,-74.1460209629468,19
genetics,total_years,2012-4,-0.594762178433357,0.492894934139911,11.5532091125021,5.3636,29.1604,-209.349111086723,19
genetics,monsoonal,NEM,-2.05917769767158,0.768420150568728,12.5166160968757,7.7107,30.0466,-18.1649722356344,19
genetics,monsoonal,SWM,-1.71551940623692,0.629575366157851,14.7581304427703,8.1298,36.3988,-72.1234177258289,19
simulation,annual,2012,-2.16426139800069,5,4.20752838468559,4.0116,7.8752,-148528.842301798,20
simulation,annual,2013,-0.44068220763137,0.625987192419914,4.19527203215538,2.3029,10.3541,-548319.120895614,20
simulation,annual,2014,0.291016699098203,0.526666137540179,3.63901422570381,1.7769,9.1407,-530048.250899779,20
simulation,total_years,2012-4,-0.0941539172439467,0.574599740352086,3.89867201423519,2.0245,9.7144,-1681530.41241352,20
simulation,monsoonal,NEM,-0.215279559450216,0.605606775466664,3.7060274052473,1.9922,9.182,-1566204.07020088,20
simulation,monsoonal,SWM,0.632683722700862,0.413335459875116,7.97044889957374,3.1805,20.2376,-90599.3055577582,20
genetics,annual,2012,-3.4711541909639,5,15.5454530302482,14.8215,29.0965,-7.12346281306949,20
genetics,annual,2013,-3.25400129380217,5,12.5110879743822,11.9284,23.417,-152.188801328595,20
genetics,annual,2014,0.855719401552358,0.29161242094657,76.4178052916194,20.6267,188.31,-71.8969636257293,20
genetics,total_years,2012-4,-3.31631925663164,5,13.3155597793151,12.6954,24.9228,-236.769461422799,20
genetics,monsoonal,NEM,-0.468796044643601,0.531557435224085,7.50813708017594,3.6911,18.845,-37.8538447204924,20
genetics,monsoonal,SWM,0.925970637064654,0.344468901975589,18.6998669671247,6.1873,47.1348,-87.8281721128697,20
simulation,annual,2012,-2.16370095988902,4.98308738812826,4.20564837282471,4.0088,7.8735,-148821.977696853,21
simulation,annual,2013,-0.454442534700629,0.628737838345481,4.19823300293301,2.3108,10.356,-548357.76372038,21
simulation,annual,2014,0.273124520277113,0.528766705207635,3.64823393036111,1.7866,9.1609,-528661.864182117,21
simulation,total_years,2012-4,-0.0980495230538858,0.575268830975943,3.89844837788997,2.0259,9.7127,-1680177.64631561,21
simulation,monsoonal,NEM,-0.220396427343001,0.606516188200838,3.70754318831291,1.995,9.1842,-1563837.23902137,21
simulation,monsoonal,SWM,0.615983500141353,0.415982532805158,7.82590036551262,3.1415,19.8703,-92036.4176444265,21
genetics,annual,2012,-1.36606707243995,0.688872150214203,8.11152483221598,4.7126,19.7765,-25.6816447874814,21
genetics,annual,2013,1.07932937534281,0.372095708329319,9.52315720537369,3.4252,24.1255,-81.2102775386063,21
