time_scale,time_id,k,theta,mdd,med,dist90,log_like,data_source
annual,2012,-0.38751253825293,0.637026052468533,3.77822423644382,2.09641041113457,9.30505888780661,-725758.169795862,simulation
annual,2013,-0.64237718944996,0.679254254139089,4.08070541961774,2.35190528319043,9.96781212981102,-662951.384904839,simulation
annual,2014,0.0756533363405335,0.564143762474149,3.50478307903728,1.79726295628089,8.74907418644373,-629397.429098801,simulation
interannual,2012-4,-0.312318092995783,0.62149297017206,3.77061337467421,2.06050058551574,9.31404394988521,-2021633.64668253,simulation
season,NEM,-0.431519792881591,0.656926228161586,3.61771857692861,2.04484175562624,8.87549325337996,-1864791.29669684,simulation
season,SWM,0.238835259575853,0.467389332921739,6.35451159370473,2.82610202823881,16.0857799068285,-128013.078959091,simulation
